SA3_MAIN11,M_1_299_DS_DS_Seprt_house,M_1_299_DS_DS_sd_row_tce_hs_t,M_1_299_DS_DS_Flat_unit_apart,M_1_299_DS_DS_Other_dwg,M_1_299_DS_ns,M_1_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_unit_apartm,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_unit_aptmnt,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_unit_aptmt,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_unit_aprtm,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_unt_aprt,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flt_unit_aprt,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_unt_aprt,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flt_unit_aprtm,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_unit_aprt,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_unit_aptm,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flt_unit_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_unit_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot,SA3_NAME11
12003,366,49,152,0,3,570,105,23,59,0,0,187,78,17,62,0,0,157,147,37,108,0,0,292,185,50,159,0,0,394,545,136,542,4,3,1230,533,149,849,5,0,1536,1072,291,1708,6,3,3080,767,254,856,3,0,1880,1279,371,470,6,0,2126,1501,210,177,5,0,1893,465,78,181,6,0,730,7043,1665,5323,35,9,14075,Strathfield - Burwood - Ashfield
12101,331,38,135,4,0,508,73,8,51,0,0,132,64,5,36,0,0,105,95,15,55,0,0,165,112,17,96,0,0,225,361,56,250,0,0,667,320,65,392,0,0,777,687,113,950,3,3,1756,461,96,755,0,0,1312,965,183,719,3,0,1870,2691,272,350,4,0,3317,424,34,127,3,0,588,6584,902,3916,17,3,11422,Chatswood - Lane Cove
12102,330,17,36,0,0,383,121,12,14,0,0,147,111,4,18,0,0,133,185,15,34,0,0,234,254,13,49,0,0,316,708,53,172,0,0,933,778,58,277,0,0,1113,1439,127,613,6,4,2189,1239,101,335,0,0,1675,2045,132,157,3,0,2337,964,30,55,0,0,1049,403,23,62,0,0,488,8577,585,1822,9,4,10997,Hornsby
12103,583,13,40,0,0,636,138,0,17,0,0,155,132,6,12,0,0,150,153,3,22,0,0,178,192,15,14,0,0,221,619,21,80,0,0,720,602,20,123,0,0,745,1276,46,246,0,0,1568,913,34,274,4,0,1225,1859,67,341,0,0,2267,4263,68,177,0,7,4515,663,10,44,0,0,717,11393,303,1390,4,7,13097,Ku-ring-gai
12104,149,65,172,0,0,386,28,15,54,0,0,97,23,17,45,0,0,85,32,31,66,0,3,132,38,25,112,0,0,175,121,94,334,0,3,552,86,88,467,3,3,647,231,155,948,5,3,1342,126,157,785,3,3,1074,317,267,961,0,3,1548,1360,655,763,6,3,2787,207,71,196,0,3,477,2718,1640,4903,17,24,9302,North Sydney - Mosman
12201,122,24,52,0,0,198,26,3,19,0,0,48,21,10,17,0,0,48,36,9,15,0,0,60,38,15,24,0,0,77,110,31,87,0,0,228,139,25,103,0,0,267,216,47,222,0,0,485,147,60,222,0,0,429,390,96,281,3,0,770,1039,196,256,3,0,1494,169,28,59,0,0,256,2453,544,1357,6,0,4360,Manly
12202,263,29,11,0,0,303,82,11,6,0,0,99,69,10,7,0,0,86,113,15,11,0,0,139,144,14,12,0,3,173,397,43,41,3,0,484,422,50,60,0,0,532,718,104,107,3,0,932,589,89,97,0,0,775,1183,187,147,3,0,1520,1846,129,54,3,0,2032,392,32,44,3,0,471,6218,713,597,15,3,7546,Pittwater
12203,537,26,94,0,0,657,155,7,50,0,0,212,138,8,45,0,0,191,246,16,93,0,0,355,293,18,102,0,0,413,825,56,335,0,0,1216,963,56,463,0,4,1486,1745,99,1183,3,3,3033,1343,107,1060,3,0,2513,2592,171,897,0,0,3660,3580,162,323,7,4,4076,736,51,194,3,0,984,13153,777,4839,16,11,18796,Warringah
12301,187,6,3,0,0,196,96,4,0,0,0,100,72,3,3,0,0,78,161,8,3,0,0,172,223,12,0,0,0,235,711,32,12,0,0,755,1023,43,5,0,0,1071,2343,96,3,0,3,2445,1800,50,0,0,4,1854,1423,41,0,3,3,1470,494,9,0,0,0,503,408,8,3,0,0,419,8941,312,32,3,10,9298,Camden
12302,532,54,9,0,0,595,270,38,7,3,0,318,281,33,4,0,0,318,575,81,12,4,0,672,805,112,17,5,0,939,2283,406,72,10,0,2771,3050,544,63,11,0,3668,5172,421,51,15,0,5659,2072,156,13,5,0,2246,1117,102,13,0,0,1232,597,38,0,4,0,639,909,93,13,4,0,1019,17663,2078,274,61,0,20076,Campbelltown (NSW)
12303,172,3,3,0,0,178,77,3,0,0,0,80,74,0,0,0,0,74,139,3,0,0,0,142,190,4,0,0,0,194,586,7,8,0,3,604,717,5,5,3,0,730,1347,18,0,3,0,1368,802,0,0,3,0,805,701,3,0,3,0,707,427,4,0,0,0,431,328,3,0,0,0,331,5560,53,16,12,3,5644,Wollondilly
12401,436,14,5,0,0,455,246,9,0,0,0,255,244,4,0,0,0,248,452,8,4,0,0,464,515,5,6,0,0,526,1454,28,10,0,3,1495,1705,33,5,0,0,1743,2731,36,8,0,0,2775,1494,21,0,0,0,1515,921,18,3,5,0,947,448,4,4,0,0,456,473,5,3,3,0,484,11119,185,48,8,3,11363,Blue Mountains
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue Mountains - South
12403,430,42,19,3,0,494,224,13,15,0,0,252,240,19,14,0,0,273,441,30,30,0,0,501,642,66,53,0,3,764,1774,198,210,0,0,2182,2331,329,146,3,0,2809,4628,344,132,3,0,5107,2701,91,54,0,0,2846,1628,42,23,3,0,1696,724,22,17,3,0,766,902,51,33,3,0,989,16665,1247,746,18,3,18679,Penrith
12404,136,10,0,0,0,146,44,16,0,0,0,60,52,3,5,0,0,60,82,10,5,0,0,97,139,14,8,0,0,161,429,51,23,0,0,503,561,91,18,3,0,673,1107,102,20,0,0,1229,605,25,3,0,0,633,353,12,3,0,0,368,229,3,0,3,0,235,233,13,0,0,0,246,3970,350,85,6,0,4411,Richmond - Windsor
12405,191,9,8,0,0,208,119,8,3,0,0,130,115,5,3,0,0,123,212,17,4,0,0,233,314,9,18,0,0,341,858,75,33,0,0,966,1086,121,24,3,0,1234,2010,148,34,0,0,2192,983,30,10,0,0,1023,449,30,12,0,0,491,151,10,3,0,0,164,387,27,8,0,0,422,6875,489,160,3,0,7527,St Marys
12501,160,41,69,3,0,273,79,17,23,0,0,119,56,17,23,0,0,96,117,23,56,0,0,196,136,32,79,0,0,247,400,102,332,0,0,834,453,165,446,3,0,1067,862,257,536,0,0,1655,513,110,313,0,0,936,585,92,221,0,0,898,321,59,100,3,0,483,234,52,74,3,0,363,3916,967,2272,12,0,7167,Auburn
12502,255,42,20,0,0,317,80,16,14,0,0,110,72,18,3,0,0,93,130,18,15,0,0,163,151,31,24,0,0,206,448,124,75,3,7,657,454,145,83,3,0,685,839,361,166,0,4,1370,748,283,102,0,6,1139,1044,258,87,0,8,1397,625,83,18,0,4,730,249,43,16,0,0,308,5095,1422,623,6,29,7175,Carlingford
12503,353,53,39,0,0,445,160,22,9,0,0,191,172,16,17,0,4,209,289,30,44,3,0,366,444,61,77,0,0,582,1150,182,273,6,3,1614,1287,265,438,6,7,2003,2458,524,408,7,0,3397,1754,287,81,3,0,2125,1304,188,48,0,0,1540,563,63,32,0,0,658,591,73,44,4,0,712,10525,1764,1510,29,14,13842,Merrylands - Guildford
12504,316,56,117,0,0,489,114,13,49,0,0,176,102,15,29,0,0,146,184,23,83,0,0,290,241,51,127,0,3,422,737,162,493,0,0,1392,817,282,1026,0,0,2125,1470,611,1377,0,0,3458,1357,407,381,0,3,2148,1435,221,199,0,0,1855,544,77,90,0,0,711,359,72,114,0,0,545,7676,1990,4085,0,6,13757,Parramatta
12601,219,15,16,0,0,250,72,3,4,0,0,79,44,0,10,0,0,54,83,9,8,0,0,100,135,6,22,0,0,163,291,24,43,0,0,358,315,41,78,0,0,434,609,56,130,3,0,798,467,58,73,0,0,598,817,64,49,3,0,933,938,43,18,0,0,999,201,12,16,0,0,229,4191,331,467,6,0,4995,Pennant Hills - Epping
12602,401,74,100,3,0,578,116,25,40,0,0,181,111,16,24,0,0,151,194,32,62,0,0,288,229,45,97,0,0,371,713,160,311,0,0,1184,645,178,445,0,0,1268,1160,365,834,0,0,2359,884,345,440,3,0,1672,1609,384,309,0,0,2302,2038,212,138,0,3,2391,502,64,97,0,0,663,8602,1900,2897,6,3,13408,Ryde - Hunters Hill
12701,270,23,0,0,0,293,112,14,4,3,0,133,93,13,3,0,0,109,186,24,4,0,0,214,327,26,0,0,0,353,979,75,0,3,0,1057,1181,118,0,0,0,1299,1945,266,0,0,3,2214,1490,152,3,3,0,1648,1230,72,0,0,3,1305,617,30,3,0,0,650,567,54,0,0,0,621,8997,867,17,9,6,9896,Bringelly - Green Valley
12702,566,73,40,0,0,679,307,47,30,0,0,384,233,39,31,0,0,303,426,69,65,3,3,566,625,85,121,0,0,831,1729,331,422,3,3,2488,1972,412,237,3,3,2627,3226,552,114,0,3,3895,1767,199,22,3,3,1994,1377,118,20,0,0,1515,669,59,15,0,0,743,831,129,41,0,0,1001,13728,2113,1158,12,15,17026,Fairfield
12703,307,42,54,0,0,403,128,17,26,0,0,171,123,20,25,0,0,168,227,23,33,0,0,283,306,35,64,0,0,405,942,118,328,0,3,1391,1179,234,359,0,0,1772,2313,468,234,3,0,3018,1911,282,61,0,0,2254,1565,137,29,0,0,1731,590,69,19,0,0,678,542,64,64,0,3,673,10133,1509,1296,3,6,12947,Liverpool
12801,374,48,75,0,3,500,103,15,39,0,0,157,110,11,30,0,0,151,190,36,56,3,0,285,247,44,79,0,0,370,660,110,240,0,0,1010,714,142,405,0,0,1261,1375,238,822,3,0,2438,1054,269,495,3,0,1821,1795,321,301,0,0,2417,2001,141,133,0,0,2275,594,85,103,3,0,785,9217,1460,2778,12,3,13470,Cronulla - Miranda - Caringbah
12802,415,31,23,3,0,472,187,15,18,0,0,220,197,10,10,0,0,217,320,26,37,3,0,386,386,36,46,0,0,468,1120,93,135,3,0,1351,1237,118,248,0,3,1606,2086,242,540,0,0,2868,1980,281,206,0,0,2467,3094,255,70,3,0,3422,1496,56,28,0,0,1580,656,50,50,0,0,756,13174,1213,1411,12,3,15813,Sutherland - Menai - Heathcote
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NSW)
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (NSW)
20101,463,10,14,5,0,492,420,10,11,0,0,441,375,6,13,0,0,394,828,16,24,0,3,871,963,30,36,5,0,1034,2917,83,74,0,3,3077,2563,57,37,5,0,2662,1920,32,10,0,0,1962,566,11,3,0,0,580,359,5,0,3,0,367,194,4,0,0,0,198,520,11,10,0,0,541,12088,275,232,18,6,12619,Ballarat
20102,193,0,3,0,0,196,183,0,3,3,0,189,155,0,4,0,0,159,278,0,0,0,0,278,347,3,0,3,0,353,824,3,3,4,0,834,703,0,0,0,0,703,583,0,0,0,0,583,200,0,3,3,0,206,141,0,0,0,0,141,73,0,0,0,0,73,238,0,0,0,0,238,3918,6,16,13,0,3953,Creswick - Daylesford - Ballan
20103,218,3,0,9,0,230,209,0,0,0,0,209,193,0,0,0,0,193,378,0,4,4,0,386,391,0,4,3,3,401,645,3,3,3,0,654,356,0,0,3,0,359,226,3,0,0,0,229,49,0,0,3,0,52,48,0,0,0,0,48,29,0,0,0,0,29,181,3,3,3,0,190,2923,12,14,28,3,2980,Maryborough - Pyrenees
20201,496,11,12,3,0,522,427,6,8,0,0,441,394,5,13,0,0,412,740,10,22,0,0,772,997,19,16,0,0,1032,2613,57,53,3,0,2726,2356,39,35,3,0,2433,1617,17,19,3,0,1656,407,4,4,0,0,415,265,5,0,3,0,273,134,4,0,3,0,141,482,13,6,0,0,501,10928,190,188,18,0,11324,Bendigo
20202,320,3,3,3,0,329,253,3,4,3,0,263,246,3,3,0,0,252,420,3,3,4,0,430,525,3,5,0,0,533,1249,3,5,5,3,1265,1058,3,3,5,0,1069,964,3,0,4,0,971,385,0,0,0,0,385,255,3,0,3,3,264,141,0,3,4,0,148,317,3,0,4,0,324,6133,30,29,35,6,6233,Heathcote - Castlemaine - Kyneton
20203,124,0,0,0,0,124,115,3,0,3,0,121,93,0,0,0,0,93,168,0,0,4,0,172,163,0,0,0,0,163,231,0,0,4,0,235,150,0,0,0,0,150,118,0,0,0,0,118,29,0,0,0,0,29,21,0,0,3,0,24,14,0,0,0,0,14,79,0,0,0,0,79,1305,3,0,14,0,1322,Loddon - Elmore
20301,126,0,0,0,0,126,74,3,0,0,0,77,75,0,0,0,0,75,136,0,3,3,0,142,162,3,0,0,0,165,498,0,0,3,0,501,494,3,0,3,0,500,506,0,0,0,0,506,221,0,0,3,0,224,152,0,0,0,3,155,76,0,0,0,0,76,171,0,0,0,0,171,2691,9,3,12,3,2718,Barwon - West
20302,925,19,43,5,0,992,608,19,42,0,3,672,554,16,30,3,0,603,1188,26,67,0,0,1281,1500,53,89,0,0,1642,4043,107,245,6,0,4401,4177,106,188,0,0,4471,4349,96,97,5,3,4550,1436,29,26,4,0,1495,963,24,14,3,0,1004,490,14,15,0,0,519,1151,28,34,0,0,1213,21384,537,890,26,6,22843,Geelong
20303,325,16,11,0,0,352,212,6,3,0,0,221,202,3,5,0,0,210,345,8,18,0,0,371,455,4,9,3,0,471,1169,29,25,0,0,1223,1105,18,14,0,4,1141,1499,26,19,3,0,1547,778,14,3,3,0,798,572,13,3,0,0,588,303,5,10,0,0,318,396,9,7,0,0,412,7361,151,127,9,4,7652,Surf Coast - Bellarine Peninsula
20401,322,0,3,10,0,335,216,5,3,5,0,229,222,4,0,5,0,231,425,7,3,5,0,440,593,3,3,3,0,602,1283,9,12,19,0,1323,1102,15,5,6,0,1128,911,3,5,9,0,928,311,0,0,3,0,314,230,0,3,3,0,236,114,0,0,5,3,122,384,4,3,6,0,397,6113,50,40,79,3,6285,Upper Goulburn Valley
20402,268,6,3,3,0,280,211,3,3,3,0,220,230,5,4,4,0,243,456,5,13,0,0,474,580,8,8,3,0,599,1333,14,25,5,0,1377,1056,9,5,4,0,1074,736,0,0,3,0,739,225,0,0,0,0,225,147,0,3,3,0,153,95,0,0,3,0,98,340,3,3,3,0,349,5677,53,67,34,0,5831,Wangaratta - Benalla
20403,371,3,9,0,0,383,258,6,12,3,0,279,279,3,3,4,0,289,510,19,16,4,0,549,649,21,27,3,0,700,1654,61,57,3,0,1775,1659,31,24,3,0,1717,1369,17,3,3,0,1392,484,5,3,3,0,495,282,0,5,0,0,287,170,4,7,0,0,181,388,5,7,8,0,408,8073,175,173,34,0,8455,Wodonga - Alpine
20501,253,7,4,0,0,264,171,7,6,0,0,184,199,6,0,0,0,205,331,8,0,0,0,339,480,20,5,0,0,505,1217,39,3,0,0,1259,1138,26,0,0,0,1164,953,16,0,0,0,969,328,10,5,0,0,343,225,3,3,0,0,231,145,4,3,0,0,152,313,16,4,8,0,341,5753,162,33,8,0,5956,Baw Baw
20502,270,8,4,5,0,287,223,10,3,4,0,240,207,5,6,0,0,218,350,7,11,0,0,368,441,10,6,3,0,460,973,19,21,3,0,1016,754,13,7,11,0,785,607,4,3,4,0,618,197,0,3,3,0,203,129,4,5,0,0,138,73,0,3,6,0,82,261,3,7,3,0,274,4485,83,79,42,0,4689,Gippsland - East
20503,386,4,3,4,0,397,297,3,3,3,0,306,251,3,5,0,0,259,490,5,3,7,0,505,603,4,10,0,0,617,1338,13,9,4,0,1364,1119,12,10,4,0,1145,991,9,8,3,0,1011,383,5,0,0,0,388,221,3,0,0,0,224,168,3,0,3,3,177,449,3,3,3,0,458,6696,67,54,31,3,6851,Gippsland - South West
20504,400,9,21,3,0,433,418,7,11,3,0,439,382,17,13,0,0,412,837,20,18,4,3,882,1150,39,26,6,0,1221,2234,57,43,3,0,2337,1418,28,23,3,0,1472,1273,14,9,3,0,1299,333,3,4,0,0,340,239,0,3,0,0,242,115,0,3,0,0,118,522,9,0,0,0,531,9321,203,174,25,3,9726,Latrobe Valley
20505,352,5,4,0,0,361,237,6,4,3,0,250,192,4,4,0,0,200,416,7,8,3,0,434,536,5,7,3,0,551,1120,11,14,3,0,1148,824,16,4,0,0,844,689,6,0,3,0,698,190,3,0,0,0,193,165,0,0,3,0,168,118,0,0,0,0,118,325,4,0,0,3,332,5164,67,45,18,3,5297,Wellington
20601,247,56,35,4,0,342,118,28,16,0,0,162,133,28,16,0,0,177,195,31,44,0,0,270,275,46,56,4,0,381,672,168,189,6,0,1035,715,187,214,3,0,1119,1133,373,347,7,0,1860,712,234,198,0,4,1148,781,259,150,0,0,1190,430,107,42,0,0,579,310,69,39,8,0,426,5721,1586,1346,32,4,8689,Brunswick - Coburg
20602,185,19,23,0,0,227,90,14,14,0,0,118,91,10,21,0,0,122,129,17,34,0,0,180,175,38,41,3,0,257,413,88,131,4,0,636,472,88,188,8,0,756,711,188,205,11,3,1118,477,110,98,0,0,685,568,147,59,7,0,781,444,85,23,0,0,552,233,27,25,4,0,289,3988,831,862,37,3,5721,Darebin - South
20603,192,41,32,0,0,265,92,22,18,0,0,132,66,11,18,0,0,95,126,24,26,0,3,179,194,39,39,0,0,272,443,100,146,0,0,689,426,124,209,0,0,759,770,212,270,0,0,1252,505,150,124,0,0,779,695,169,82,0,3,949,746,100,31,5,0,882,289,72,35,0,0,396,4544,1064,1030,5,6,6649,Essendon
20604,35,82,260,0,0,377,8,23,50,0,0,81,7,24,59,0,0,90,8,44,94,5,0,151,22,45,149,0,0,216,58,128,542,0,3,731,67,163,707,0,0,937,100,278,1233,0,0,1611,85,196,748,0,0,1029,110,304,677,4,0,1095,121,296,520,0,3,940,30,97,223,0,0,350,651,1680,5262,9,6,7608,Melbourne City
20605,130,129,210,0,0,469,36,31,73,0,0,140,22,24,87,0,0,133,56,57,135,0,0,248,54,65,196,0,0,315,174,197,576,0,0,947,146,211,734,0,0,1091,268,369,1258,8,0,1903,185,223,751,5,0,1164,335,458,720,11,3,1527,598,715,471,8,0,1792,125,133,207,5,0,470,2129,2612,5418,37,3,10199,Port Phillip
20703,484,61,28,0,0,573,194,23,10,0,0,227,164,21,7,0,0,192,309,42,13,0,0,364,373,57,36,0,0,466,1043,154,91,7,0,1295,1025,172,88,0,0,1285,1589,275,130,0,3,1997,1030,164,75,0,0,1269,1267,150,45,0,0,1462,855,80,23,0,0,958,421,55,20,0,0,496,8754,1254,566,7,3,10584,Whitehorse - West
20801,457,77,30,0,0,564,156,28,9,0,0,193,110,23,13,0,0,146,195,33,23,0,0,251,230,52,29,0,0,311,707,128,63,5,0,903,669,135,116,3,0,923,1255,255,206,4,0,1720,783,194,127,3,3,1110,1279,247,147,3,0,1676,2095,290,89,0,3,2477,580,85,45,3,0,713,8516,1547,897,21,6,10987,Bayside
20803,478,101,45,0,0,624,227,54,34,0,0,315,222,47,31,0,0,300,399,88,53,0,0,540,516,133,91,3,0,743,1369,264,254,5,0,1892,1499,383,310,0,0,2192,2407,586,386,0,0,3379,1577,382,180,0,0,2139,1560,318,118,4,3,2003,760,141,42,0,0,943,665,121,72,4,3,865,11679,2618,1616,16,6,15935,Kingston
20804,161,25,27,3,0,216,42,16,12,0,0,70,26,16,9,0,0,51,65,16,24,0,0,105,72,20,41,0,0,133,215,68,94,0,0,377,176,57,127,0,0,360,345,95,169,3,0,612,257,61,78,0,0,396,430,121,72,3,0,626,849,133,41,3,0,1026,201,27,30,0,0,258,2839,655,724,12,0,4230,Stonnington - East
20901,601,43,23,0,0,667,298,15,19,0,0,332,264,23,20,0,0,307,514,49,26,0,0,589,640,52,44,0,0,736,1639,151,105,0,0,1895,1816,174,141,0,0,2131,2809,314,184,0,0,3307,1607,158,94,0,0,1859,1348,139,57,0,0,1544,858,51,27,0,0,936,678,55,20,0,0,753,13072,1224,760,0,0,15056,Banyule
20902,326,40,23,0,0,389,149,14,17,0,0,180,146,19,14,0,0,179,258,22,22,0,0,302,363,49,45,0,0,457,902,144,137,3,0,1186,974,187,194,6,0,1361,1378,284,239,3,3,1907,766,121,108,3,0,998,678,87,44,0,0,809,361,30,21,4,0,416,397,38,51,3,0,489,6698,1035,915,22,3,8673,Darebin - North
20903,434,3,5,0,0,442,251,0,0,4,0,255,186,0,0,0,0,186,343,7,5,0,0,355,488,3,9,0,0,500,1289,14,10,0,0,1313,1391,30,19,3,0,1443,2087,32,32,6,0,2157,1305,25,9,4,0,1343,1123,20,14,0,0,1157,632,4,0,0,0,636,553,8,0,0,0,561,10082,146,103,17,0,10348,Nillumbik - Kinglake
20904,614,28,14,0,3,659,439,22,9,0,0,470,395,26,10,0,0,431,712,47,12,0,0,771,1083,43,24,0,0,1150,2990,167,88,0,0,3245,3704,277,98,3,0,4082,6227,432,82,3,3,6747,2845,161,18,0,0,3024,1557,63,7,3,0,1630,679,23,9,3,0,714,1323,76,24,3,0,1426,22568,1365,395,15,6,24349,Whittlesea - Wallan
21001,249,13,14,3,0,279,136,5,6,0,0,147,119,4,7,0,0,130,184,17,7,0,0,208,273,21,16,0,0,310,652,68,54,0,0,774,700,75,69,0,0,844,1024,108,83,0,3,1218,569,86,46,0,0,701,585,71,27,0,0,683,382,28,17,3,0,430,387,24,25,0,0,436,5260,520,371,6,3,6160,Keilor
21002,164,3,3,0,0,170,86,3,0,0,0,89,98,3,0,0,0,101,161,0,3,0,0,164,213,3,4,0,0,220,633,4,7,4,0,648,718,11,6,3,3,741,964,8,6,0,0,978,466,0,3,0,0,469,370,0,0,3,0,373,182,0,0,0,0,182,249,3,3,0,0,255,4304,38,35,10,3,4390,Macedon Ranges
21003,199,39,14,0,0,252,125,18,9,0,0,152,125,15,7,0,0,147,223,29,20,0,0,272,300,49,28,0,0,377,796,168,90,3,0,1057,812,202,101,0,0,1115,1240,312,119,6,3,1680,640,155,68,4,0,867,559,95,38,0,0,692,210,42,16,0,0,268,344,67,28,0,0,439,5573,1191,538,13,3,7318,Moreland - North
21004,215,0,8,0,0,223,124,3,0,0,0,127,133,0,3,0,0,136,249,10,9,0,0,268,358,5,6,0,0,369,1027,20,20,0,0,1067,1314,17,34,0,0,1365,1400,19,26,0,0,1445,511,6,3,0,0,520,296,3,4,0,0,303,168,0,3,0,0,171,343,10,5,0,0,358,6138,93,121,0,0,6352,Sunbury
21005,547,47,8,0,5,607,338,36,16,0,0,390,347,35,10,3,0,395,623,62,15,0,0,700,812,111,15,0,0,938,2522,333,75,5,0,2935,3116,462,70,3,0,3651,4120,536,59,0,0,4715,1568,153,15,3,0,1739,908,99,7,0,3,1017,431,44,5,0,0,480,999,93,17,0,0,1109,16331,2011,312,14,8,18676,Tullamarine - Broadmeadows
21101,863,43,16,3,0,925,545,27,14,0,0,586,509,21,9,0,0,539,914,43,30,0,0,987,1197,54,36,3,0,1290,3263,157,93,5,3,3521,3476,237,97,0,3,3813,4927,328,159,0,0,5414,2441,133,44,0,0,2618,1613,56,17,0,0,1686,654,25,6,0,0,685,1223,47,26,0,0,1296,21625,1171,547,11,6,23360,Knox
21102,161,9,0,0,0,170,65,5,0,0,0,70,67,0,0,0,0,67,84,12,0,0,0,96,126,6,0,0,0,132,357,16,7,0,0,380,329,20,0,0,0,349,606,42,4,0,0,652,371,29,6,0,0,406,440,19,0,0,0,459,462,6,3,0,0,471,241,4,0,0,0,245,3309,168,20,0,0,3497,Manningham - East
21103,529,76,17,0,0,622,331,39,19,0,0,389,289,29,12,0,0,330,586,63,21,0,0,670,750,88,33,0,0,871,1922,273,86,3,0,2284,2162,371,116,0,0,2649,3103,409,123,3,3,3641,1669,151,32,0,0,1852,1136,51,9,0,0,1196,399,32,5,0,0,436,769,66,19,0,0,854,13645,1648,492,6,3,15794,Maroondah
21104,303,29,16,0,0,348,161,19,9,0,0,189,129,15,7,0,0,151,259,26,9,0,0,294,326,36,18,0,0,380,835,96,39,0,0,970,810,121,65,0,0,996,1333,187,94,0,0,1614,825,99,42,0,0,966,754,73,28,0,0,855,303,26,12,0,0,341,300,39,15,0,0,354,6338,766,354,0,0,7458,Whitehorse - East
21105,927,19,11,3,0,960,601,17,5,3,0,626,587,8,7,0,0,602,1081,19,20,3,0,1123,1422,35,15,3,0,1475,3852,96,83,3,3,4037,4081,126,71,6,0,4284,5173,131,80,5,0,5389,2310,56,20,3,0,2389,1371,21,6,0,0,1398,639,7,5,0,3,654,1362,31,18,3,0,1414,23406,566,341,32,6,24351,Yarra Ranges
21201,331,4,3,0,0,338,257,13,3,0,0,273,217,4,4,0,0,225,444,8,4,0,0,456,555,14,4,3,0,576,1852,41,21,0,0,1914,2361,53,25,0,0,2439,3251,32,0,0,0,3283,1208,14,3,0,4,1229,775,7,0,0,0,782,326,3,3,0,0,332,671,13,7,0,0,691,12248,206,77,3,4,12538,Cardinia
21202,643,26,13,0,0,682,402,12,4,0,0,418,378,4,6,0,0,388,778,20,6,0,0,804,982,27,15,0,0,1024,2848,77,74,0,0,2999,3314,119,69,0,0,3502,4337,170,48,0,0,4555,1935,71,13,0,0,2019,1208,41,9,0,0,1258,512,23,4,0,0,539,996,31,14,0,0,1041,18333,621,275,0,0,19229,Casey - North
