SA3_MAIN11,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_199_Family_households,HI_1_199_Non_family_hseholds,HI_1_199_Tot,HI_200_299_Family_households,HI_200_299_Non_fam_househlds,HI_200_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_599_Family_households,HI_400_599_Non_fam_househlds,HI_400_599_Tot,HI_600_799_Family_households,HI_600_799_Non_fam_househlds,HI_600_799_Tot,HI_800_999_Family_households,HI_800_999_Non_fam_househlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1999_Fam_households,HI_1500_1999_Non_fam_hsehlds,HI_1500_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot,SA3_NAME11
12702,595,346,941,801,312,1113,631,1171,1802,981,2194,3175,4548,987,5535,4390,912,5302,3595,671,4266,3905,587,4492,3543,338,3881,5220,330,5550,3867,76,3943,2296,156,2452,1495,18,1513,853,7,860,1100,5,1105,4333,168,4501,1112,565,1677,43265,8843,52108,Fairfield
12703,214,176,390,363,220,583,236,727,963,400,1389,1789,2014,712,2726,1981,649,2630,1900,527,2427,2164,577,2741,2068,404,2472,3504,454,3958,3104,75,3179,2047,188,2235,1412,14,1426,648,11,659,846,13,859,2435,111,2546,527,368,895,25863,6615,32478,Liverpool
12801,177,220,397,226,235,461,96,686,782,209,1855,2064,1392,1421,2813,1598,1181,2779,1802,969,2771,1646,1034,2680,1795,782,2577,3323,1064,4387,3265,209,3474,3168,762,3930,2598,76,2674,1244,32,1276,2214,46,2260,2973,235,3208,426,499,925,28152,11306,39458,Cronulla - Miranda - Caringbah
12802,118,121,239,179,146,325,104,463,567,197,1289,1486,1246,939,2185,1387,642,2029,1594,563,2157,1591,612,2203,1717,507,2224,3604,605,4209,3759,89,3848,3621,402,4023,2966,35,3001,1398,17,1415,2173,11,2184,2864,106,2970,336,299,635,28854,6846,35700,Sutherland - Menai - Heathcote
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NSW)
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (NSW)
20101,102,198,300,209,317,526,181,1024,1205,442,2523,2965,2363,1870,4233,2399,1449,3848,2217,1091,3308,2323,925,3248,2190,637,2827,3382,603,3985,2535,153,2688,1479,273,1752,963,33,996,361,13,374,473,11,484,2135,329,2464,477,596,1073,24231,12045,36276,Ballarat
20102,76,84,160,105,109,214,61,328,389,116,765,881,782,437,1219,703,335,1038,709,240,949,713,214,927,700,140,840,904,115,1019,618,19,637,401,80,481,251,4,255,92,3,95,103,0,103,759,37,796,167,124,291,7260,3034,10294,Creswick - Daylesford - Ballan
20103,65,64,129,105,76,181,64,392,456,134,1026,1160,1027,549,1576,891,415,1306,759,195,954,666,168,834,525,66,591,673,69,742,355,8,363,149,37,186,119,4,123,29,0,29,53,0,53,631,37,668,163,209,372,6408,3315,9723,Maryborough - Pyrenees
20201,90,162,252,216,253,469,176,879,1055,342,2279,2621,2204,1695,3899,2198,1332,3530,2183,911,3094,2155,840,2995,2080,535,2615,3125,507,3632,2322,156,2478,1287,225,1512,819,25,844,263,8,271,385,6,391,1956,292,2248,441,508,949,22242,10613,32855,Bendigo
20202,87,126,213,168,138,306,79,454,533,187,1228,1415,1153,834,1987,1150,576,1726,1140,384,1524,1058,327,1385,983,231,1214,1506,186,1692,1063,23,1086,735,141,876,447,3,450,169,3,172,232,5,237,1245,69,1314,224,239,463,11626,4967,16593,Heathcote - Castlemaine - Kyneton
20203,36,33,69,64,62,126,24,169,193,57,416,473,414,239,653,367,154,521,364,92,456,294,68,362,252,31,283,340,33,373,206,0,206,78,8,86,60,0,60,14,0,14,34,4,38,324,16,340,79,67,146,3007,1392,4399,Loddon - Elmore
20301,33,36,69,63,23,86,20,85,105,43,196,239,382,164,546,342,119,461,363,110,473,401,83,484,404,56,460,722,61,783,515,3,518,309,25,334,207,5,212,82,3,85,96,0,96,494,10,504,95,51,146,4571,1030,5601,Barwon - West
20302,251,411,662,512,547,1059,309,1922,2231,705,4559,5264,4393,3007,7400,4090,2340,6430,3909,1840,5749,3926,1661,5587,3757,1108,4865,6220,1184,7404,4863,243,5106,3275,607,3882,2140,70,2210,836,29,865,990,39,1029,4205,448,4653,987,1046,2033,45368,21061,66429,Geelong
20303,127,118,245,178,141,319,106,456,562,179,1254,1433,1334,1030,2364,1420,712,2132,1507,496,2003,1285,445,1730,1384,282,1666,2084,369,2453,1783,53,1836,1296,235,1531,854,15,869,335,5,340,430,15,445,1774,125,1899,303,260,563,16379,6011,22390,Surf Coast - Bellarine Peninsula
20401,139,154,293,199,162,361,104,569,673,263,1297,1560,1424,919,2343,1352,695,2047,1302,496,1798,1220,384,1604,1178,272,1450,1709,228,1937,1173,26,1199,655,115,770,405,4,409,121,4,125,176,3,179,1343,78,1421,333,349,682,13096,5755,18851,Upper Goulburn Valley
20402,88,108,196,166,163,329,81,587,668,227,1375,1602,1320,957,2277,1358,745,2103,1241,428,1669,1192,388,1580,1104,190,1294,1606,183,1789,1119,32,1151,515,87,602,328,6,334,105,0,105,169,4,173,1142,63,1205,235,331,566,11996,5647,17643,Wangaratta - Benalla
20403,102,142,244,227,176,403,150,711,861,288,1585,1873,1679,1112,2791,1677,854,2531,1654,662,2316,1652,548,2200,1639,357,1996,2336,315,2651,1882,74,1956,890,140,1030,608,7,615,200,0,200,250,3,253,1769,119,1888,320,383,703,17323,7188,24511,Wodonga - Alpine
20501,87,96,183,145,137,282,81,373,454,177,972,1149,1180,694,1874,1108,498,1606,1079,371,1450,1044,302,1346,1033,206,1239,1575,224,1799,1141,33,1174,696,116,812,475,11,486,166,0,166,242,4,246,1151,52,1203,296,255,551,11676,4344,16020,Baw Baw
20502,105,113,218,201,174,375,119,548,667,254,1452,1706,1595,895,2490,1382,666,2048,1320,383,1703,1105,268,1373,1028,165,1193,1274,145,1419,787,34,821,384,84,468,281,3,284,72,3,75,137,0,137,1221,58,1279,334,317,651,11599,5308,16907,Gippsland - East
20503,125,152,277,227,239,466,101,693,794,273,1822,2095,1821,1205,3026,1627,761,2388,1742,553,2295,1407,439,1846,1324,263,1587,1873,250,2123,1233,60,1293,775,247,1022,413,10,423,159,3,162,251,19,270,1442,105,1547,401,366,767,15194,7187,22381,Gippsland - South West
20504,133,164,297,237,270,507,170,973,1143,384,2172,2556,2200,1237,3437,1858,912,2770,1651,670,2321,1491,617,2108,1493,400,1893,2341,421,2762,1776,57,1833,1305,281,1586,830,19,849,337,3,340,341,9,350,1944,121,2065,522,545,1067,19013,8871,27884,Latrobe Valley
20505,97,112,209,154,168,322,82,446,528,179,1203,1382,1249,765,2014,1119,541,1660,1038,370,1408,935,299,1234,904,182,1086,1254,189,1443,918,30,948,635,118,753,427,3,430,147,3,150,173,3,176,1270,60,1330,278,268,546,10859,4760,15619,Wellington
20601,168,294,462,254,302,556,126,795,921,204,1576,1780,1384,1075,2459,1153,993,2146,1183,939,2122,1293,1067,2360,1295,1023,2318,2360,1231,3591,2291,435,2726,1833,822,2655,1540,166,1706,714,102,816,1013,110,1123,1721,780,2501,317,386,703,18849,12096,30945,Brunswick - Coburg
20602,64,127,191,130,182,312,58,513,571,125,1034,1159,811,708,1519,700,623,1323,668,595,1263,764,722,1486,742,619,1361,1387,808,2195,1462,264,1726,1261,515,1776,1114,103,1217,565,40,605,828,51,879,1040,427,1467,186,220,406,11905,7551,19456,Darebin - South
20603,131,213,344,182,260,442,148,637,785,203,1286,1489,854,844,1698,738,765,1503,821,677,1498,851,824,1675,885,618,1503,1562,837,2399,1713,193,1906,1741,620,2361,1451,76,1527,752,36,788,1305,52,1357,1380,317,1697,268,387,655,14985,8642,23627,Essendon
20604,834,3038,3872,347,889,1236,211,1110,1321,267,1192,1459,764,1297,2061,814,1463,2277,874,1393,2267,944,1748,2692,1110,1614,2724,1908,2333,4241,1933,665,2598,1987,2626,4613,1623,349,1972,940,194,1134,1838,287,2125,1535,1207,2742,206,429,635,18135,21834,39969,Melbourne City
20605,186,445,631,202,391,593,100,1023,1123,185,1774,1959,891,1458,2349,840,1588,2428,920,1617,2537,950,2051,3001,1051,1858,2909,2137,2670,4807,2384,650,3034,2736,3078,5814,2231,337,2568,1308,184,1492,2809,326,3135,1907,998,2905,237,548,785,21074,20996,42070,Port Phillip
20804,97,287,384,91,135,226,36,238,274,58,522,580,320,515,835,397,465,862,397,415,812,438,480,918,502,429,931,927,480,1407,887,129,1016,1368,479,1847,1048,46,1094,549,22,571,1375,26,1401,1068,176,1244,143,149,292,9701,4993,14694,Stonnington - East
20901,247,288,535,297,297,594,195,872,1067,359,2075,2434,1888,1582,3470,2048,1219,3267,2181,1006,3187,2263,1067,3330,2290,869,3159,4106,996,5102,3809,220,4029,3260,660,3920,2415,56,2471,1108,30,1138,1704,27,1731,2940,265,3205,547,512,1059,31657,12041,43698,Banyule
20902,300,376,676,409,337,746,213,939,1152,370,2105,2475,2193,1222,3415,1796,993,2789,1771,793,2564,1937,873,2810,1664,700,2364,2706,673,3379,2262,191,2453,1515,361,1876,1042,52,1094,447,20,467,562,13,575,1875,353,2228,550,555,1105,21612,10556,32168,Darebin - North
20803,190,272,462,287,282,569,124,919,1043,268,2402,2670,1812,1841,3653,1845,1375,3220,2071,1161,3232,2101,1142,3243,2103,882,2985,3825,983,4808,3653,147,3800,3101,608,3709,2171,56,2227,916,17,933,1255,20,1275,2686,221,2907,523,634,1157,28931,12962,41893,Kingston
20903,82,68,150,95,88,183,61,209,270,129,501,630,614,418,1032,820,332,1152,948,298,1246,1057,318,1375,1186,257,1443,2260,252,2512,2254,42,2296,2157,187,2344,1626,13,1639,799,5,804,1165,3,1168,1899,60,1959,232,116,348,17384,3167,20551,Nillumbik - Kinglake
20904,400,276,676,557,271,828,294,768,1062,564,1738,2302,3843,1002,4845,3337,1045,4382,3334,936,4270,4080,982,5062,3972,625,4597,6891,642,7533,5418,124,5542,3109,253,3362,1883,42,1925,839,12,851,948,15,963,4082,191,4273,1029,461,1490,44580,9383,53963,Whittlesea - Wallan
21001,130,105,235,207,125,332,74,382,456,159,980,1139,1369,618,1987,1190,405,1595,1171,335,1506,1036,368,1404,1056,291,1347,1894,303,2197,1622,75,1697,1413,205,1618,1021,20,1041,503,7,510,700,5,705,1468,82,1550,354,216,570,15367,4522,19889,Keilor
21002,51,45,96,64,44,108,35,103,138,52,297,349,379,210,589,423,163,586,493,157,650,516,157,673,533,123,656,1064,119,1183,903,13,916,817,89,906,518,7,525,233,4,237,284,0,284,798,33,831,127,88,215,7290,1652,8942,Macedon Ranges
21003,193,212,405,323,218,541,153,607,760,282,1698,1980,1828,920,2748,1546,694,2240,1421,579,2000,1486,591,2077,1343,459,1802,2190,501,2691,1776,113,1889,1146,249,1395,749,38,787,362,14,376,366,15,381,1553,172,1725,441,377,818,17158,7457,24615,Moreland - North
21004,55,60,115,84,50,134,49,177,226,107,505,612,581,338,919,658,322,980,662,272,934,802,274,1076,842,209,1051,1567,212,1779,1333,34,1367,942,100,1042,596,9,605,245,4,249,303,0,303,973,45,1018,184,118,302,9983,2729,12712,Sunbury
21005,356,201,557,542,205,747,353,625,978,638,1401,2039,3092,761,3853,2985,804,3789,2709,705,3414,3157,664,3821,2912,460,3372,4646,433,5079,3368,99,3467,1992,152,2144,1115,12,1127,524,6,530,664,3,667,3297,122,3419,869,380,1249,33219,7033,40252,Tullamarine - Broadmeadows
21101,257,248,505,367,241,608,223,785,1008,431,2104,2535,2437,1505,3942,2616,1233,3849,2832,1122,3954,3307,1101,4408,3402,703,4105,6184,870,7054,5024,193,5217,3788,372,4160,2476,46,2522,1190,20,1210,1496,18,1514,3993,231,4224,732,521,1253,40755,11313,52068,Knox
21102,49,38,87,54,25,79,15,64,79,51,197,248,274,203,477,309,145,454,372,127,499,391,111,502,442,94,536,731,97,828,727,10,737,876,88,964,661,3,664,382,4,386,665,0,665,786,21,807,118,49,167,6903,1276,8179,Manningham - East
21103,141,214,355,219,222,441,147,648,795,294,2013,2307,1655,1527,3182,1873,1189,3062,2117,1043,3160,2257,1024,3281,2248,694,2942,4076,759,4835,3522,168,3690,2607,324,2931,1734,47,1781,739,17,756,985,14,999,2574,201,2775,505,448,953,27693,10552,38245,Maroondah
21104,131,108,239,170,130,300,84,378,462,162,1045,1207,990,816,1806,1090,567,1657,1188,481,1669,1178,463,1641,1138,373,1511,2044,460,2504,1807,98,1905,1631,242,1873,1168,27,1195,523,8,531,707,15,722,1325,93,1418,202,232,434,15538,5536,21074,Whitehorse - East
21105,220,248,468,348,274,622,189,808,997,421,2288,2709,2594,1664,4258,2858,1373,4231,3036,1113,4149,3469,1004,4473,3453,663,4116,5813,711,6524,4678,99,4777,3178,340,3518,1950,43,1993,866,17,883,1102,13,1115,4037,196,4233,797,558,1355,39009,11412,50421,Yarra Ranges
21201,131,113,244,183,111,294,115,385,500,231,957,1188,1379,679,2058,1440,638,2078,1568,569,2137,1754,541,2295,1848,366,2214,3264,320,3584,2490,74,2564,1509,141,1650,878,13,891,347,8,355,473,3,476,1777,96,1873,438,249,687,19825,5263,25088,Cardinia
21202,234,186,420,308,184,492,202,524,726,353,1411,1764,2294,897,3191,2367,857,3224,2478,759,3237,2813,754,3567,2857,475,3332,4928,478,5406,4069,109,4178,2632,237,2869,1612,33,1645,739,6,745,978,15,993,3114,148,3262,652,341,993,32630,7414,40044,Casey - North
21203,238,178,416,282,162,444,180,423,603,375,1190,1565,2142,793,2935,2327,874,3201,2565,877,3442,3302,797,4099,3341,466,3807,5716,428,6144,4440,94,4534,2297,185,2482,1321,22,1343,553,13,566,529,8,537,3062,135,3197,752,365,1117,33422,7010,40432,Casey - South
21204,583,432,1015,737,428,1165,516,1331,1847,776,3265,4041,4385,1957,6342,4269,1686,5955,3901,1243,5144,4306,1058,5364,3688,662,4350,5538,675,6213,3864,193,4057,2191,289,2480,1275,54,1329,567,22,589,742,28,770,4096,312,4408,1150,825,1975,42584,14460,57044,Dandenong
21205,663,813,1476,584,460,1044,274,911,1185,454,2436,2890,3100,1865,4965,2974,1408,4382,3151,1082,4233,3115,1116,4231,3115,853,3968,5156,1097,6253,4432,259,4691,4130,719,4849,2975,109,3084,1419,44,1463,2257,53,2310,4046,522,4568,670,508,1178,42515,14255,56770,Monash
21301,557,398,955,728,358,1086,607,1151,1758,865,2488,3353,4451,1254,5705,3859,1271,5130,3565,1113,4678,4045,1003,5048,3589,605,4194,5901,601,6502,4541,166,4707,2565,283,2848,1550,44,1594,717,14,731,895,13,908,4315,278,4593,1351,670,2021,44101,11710,55811,Brimbank
21302,171,213,384,283,220,503,152,670,822,265,1581,1846,1573,926,2499,1489,823,2312,1418,713,2131,1454,803,2257,1466,608,2074,2551,743,3294,2350,163,2513,1983,449,2432,1538,54,1592,704,23,727,1093,27,1120,2054,205,2259,427,398,825,20971,8619,29590,Hobsons Bay
21303,203,311,514,256,262,518,171,773,944,298,1412,1710,1340,844,2184,1214,821,2035,1110,753,1863,1304,849,2153,1216,725,1941,2098,792,2890,1995,260,2255,1573,544,2117,1238,89,1327,550,37,587,876,41,917,1402,392,1794,310,390,700,17154,9295,26449,Maribyrnong
21304,273,189,462,278,190,468,238,580,818,428,1223,1651,2178,864,3042,2323,932,3255,2392,869,3261,2891,892,3783,2946,571,3517,5149,512,5661,4332,123,4455,2690,228,2918,1548,24,1572,678,14,692,712,5,717,2896,120,3016,671,380,1051,32623,7716,40339,Melton - Bacchus Marsh
21305,403,318,721,459,251,710,318,665,983,556,1412,1968,2677,1100,3777,2903,1252,4155,3015,1221,4236,3698,1257,4955,3756,915,4671,6869,963,7832,5672,207,5879,3933,462,4395,2298,56,2354,1049,24,1073,1279,32,1311,3823,265,4088,801,447,1248,43509,10847,54356,Wyndham
20606,163,355,518,128,269,397,56,535,591,88,915,1003,483,850,1333,463,855,1318,499,942,1441,531,1106,1637,649,1087,1736,1141,1423,2564,1248,431,1679,1541,1745,3286,1290,219,1509,775,125,900,1860,188,2048,1254,644,1898,171,379,550,12340,12068,24408,Stonnington - West
20607,137,256,393,233,372,605,209,860,1069,290,1374,1664,971,905,1876,816,946,1762,735,898,1633,818,1184,2002,801,1055,1856,1566,1597,3163,1853,599,2452,1967,1794,3761,1750,392,2142,1030,214,1244,2048,352,2400,1431,1201,2632,222,371,593,16877,14370,31247,Yarra
20701,454,628,1082,365,465,830,152,825,977,301,1902,2203,1271,1976,3247,1476,1477,2953,1843,1334,3177,1784,1569,3353,2039,1314,3353,3755,1699,5454,3620,448,4068,5496,1776,7272,4530,184,4714,2530,88,2618,5528,111,5639,4595,639,5234,501,555,1056,40240,16990,57230,Boroondara
20702,292,233,525,386,193,579,141,421,562,266,1161,1427,1642,897,2539,1634,648,2282,1872,458,2330,1668,519,2187,1707,390,2097,2887,426,3313,2317,89,2406,2419,353,2772,1736,31,1767,873,15,888,1478,15,1493,2475,122,2597,406,278,684,24199,6249,30448,Manningham - West
20703,354,656,1010,294,322,616,154,682,836,248,1773,2021,1531,1559,3090,1627,1073,2700,1662,820,2482,1705,811,2516,1616,624,2240,2802,799,3601,2554,156,2710,2615,515,3130,1966,44,2010,936,26,962,1406,23,1429,2265,294,2559,324,409,733,24059,10586,34645,Whitehorse - West
20801,186,198,384,205,219,424,108,546,654,217,1380,1597,927,1270,2197,1045,850,1895,1195,690,1885,1184,728,1912,1296,534,1830,2251,729,2980,2151,99,2250,3656,880,4536,2585,40,2625,1368,17,1385,2871,23,2894,2858,177,3035,383,404,787,24486,8784,33270,Bayside
20802,419,655,1074,375,443,818,189,1029,1218,284,2495,2779,1874,2123,3997,1936,1641,3577,2200,1505,3705,2192,1602,3794,2295,1316,3611,4013,1571,5584,3752,345,4097,4103,1185,5288,3244,128,3372,1617,70,1687,2779,74,2853,3241,514,3755,586,708,1294,35099,17404,52503,Glen Eira
21401,209,318,527,297,302,599,233,1079,1312,497,2736,3233,2665,1920,4585,2719,1667,4386,2716,1418,4134,3103,1329,4432,2899,825,3724,5024,854,5878,3982,170,4152,2421,362,2783,1428,43,1471,604,17,621,680,18,698,3185,276,3461,730,679,1409,33392,14013,47405,Frankston
21402,284,371,655,403,368,771,226,1153,1379,503,3470,3973,3483,2654,6137,3460,1873,5333,3687,1226,4913,3129,1149,4278,3248,703,3951,4989,751,5740,3734,104,3838,2925,464,3389,1916,34,1950,761,14,775,1099,9,1108,3935,226,4161,875,926,1801,38657,15495,54152,Mornington Peninsula
21501,140,156,296,210,226,436,152,722,874,267,2075,2342,1912,1301,3213,1782,978,2760,1770,561,2331,1520,484,2004,1432,266,1698,1973,260,2233,1359,49,1408,638,141,779,426,13,439,109,5,114,184,10,194,1490,84,1574,392,511,903,15756,7842,23598,Grampians
21502,122,129,251,216,199,415,131,657,788,292,1410,1702,1547,961,2508,1405,706,2111,1359,481,1840,1309,357,1666,1234,211,1445,1626,226,1852,1129,44,1173,497,105,602,342,10,352,124,0,124,161,3,164,1363,62,1425,397,435,832,13254,5996,19250,Mildura
21503,116,107,223,173,145,318,91,475,566,202,1224,1426,1223,790,2013,1098,528,1626,1094,321,1415,957,253,1210,896,148,1044,1099,128,1227,726,35,761,304,82,386,202,6,208,64,4,68,117,0,117,981,61,1042,301,388,689,9644,4695,14339,Murray River - Swan Hill
21601,103,89,192,139,125,264,85,385,470,170,1065,1235,1189,648,1837,1082,477,1559,1061,340,1401,915,254,1169,914,126,1040,1243,137,1380,816,39,855,415,53,468,261,5,266,74,3,77,118,3,121,957,52,1009,254,259,513,9796,4060,13856,Campaspe
21602,100,70,170,126,83,209,59,345,404,143,859,1002,1012,552,1564,879,379,1258,867,265,1132,663,198,861,676,97,773,880,98,978,586,17,603,242,41,283,158,4,162,49,3,52,83,3,86,714,37,751,233,228,461,7470,3279,10749,Moira
21603,116,120,236,188,166,354,146,568,714,261,1391,1652,1616,973,2589,1495,792,2287,1510,554,2064,1474,486,1960,1405,285,1690,2102,274,2376,1526,78,1604,750,135,885,501,17,518,206,4,210,242,6,248,1414,110,1524,430,401,831,15382,6360,21742,Shepparton
21701,82,80,162,124,125,249,67,457,524,197,1165,1362,1095,745,1840,1010,541,1551,973,381,1354,851,322,1173,866,175,1041,1284,193,1477,850,34,884,478,95,573,347,3,350,108,4,112,143,3,146,923,75,998,190,278,468,9588,4676,14264,Glenelg - Southern Grampians
21702,193,186,379,273,300,573,130,852,982,328,2207,2535,2150,1673,3823,2187,1129,3316,2212,860,3072,2177,683,2860,2190,456,2646,3026,408,3434,2109,88,2197,1073,217,1290,726,15,741,224,5,229,410,11,421,2076,166,2242,557,557,1114,22041,9813,31854,Warrnambool - Otway Ranges
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Vic.)
30101,99,98,197,150,96,246,84,329,413,184,1047,1231,1141,679,1820,1177,539,1716,1200,462,1662,1428,425,1853,1536,342,1878,2921,354,3275,2633,90,2723,1887,166,2053,1270,29,1299,577,7,584,764,17,781,1819,134,1953,283,211,494,19153,5025,24178,Capalaba
30102,143,150,293,193,167,360,107,504,611,229,1582,1811,1628,1071,2699,1595,637,2232,1590,475,2065,1447,414,1861,1542,311,1853,2821,313,3134,2435,82,2517,1982,195,2177,1334,23,1357,587,13,600,867,8,875,2115,109,2224,407,324,731,21022,6378,27400,Cleveland - Stradbroke
30103,82,118,200,114,110,224,60,406,466,141,1222,1363,1036,755,1791,1102,617,1719,1102,457,1559,1197,574,1771,1295,382,1677,2400,485,2885,2357,141,2498,2025,264,2289,1399,44,1443,627,18,645,805,25,830,1530,146,1676,271,277,548,17543,6041,23584,Wynnum - Manly
30201,44,53,97,67,55,122,30,140,170,76,461,537,465,401,866,577,332,909,714,249,963,709,301,1010,759,212,971,1396,281,1677,1393,68,1461,1271,168,1439,889,23,912,415,3,418,659,10,669,914,80,994,147,95,242,10525,2932,13457,Bald Hills - Everton Park
30202,102,167,269,135,176,311,84,484,568,172,1486,1658,979,1198,2177,1148,809,1957,1202,743,1945,1224,731,1955,1231,612,1843,2257,845,3102,2274,180,2454,1847,458,2305,1367,79,1446,627,30,657,861,48,909,1467,242,1709,328,455,783,17305,8743,26048,Chermside
30203,58,94,152,71,73,144,37,273,310,88,723,811,493,521,1014,522,462,984,543,466,1009,657,458,1115,707,390,1097,1204,485,1689,1196,146,1342,892,270,1162,671,65,736,309,20,329,337,26,363,782,173,955,128,160,288,8695,4805,13500,Nundah
30204,58,84,142,92,98,190,72,378,450,154,1250,1404,980,868,1848,1035,587,1622,979,504,1483,1145,482,1627,1124,384,1508,2148,423,2571,1902,102,2004,1276,195,1471,864,26,890,346,14,360,396,9,405,1248,139,1387,243,271,514,14062,5814,19876,Sandgate
30301,76,89,165,104,79,183,60,253,313,108,719,827,604,628,1232,668,396,1064,697,332,1029,741,390,1131,776,313,1089,1455,419,1874,1594,135,1729,1560,325,1885,1297,41,1338,583,38,621,981,57,1038,1044,197,1241,152,154,306,12500,4565,17065,Carindale
30302,110,227,337,120,202,322,79,625,704,176,1405,1581,708,1076,1784,783,926,1709,888,927,1815,977,1029,2006,1032,843,1875,1950,1174,3124,1969,342,2311,1792,651,2443,1485,146,1631,726,62,788,1195,88,1283,1347,549,1896,191,317,508,15528,10589,26117,Holland Park - Yeronga
30303,179,218,397,162,149,311,97,372,469,177,1008,1185,1036,660,1696,1138,561,1699,1165,483,1648,1186,431,1617,1260,381,1641,2202,501,2703,2116,163,2279,1691,288,1979,1292,60,1352,595,20,615,898,17,915,1507,245,1752,224,236,460,16925,5793,22718,Mt Gravatt
30304,79,141,220,95,98,193,40,277,317,85,641,726,547,501,1048,642,422,1064,629,342,971,655,341,996,626,264,890,1177,373,1550,1102,117,1219,886,173,1059,767,55,822,310,11,321,483,18,501,744,170,914,126,171,297,8993,4115,13108,Nathan
30305,145,111,256,138,81,219,78,161,239,136,418,554,692,294,986,826,335,1161,927,303,1230,1124,316,1440,1143,224,1367,2068,294,2362,1955,75,2030,1373,127,1500,929,26,955,457,12,469,515,8,523,1293,132,1425,222,129,351,14021,3046,17067,Rocklea - Acacia Ridge
30604,43,25,68,45,32,77,24,128,152,36,212,248,217,209,426,212,223,435,251,143,394,260,120,380,278,56,334,400,64,464,247,24,271,123,41,164,77,4,81,15,3,18,37,4,41,312,50,362,70,76,146,2647,1414,4061,Port Douglas - Daintree
30605,115,109,224,151,127,278,95,461,556,198,1129,1327,1244,668,1912,1051,478,1529,1035,300,1335,880,256,1136,873,132,1005,1198,130,1328,772,26,798,463,75,538,293,4,297,79,0,79,125,5,130,1278,75,1353,319,300,619,10169,4275,14444,Tablelands (East) - Kuranda
30701,201,114,315,177,121,298,79,365,444,154,892,1046,937,579,1516,891,497,1388,957,368,1325,898,364,1262,946,234,1180,1422,227,1649,1003,50,1053,627,173,800,452,18,470,153,7,160,258,17,275,1344,90,1434,347,296,643,10846,4412,15258,Darling Downs (West) - Maranoa
30702,120,79,199,157,83,240,79,300,379,162,841,1003,1169,528,1697,982,418,1400,945,310,1255,929,297,1226,941,150,1091,1381,182,1563,978,40,1018,554,101,655,324,9,333,115,4,119,193,7,200,1135,74,1209,280,217,497,10444,3640,14084,Darling Downs - East
30703,93,92,185,179,123,302,77,390,467,185,1070,1255,1434,752,2186,1243,529,1772,1154,321,1475,1049,200,1249,960,144,1104,1276,134,1410,753,22,775,347,52,399,191,7,198,63,3,66,93,0,93,1035,54,1089,289,247,536,10421,4140,14561,Granite Belt
30801,62,53,115,60,51,111,36,138,174,59,270,329,298,173,471,258,195,453,262,151,413,333,164,497,363,146,509,783,226,1009,659,60,719,1205,306,1511,709,31,740,329,21,350,533,29,562,878,78,956,180,96,276,7007,2188,9195,Central Highlands (Qld)
30802,181,144,325,180,140,320,115,365,480,199,981,1180,1216,588,1804,994,476,1470,945,382,1327,984,447,1431,1176,377,1553,2383,571,2954,1978,104,2082,2494,599,3093,1701,81,1782,692,25,717,978,66,1044,2028,176,2204,444,357,801,18688,5879,24567,Gladstone - Biloela
