SA3_MAIN11,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total,SA3_NAME11
30908,0,3028,3028,5160,712,5872,2923,188,3111,2552,65,2617,893,15,908,378,0,378,11906,4008,15914,Robina
30909,0,5424,5424,6185,1143,7328,3150,393,3543,2551,157,2708,955,52,1007,441,16,457,13282,7185,20467,Southport
30910,0,4625,4625,4869,1005,5874,1619,288,1907,1242,80,1322,453,10,463,152,10,162,8335,6018,14353,Surfers Paradise
31001,0,4201,4201,5500,622,6122,3561,130,3691,3446,35,3481,1659,7,1666,1240,4,1244,15406,4999,20405,Forest Lake - Oxley
31002,0,4172,4172,7080,482,7562,2948,67,3015,2761,21,2782,1464,6,1470,890,4,894,15143,4752,19895,Ipswich Hinterland
31003,0,7564,7564,10017,918,10935,5577,147,5724,5222,44,5266,2344,11,2355,1421,3,1424,24581,8687,33268,Ipswich Inner
31004,0,3370,3370,5865,613,6478,3915,129,4044,4023,40,4063,1885,5,1890,1406,3,1409,17094,4160,21254,Springfield - Redbank
31101,0,1064,1064,1515,105,1620,675,5,680,590,3,593,304,0,304,183,0,183,3267,1177,4444,Beaudesert
31304,0,3161,3161,5899,385,6284,3268,43,3311,3678,12,3690,1737,3,1740,1018,3,1021,15600,3607,19207,Narangba - Burpengary
31305,0,6904,6904,7391,723,8114,3089,76,3165,2676,15,2691,1126,3,1129,511,0,511,14793,7721,22514,Redcliffe
31401,0,3237,3237,7993,379,8372,4693,94,4787,6165,25,6190,2585,0,2585,1009,3,1012,22445,3738,26183,Hills District
31402,0,2999,2999,5592,397,5989,3210,77,3287,3428,20,3448,1359,0,1359,647,0,647,14236,3493,17729,North Lakes
31403,0,2529,2529,3931,351,4282,2207,77,2284,2092,17,2109,922,3,925,471,3,474,9623,2980,12603,Strathpine
31501,0,1926,1926,2169,193,2362,1087,25,1112,1027,7,1034,710,0,710,1043,0,1043,6036,2151,8187,Far North
31502,0,2440,2440,2803,313,3116,1380,73,1453,1362,23,1385,726,3,729,680,3,683,6951,2855,9806,Outback - North
31503,0,2249,2249,2404,144,2548,946,20,966,904,11,915,447,3,450,266,0,266,4967,2427,7394,Outback - South
31601,0,3433,3433,5677,383,6060,2491,123,2614,2770,46,2816,1175,9,1184,438,3,441,12551,3997,16548,Buderim
31602,0,6526,6526,10256,707,10963,3776,135,3911,3737,46,3783,1415,8,1423,553,4,557,19737,7426,27163,Caloundra
31603,0,6055,6055,7459,1088,8547,2730,256,2986,2301,53,2354,794,13,807,282,0,282,13566,7465,21031,Maroochy
30304,0,3172,3172,3808,524,4332,2006,207,2213,1954,124,2078,830,62,892,395,26,421,8993,4115,13108,Nathan
31604,0,4563,4563,7479,545,8024,3180,76,3256,3216,16,3232,1368,3,1371,678,0,678,15921,5203,21124,Nambour - Pomona
31302,0,3838,3838,5912,570,6482,3401,94,3495,3224,30,3254,1559,15,1574,1021,5,1026,15117,4552,19669,Caboolture
31303,0,789,789,1456,89,1545,550,4,554,549,8,557,247,0,247,150,0,150,2952,890,3842,Caboolture Hinterland
31605,0,3539,3539,5424,503,5927,1891,83,1974,1805,21,1826,625,3,628,221,0,221,9966,4149,14115,Noosa
31606,0,3253,3253,6348,421,6769,2435,50,2485,2567,12,2579,1113,0,1113,531,0,531,12994,3736,16730,Sunshine Coast Hinterland
31701,0,12942,12945,16610,1367,17977,7277,340,7617,6916,94,7010,3468,32,3500,1804,12,1816,36078,14787,50865,Toowoomba
31801,0,3959,3959,5450,305,5755,2078,42,2120,2049,4,2053,1035,3,1038,616,0,616,11228,4313,15541,Charters Towers - Ayr - Ingham
31802,0,13404,13404,19053,2319,21372,9936,635,10571,9161,206,9367,4064,50,4114,2154,15,2169,44368,16629,60997,Townsville
31901,0,7852,7852,12192,848,13040,4311,135,4446,3914,42,3956,1753,5,1758,1021,8,1029,23191,8890,32081,Bundaberg
31902,0,4705,4705,6785,496,7281,2225,42,2267,2010,18,2028,1063,6,1069,696,0,696,12779,5267,18046,Burnett
31903,0,4429,4429,6623,415,7038,2226,62,2288,2116,10,2126,965,3,968,576,3,579,12506,4922,17428,Gympie - Cooloola
31904,0,5026,5026,8076,588,8664,2630,74,2704,2466,15,2481,1037,3,1040,574,0,574,14783,5706,20489,Hervey Bay
31905,0,4182,4182,6344,441,6785,2106,33,2139,1818,11,1829,868,0,868,481,0,481,11617,4667,16284,Maryborough
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Qld)
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Qld)
40101,0,3445,3445,2342,804,3146,620,357,977,312,133,445,99,32,131,29,5,34,3402,4776,8178,Adelaide City
40102,0,4856,4856,8281,436,8717,3853,46,3899,4468,10,4478,1805,7,1812,634,0,634,19041,5355,24396,Adelaide Hills
50403,0,6494,6494,10034,743,10777,6088,133,6221,6709,36,6745,2795,11,2806,1494,6,1500,27120,7423,34543,Swan
50501,0,8849,8849,16824,994,17818,9291,297,9588,11144,102,11246,4145,34,4179,1319,9,1328,42723,10285,53008,Joondalup
50502,0,20733,20733,21659,2551,24210,9838,761,10599,9315,213,9528,3528,62,3590,1557,24,1581,45897,24344,70241,Stirling
50503,0,8232,8232,14635,936,15571,8768,186,8954,10334,49,10383,4382,16,4398,2331,8,2339,40450,9427,49877,Wanneroo
50602,0,7809,7809,7750,1304,9054,3607,504,4111,2722,160,2882,1021,44,1065,496,28,524,15596,9849,25445,Belmont - Victoria Park
50603,0,7260,7260,8763,920,9683,4884,436,5320,5220,269,5489,2258,126,2384,1028,80,1108,22153,9091,31244,Canning
50703,0,2215,2215,3027,279,3306,1732,46,1778,1566,8,1574,692,3,695,416,3,419,7433,2554,9987,Kwinana
50704,0,8546,8546,11330,858,12188,5577,316,5893,6359,160,6519,2417,66,2483,789,19,808,26472,9965,36437,Melville
50705,0,7426,7426,11450,830,12280,5792,137,5929,6488,22,6510,2730,7,2737,1275,3,1278,27735,8425,36160,Rockingham
50801,0,1388,1388,1869,92,1961,738,15,753,793,6,799,387,0,387,158,3,161,3945,1504,5449,Esperance
50802,0,944,944,1075,92,1167,409,11,420,404,0,404,185,4,189,120,0,120,2193,1051,3244,Gascoyne
50803,0,2949,2949,3537,399,3936,1904,95,1999,1971,33,2004,981,10,991,616,3,619,9009,3489,12498,Goldfields
50804,0,2149,2149,2501,348,2849,1220,101,1321,1263,31,1294,699,14,713,915,3,918,6598,2646,9244,Kimberley
50805,0,4819,4819,6251,427,6678,2626,66,2692,2616,8,2624,1208,6,1214,670,3,673,13371,5329,18700,Mid West
50806,0,2459,2459,3407,406,3813,1961,114,2075,2396,30,2426,1112,13,1125,727,9,736,9603,3031,12634,Pilbara
50901,0,5456,5456,7414,425,7839,2760,65,2825,2706,8,2714,1205,3,1208,613,3,616,14698,5960,20658,Albany
50902,0,5122,5122,7440,366,7806,2482,41,2523,2402,10,2412,1198,4,1202,642,3,645,14164,5546,19710,Wheat Belt - North
50903,0,2071,2071,2855,134,2989,920,17,937,914,0,914,479,0,479,211,0,211,5379,2222,7601,Wheat Belt - South
31102,0,2820,2820,4128,417,4545,2267,69,2336,1954,18,1972,958,3,961,526,0,526,9833,3327,13160,Beenleigh
31103,0,3341,3341,6338,611,6949,4246,102,4348,4268,25,4293,2181,6,2187,1666,3,1669,18699,4088,22787,Browns Plains
31104,0,1108,1108,3260,182,3442,1997,21,2018,2585,6,2591,1271,0,1271,792,0,792,9905,1317,11222,Jimboomba
31105,0,3222,3222,5484,482,5966,3292,119,3411,3322,22,3344,1520,8,1528,914,4,918,14532,3857,18389,Loganlea - Carbrook
31106,0,5555,5555,7405,828,8233,4412,141,4553,3955,43,3998,1863,12,1875,1520,4,1524,19155,6583,25738,Springwood - Kingston
31201,0,2477,2477,3444,329,3773,1617,72,1689,1882,23,1905,901,8,909,434,4,438,8278,2913,11191,Bowen Basin - North
31202,0,7755,7755,12516,1025,13541,6092,253,6345,6438,78,6516,2976,18,2994,1408,3,1411,29430,9132,38562,Mackay
31203,0,1481,1481,2295,270,2565,935,53,988,816,18,834,318,7,325,117,0,117,4481,1829,6310,Whitsunday
31301,0,3455,3455,5384,354,5738,1424,23,1447,1175,4,1179,538,0,538,270,0,270,8791,3836,12627,Bribie - Beachmere
40107,0,4623,4623,4267,614,4881,1892,200,2092,2087,59,2146,690,12,702,185,7,192,9121,5515,14636,Unley
40201,0,2797,2797,3840,238,4078,1908,26,1934,1974,4,1978,716,0,716,305,3,308,8743,3068,11811,Gawler - Two Wells
40202,0,7461,7461,8892,794,9686,4820,87,4907,4126,30,4156,1963,7,1970,1176,0,1176,20977,8379,29356,Playford
40203,0,7190,7190,7016,830,7846,3558,233,3791,3004,108,3112,1132,39,1171,654,27,681,15364,8427,23791,Port Adelaide - East
40204,0,11242,11242,14392,1135,15527,7891,188,8079,7186,40,7226,3011,22,3033,1595,7,1602,34075,12634,46709,Salisbury
40205,0,7539,7539,12006,618,12624,5626,105,5731,6015,28,6043,1995,4,1999,632,4,636,26274,8298,34572,Tea Tree Gully
40302,0,10331,10331,10884,1064,11948,5105,304,5409,4562,83,4645,1533,24,1557,541,12,553,22625,11818,34443,Marion
40303,0,5831,5831,7470,541,8011,3478,169,3647,3953,57,4010,1367,21,1388,425,4,429,16693,6623,23316,Mitcham
40304,0,14379,14379,20602,1365,21967,9803,195,9998,9751,36,9787,3483,9,3492,1342,3,1345,44981,15987,60968,Onkaparinga
40401,0,12458,12458,12808,1231,14039,5844,289,6133,5757,119,5876,1915,24,1939,767,21,788,27091,14142,41233,Charles Sturt
40402,0,7312,7312,6551,678,7229,3339,125,3464,2920,50,2970,1088,19,1107,519,10,529,14417,8194,22611,Port Adelaide - West
40403,0,8082,8082,7204,1029,8233,3188,351,3539,2918,144,3062,940,38,978,357,16,373,14607,9660,24267,West Torrens
40501,0,2994,2994,4564,222,4786,1738,22,1760,1927,6,1933,820,0,820,293,0,293,9342,3244,12586,Barossa
40502,0,2555,2555,3211,181,3392,1017,12,1029,990,3,993,503,0,503,221,0,221,5942,2751,8693,Lower North
40503,0,3541,3541,3986,199,4185,1297,22,1319,1211,5,1216,583,0,583,276,0,276,7353,3767,11120,Mid North
40504,0,3053,3053,4131,175,4306,1012,17,1029,973,5,978,445,3,448,167,0,167,6728,3253,9981,Yorke Peninsula
40601,0,6635,6635,7455,486,7941,2866,68,2934,2668,19,2687,1238,3,1241,504,0,504,14731,7211,21942,Eyre Peninsula and South West
40602,0,2823,2823,2884,217,3101,1261,43,1304,1229,11,1240,541,0,541,386,5,391,6301,3099,9400,Outback - North and East
40701,0,5322,5322,8072,355,8427,2006,39,2045,1956,5,1961,833,0,833,306,0,306,13173,5721,18894,Fleurieu - Kangaroo Island
40702,0,6881,6881,8690,512,9202,3189,67,3256,3242,19,3261,1492,0,1492,494,7,501,17107,7486,24593,Limestone Coast
40703,0,7712,7712,9470,533,10003,3383,62,3445,3095,14,3109,1510,16,1526,602,10,612,18060,8347,26407,Murray and Mallee
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (SA)
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (SA)
50101,0,3495,3495,5431,357,5788,2184,92,2276,2349,24,2373,941,3,944,311,0,311,11216,3971,15187,Augusta - Margaret River - Busselton
50102,0,7757,7757,11519,774,12293,5178,153,5331,5294,44,5338,2190,12,2202,914,3,917,25095,8743,33838,Bunbury
50103,0,2141,2141,3231,134,3365,1023,16,1039,1041,3,1044,498,0,498,220,0,220,6013,2294,8307,Manjimup
50201,0,7717,7717,11911,743,12654,4179,85,4264,4225,19,4244,1703,4,1707,753,0,753,22771,8568,31339,Mandurah
50301,0,5807,5807,6696,684,7380,3003,289,3292,3958,125,4083,1827,33,1860,507,11,518,15991,6949,22940,Cottesloe - Claremont
50302,0,13543,13543,11487,2207,13694,4353,804,5157,3791,278,4069,1223,62,1285,314,39,353,21168,16933,38101,Perth City
50401,0,8620,8620,9529,1190,10719,4443,291,4734,3905,99,4004,1499,24,1523,621,13,634,19997,10237,30234,Bayswater - Bassendean
50402,0,2740,2740,4809,217,5026,2227,42,2269,2307,17,2324,1061,3,1064,461,3,464,10865,3022,13887,Mundaring
40103,0,4885,4885,5292,368,5660,2140,89,2229,2507,45,2552,981,14,995,261,15,276,11181,5416,16597,Burnside
40104,0,4974,4974,5929,371,6300,2911,106,3017,3060,43,3103,1050,26,1076,347,3,350,13297,5523,18820,Campbelltown (SA)
40105,0,5440,5440,4420,663,5083,1750,219,1969,1701,75,1776,551,30,581,146,7,153,8568,6434,15002,Norwood - Payneham - St Peters
40106,0,3131,3131,3015,374,3389,1420,140,1560,1647,70,1717,571,18,589,160,12,172,6813,3745,10558,Prospect - Walkerville
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (WA)
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (WA)
60101,0,1073,1073,1797,107,1904,1012,14,1026,913,0,913,428,0,428,193,0,193,4343,1194,5537,Brighton
60102,0,5015,5015,6549,349,6898,2998,57,3055,2711,13,2724,966,0,966,403,0,403,13627,5434,19061,Hobart - North East
60103,0,6703,6703,6396,537,6933,3092,60,3152,2500,32,2532,984,8,992,521,3,524,13493,7343,20836,Hobart - North West
60104,0,2580,2580,3962,208,4170,1807,35,1842,1900,13,1913,722,0,722,309,0,309,8700,2836,11536,Hobart - South and West
60105,0,6375,6375,5883,907,6790,2435,404,2839,2335,185,2520,759,63,822,270,38,308,11682,7972,19654,Hobart Inner
60106,0,1465,1465,2017,113,2130,924,8,932,744,0,744,321,0,321,135,0,135,4141,1586,5727,Sorell - Dodges Ferry
60201,0,9285,9285,9725,955,10680,4321,272,4593,4104,95,4199,1604,15,1619,655,12,667,20409,10634,31043,Launceston
60202,0,2170,2170,3275,140,3415,1179,13,1192,1094,3,1097,488,0,488,206,0,206,6242,2326,8568,Meander Valley - West Tamar
50702,0,4355,4355,4279,565,4844,1808,187,1995,1614,56,1670,605,17,622,180,6,186,8486,5186,13672,Fremantle
60203,0,3941,3941,5452,254,5706,1861,14,1875,1756,8,1764,760,0,760,345,0,345,10174,4217,14391,North East
60301,0,1063,1063,1530,68,1598,626,4,630,583,0,583,247,0,247,142,0,142,3128,1135,4263,Central Highlands (Tas.)
60302,0,1703,1703,2658,144,2802,931,14,945,857,3,860,402,0,402,196,0,196,5044,1864,6908,Huon - Bruny Island
60303,0,816,816,1149,62,1211,261,5,266,231,0,231,97,0,97,41,0,41,1779,883,2662,South East Coast
60401,0,5394,5394,6714,351,7065,2592,45,2637,2387,13,2400,987,5,992,425,0,425,13105,5808,18913,Burnie - Ulverstone
60402,0,4482,4482,6074,344,6418,2310,54,2364,2243,8,2251,866,0,866,400,0,400,11893,4888,16781,Devonport
60403,0,1975,1975,2419,122,2541,915,22,937,866,3,869,427,0,427,197,0,197,4824,2122,6946,West Coast
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Tas.)
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Tas.)
70101,0,2282,2282,2506,612,3118,1075,239,1314,859,66,925,307,17,324,160,10,170,4907,3226,8133,Darwin City
70102,0,3394,3394,4558,700,5258,2791,200,2991,2616,63,2679,1206,22,1228,763,3,766,11934,4382,16316,Darwin Suburbs
70103,0,1037,1037,1659,153,1812,936,19,955,955,9,964,424,0,424,292,0,292,4266,1218,5484,Litchfield
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (NT)
70104,0,1540,1540,2370,330,2700,1602,82,1684,1677,26,1703,755,11,766,399,5,404,6803,1994,8797,Palmerston
40301,0,5175,5175,4576,499,5075,1620,102,1722,1480,25,1505,553,9,562,117,5,122,8346,5815,14161,Holdfast Bay
50601,0,4642,4642,7114,536,7650,3713,85,3798,3426,24,3450,1517,9,1526,898,3,901,16668,5299,21967,Armadale
50604,0,7217,7217,10586,930,11516,6258,215,6473,6364,70,6434,2753,25,2778,1660,23,1683,27621,8480,36101,Gosnells
50605,0,3578,3578,6499,381,6880,3097,73,3170,3209,27,3236,1388,9,1397,608,3,611,14801,4071,18872,Kalamunda
50606,0,721,721,1874,88,1962,984,17,1001,1137,3,1140,521,0,521,318,0,318,4834,829,5663,Serpentine - Jarrahdale
50607,0,5160,5160,5148,756,5904,2021,263,2284,1927,74,2001,681,10,691,202,14,216,9979,6277,16256,South Perth
50701,0,6349,6349,9557,787,10344,5346,213,5559,5665,67,5732,2205,26,2231,888,10,898,23661,7452,31113,Cockburn
70202,0,331,334,336,43,379,142,10,152,133,3,136,101,0,101,257,4,261,972,391,1363,Barkly
70203,0,787,787,712,80,792,385,7,392,344,3,347,252,0,252,808,0,808,2501,877,3378,Daly - Tiwi - West Arnhem
70204,0,403,403,509,48,557,329,3,332,394,0,394,239,4,243,707,3,710,2178,461,2639,East Arnhem
70205,0,950,950,1117,117,1234,520,26,546,565,14,579,361,0,361,699,5,704,3262,1112,4374,Katherine
70201,0,2593,2593,2615,410,3025,1503,126,1629,1417,38,1455,760,13,773,931,3,934,7226,3183,10409,Alice Springs
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NT)
80101,0,7405,7405,10425,1126,11551,5424,505,5929,5285,171,5456,2053,48,2101,892,23,915,24079,9278,33357,Belconnen
80102,0,40,40,55,4,59,27,4,31,30,0,30,19,0,19,4,0,4,135,48,183,Cotter - Namadgi
80103,0,285,285,138,15,153,54,3,57,27,0,27,15,0,15,7,0,7,241,303,544,Fyshwick - Pialligo - Hume
80104,0,2569,2569,4387,462,4849,3040,176,3216,3383,86,3469,1324,17,1341,531,14,545,12665,3324,15989,Gungahlin
80105,0,5671,5671,5315,1147,6462,2066,639,2705,1796,207,2003,637,49,686,194,17,211,10008,7730,17738,North Canberra
80106,0,2963,2963,3085,490,3575,1215,181,1396,1116,51,1167,465,3,468,123,0,123,6004,3688,9692,South Canberra
80107,0,5531,5531,8986,650,9636,5746,160,5906,5940,45,5985,2314,6,2320,957,0,957,23943,6392,30335,Tuggeranong
80108,0,2089,2089,2806,199,3005,1355,53,1408,1413,18,1431,496,9,505,185,0,185,6255,2368,8623,Weston Creek
80109,0,3694,3694,4062,413,4475,1781,151,1932,1846,44,1890,705,8,713,255,5,260,8649,4315,12964,Woden
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (ACT)
90101,0,112,112,139,12,151,95,3,98,59,0,59,31,0,31,14,0,14,338,127,465,Christmas Island
90102,0,9,9,35,0,35,31,0,31,24,0,24,18,0,18,25,0,25,133,9,142,Cocos (Keeling) Islands
90103,0,16,16,25,0,25,13,0,13,9,3,12,14,0,14,8,0,8,69,19,88,Jervis Bay
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (OT)
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (OT)
