gml_id,sa3_code16,p_oth_svc_15_19_yr,p_oth_svc_20_24_yr,p_oth_svc_25_34_yr,p_oth_svc_35_44_yr,p_oth_svc_45_54_yr,p_oth_svc_55_64_yr,p_oth_svc_65_74_yr,p_oth_svc_75_84_yr,p_oth_svc_85_yr_over,p_oth_svc_tot,p_inad_desc_ns_15_19,p_inad_desc_ns_20_24,p_inad_desc_ns_25_34,p_inad_desc_ns_35_44,p_inad_desc_ns_45_54,p_inad_desc_ns_55_64,p_inad_desc_ns_65_74,p_inad_desc_ns_75_84,p_inad_desc_ns_85,p_inad_desc_ns_tot,p_tot_15_19_yr,p_tot_20_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,sa3_name16
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a2d,"12404","47","117","169","145","152","93","37","3","0","749","66","96","195","189","218","145","37","10","3","958","1149","2039","3680","3374","3762","2506","612","70","4","17206",Richmond - Windsor
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a2e,"12405","50","147","241","172","199","140","20","0","0","973","93","196","343","296","323","216","35","4","0","1508","1463","2963","5876","5143","5067","3929","607","37","4","25089",St Marys
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a2f,"12501","43","126","378","261","216","177","31","0","0","1222","72","369","1194","602","544","321","57","5","7","3181","1057","4293","13519","8051","6345","4138","655","45","13","38110",Auburn
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a30,"12502","32","89","217","253","316","189","42","6","0","1145","49","136","368","354","379","232","74","14","5","1609","1263","2590","6513","7070","6868","4523","1073","145","12","30054",Carlingford
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a31,"12503","75","222","594","530","461","271","61","3","0","2223","187","547","1135","884","821","502","89","26","4","4201","2561","6526","15690","12873","10844","7109","1347","101","15","57058",Merrylands - Guildford
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a32,"12504","44","186","599","451","413","230","66","7","0","2005","81","327","1162","877","549","370","112","16","6","3503","1724","5318","22550","17689","10813","6698","1623","146","34","66591",Parramatta
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a33,"11702","22","113","340","252","194","109","27","0","0","1047","30","114","404","288","208","114","22","13","0","1192","580","2850","9944","7531","5379","2975","612","72","8","29942",Marrickville - Sydenham - Petersham
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a34,"12601","30","71","95","129","161","134","33","4","3","660","33","93","238","212","205","156","47","5","7","986","999","2203","4362","5087","5362","3818","991","134","19","22979",Pennant Hills - Epping
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a35,"12602","83","193","518","491","495","309","101","17","0","2205","83","251","839","698","598","439","116","32","15","3060","2267","5940","17257","15295","13225","8815","2386","293","49","65523",Ryde - Hunters Hill
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a36,"12701","98","195","476","422","379","199","45","0","0","1817","158","323","640","686","629","357","92","16","7","2913","2350","4858","10608","10079","9329","5463","986","78","16","43773",Bringelly - Green Valley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a37,"12702","79","390","807","843","693","403","77","10","0","3284","222","654","1251","1150","1356","880","147","24","0","5689","2976","8528","15938","13737","14643","10219","1794","126","8","67966",Fairfield
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a38,"12703","60","154","418","466","364","204","51","8","0","1731","126","344","716","665","619","379","81","15","0","2938","2195","4945","11771","11892","10185","5946","1180","108","5","48217",Liverpool
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a39,"12801","101","210","536","429","433","286","100","17","4","2123","102","232","491","552","538","405","141","24","13","2497","2838","4888","11364","12168","12269","8869","2398","286","44","55122",Cronulla - Miranda - Caringbah
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a3a,"12802","125","291","442","506","489","357","99","10","0","2320","97","197","387","489","444","315","102","23","9","2056","3277","5312","10379","12926","12733","9204","2062","150","17","56054",Sutherland - Menai - Heathcote
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a3b,"20101","57","184","330","303","340","266","74","10","0","1579","105","176","263","294","337","233","79","21","6","1514","2834","4984","9633","9501","9753","7099","1478","168","26","45477",Ballarat
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a3c,"20102","23","42","63","87","100","94","14","0","0","416","32","56","65","89","144","113","53","12","9","575","596","782","1582","2515","3239","2636","790","111","29","12282",Creswick - Daylesford - Ballan
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a3d,"20103","16","33","51","64","74","71","14","0","0","324","31","40","47","83","94","99","42","19","3","465","481","690","1299","1734","2203","2019","552","89","19","9089",Maryborough - Pyrenees
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a3e,"20201","79","214","380","274","284","248","67","9","0","1563","85","163","259","302","276","248","69","27","3","1438","2610","4726","9060","8295","8497","6656","1345","148","24","41362",Bendigo
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a3f,"20202","30","69","101","140","191","144","45","3","0","719","54","55","94","156","213","162","71","20","6","828","1031","1256","2610","4113","5319","4209","1151","185","42","19922",Heathcote - Castlemaine - Kyneton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a40,"20203","8","12","33","21","33","20","5","0","0","131","16","7","30","37","46","37","8","9","3","195","211","244","534","852","1144","1103","330","80","17","4518",Loddon - Elmore
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a41,"20301","20","34","68","85","67","58","25","0","0","356","31","28","52","82","100","70","22","9","0","382","471","612","1443","2131","2209","1546","483","62","18","8971",Barwon - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a42,"20302","111","394","729","611","600","440","115","16","3","3017","188","364","670","637","675","500","141","39","20","3237","4867","9077","18414","17650","17786","12718","2600","262","50","83423",Geelong
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a43,"20303","53","96","198","223","240","186","54","10","0","1046","71","94","169","234","238","217","86","17","4","1134","1609","2115","5332","7163","7392","5833","1469","173","19","31107",Surf Coast - Bellarine Peninsula
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a44,"20401","48","80","151","145","195","155","49","3","4","828","63","96","135","189","289","205","100","38","7","1117","1315","2077","3972","4539","5567","4874","1531","273","61","24216",Upper Goulburn Valley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a45,"20402","41","87","140","131","162","111","44","10","3","724","53","70","112","149","178","151","68","23","9","811","1193","1463","3098","3787","4766","4165","1134","215","40","19857",Wangaratta - Benalla
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a46,"20403","68","160","262","221","267","177","50","4","0","1214","100","119","213","253","293","209","89","23","6","1298","2229","3286","6518","6979","7982","6326","1654","216","51","35234",Wodonga - Alpine
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a47,"20501","56","106","198","176","229","170","42","6","0","988","52","77","127","154","198","158","70","19","6","858","1228","1768","3968","3999","4847","3936","1067","195","35","21040",Baw Baw
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a48,"20502","23","66","117","113","144","136","41","3","0","639","40","51","97","118","156","185","67","19","0","722","921","1151","2677","3047","4000","3766","1131","194","21","16904",Gippsland - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a49,"20503","44","98","184","158","192","163","45","5","4","890","63","78","148","179","241","230","91","32","14","1074","1325","1535","3911","4651","5890","5224","1645","280","51","24509",Gippsland - South West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a4a,"20504","60","155","239","221","215","151","47","8","0","1091","66","111","224","190","219","195","62","16","5","1090","1759","2891","6029","5682","6399","5035","1089","135","25","29043",Latrobe Valley
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a4b,"20505","32","81","135","113","123","112","31","0","0","634","43","73","144","113","151","133","61","18","5","738","999","1442","3313","3348","3912","3575","947","165","39","17737",Wellington
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a4c,"20601","25","150","503","329","274","153","43","6","0","1491","22","177","626","387","259","159","60","9","0","1705","1076","4993","16390","11103","7728","4305","929","88","16","46620",Brunswick - Coburg
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a4d,"20602","13","78","258","220","169","108","30","3","0","876","22","112","323","241","207","101","22","10","0","1027","699","2395","8430","7000","5736","3030","560","73","15","27935",Darebin - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a4e,"20603","17","80","284","168","201","131","35","9","0","933","33","123","316","291","265","146","66","10","3","1244","1299","3464","9462","7512","6968","4449","973","98","20","34251",Essendon
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a4f,"20604","34","274","737","305","282","158","45","3","3","1844","91","479","1186","500","408","248","89","21","7","3034","1926","9915","30997","13065","8726","5847","1918","266","59","72717",Melbourne City
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a50,"20605","44","150","608","365","298","173","54","4","0","1690","39","168","783","556","410","258","100","18","3","2343","849","4305","20310","13893","9806","6006","1913","206","38","57335",Port Phillip
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a51,"20904","113","437","1072","970","750","422","91","7","0","3874","210","510","1414","1176","1155","677","150","32","5","5329","4258","9152","25969","23245","19274","11804","1976","172","29","95881",Whittlesea - Wallan
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a52,"21001","21","83","219","231","211","191","51","11","0","1011","32","95","208","262","318","180","63","19","0","1176","1153","2423","5427","6287","6414","4116","1052","129","9","27007",Keilor
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a53,"21002","20","56","90","108","129","103","29","3","0","532","25","43","82","129","151","94","46","6","3","574","737","1062","2077","3205","3728","2511","698","66","14","14085",Macedon Ranges
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a54,"20901","70","160","434","436","405","320","89","13","0","1933","69","197","468","499","470","324","133","29","11","2199","2426","5067","12517","13704","12662","9362","2385","262","28","58414",Banyule
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a55,"21003","29","115","363","304","258","153","31","0","0","1253","46","165","500","389","278","192","52","14","6","1649","1048","3075","10024","8100","6165","3428","598","82","15","32533",Moreland - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a56,"21004","43","99","173","166","174","123","24","5","0","799","48","81","137","167","187","105","33","3","4","760","1116","1986","3996","4081","4487","3047","577","37","14","19357",Sunbury
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a57,"21005","70","269","684","541","515","302","55","9","0","2439","163","480","1027","831","873","448","86","15","0","3919","2967","6999","16817","14262","13052","7333","1282","79","10","62809",Tullamarine - Broadmeadows
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a58,"21101","106","325","671","689","742","531","128","6","0","3209","130","334","741","819","960","672","149","36","10","3859","3919","7372","16019","16296","17417","12807","2699","212","38","76780",Knox
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a59,"21102","18","43","62","87","134","98","34","7","0","479","22","50","84","102","156","123","45","7","3","590","798","1237","1683","2323","3474","2367","662","110","12","12664",Manningham - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a5a,"21103","66","218","471","485","502","343","101","13","0","2205","84","206","509","496","546","346","144","30","6","2356","2803","4937","11987","12179","11953","8163","1938","190","18","54171",Maroondah
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a5b,"21104","20","101","216","238","275","174","52","4","0","1075","31","95","266","281","272","150","73","18","0","1188","1305","2335","6159","7025","6336","4066","1186","125","10","28536",Whitehorse - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a5c,"21105","153","350","718","696","786","549","130","16","3","3405","193","365","683","730","903","666","190","40","8","3780","4151","6636","13916","15337","16972","12553","3074","318","41","72999",Yarra Ranges
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a5d,"21201","97","166","537","389","400","259","57","7","0","1913","134","220","493","520","519","340","91","19","11","2358","2524","4289","10381","10154","9718","5876","1340","182","39","44494",Cardinia
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a5e,"20606","21","120","360","174","147","92","26","0","3","937","17","127","560","269","246","149","106","28","11","1515","605","3665","14663","6721","4783","3360","1648","291","61","35781",Stonnington - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a5f,"20607","16","126","556","266","203","158","44","9","0","1380","30","165","780","406","265","178","65","4","3","1909","861","4677","21301","10738","7071","4491","1489","119","29","50772",Yarra
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a60,"20701","80","243","477","334","423","335","125","19","0","2040","114","304","620","612","790","481","205","60","18","3196","3414","8564","17495","16005","18675","12378","4173","550","82","81338",Boroondara
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a61,"20702","33","105","299","271","373","259","86","10","0","1447","44","151","418","375","409","309","121","23","9","1857","1559","3473","8089","8327","9369","6501","2075","322","26","39747",Manningham - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a62,"20703","41","176","361","338","349","271","90","17","0","1646","65","183","474","360","434","262","87","24","8","1895","2116","4798","10589","9903","10286","6569","1608","200","28","46096",Whitehorse - West
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a63,"20801","57","104","211","238","354","192","76","12","0","1238","67","122","270","425","633","386","177","32","16","2135","1993","3513","6294","9655","12454","8250","2808","332","51","45354",Bayside
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a64,"20902","49","155","397","345","295","160","46","9","0","1452","78","237","590","461","403","248","61","13","4","2100","1545","4284","12206","10109","8181","4596","846","81","24","41869",Darebin - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a65,"20903","51","144","206","249","347","247","55","5","0","1314","71","103","199","244","377","256","85","14","0","1350","2065","3140","4735","7034","8810","6416","1518","130","12","33856",Nillumbik - Kinglake
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a66,"20802","58","216","558","468","580","351","122","16","0","2370","91","239","727","655","686","431","172","33","23","3060","2428","5938","17782","16976","15807","10294","3010","353","68","72653",Glen Eira
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a67,"20803","70","164","425","488","465","351","91","7","0","2068","84","180","456","606","658","397","147","21","21","2581","2539","4523","11550","14357","13669","8635","2053","206","47","57585",Kingston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a68,"20804","13","59","125","101","97","62","33","3","0","498","36","95","162","154","191","103","54","16","4","812","683","2057","4878","4274","4364","2869","1031","143","21","20316",Stonnington - East
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a69,"21202","89","270","558","545","642","354","80","8","0","2544","138","355","768","712","835","524","132","22","6","3485","3219","6200","12391","13520","13892","9009","1628","139","17","60013",Casey - North
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a6a,"21203","122","362","844","727","609","345","72","4","0","3089","178","499","1164","1153","1009","551","128","21","8","4706","3819","7497","19680","20021","15735","8715","1424","129","29","77055",Casey - South
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a6b,"21204","79","366","988","795","613","415","115","13","0","3392","130","656","1695","1327","1195","755","177","32","6","5965","2733","8243","21580","16888","14430","9778","2160","166","23","76005",Dandenong
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a6c,"21205","61","260","532","502","627","372","125","16","0","2487","106","375","987","807","829","477","152","56","20","3807","3060","7865","18381","16920","16739","10473","2778","386","62","76669",Monash
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a6d,"21301","76","395","860","655","673","388","78","3","4","3135","157","657","1516","1245","1153","736","125","21","3","5611","3061","8611","20139","16767","15452","10102","1622","108","18","75879",Brimbank
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a6e,"21302","43","132","318","326","279","208","52","3","0","1367","54","183","420","387","423","277","76","9","3","1841","1488","3133","8969","9821","9230","5767","1053","92","21","39570",Hobsons Bay
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a6f,"21303","24","147","459","321","240","136","23","6","4","1363","50","223","634","432","349","209","55","6","0","1942","1024","4136","14084","10562","7001","3851","637","56","15","41367",Maribyrnong
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a70,"21304","89","275","669","627","487","258","66","3","0","2481","155","378","783","872","699","368","93","11","5","3372","3658","6108","16069","18529","13966","7950","1317","86","16","67699",Melton - Bacchus Marsh
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a71,"21305","116","326","942","831","576","342","73","0","0","3211","157","516","1561","1310","886","509","109","15","5","5082","3999","8543","29112","27436","18889","10105","1700","95","26","99907",Wyndham
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a72,"21401","102","292","583","512","583","355","94","3","0","2520","144","296","700","748","786","549","146","25","11","3402","3302","5912","13785","13869","13937","9710","2120","164","37","62848",Frankston
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a73,"21402","96","242","482","527","652","433","141","16","0","2580","150","269","430","608","777","586","243","56","15","3126","4101","5578","10314","13705","16254","12366","3782","446","60","66602",Mornington Peninsula
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a74,"21501","53","109","194","152","183","154","48","11","0","901","65","65","147","134","213","171","74","38","7","926","1413","1999","4315","4424","5812","5262","1526","363","56","25167",Grampians
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a75,"21502","48","93","178","141","170","129","34","3","0","807","56","89","197","191","202","195","62","10","6","1009","1416","1971","4401","4366","5023","4134","1009","127","36","22483",Mildura
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a76,"21503","31","71","117","92","93","93","41","5","3","539","48","73","103","103","148","137","52","31","8","712","847","1249","2594","2721","3515","3226","941","189","42","15324",Murray River - Swan Hill
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a77,"21601","30","80","125","98","141","125","29","10","0","640","56","56","80","102","162","134","46","22","4","667","1043","1224","2568","2938","3864","3257","818","162","34","15897",Campaspe
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a78,"21602","38","45","93","69","65","74","24","3","0","410","47","65","76","94","121","82","39","17","3","553","778","945","1932","2159","2736","2342","633","124","22","11656",Moira
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a79,"21603","66","113","247","234","254","176","48","4","0","1144","80","123","236","236","251","172","67","17","9","1186","1710","2233","5232","5397","6061","4628","1193","165","42","26668",Shepparton
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a7a,"21701","29","54","89","105","127","101","28","0","0","528","42","47","66","90","125","127","67","27","5","596","941","1069","2239","2831","3777","3292","982","188","31","15344",Glenelg - Southern Grampians
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a7b,"21703","32","52","98","94","96","82","31","3","0","479","53","62","113","116","148","132","71","28","15","731","1008","1310","2640","2978","3840","3346","1073","204","46","16447",Colac - Corangamite
datasource-AU_Govt_ABS_Census-UoM_AURIN_DB_2_sa3_p41d_industry_of_employment_by_age_by_sex_census_2016.fid-5ff86f36_1724bdf6fd3_6a7c,"21704","30","108","150","170","163","111","34","8","0","775","59","76","147","132","208","149","53","25","5","859","1571","2084","4284","4534","5298","4103","987","190","29","23078",Warrnambool
