SA3_MAIN11,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total,SA3_NAME11
31503,2558,7,4,124,31,2724,1630,0,3,15,0,1648,353,14,48,3,0,418,328,44,98,0,3,473,556,0,21,12,0,589,74,7,23,0,0,104,676,34,52,15,12,789,228,0,3,13,5,249,2215,99,245,43,20,2622,96,3,8,4,3,114,236,14,16,21,0,287,6735,123,276,207,54,7395,Outback - South
31601,4407,674,183,12,0,5276,5816,223,103,3,0,6145,1996,340,200,0,0,2536,80,69,110,0,0,259,678,151,99,8,0,936,42,25,3,0,0,70,61,23,10,33,0,127,43,12,6,0,0,61,2900,620,428,41,0,3989,508,222,51,0,3,784,258,67,30,0,0,355,13889,1806,795,56,3,16549,Buderim
30908,3167,761,217,3,8,4156,4076,1072,209,3,6,5366,1835,1246,764,13,7,3865,183,125,6,0,0,314,534,615,284,4,3,1440,16,37,24,0,0,77,44,67,53,3,0,167,43,28,6,0,0,77,2655,2118,1137,20,10,5940,86,39,34,0,0,159,181,67,42,3,0,293,10165,4057,1639,29,24,15914,Robina
30909,3120,638,932,36,3,4729,4629,707,734,0,5,6075,1655,1175,2136,0,7,4973,412,182,412,0,0,1006,820,501,858,17,0,2196,17,47,103,0,0,167,64,54,129,28,0,275,57,33,61,3,0,154,3025,1992,3699,48,7,8771,45,35,155,0,0,235,263,139,250,4,0,656,11082,3511,5770,88,15,20466,Southport
30910,1795,519,1683,20,10,4027,1657,543,1294,3,3,3500,536,561,3010,4,14,4125,0,0,13,0,3,16,223,302,1207,0,5,1737,7,10,38,0,0,55,15,20,147,3,3,188,21,23,82,0,0,126,802,916,4497,7,25,6247,21,32,45,0,0,98,115,65,300,0,3,483,4390,2075,7819,30,41,14355,Surfers Paradise
31001,4184,184,32,152,0,4552,6989,229,25,4,0,7247,3042,441,152,3,3,3641,1594,240,179,3,0,2016,1183,162,57,4,0,1406,58,51,17,0,3,129,272,31,5,135,0,443,86,14,9,3,0,112,6235,939,419,148,6,7747,82,237,10,4,3,336,421,66,20,15,0,522,17911,1655,506,323,9,20404,Forest Lake - Oxley
31002,6825,52,22,140,6,7045,7619,8,6,36,4,7673,2097,42,77,4,12,2232,49,15,29,3,0,96,1350,16,27,29,6,1428,22,11,28,0,0,61,252,3,11,173,14,453,180,3,3,3,0,189,3950,90,175,212,32,4459,127,24,5,6,0,162,497,20,10,26,3,556,19018,194,218,420,45,19895,Ipswich Hinterland
31003,8484,291,84,54,0,8913,11716,186,51,10,0,11963,5361,564,425,3,3,6356,1049,197,303,0,0,1549,1874,211,176,13,3,2277,95,91,88,0,0,274,626,45,61,66,5,803,146,21,16,3,0,186,9151,1129,1069,85,11,11445,122,10,27,3,0,162,649,58,63,14,0,784,30122,1674,1294,166,11,33267,Ipswich Inner
31004,2993,176,129,24,0,3322,8430,266,49,0,3,8748,5595,548,187,0,0,6330,691,26,12,0,0,729,1038,137,30,3,0,1208,43,16,15,0,0,74,195,25,11,49,0,280,75,5,3,0,0,83,7637,757,258,52,0,8704,53,13,3,0,0,69,353,37,13,8,0,411,19466,1249,452,84,3,21254,Springfield - Redbank
31101,1381,27,17,50,0,1475,1305,25,7,4,0,1341,561,54,121,0,0,736,79,16,24,0,0,119,314,22,42,3,0,381,28,3,7,0,0,38,101,3,8,15,0,127,52,0,10,7,0,69,1135,98,212,25,0,1470,28,3,3,3,0,37,100,5,16,0,0,121,3949,158,255,82,0,4444,Beaudesert
31106,5557,334,160,46,0,6097,8350,673,184,3,3,9213,3075,1463,620,6,7,5171,1372,262,323,0,0,1957,1289,495,119,12,0,1915,30,59,44,0,0,133,128,80,32,47,0,287,78,31,9,3,0,121,5972,2390,1147,68,7,9584,78,33,31,3,0,145,502,116,75,5,0,698,20459,3546,1597,125,10,25737,Springwood - Kingston
31401,7547,308,73,9,3,7940,13562,180,62,12,0,13816,1994,243,71,0,0,2308,111,0,6,0,0,117,905,86,39,13,0,1043,9,7,7,0,0,23,328,22,0,0,0,350,59,3,4,0,0,66,3406,361,127,13,0,3907,81,144,17,3,0,245,236,30,9,0,0,275,24832,1023,288,37,3,26183,Hills District
31102,2680,282,30,16,0,3008,4250,308,86,0,0,4644,2071,812,301,0,6,3190,482,103,168,0,0,753,662,182,64,3,0,911,30,15,6,0,0,51,75,47,6,0,0,128,33,21,8,0,0,62,3353,1180,553,3,6,5095,46,9,5,0,0,60,253,67,29,5,0,354,10582,1846,703,24,6,13161,Beenleigh
31103,4683,65,18,62,0,4828,9966,128,29,3,3,10129,4217,260,78,0,0,4555,652,19,37,0,0,708,1301,112,16,0,3,1432,30,31,0,0,0,61,136,49,3,106,0,294,87,24,5,4,0,120,6423,495,139,110,3,7170,85,32,5,0,0,122,495,28,12,3,0,538,21652,748,203,178,6,22787,Browns Plains
31104,2415,25,13,5,4,2462,6999,11,14,4,3,7031,840,0,32,0,0,872,0,0,0,0,0,0,474,0,17,4,0,495,3,0,0,0,0,3,34,5,4,0,0,43,45,0,3,0,0,48,1396,5,56,4,0,1461,49,0,0,0,0,49,215,0,3,0,0,218,11074,41,86,13,7,11221,Jimboomba
31105,4306,121,37,100,3,4567,7689,339,24,3,3,8058,2378,677,32,4,0,3091,599,93,26,0,0,718,957,227,30,6,0,1220,16,20,5,0,0,41,100,51,7,36,0,194,48,21,3,0,0,72,4098,1089,103,46,0,5336,65,10,7,3,0,85,290,32,12,11,0,345,16448,1591,183,163,6,18391,Loganlea - Carbrook
31602,6910,1554,989,446,0,9899,6907,422,458,17,0,7804,3383,606,1315,12,0,5316,270,135,285,0,0,690,1269,338,485,22,0,2114,24,21,24,0,0,69,87,30,62,88,0,267,55,20,34,3,0,112,5088,1150,2205,125,0,8568,102,93,79,3,0,277,340,158,94,23,0,615,19347,3377,3825,614,0,27163,Caloundra
31603,3730,801,1097,316,5,5949,4090,628,883,11,3,5615,1968,1226,2292,13,4,5503,139,264,358,0,0,761,899,393,724,13,8,2037,14,17,24,0,0,55,68,24,84,64,0,240,54,22,37,4,0,117,3142,1946,3519,94,12,8713,95,71,40,0,0,206,253,117,152,26,0,548,11310,3563,5691,447,20,21031,Maroochy
31604,6833,97,155,191,4,7280,8108,96,129,44,3,8380,1775,167,393,18,3,2356,192,25,196,12,3,428,1235,37,140,64,3,1479,21,17,42,0,0,80,103,6,11,149,0,269,143,5,14,14,0,176,3469,257,796,257,9,4788,87,53,43,15,0,198,378,24,58,20,0,480,18875,527,1181,527,16,21126,Nambour - Pomona
31605,3793,683,322,83,0,4881,3426,229,259,23,0,3937,1968,483,663,13,0,3127,137,49,107,0,0,293,689,192,215,15,0,1111,18,12,5,3,0,38,37,29,22,12,5,105,45,8,24,0,0,77,2894,773,1036,43,5,4751,47,174,14,3,0,238,173,86,45,4,0,308,10333,1945,1676,156,5,14115,Noosa
31606,5843,149,37,155,0,6184,6371,48,14,51,6,6490,1518,129,61,15,0,1723,93,43,27,3,0,166,1089,41,41,57,0,1228,17,13,18,0,0,48,147,14,4,81,0,246,114,4,3,7,0,128,2978,244,154,163,0,3539,116,55,13,5,0,189,268,24,9,29,0,330,15576,520,227,403,6,16732,Sunshine Coast Hinterland
31701,14690,414,872,88,8,16072,16472,344,451,21,8,17296,6158,878,2325,12,6,9379,732,184,527,0,0,1443,2819,240,581,16,5,3661,112,41,151,0,0,304,453,26,90,100,0,669,206,30,59,5,0,300,10480,1399,3733,133,11,15756,287,77,151,0,3,518,907,55,221,38,3,1224,42836,2289,5428,280,33,50866,Toowoomba
31801,6005,70,70,208,6,6359,3832,41,32,43,6,3954,1346,58,410,17,0,1831,458,34,114,5,0,611,945,35,85,18,0,1083,161,28,51,0,0,240,431,22,41,53,0,547,217,11,9,17,0,254,3558,188,710,110,0,4566,124,6,8,7,0,145,410,12,50,42,3,517,13929,317,870,410,15,15541,Charters Towers - Ayr - Ingham
31802,12516,432,801,392,9,14150,20572,562,908,44,8,22094,7857,1512,3409,11,14,12803,1710,292,910,0,0,2912,3261,365,874,26,4,4530,90,30,139,6,0,265,1555,54,223,71,11,1914,228,27,64,13,0,332,14701,2280,5619,127,29,22756,412,20,84,9,0,525,1023,116,295,38,0,1472,49224,3410,7707,610,46,60997,Townsville
31901,10686,609,237,439,0,11971,9118,92,121,59,3,9393,3483,320,854,9,0,4666,478,179,402,3,0,1062,2072,174,264,37,3,2550,41,48,60,0,0,149,334,71,83,128,0,616,182,33,38,13,0,266,6590,825,1701,190,3,9309,202,256,19,6,0,483,632,121,123,45,0,921,27228,1903,2201,739,6,32077,Bundaberg
31902,6905,26,39,212,8,7190,5057,20,28,64,0,5169,1740,32,367,3,3,2145,221,15,125,0,0,361,1213,7,72,23,5,1320,240,11,86,0,0,337,372,8,43,58,3,484,212,3,15,12,5,247,3998,76,708,96,16,4894,132,0,7,12,0,151,511,7,44,61,17,640,16603,129,826,445,41,18044,Burnett
31903,6375,43,85,201,3,6707,5372,28,25,57,3,5485,1894,94,237,11,3,2239,184,64,118,0,0,366,1229,63,154,38,3,1487,20,12,30,0,0,62,177,14,24,75,0,290,151,4,13,9,0,177,3655,251,576,133,6,4621,91,0,16,6,0,113,390,12,67,29,0,498,15883,334,769,426,12,17424,Gympie - Cooloola
31904,7011,197,227,288,0,7723,4961,73,137,10,0,5181,3032,330,746,4,4,4116,258,96,251,8,0,613,1106,91,207,20,0,1424,64,14,32,0,0,110,113,27,48,106,4,298,95,12,22,3,0,132,4668,570,1306,141,8,6693,331,41,15,7,0,394,389,27,58,21,3,498,17360,908,1743,467,11,20489,Hervey Bay
31905,6275,18,105,192,5,6595,4868,19,22,31,0,4940,1719,86,237,22,3,2067,206,34,220,5,0,465,1035,26,117,18,0,1196,21,0,47,0,0,68,119,0,25,60,0,204,111,0,21,10,0,142,3211,146,667,115,3,4142,66,0,27,5,0,98,403,12,69,24,3,511,14823,195,890,367,11,16286,Maryborough
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Qld)
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Qld)
40501,4367,84,62,33,3,4549,5175,58,29,24,3,5289,754,102,88,0,0,944,91,55,12,3,0,161,736,42,33,3,3,817,68,22,48,0,0,138,136,5,10,20,0,171,73,0,10,3,0,86,1858,226,201,29,3,2317,140,9,23,3,4,179,226,9,10,4,0,249,11766,386,325,93,13,12583,Barossa
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (SA)
50101,4308,252,80,160,8,4808,4790,105,28,13,0,4936,1926,234,80,3,0,2243,307,221,94,3,0,625,1380,92,34,16,0,1522,18,39,6,3,0,66,225,15,12,61,4,317,157,5,3,4,0,169,4013,606,229,90,4,4942,119,29,27,5,0,180,255,35,10,19,0,319,13485,1027,374,287,12,15185,Augusta - Margaret River - Busselton
50102,9134,514,146,195,8,9997,12800,247,96,35,5,13183,3405,519,352,3,3,4282,763,387,175,0,0,1325,2492,274,197,16,3,2982,35,83,37,0,0,155,292,39,49,74,4,458,178,16,16,8,0,218,7165,1318,826,101,10,9420,122,198,23,7,0,350,610,118,48,112,0,888,29831,2395,1139,450,23,33838,Bunbury
50103,3387,15,32,29,3,3466,2627,6,12,22,3,2670,561,8,61,3,0,633,173,28,51,0,0,252,596,8,9,7,0,620,10,8,27,3,0,48,197,4,11,4,3,219,112,3,3,4,3,125,1649,59,162,21,6,1897,75,11,0,0,0,86,162,7,12,5,0,186,7900,98,218,77,12,8305,Manjimup
50201,8505,805,286,330,9,9935,9754,312,180,29,3,10278,3822,699,453,6,5,4985,367,374,118,3,0,862,2171,319,176,14,3,2683,73,57,70,0,0,200,200,67,25,71,0,363,163,27,17,3,0,210,6796,1543,859,97,8,9303,357,428,196,6,0,987,575,167,64,30,0,836,25987,3255,1585,492,20,31339,Mandurah
50301,7867,772,725,0,0,9364,5496,375,401,4,0,6276,1625,464,1403,0,5,3497,116,147,154,0,0,417,1063,279,630,3,3,1978,7,23,43,0,5,78,181,21,62,3,3,270,80,32,33,0,3,148,3072,966,2325,6,19,6388,114,112,195,3,0,424,275,83,131,0,0,489,16824,2308,3777,13,19,22941,Cottesloe - Claremont
40101,409,670,559,0,4,1642,271,547,573,0,5,1396,154,760,1618,8,0,2540,16,188,302,0,0,506,115,454,638,9,7,1223,7,79,227,0,0,313,9,41,142,6,0,198,12,27,36,0,0,75,313,1549,2963,23,7,4855,6,27,45,0,0,78,20,74,112,3,0,209,1019,2867,4252,26,16,8180,Adelaide City
40102,8076,125,79,33,5,8318,11039,118,61,21,3,11242,1534,103,112,3,0,1752,310,53,44,0,0,407,1262,92,79,20,0,1453,87,49,26,0,0,162,166,15,4,18,0,203,108,10,7,0,0,125,3467,322,272,41,0,4102,188,75,29,3,0,295,381,29,23,9,0,442,23151,669,464,107,8,24399,Adelaide Hills
40104,6819,399,217,0,0,7435,4979,486,232,0,3,5700,1217,358,416,0,0,1991,219,229,352,0,0,800,1069,229,256,3,5,1562,55,57,109,0,0,221,82,19,53,4,0,158,75,12,19,0,0,106,2717,904,1205,7,5,4838,64,128,111,3,0,306,402,67,73,0,0,542,14981,1984,1838,10,8,18821,Campbelltown (SA)
40105,3613,800,365,6,4,4788,2637,779,460,5,0,3881,825,721,995,3,3,2547,69,332,404,0,0,805,706,458,591,3,0,1758,19,69,161,0,0,249,37,23,58,4,0,122,32,25,33,0,0,90,1688,1628,2242,10,3,5571,74,172,143,0,0,389,171,90,114,0,0,375,8183,3469,3324,21,7,15004,Norwood - Payneham - St Peters
40106,3246,177,201,16,0,3640,2859,256,224,4,3,3346,675,308,427,4,0,1414,101,133,182,0,0,416,566,187,295,5,3,1056,26,38,58,0,0,122,43,15,39,3,0,100,35,14,12,3,0,64,1446,695,1013,15,3,3172,45,15,50,0,0,110,184,47,60,0,0,291,7780,1190,1548,35,6,10559,Prospect - Walkerville
40502,3625,51,23,32,3,3734,2680,15,5,23,0,2723,492,28,18,0,0,538,109,13,45,3,0,170,744,15,6,20,3,788,41,24,31,0,0,96,193,4,4,0,0,201,125,4,0,3,0,132,1704,88,104,26,3,1925,74,3,15,4,0,96,191,7,12,3,3,216,8274,164,159,88,9,8694,Lower North
40503,4343,80,35,39,4,4501,3276,67,13,20,0,3376,741,161,47,5,0,954,312,296,221,3,0,832,638,46,15,19,0,718,13,10,21,0,0,44,147,10,6,21,0,184,81,5,11,3,0,100,1932,528,321,51,0,2832,69,8,13,0,0,90,261,29,24,6,0,320,9881,712,406,116,4,11119,Mid North
40504,4640,77,22,102,0,4841,2384,25,3,15,3,2430,672,27,31,7,0,737,235,100,36,0,0,371,787,22,21,16,0,846,75,14,16,0,0,105,136,5,6,17,0,164,90,5,3,3,0,101,1995,173,113,43,0,2324,83,35,8,5,0,131,214,24,11,5,0,254,9316,334,157,170,3,9980,Yorke Peninsula
40601,6254,483,117,111,7,6972,5886,763,54,45,5,6753,1135,516,318,3,0,1972,1355,1158,245,0,0,2758,1311,215,132,20,0,1678,116,41,28,5,0,190,389,82,43,29,4,547,196,31,17,6,0,250,4502,2043,783,63,4,7395,119,35,20,4,0,178,458,93,59,34,0,644,17219,3417,1033,257,16,21942,Eyre Peninsula and South West
40602,2381,36,11,68,19,2515,2291,52,14,12,3,2372,813,143,96,7,3,1062,780,174,109,3,0,1066,417,22,31,10,0,480,229,9,15,3,0,256,897,84,123,24,6,1134,92,4,12,5,3,116,3228,436,386,52,12,4114,91,7,4,6,0,108,228,25,15,18,4,290,8219,556,430,156,38,9399,Outback - North and East
40701,7555,262,101,117,0,8035,5672,73,49,22,3,5819,1564,140,160,3,5,1872,207,22,49,0,0,278,1271,94,71,25,0,1461,77,52,38,0,0,167,209,22,15,15,0,261,118,11,5,3,0,137,3446,341,338,46,5,4176,291,144,10,4,0,449,338,48,20,11,0,417,17302,868,518,200,8,18896,Fleurieu - Kangaroo Island
40702,8068,156,202,56,0,8482,8220,117,127,17,7,8488,1795,204,648,7,0,2654,994,278,174,0,0,1446,1269,61,168,16,3,1517,70,31,68,0,0,169,471,14,62,31,4,582,214,12,11,3,0,240,4813,600,1131,57,7,6608,321,42,33,3,7,406,496,39,65,5,4,609,21918,954,1558,138,25,24593,Limestone Coast
40703,9206,246,98,202,12,9764,7802,112,23,29,7,7973,1986,303,272,8,0,2569,890,392,183,0,0,1465,1838,96,123,28,5,2090,144,35,90,0,0,269,603,30,41,51,3,728,286,11,18,7,0,322,5747,867,727,94,8,7443,257,72,52,5,0,386,650,77,70,39,6,842,23662,1374,970,369,33,26408,Murray and Mallee
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (SA)
40103,5654,908,665,3,0,7230,4092,492,452,3,0,5039,762,372,824,0,0,1958,10,31,117,0,0,158,543,222,494,4,0,1263,7,15,49,0,0,71,26,14,16,0,0,56,48,11,31,3,0,93,1396,665,1531,7,0,3599,65,87,200,0,0,352,188,79,108,0,0,375,11395,2231,2956,13,0,16595,Burnside
40107,3898,692,383,0,0,4973,3432,704,429,0,10,4575,636,629,889,4,0,2158,34,125,228,0,0,387,608,406,585,0,0,1599,10,74,93,0,0,177,37,33,41,0,0,111,40,20,18,0,0,78,1365,1287,1854,4,0,4510,42,151,96,0,0,289,150,78,60,0,0,288,8887,2912,2822,4,10,14635,Unley
40201,3281,141,45,32,0,3499,5095,112,40,4,3,5254,871,142,81,3,3,1100,195,245,22,0,0,462,632,77,46,4,3,762,42,36,0,0,0,78,148,11,4,16,0,179,53,4,6,3,0,66,1941,515,159,26,6,2647,119,49,0,0,0,168,189,37,12,4,0,242,10625,854,256,66,9,11810,Gawler - Two Wells
40202,5671,295,79,72,0,6117,10816,695,67,10,5,11593,3243,907,174,0,0,4324,1069,1707,710,0,0,3486,1513,284,60,0,0,1857,126,114,78,0,0,318,379,76,13,20,0,488,101,37,10,3,0,151,6431,3125,1045,23,0,10624,88,42,31,3,0,164,584,204,62,7,0,857,23590,4361,1284,115,5,29355,Playford
40203,5980,311,236,24,0,6551,6460,663,360,0,0,7483,1970,417,594,0,0,2981,1209,1062,375,0,0,2646,1548,230,384,9,0,2171,266,129,108,0,0,503,283,38,60,12,0,393,101,28,20,0,0,149,5377,1904,1541,21,0,8843,149,66,25,0,0,240,494,99,80,0,3,676,18460,3043,2242,45,3,23793,Port Adelaide - East
40204,11395,678,226,74,3,12376,18553,1026,429,8,3,20019,3336,766,779,0,0,4881,1869,820,618,0,4,3311,2609,344,313,4,4,3274,260,104,86,0,0,450,412,55,57,33,0,557,126,33,20,0,0,179,8612,2122,1873,37,8,12652,188,236,29,0,0,453,934,160,113,0,0,1207,39682,4222,2670,119,14,46707,Salisbury
40205,10922,583,211,0,0,11716,14564,428,218,0,6,15216,1885,433,186,0,0,2504,891,284,148,0,0,1323,1575,192,128,0,0,1895,70,73,53,0,0,196,181,32,15,0,0,228,86,40,11,3,0,140,4688,1054,541,3,0,6286,149,507,71,0,0,727,490,102,37,0,0,629,30813,2674,1078,3,6,34574,Tea Tree Gully
40301,3367,923,843,21,3,5157,2676,577,545,7,0,3805,607,525,1224,11,0,2367,48,83,152,0,0,283,456,307,595,7,0,1365,13,61,156,0,0,230,23,13,47,6,0,89,34,20,48,0,3,105,1181,1009,2222,24,3,4439,33,94,185,0,3,315,149,66,235,0,0,450,7406,2669,4030,52,9,14166,Holdfast Bay
40302,9229,1050,477,3,3,10762,10445,1415,534,3,0,12397,2009,828,570,0,0,3407,930,1496,769,0,0,3195,1621,533,475,0,0,2629,140,170,113,0,0,423,133,51,41,0,0,225,74,44,40,3,0,161,4907,3122,2008,3,0,10040,119,196,70,0,0,385,497,228,130,3,0,858,25197,6011,3219,12,3,34442,Marion
40303,8197,563,403,28,0,9191,8099,346,369,3,0,8817,1031,197,643,4,3,1878,79,54,127,0,0,260,1072,182,472,4,0,1730,47,44,114,0,0,205,71,11,38,3,0,123,66,6,37,0,0,109,2366,494,1431,11,3,4305,151,218,139,0,0,508,351,54,83,6,0,494,19164,1675,2425,48,3,23315,Mitcham
40304,16516,666,332,198,7,17719,26191,470,380,12,15,27068,4795,424,470,4,3,5696,1898,756,469,0,3,3126,3372,219,285,10,0,3886,349,156,58,0,4,567,250,38,25,100,0,413,178,26,23,3,0,230,10842,1619,1330,117,10,13918,446,479,81,9,0,1015,998,161,77,10,0,1246,54993,3395,2200,346,32,60966,Onkaparinga
40401,12817,1119,721,23,3,14683,9972,1371,664,9,3,12019,2239,837,1113,5,5,4199,1164,1838,789,0,0,3791,2229,611,844,22,0,3706,165,167,128,3,0,463,237,71,96,11,0,415,152,51,38,0,0,241,6186,3575,3008,41,5,12815,172,180,131,0,0,483,807,229,196,0,0,1232,29954,6474,4720,73,11,41232,Charles Sturt
40402,5225,602,391,44,4,6266,6346,824,363,20,3,7556,1197,516,753,8,6,2480,1119,1247,426,0,0,2792,1134,329,407,17,6,1893,95,67,109,0,0,271,124,52,58,3,0,237,68,22,30,3,3,126,3737,2233,1783,31,15,7799,91,55,86,3,0,235,473,149,130,0,0,752,15872,3863,2753,98,22,22608,Port Adelaide - West
40403,6675,514,629,8,0,7826,5176,701,895,0,0,6772,1344,552,1636,3,0,3535,327,506,430,0,0,1263,1439,416,1075,12,4,2946,55,160,152,0,0,367,107,35,154,0,4,300,93,22,54,0,0,169,3365,1691,3501,15,8,8580,133,138,129,0,0,400,414,92,178,4,0,688,15763,3136,5332,27,8,24266,West Torrens
50302,6239,1370,1516,20,15,9160,5995,1636,2962,40,3,10636,1980,1729,6267,38,17,10031,81,414,924,0,0,1419,1689,835,2171,21,4,4720,28,76,220,0,0,324,103,64,242,3,3,415,90,48,108,4,3,253,3971,3166,9932,66,27,17162,68,123,254,3,0,448,266,110,314,3,0,693,16539,6405,14978,132,45,38099,Perth City
50401,7899,988,486,0,4,9377,8294,1386,722,3,4,10409,2190,1001,1111,0,7,4309,384,461,386,0,0,1231,2013,616,599,7,0,3235,29,95,51,0,0,175,196,51,75,0,0,322,112,34,46,0,0,192,4924,2258,2268,7,7,9464,93,95,56,0,0,244,472,148,122,0,0,742,21682,4875,3654,10,15,30236,Bayswater - Bassendean
50402,4798,113,24,7,0,4942,6213,88,3,3,3,6310,725,63,7,0,0,795,112,131,86,0,0,329,766,63,19,0,0,848,38,20,0,0,0,58,68,16,0,0,0,84,57,5,0,0,0,62,1766,298,112,0,0,2176,76,3,0,3,0,82,330,18,9,18,0,375,13183,520,148,31,3,13885,Mundaring
50403,7531,286,229,187,4,8237,16766,512,250,17,3,17548,2607,519,271,3,3,3403,772,296,274,0,0,1342,2139,209,139,9,3,2499,87,18,18,0,0,123,282,30,11,22,11,356,112,12,10,3,0,137,5999,1084,723,37,17,7860,124,16,9,3,0,152,574,72,47,53,0,746,30994,1970,1258,297,24,34543,Swan
50501,16521,756,466,130,3,17876,23545,691,229,7,3,24475,3942,497,559,5,3,5006,207,86,101,0,0,394,3049,381,232,6,0,3668,21,36,20,0,0,77,203,22,16,12,0,253,145,17,5,0,0,167,7567,1039,933,23,3,9565,131,98,48,0,0,277,654,81,71,9,0,815,48418,2665,1747,169,9,53008,Joondalup
50502,16837,4034,1087,80,3,22041,15163,6062,1566,4,8,22803,4267,4210,2255,4,4,10740,1146,1440,612,0,0,3198,3672,2597,1150,3,3,7425,42,177,153,3,0,375,368,247,129,16,5,765,191,113,49,0,0,353,9686,8784,4348,26,12,22856,232,263,243,3,0,741,983,526,285,6,0,1800,42901,19669,7529,119,23,70241,Stirling
50503,9266,584,211,195,0,10256,25338,1167,227,10,0,26742,4924,490,120,0,0,5534,773,424,153,0,0,1350,3152,263,89,9,0,3513,67,44,27,0,0,138,314,23,8,53,0,398,162,11,7,0,0,180,9392,1255,404,62,0,11113,382,385,56,6,0,829,792,88,50,6,0,936,45170,3479,948,279,0,49876,Wanneroo
50601,5293,194,157,36,5,5685,9969,365,159,11,0,10504,1767,272,326,0,0,2365,377,100,232,0,0,709,1397,130,89,5,0,1621,21,68,17,0,0,106,129,30,10,42,0,211,75,17,7,0,0,99,3766,617,681,47,0,5111,113,77,12,0,0,202,372,50,36,6,0,464,19513,1303,1045,100,5,21966,Armadale
