sa3_code16,d_15_17_fpeaw_mpeft,d_15_17_fpeaw_mpept,d_15_17_fpeaw_mpeaw,d_15_17_fpeaw_mpehns,d_15_17_fpeaw_mpet,d_15_17_fpeaw_mpulftw,d_15_17_fpeaw_mpulptw,d_15_17_fpeaw_mput,d_15_17_fpeaw_mptlf,d_15_17_fpeaw_mpnlf,d_15_17_fpeaw_mplfsns,d_15_17_fpeaw_t,d_15_17_fphns_mpeft,d_15_17_fphns_mpept,d_15_17_fphns_mpeaw,d_15_17_fphns_mpehns,d_15_17_fphns_mpet,d_15_17_fphns_mpulftw,d_15_17_fphns_mpulptw,d_15_17_fphns_mput,d_15_17_fphns_mptlf,d_15_17_fphns_mpnlf,d_15_17_fphns_mplfsns,d_15_17_fphns_t,d_15_17_fpet_mpeft,d_15_17_fpet_mpept,d_15_17_fpet_mpeaw,d_15_17_fpet_mpehns,d_15_17_fpet_mpet,d_15_17_fpet_mpulftw,d_15_17_fpet_mpulptw,d_15_17_fpet_mput,d_15_17_fpet_mptlf,d_15_17_fpet_mpnlf,d_15_17_fpet_mplfsns,d_15_17_fpet_t,d_15_17_fpulftw_mpeft,d_15_17_fpulftw_mpept,d_15_17_fpulftw_mpeaw,d_15_17_fpulftw_mpehns,d_15_17_fpulftw_mpet,d_15_17_fpulftw_mpulftw,d_15_17_fpulftw_mpulptw,d_15_17_fpulftw_mput,d_15_17_fpulftw_mptlf,d_15_17_fpulftw_mpnlf,d_15_17_fpulftw_mplfsns,d_15_17_fpulftw_t,d_15_17_fpulptw_mpeft,d_15_17_fpulptw_mpept,d_15_17_fpulptw_mpeaw,d_15_17_fpulptw_mpehns,d_15_17_fpulptw_mpet,d_15_17_fpulptw_mpulftw,d_15_17_fpulptw_mpulptw,d_15_17_fpulptw_mput,d_15_17_fpulptw_mptlf,d_15_17_fpulptw_mpnlf,d_15_17_fpulptw_mplfsns,d_15_17_fpulptw_t,d_15_17_fput_mpeft,d_15_17_fput_mpept,d_15_17_fput_mpeaw,d_15_17_fput_mpehns,d_15_17_fput_mpet,d_15_17_fput_mpulftw,d_15_17_fput_mpulptw,d_15_17_fput_mput,d_15_17_fput_mptlf,d_15_17_fput_mpnlf,d_15_17_fput_mplfsns,d_15_17_fput_t,d_15_17_fptlf_mpeft,d_15_17_fptlf_mpept,d_15_17_fptlf_mpeaw,d_15_17_fptlf_mpehns,d_15_17_fptlf_mpet,d_15_17_fptlf_mpulftw,d_15_17_fptlf_mpulptw,d_15_17_fptlf_mput,d_15_17_fptlf_mptlf,d_15_17_fptlf_mpnlf,d_15_17_fptlf_mplfsns,d_15_17_fptlf_t,d_15_17_fpnlf_mpeft,d_15_17_fpnlf_mpept,d_15_17_fpnlf_mpeaw,d_15_17_fpnlf_mpehns,d_15_17_fpnlf_mpet,d_15_17_fpnlf_mpulftw,d_15_17_fpnlf_mpulptw,d_15_17_fpnlf_mput,d_15_17_fpnlf_mptlf,d_15_17_fpnlf_mpnlf,d_15_17_fpnlf_mplfsns,d_15_17_fpnlf_t,d_15_17_fplfsns_mpeft,d_15_17_fplfsns_mpept,d_15_17_fplfsns_mpeaw,d_15_17_fplfsns_mpehns,d_15_17_fplfsns_mpet,d_15_17_fplfsns_mpulftw,d_15_17_fplfsns_mpulptw,d_15_17_fplfsns_mput,d_15_17_fplfsns_mptlf,d_15_17_fplfsns_mpnlf,d_15_17_fplfsns_mplfsns,d_15_17_fplfsns_t,d_15_17_fpt_mpeft,d_15_17_fpt_mpept,d_15_17_fpt_mpeaw,d_15_17_fpt_mpehns,d_15_17_fpt_mpet,d_15_17_fpt_mpulftw,d_15_17_fpt_mpulptw,d_15_17_fpt_mput,d_15_17_fpt_mptlf,d_15_17_fpt_mpnlf,d_15_17_fpt_mplfsns,d_15_17_fpt_t,d_18_20_fpeft_mpeft,d_18_20_fpeft_mpept,d_18_20_fpeft_mpeaw,d_18_20_fpeft_mpehns,d_18_20_fpeft_mpet,d_18_20_fpeft_mpulftw,d_18_20_fpeft_mpulptw,d_18_20_fpeft_mput,d_18_20_fpeft_mptlf,d_18_20_fpeft_mpnlf,d_18_20_fpeft_mplfsns,d_18_20_fpeft_t,d_18_20_fpept_mpeft,d_18_20_fpept_mpept,d_18_20_fpept_mpeaw,d_18_20_fpept_mpehns,d_18_20_fpept_mpet,d_18_20_fpept_mpulftw,d_18_20_fpept_mpulptw,d_18_20_fpept_mput,d_18_20_fpept_mptlf,d_18_20_fpept_mpnlf,d_18_20_fpept_mplfsns,d_18_20_fpept_t,d_18_20_fpeaw_mpeft,d_18_20_fpeaw_mpept,d_18_20_fpeaw_mpeaw,d_18_20_fpeaw_mpehns,d_18_20_fpeaw_mpet,d_18_20_fpeaw_mpulftw,d_18_20_fpeaw_mpulptw,d_18_20_fpeaw_mput,d_18_20_fpeaw_mptlf,d_18_20_fpeaw_mpnlf,d_18_20_fpeaw_mplfsns,d_18_20_fpeaw_t,d_18_20_fphns_mpeft,d_18_20_fphns_mpept,d_18_20_fphns_mpeaw,d_18_20_fphns_mpehns,d_18_20_fphns_mpet,d_18_20_fphns_mpulftw,d_18_20_fphns_mpulptw,d_18_20_fphns_mput,d_18_20_fphns_mptlf,d_18_20_fphns_mpnlf,d_18_20_fphns_mplfsns,d_18_20_fphns_t,d_18_20_fpet_mpeft,d_18_20_fpet_mpept,d_18_20_fpet_mpeaw,d_18_20_fpet_mpehns,d_18_20_fpet_mpet,d_18_20_fpet_mpulftw,d_18_20_fpet_mpulptw,d_18_20_fpet_mput,d_18_20_fpet_mptlf,d_18_20_fpet_mpnlf,d_18_20_fpet_mplfsns,d_18_20_fpet_t,d_18_20_fpulftw_mpeft,d_18_20_fpulftw_mpept,d_18_20_fpulftw_mpeaw,d_18_20_fpulftw_mpehns,d_18_20_fpulftw_mpet,d_18_20_fpulftw_mpulftw,d_18_20_fpulftw_mpulptw,d_18_20_fpulftw_mput,d_18_20_fpulftw_mptlf,d_18_20_fpulftw_mpnlf,d_18_20_fpulftw_mplfsns,d_18_20_fpulftw_t,d_18_20_fpulptw_mpeft,d_18_20_fpulptw_mpept,d_18_20_fpulptw_mpeaw,d_18_20_fpulptw_mpehns,d_18_20_fpulptw_mpet,d_18_20_fpulptw_mpulftw,d_18_20_fpulptw_mpulptw,d_18_20_fpulptw_mput,sa3_name16
30203,5,0,0,0,5,0,0,0,5,0,0,5,8,0,0,0,3,3,0,3,7,0,0,7,370,49,6,0,426,19,0,19,440,27,0,468,3,0,0,0,6,0,0,0,8,0,0,8,4,3,0,0,4,0,0,0,4,0,0,4,8,0,0,0,14,0,0,0,14,0,0,14,380,54,6,0,439,23,0,23,461,27,0,484,46,10,0,0,56,5,0,5,62,27,0,91,0,0,0,0,0,0,0,0,0,0,0,0,430,67,6,0,499,25,0,25,520,48,0,573,109,12,0,0,120,4,0,4,125,7,0,132,75,10,0,0,86,5,0,5,97,7,0,101,3,0,0,0,5,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,190,23,0,0,215,14,0,14,227,18,0,243,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,Nundah
30204,6,0,0,0,12,0,0,0,13,0,0,13,9,0,0,5,17,0,0,0,17,0,0,17,704,72,9,12,802,13,3,19,824,46,0,864,22,3,0,0,23,6,0,3,24,0,0,24,10,0,0,3,11,0,0,0,11,0,0,17,33,3,0,3,35,6,0,3,42,0,0,42,733,78,9,12,838,18,8,21,862,46,0,909,110,17,10,12,144,3,0,3,147,39,0,188,0,0,0,0,0,0,0,0,0,0,3,5,849,94,19,26,987,19,8,28,1014,87,5,1105,167,25,3,0,194,4,0,4,200,8,0,209,117,18,0,3,137,5,0,5,140,7,0,151,3,0,0,0,10,0,0,0,10,0,0,10,4,0,0,0,3,0,0,0,3,0,0,5,294,44,3,6,347,12,0,11,352,12,0,373,0,3,0,0,3,0,0,0,6,0,0,8,8,0,0,0,8,0,3,3,Sandgate
30301,12,3,0,0,13,0,0,0,13,0,0,13,0,0,0,0,4,0,0,0,4,0,0,4,814,76,18,8,912,24,5,34,942,27,0,967,6,0,0,0,6,3,0,3,11,0,0,11,13,0,0,0,11,0,0,0,11,0,0,17,22,0,0,0,23,3,0,3,23,0,0,21,832,78,18,8,930,26,5,31,961,29,0,994,148,17,3,5,169,10,0,13,175,17,0,195,3,0,0,0,3,0,0,0,3,0,0,7,982,93,19,6,1102,40,9,42,1142,43,0,1191,259,25,3,4,284,9,0,9,299,8,0,303,188,21,3,0,209,11,3,16,226,7,0,229,11,0,0,0,13,0,0,0,13,0,0,13,9,0,0,6,15,0,0,0,15,0,0,13,460,45,5,10,523,22,3,25,543,17,0,563,3,0,0,0,3,0,0,0,4,0,0,4,8,0,0,0,8,0,0,0,Carindale
30302,3,0,0,0,8,0,0,0,8,0,0,9,5,0,0,0,10,0,0,0,10,0,0,10,815,86,12,7,917,15,3,18,942,41,0,981,12,4,0,0,10,3,0,0,16,0,0,14,10,3,0,3,18,0,0,0,14,0,0,15,20,4,0,3,27,3,0,3,31,3,0,33,837,90,12,7,949,21,3,22,967,43,0,1013,139,20,3,0,162,0,0,0,165,19,0,180,0,0,0,0,0,0,0,0,0,0,0,0,975,105,11,9,1110,21,3,26,1132,63,0,1198,205,22,0,3,235,11,0,11,237,20,0,265,184,27,0,0,216,5,0,5,225,12,0,229,6,0,3,0,9,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,399,49,9,3,456,15,0,15,468,36,0,499,3,0,0,0,5,3,0,3,7,0,0,7,4,3,0,0,8,0,0,0,Holland Park - Yeronga
30303,20,3,3,0,28,0,0,0,26,0,0,26,4,0,0,0,7,0,0,0,7,0,0,9,1025,104,14,10,1153,26,3,31,1184,57,0,1237,15,0,0,0,16,9,0,9,24,0,0,25,14,4,0,0,16,7,0,10,21,3,0,30,30,6,0,0,31,11,0,16,50,5,0,55,1050,110,14,8,1189,35,4,44,1231,61,3,1290,183,39,3,6,230,14,4,15,249,64,3,315,0,0,0,0,3,0,0,0,3,0,0,3,1236,150,17,15,1423,48,11,53,1479,128,10,1609,297,25,3,0,323,10,3,17,337,24,0,358,222,45,3,0,267,8,0,8,273,19,0,289,5,3,4,0,16,0,0,0,16,0,0,16,3,0,0,3,9,0,0,0,9,0,0,9,527,67,9,6,606,19,3,23,628,36,0,669,6,0,0,0,9,6,0,6,9,0,0,11,11,0,0,0,11,0,0,0,Mt Gravatt
30304,3,3,3,0,14,0,0,0,14,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,471,64,11,0,547,13,0,16,562,32,0,597,3,3,0,0,3,4,0,4,9,0,0,14,5,4,0,0,7,0,0,0,11,0,0,11,10,3,0,0,16,4,0,7,17,0,0,20,482,70,11,0,564,21,0,22,584,36,0,615,52,15,0,0,71,8,0,10,73,26,0,97,0,0,0,0,0,0,0,0,0,0,0,0,535,85,11,3,631,25,7,27,659,55,0,717,128,12,0,0,140,6,0,6,147,13,0,154,96,13,0,3,112,10,0,10,118,6,0,125,9,0,0,0,13,0,0,0,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,233,31,3,3,267,13,0,13,280,15,0,294,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,Nathan
30305,4,4,8,0,12,0,0,0,12,0,0,17,4,0,0,11,15,0,0,0,12,4,0,20,758,117,16,18,911,21,5,32,938,51,0,991,14,0,0,0,16,7,0,7,20,3,0,27,16,3,0,3,26,0,0,0,29,0,0,29,33,5,0,3,41,7,0,9,52,3,0,55,793,126,16,17,950,29,8,35,986,55,0,1042,178,44,3,4,231,9,0,9,242,62,0,302,0,0,0,3,3,0,0,0,3,0,3,4,972,169,23,25,1186,37,13,46,1234,112,4,1353,251,37,3,0,289,7,0,12,298,18,0,315,175,33,0,0,211,5,0,11,221,16,0,232,3,0,0,0,3,0,0,0,3,0,0,4,3,0,0,10,9,0,0,0,9,0,0,11,429,68,7,5,516,17,3,22,531,29,0,564,7,3,0,0,11,6,0,6,21,4,0,24,12,4,0,0,17,3,0,3,Rocklea - Acacia Ridge
30905,5,0,0,0,8,0,0,0,8,0,0,13,7,0,0,11,22,0,0,0,22,0,0,22,612,90,11,14,728,13,4,13,744,36,0,778,5,0,0,0,5,0,0,0,9,0,0,9,8,9,0,0,17,0,0,0,19,0,0,20,16,7,0,0,25,0,0,0,27,0,0,30,626,97,11,18,752,16,4,21,765,43,0,805,106,13,3,9,123,5,0,8,131,23,3,158,0,0,0,0,0,0,0,0,0,0,0,0,735,103,16,23,880,19,3,23,904,60,3,965,109,16,6,0,131,7,0,10,143,9,0,149,84,16,0,0,101,0,0,0,100,4,0,109,3,0,4,0,8,0,0,0,8,0,0,8,4,0,0,0,8,0,0,0,8,0,0,3,203,31,9,0,239,7,4,13,251,14,0,268,0,3,0,0,3,0,0,0,3,0,0,3,3,3,0,0,7,0,0,0,Mudgeeraba - Tallebudgera
30906,11,3,0,0,15,0,0,0,15,0,0,15,3,0,0,8,19,0,0,0,19,0,0,14,953,158,22,18,1147,22,7,23,1169,44,0,1216,14,0,0,0,18,0,0,4,27,0,0,25,25,6,0,0,32,3,0,3,33,3,0,35,42,8,0,0,55,7,0,4,56,6,0,65,991,165,22,18,1201,24,8,28,1226,44,0,1278,159,35,5,7,207,4,3,7,215,36,0,253,0,0,0,0,0,0,0,0,0,0,3,8,1157,200,26,23,1404,31,13,41,1447,84,9,1538,182,25,0,0,207,9,0,9,213,6,0,223,141,36,0,0,179,0,0,0,177,14,0,195,6,0,0,0,6,0,0,0,6,0,0,6,3,0,0,3,4,0,0,0,4,0,0,3,328,64,0,4,395,9,0,9,405,20,0,427,0,0,3,0,3,3,0,0,9,0,0,12,3,3,0,0,3,0,0,0,Nerang
30907,25,11,6,0,48,3,0,3,49,4,0,51,13,3,0,11,28,0,0,0,28,3,0,30,1897,245,38,25,2202,50,5,62,2260,105,0,2362,29,4,0,0,39,7,0,7,49,4,0,48,39,13,0,0,56,0,0,0,55,0,0,61,76,17,0,3,97,7,0,7,105,5,0,110,1968,266,36,22,2292,61,5,72,2364,108,4,2471,398,44,7,11,458,12,0,9,466,74,0,540,5,0,0,0,5,0,0,0,5,0,4,15,2375,307,49,32,2759,74,5,76,2841,179,9,3028,319,29,5,3,357,9,4,14,374,21,0,391,237,43,3,0,275,5,0,10,288,12,0,295,15,0,5,0,18,0,0,0,18,0,0,20,5,0,0,7,12,0,0,0,12,0,0,17,568,69,16,15,666,19,3,24,691,33,0,722,14,3,0,0,15,3,0,3,15,0,0,15,6,0,0,0,10,0,0,0,Ormeau - Oxenford
31503,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,3,4,0,0,0,4,0,0,4,118,15,5,3,138,4,0,4,141,9,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,15,5,3,138,4,0,4,141,9,0,149,20,3,0,0,26,0,0,0,27,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,137,19,4,3,162,8,0,8,165,12,0,178,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outback - South
31601,6,3,3,0,19,0,0,0,19,0,0,19,5,0,0,3,7,0,0,0,7,0,0,12,866,133,22,18,1034,21,5,26,1057,38,0,1098,9,0,0,0,12,3,0,3,18,0,0,18,28,3,0,0,35,0,0,0,34,3,0,38,37,7,0,3,48,3,0,3,52,3,0,52,905,135,22,14,1078,31,5,33,1113,42,0,1152,135,11,3,5,153,7,0,7,163,35,0,195,0,0,0,0,0,0,0,0,0,0,0,0,1042,149,27,20,1239,39,6,38,1280,72,4,1352,103,22,0,0,124,3,0,3,127,7,0,137,127,12,0,0,141,4,0,4,142,7,0,148,5,0,4,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,238,29,3,0,273,8,0,6,284,9,0,295,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,Buderim
31602,14,0,4,0,20,0,0,0,20,3,0,21,10,0,0,3,10,0,0,0,10,3,0,14,1132,139,25,13,1308,27,3,31,1338,51,0,1390,21,4,0,0,21,6,0,6,32,3,0,37,22,3,0,0,29,0,0,0,24,0,0,26,39,5,0,0,53,6,0,11,61,7,0,66,1172,145,25,16,1362,32,5,40,1402,57,0,1458,152,15,4,3,176,8,3,15,188,36,0,230,5,0,0,0,3,0,0,0,3,3,0,5,1326,161,29,19,1540,42,7,50,1592,91,0,1688,126,13,0,0,144,0,0,6,146,0,0,149,111,24,3,0,135,3,0,4,137,12,0,149,3,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,246,32,10,3,287,3,3,6,297,15,0,305,6,3,0,0,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,0,Caloundra
31603,9,0,5,0,7,0,0,0,7,0,0,7,3,0,0,3,8,0,0,0,8,0,0,8,544,69,11,9,638,11,0,9,647,18,0,664,5,0,0,0,3,0,0,0,7,0,0,7,10,3,0,0,12,0,0,3,15,0,0,12,13,3,0,0,15,3,0,6,22,0,0,19,560,70,11,9,650,15,0,20,666,19,0,686,75,23,3,0,105,8,0,8,107,19,0,133,0,0,0,0,0,0,0,0,0,0,0,0,638,92,9,10,757,21,0,23,774,42,0,822,66,12,3,0,81,0,0,0,83,10,0,91,59,10,0,6,68,3,0,3,69,3,0,76,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,125,19,3,7,154,5,0,5,158,10,0,168,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,Maroochy
31605,3,0,0,0,5,0,0,0,5,0,0,6,3,0,0,6,5,0,0,0,12,0,0,8,481,71,16,11,583,10,0,9,590,33,0,620,10,0,0,0,10,0,0,0,10,0,0,8,12,3,0,0,17,3,0,3,21,3,0,23,20,3,0,0,21,3,0,3,29,3,0,30,504,75,16,11,599,9,0,15,613,37,0,647,53,12,0,0,63,3,0,3,67,25,0,92,0,0,0,0,0,0,0,0,0,0,0,0,554,89,16,11,668,14,0,11,685,58,0,741,47,6,0,0,51,0,0,0,55,8,0,60,48,9,0,0,59,0,0,0,61,4,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,3,93,11,3,4,114,0,0,0,121,15,0,131,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,Noosa
31606,9,3,6,0,19,0,0,0,21,3,0,20,7,0,0,5,13,0,0,0,13,0,0,13,675,134,26,18,845,22,4,21,874,37,0,914,11,3,0,0,10,0,0,0,14,0,0,14,16,0,0,0,19,0,0,0,19,0,0,22,27,3,0,0,30,0,0,0,33,3,0,36,698,141,26,18,882,20,4,27,905,44,0,944,98,19,3,3,131,6,0,6,135,26,0,167,0,0,0,0,6,0,0,0,6,0,0,4,799,158,25,18,1013,26,4,30,1042,74,0,1118,79,6,0,0,95,0,0,0,93,4,0,96,77,16,0,0,92,0,0,0,98,7,0,105,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,156,22,8,0,186,0,0,4,192,9,0,201,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,Sunshine Coast Hinterland
31607,7,0,3,0,12,0,0,0,12,0,0,10,4,0,0,6,10,0,0,0,10,3,0,15,511,100,12,13,639,12,0,15,652,35,0,687,6,0,0,0,8,3,0,3,8,0,0,7,6,0,0,0,10,0,0,0,10,0,0,13,17,0,0,0,19,3,0,3,15,3,0,19,529,105,12,13,655,19,0,17,673,39,0,709,82,23,3,0,115,5,3,11,122,26,0,143,0,0,0,0,0,0,0,0,0,0,0,3,615,131,17,8,768,22,3,29,795,62,3,855,41,9,0,0,45,4,0,4,48,4,0,48,58,15,3,0,73,0,0,0,76,6,0,80,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,105,16,0,0,120,7,0,7,128,11,0,140,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,Nambour
31608,5,0,0,0,3,0,0,0,3,0,0,4,0,0,0,4,3,0,0,0,3,0,0,3,267,63,6,4,337,13,3,12,353,20,0,371,4,0,0,0,4,0,0,0,3,3,0,11,6,0,0,0,6,3,4,5,12,0,0,17,8,0,0,0,13,3,4,5,20,3,0,22,273,63,6,4,346,14,7,20,368,29,0,393,53,18,6,0,82,0,0,0,84,21,0,107,0,0,0,0,0,0,0,0,0,0,0,0,331,86,9,5,430,17,5,23,452,45,6,505,13,8,0,0,20,0,0,0,20,0,0,23,30,7,0,0,35,0,0,0,35,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,13,0,0,58,0,0,0,58,4,0,62,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,Noosa Hinterland
31801,9,0,0,0,10,0,0,0,16,0,0,14,3,0,0,6,16,0,0,0,16,0,0,14,571,40,9,11,644,12,0,12,651,24,0,681,10,0,0,0,14,3,0,3,17,0,0,21,7,4,0,0,11,0,0,0,10,0,0,10,20,4,0,0,23,5,0,5,29,0,0,30,593,43,14,18,666,13,0,18,681,27,0,714,87,4,0,6,100,4,0,4,101,27,0,131,0,0,0,0,0,0,0,0,0,0,0,0,679,45,11,19,765,15,0,17,785,55,3,845,32,0,0,0,32,0,0,0,32,0,0,32,13,3,0,0,13,0,0,0,14,0,0,14,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46,3,0,0,47,0,0,0,49,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Charters Towers - Ayr - Ingham
31802,29,4,11,0,50,0,0,0,46,8,0,56,15,0,0,18,35,3,0,3,34,0,0,34,2304,268,75,35,2682,91,14,105,2789,153,3,2942,39,6,0,0,49,22,0,22,68,8,0,79,40,6,0,0,47,5,0,5,54,7,0,59,79,15,3,3,93,29,0,29,123,17,0,141,2381,280,81,37,2783,126,14,136,2913,166,3,3082,318,41,12,9,378,26,3,32,409,110,0,522,0,0,0,3,3,0,0,0,3,0,3,4,2703,322,92,43,3158,155,16,166,3331,280,10,3614,411,40,5,4,462,23,4,24,488,20,0,504,258,28,8,0,297,13,0,13,309,23,0,330,8,0,3,0,12,0,0,0,12,0,0,14,0,0,0,3,4,0,0,0,10,0,0,10,681,66,18,7,773,36,3,38,817,42,3,858,9,3,0,0,8,8,0,8,21,0,0,19,5,0,0,0,9,0,0,0,Townsville
31901,16,3,7,0,25,3,0,3,27,0,0,29,6,0,0,11,19,0,0,0,19,0,0,16,1008,142,23,10,1187,27,7,35,1222,86,4,1312,16,9,0,0,22,12,0,9,38,10,0,46,9,6,0,0,15,4,0,4,19,0,0,23,26,18,0,0,37,17,3,19,54,7,0,69,1035,155,25,10,1225,44,13,49,1276,100,4,1378,180,30,10,15,232,22,3,23,254,86,0,345,3,0,0,0,3,0,0,0,3,0,4,10,1212,188,32,28,1462,61,16,74,1535,187,4,1726,54,3,0,0,56,0,0,3,60,3,0,63,59,11,0,3,73,0,0,4,72,13,0,87,4,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,116,13,3,3,133,6,3,6,141,23,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bundaberg
31902,9,0,3,0,9,0,0,0,15,0,0,13,4,0,0,6,12,0,0,0,12,0,0,11,456,74,10,15,558,4,0,10,569,37,0,611,4,0,0,0,5,3,0,3,6,5,0,10,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,6,3,0,3,9,5,0,12,458,78,10,15,570,8,0,8,580,43,0,622,109,22,5,7,147,9,3,7,158,77,0,234,0,0,0,0,0,0,0,0,0,0,4,3,568,104,17,23,717,15,5,23,736,116,7,860,11,0,0,0,11,0,0,0,11,0,0,13,12,3,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,25,0,0,0,27,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burnett
31903,4,3,3,0,12,0,0,0,12,3,0,17,0,3,0,7,10,0,0,0,10,0,0,12,468,80,9,13,578,20,0,19,594,62,0,658,7,0,0,0,13,9,4,7,19,0,0,24,14,3,0,0,13,0,0,0,13,0,0,13,26,3,0,0,24,9,4,7,34,0,0,39,492,86,9,13,602,22,3,26,633,64,0,696,93,27,8,6,133,11,3,17,145,77,0,218,3,0,0,0,3,0,0,0,3,0,3,7,589,109,21,19,735,38,10,45,776,134,3,918,27,0,0,0,23,0,0,0,27,0,0,26,23,8,0,0,34,0,0,0,29,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,0,0,55,0,0,0,57,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gympie - Cooloola
31904,7,4,0,0,15,0,0,0,11,0,0,19,0,0,0,3,5,0,0,0,5,0,0,5,522,90,21,10,642,39,5,45,685,55,0,746,4,3,0,0,8,4,0,4,13,0,0,13,13,5,0,0,18,0,0,0,22,3,0,23,17,6,0,0,26,4,0,5,30,6,0,33,543,95,20,11,669,38,7,44,715,64,0,776,81,31,3,3,113,10,3,15,129,71,3,208,0,0,0,0,0,0,0,0,0,0,3,4,623,128,21,16,783,53,10,62,845,133,6,989,22,3,0,0,30,0,0,0,30,3,0,26,21,4,0,0,33,0,0,0,34,8,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,50,8,3,0,59,0,0,0,62,8,0,69,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Hervey Bay
30404,6,0,0,0,10,0,0,0,10,3,0,11,4,0,0,6,13,0,0,0,13,0,0,14,811,71,10,9,896,13,3,19,913,37,0,946,20,0,0,0,20,0,0,0,20,0,0,20,15,3,0,0,18,0,0,0,22,0,0,22,38,3,0,0,41,0,0,3,40,0,0,40,847,73,10,9,936,17,0,17,956,37,0,992,127,8,4,3,146,4,0,4,145,17,0,159,0,0,0,0,0,0,0,0,0,0,0,0,972,81,9,10,1077,23,0,26,1102,57,0,1154,210,11,3,0,234,5,0,4,236,15,3,257,160,26,0,0,185,7,0,4,189,9,0,201,4,0,3,0,11,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,381,35,7,0,426,11,4,18,436,27,3,468,4,0,0,0,4,0,0,0,5,0,0,5,11,0,0,0,10,0,0,0,The Gap - Enoggera
30501,6,0,0,0,7,0,0,0,7,0,0,7,3,0,0,3,4,3,0,3,8,0,0,8,300,53,3,6,364,7,3,14,374,28,0,400,7,3,0,0,6,3,0,3,14,0,0,14,10,0,0,0,7,0,0,0,6,0,0,6,15,3,0,0,14,3,0,5,19,0,0,19,312,56,3,6,379,15,4,21,395,28,0,418,73,6,0,3,88,3,0,3,87,24,0,111,0,0,0,0,0,0,0,0,0,0,0,0,389,59,3,4,462,17,4,21,480,53,0,535,93,6,0,0,105,0,0,0,105,11,0,108,83,11,0,0,97,0,0,0,97,4,0,104,4,0,0,0,3,0,0,0,3,0,0,4,4,0,0,3,9,0,0,0,9,0,0,9,187,23,4,3,213,0,0,0,213,13,0,221,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,Brisbane Inner
