SA3_MAIN11,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P,SA3_NAME11
20303,7190,14129,112,594,721,3298,151,665,3999,15742,4983,20299,360,1436,659,2177,1041,3178,2060,6791,7043,27090,33,131,172,570,59,205,869,2323,1133,3229,117,351,296,658,616,1266,1029,2275,2162,5504,129,258,16524,46981,Surf Coast - Bellarine Peninsula
20401,6069,11943,88,498,505,2356,147,640,2761,10964,3501,14458,238,952,420,1351,912,2814,1570,5117,5071,19575,31,122,157,557,72,248,831,2217,1091,3144,79,239,198,412,642,1335,919,1986,2010,5130,130,267,13280,36915,Upper Goulburn Valley
20402,5394,10646,91,486,537,2518,106,485,2437,9806,3171,13295,237,948,481,1528,799,2413,1517,4889,4688,18184,20,88,157,561,66,229,807,2204,1050,3082,60,166,175,371,617,1302,852,1839,1902,4921,144,294,12128,34045,Wangaratta - Benalla
20403,7365,14453,103,554,865,3944,163,722,4008,15954,5139,21174,314,1252,619,1990,1095,3356,2028,6598,7167,27772,35,153,229,773,88,334,1354,3590,1706,4850,85,260,308,643,674,1378,1067,2281,2773,7131,176,361,17481,49717,Wodonga - Alpine
20501,4902,9708,114,657,600,2778,155,716,2565,10438,3434,14589,304,1270,402,1325,859,2697,1565,5292,4999,19881,42,186,128,453,73,255,742,1996,985,2890,74,218,179,384,517,1068,770,1670,1755,4560,151,308,11807,34457,Baw Baw
20502,5946,11636,68,400,446,2044,137,620,2130,8436,2781,11500,168,680,310,949,684,2076,1162,3705,3943,15205,20,75,119,428,58,222,814,2237,1011,2962,46,146,194,391,468,986,708,1523,1719,4485,105,215,11713,31541,Gippsland - East
20503,7451,14711,95,505,578,2662,149,680,3193,12820,4015,16667,250,989,431,1376,960,2915,1641,5280,5656,21947,26,120,166,593,73,239,941,2494,1206,3446,68,205,212,435,650,1338,930,1978,2136,5424,132,270,15375,42352,Gippsland - South West
20504,7644,15060,144,767,810,3777,238,1080,4006,15672,5198,21296,406,1657,636,2095,1429,4396,2471,8148,7669,29444,63,265,266,955,142,517,1726,4752,2197,6489,101,315,338,734,1028,2144,1467,3193,3664,9682,262,544,19239,54730,Latrobe Valley
20505,4858,9506,90,493,535,2465,137,597,2296,9134,3058,12689,202,806,382,1207,707,2125,1291,4138,4349,16827,21,90,153,531,70,246,725,2023,969,2890,52,157,148,319,482,990,682,1466,1651,4356,108,215,10966,30904,Wellington
20601,7782,15460,81,463,589,2657,105,527,4930,18402,5705,22049,376,1619,652,2248,1496,4939,2524,8806,8229,30855,20,89,122,423,49,192,709,1768,900,2472,94,316,290,633,1284,2802,1668,3751,2568,6223,634,1335,19213,53873,Brunswick - Coburg
20602,4720,9320,44,258,391,1745,64,298,3438,12909,3937,15210,222,912,412,1452,839,2707,1473,5071,5410,20281,15,57,81,268,26,89,506,1208,628,1622,66,208,206,444,708,1515,980,2167,1608,3789,345,716,12083,34106,Darebin - South
20603,5488,10873,66,362,714,3248,70,320,3900,15054,4750,18984,398,1692,755,2721,1129,3631,2282,8044,7032,27028,16,78,140,472,37,142,729,1909,922,2601,116,367,303,676,827,1744,1246,2787,2168,5388,476,1006,15164,44295,Essendon
20604,10382,20376,28,161,264,1224,22,113,2673,9392,2987,10890,98,402,475,1524,520,1565,1093,3491,4080,14381,16,61,118,392,33,104,605,1540,772,2097,69,224,468,1007,610,1278,1147,2509,1919,4606,1860,3969,18241,43332,Melbourne City
20605,11715,22896,36,235,376,1701,43,161,4384,15739,4839,17836,173,704,545,1810,763,2314,1481,4828,6320,22664,9,34,119,381,37,123,944,2179,1109,2717,71,217,404,861,899,1839,1374,2917,2483,5634,704,1461,21222,52655,Port Phillip
20804,3504,6946,40,212,495,2254,40,163,2722,10619,3297,13248,347,1390,652,2318,683,2085,1682,5793,4979,19041,4,30,62,202,11,26,283,702,360,960,61,187,198,450,421,897,680,1534,1040,2494,273,576,9796,29057,Stonnington - East
20901,11309,22499,179,1003,1432,6559,236,1083,7904,30450,9751,39095,952,4007,1484,5229,3077,9873,5513,19109,15264,58204,45,201,339,1150,134,441,1521,3939,2039,5731,257,825,676,1551,2050,4452,2983,6828,5022,12559,573,1212,32168,94474,Banyule
20903,5159,10202,189,1028,1215,5488,213,976,4637,18552,6254,26044,914,3834,1063,3778,2098,6783,4075,14395,10329,40439,30,131,186,598,55,203,656,1664,927,2596,146,459,279,649,707,1542,1132,2650,2059,5246,135,288,17682,56175,Nillumbik - Kinglake
20904,13808,27814,440,2527,2396,11222,707,3249,12302,48276,15845,65274,1478,6328,1673,5938,5433,18031,8584,30297,24429,95571,105,493,557,1990,280,998,2603,7240,3545,10721,367,1224,646,1511,2773,6303,3786,9038,7331,19759,689,1495,46257,144639,Whittlesea - Wallan
21001,5590,11162,114,600,696,3200,127,583,3363,13152,4300,17535,505,2172,719,2580,1922,6213,3146,10965,7446,28500,15,57,159,519,62,197,614,1629,850,2402,127,417,245,566,1102,2443,1474,3426,2324,5828,293,612,15653,46102,Keilor
21002,2681,5314,83,443,420,1951,78,349,2009,8103,2590,10846,209,868,382,1310,666,2060,1257,4238,3847,15084,12,53,85,285,15,57,316,866,428,1261,49,154,103,227,255,546,407,927,835,2188,38,84,7401,22670,Macedon Ranges
21003,6287,12652,165,990,727,3514,198,937,4278,16719,5368,22160,441,1938,520,1872,1504,4974,2465,8784,7833,30944,37,189,184,695,86,318,898,2399,1205,3601,122,406,307,702,1389,3016,1818,4124,3023,7725,440,924,17583,52245,Moreland - North
21004,3229,6416,90,484,552,2552,179,827,2544,9974,3365,13837,336,1408,424,1489,1003,3260,1763,6157,5128,19994,22,96,114,410,72,238,642,1742,850,2486,73,237,187,439,557,1192,817,1868,1667,4354,140,296,10164,31060,Sunbury
21005,8533,17261,574,3415,2247,11050,761,3692,9198,37234,12780,55391,1330,5951,1321,4721,3723,12635,6374,23307,19154,78698,132,645,529,2051,302,1114,2264,6546,3227,10356,361,1198,527,1293,2360,5496,3248,7987,6475,18343,549,1216,34711,115518,Tullamarine - Broadmeadows
21101,13455,26941,331,1830,2246,10284,502,2253,9948,38619,13027,52986,1644,6999,2194,7785,4587,14847,8425,29631,21452,82617,83,354,462,1601,186,673,2017,5266,2748,7894,416,1307,681,1565,2399,5241,3496,8113,6244,16007,567,1193,41718,126758,Knox
11702,5057,10023,42,226,284,1313,69,299,3088,11372,3483,13210,172,757,339,1141,886,2933,1397,4831,4880,18041,17,94,92,319,60,228,702,1717,871,2358,77,259,251,551,818,1792,1146,2602,2017,4960,386,818,12340,33842,Marrickville - Sydenham - Petersham
21102,2276,4516,80,429,466,2155,80,367,1736,6955,2362,9906,350,1472,504,1824,820,2631,1674,5927,4036,15833,9,41,62,200,19,57,196,522,286,820,50,152,87,210,295,636,432,998,718,1818,52,110,7082,22277,Manningham - East
21103,9761,19392,217,1220,1334,6193,239,1062,6991,27138,8781,35613,875,3741,1190,4179,2489,7962,4554,15882,13335,51495,63,293,303,1036,125,430,1584,4099,2075,5858,244,769,594,1362,1733,3704,2571,5835,4646,11693,430,899,28172,83479,Maroondah
21104,5737,11462,71,393,720,3278,114,504,4147,16067,5052,20242,416,1742,756,2683,1458,4622,2630,9047,7682,29289,19,77,125,457,38,133,601,1517,783,2184,122,394,325,742,918,1963,1365,3099,2148,5283,276,594,15843,46628,Whitehorse - East
21105,13892,27572,398,2177,1934,8936,555,2523,9530,37749,12417,51385,1353,5691,1582,5415,4003,12852,6938,23958,19355,75343,89,411,471,1581,182,619,2254,5952,2996,8563,341,1077,659,1458,2094,4472,3094,7007,6090,15570,435,910,39772,119395,Yarra Ranges
20606,6850,13372,21,117,316,1387,28,116,2143,7879,2508,9499,184,722,480,1583,544,1646,1208,3951,3716,13450,7,31,74,255,20,54,389,957,490,1297,58,167,262,582,557,1177,877,1926,1367,3223,498,1028,12431,31073,Stonnington - West
20607,8453,16592,29,144,350,1560,54,243,3485,12723,3918,14670,182,736,531,1768,783,2461,1496,4965,5414,19635,16,65,165,571,40,150,922,2371,1143,3157,100,318,395,882,893,1896,1388,3096,2531,6253,650,1358,17048,43838,Yarra
20701,13948,27564,201,1043,2561,11610,205,877,10567,41304,13534,54834,1464,6104,3278,11596,2941,9151,7683,26851,21217,81685,34,121,356,1156,55,181,1165,2850,1610,4308,331,1055,1020,2377,1737,3667,3088,7099,4698,11407,921,1958,40784,122614,Boroondara
20702,8978,17976,135,715,1243,5540,173,742,5313,20383,6864,27380,906,3827,1519,5359,3025,9717,5450,18903,12314,46283,26,122,238,814,59,209,740,1887,1063,3032,202,661,437,1019,1412,3075,2051,4755,3114,7787,426,908,24832,72954,Manningham - West
20703,8590,17141,105,574,1210,5440,144,625,6321,24294,7780,30933,681,2850,1370,4793,1964,6192,4015,13835,11795,44768,27,96,226,752,57,198,919,2358,1229,3404,177,554,613,1422,1507,3221,2297,5197,3526,8601,582,1251,24493,71761,Whitehorse - West
20801,8590,16861,129,669,1371,6081,138,602,6844,26706,8482,34058,796,3226,1583,5568,1746,5449,4125,14243,12607,48301,23,120,215,688,35,100,929,2346,1202,3254,182,537,536,1213,1273,2690,1991,4440,3193,7694,310,649,24700,73505,Bayside
20902,7895,15896,121,677,831,3901,178,820,5298,20127,6428,25525,513,2236,684,2438,2109,6919,3306,11593,9734,37118,44,198,217,767,93,341,1261,3335,1615,4641,133,446,359,826,1815,4020,2307,5292,3922,9933,669,1438,22220,64385,Darebin - North
21201,6872,13707,203,1222,1033,4952,304,1414,5769,22986,7309,30574,553,2308,679,2334,1613,5221,2845,9863,10154,40437,62,287,242,863,121,439,1307,3558,1732,5147,138,433,268,604,834,1784,1240,2821,2972,7968,224,468,20222,62580,Cardinia
21202,9761,19639,347,2041,2057,9701,571,2669,9077,35840,12052,50251,1255,5415,1538,5495,3459,11228,6252,22138,18304,72389,108,529,428,1565,205,775,1918,5296,2659,8165,306,992,530,1271,1762,3871,2598,6134,5257,14299,399,859,33721,107186,Casey - North
21203,9614,19433,430,2539,2053,9976,685,3211,10717,42415,13885,58141,994,4298,1213,4193,2821,9312,5028,17803,18913,75944,114,523,447,1664,271,969,2399,6812,3231,9968,286,909,483,1137,1729,3840,2498,5886,5729,15854,484,1036,34740,112267,Casey - South
21204,14163,28911,346,2016,2150,10387,566,2667,10399,40608,13461,55678,1334,5846,1936,6857,4739,15607,8009,28310,21470,83988,127,632,561,2094,277,1046,2642,7339,3607,11111,410,1345,846,2017,3348,7530,4604,10892,8211,22003,1103,2436,44947,137338,Dandenong
21205,15696,31543,213,1189,2204,9767,296,1298,10099,38363,12812,50617,1312,5485,2602,9140,4335,13826,8249,28451,21061,79068,47,224,392,1335,113,377,1537,3958,2089,5894,348,1114,902,2110,2490,5382,3740,8606,5829,14500,1038,2234,43624,127345,Monash
21301,13076,26660,437,2468,2244,10819,673,3136,10470,41189,13824,57612,1686,7438,1854,6613,5527,18372,9067,32423,22891,90035,186,912,746,2895,366,1368,3251,9273,4549,14448,506,1750,846,2052,3366,7690,4718,11492,9267,25940,1072,2419,46306,145054,Brimbank
21302,7563,15070,143,820,871,4025,197,884,5458,20798,6669,26527,625,2660,857,2994,1813,5884,3295,11538,9964,38065,27,128,237,818,92,314,1098,2804,1454,4064,160,517,395,903,1427,3133,1982,4553,3436,8617,429,928,21392,62680,Hobsons Bay
21303,6537,13125,78,465,613,2837,123,553,4725,17561,5539,21416,327,1445,509,1809,1155,3767,1991,7021,7530,28437,31,173,185,696,78,295,1059,2802,1353,3966,138,466,388,907,1103,2441,1629,3814,2982,7780,571,1230,17620,50572,Maribyrnong
21304,9606,19264,325,1856,1687,7943,577,2652,10395,40851,12984,53302,889,3813,1151,4038,2923,9567,4963,17418,17947,70720,104,503,467,1739,253,920,2493,6928,3317,10090,256,835,443,1004,1605,3589,2304,5428,5621,15518,429,912,33603,106414,Melton - Bacchus Marsh
21305,13477,27171,406,2323,2142,10106,600,2769,14033,54249,17181,69447,1163,4983,1606,5627,3352,10950,6121,21560,23302,91007,131,591,571,2134,297,1112,3201,8829,4200,12666,325,1040,687,1576,2109,4725,3121,7341,7321,20007,693,1506,44793,139691,Wyndham
21401,11712,23364,268,1475,1350,6145,498,2257,7794,30273,9910,40150,864,3594,1170,3951,2874,9187,4908,16732,14818,56882,102,450,485,1676,269,933,2731,7230,3587,10289,289,913,725,1616,2367,5063,3381,7592,6968,17881,533,1111,34031,99238,Frankston
21402,16726,33096,274,1427,1522,6936,472,2115,8672,34276,10940,44754,871,3559,1369,4640,2887,9002,5127,17201,16067,61955,83,348,463,1523,229,817,2434,6410,3209,9098,250,782,604,1321,1985,4185,2839,6288,6048,15386,362,741,39203,111178,Mornington Peninsula
21501,7390,14575,103,557,768,3501,168,751,3303,13220,4342,18029,254,970,502,1556,946,2896,1702,5422,6044,23451,29,134,175,602,90,321,1013,2757,1307,3814,35,104,193,395,720,1508,948,2007,2255,5821,205,431,15894,44278,Grampians
21502,5393,10646,118,649,676,3174,184,848,2912,11680,3890,16351,220,895,430,1387,896,2781,1546,5063,5436,21414,34,128,187,685,133,474,1148,3255,1502,4542,87,275,237,515,623,1317,947,2107,2449,6649,167,350,13445,39059,Mildura
21503,4444,8798,92,532,497,2375,124,563,2059,8487,2772,11957,145,601,301,931,652,2002,1098,3534,3870,15491,10,61,122,449,65,231,593,1661,790,2402,37,102,97,213,384,779,518,1094,1308,3496,137,296,9759,28081,Murray River - Swan Hill
21601,4361,8635,82,472,471,2210,144,636,2066,8426,2763,11744,168,686,316,994,644,1969,1128,3649,3891,15393,27,121,120,422,65,220,693,1906,905,2669,45,133,138,287,454,953,637,1373,1542,4042,106,222,9900,28292,Campaspe
21602,3537,7011,73,402,348,1685,88,401,1543,6329,2052,8817,136,550,208,671,494,1491,838,2712,2890,11529,18,86,74,265,40,137,481,1357,613,1845,25,101,88,176,311,621,424,898,1037,2743,92,180,7556,21463,Moira
21603,5966,11849,131,779,809,3931,214,998,3644,14740,4798,20448,315,1305,540,1725,1131,3540,1986,6570,6784,27018,42,217,229,817,106,380,1281,3635,1658,5049,89,278,234,521,721,1540,1044,2339,2702,7388,189,389,15641,46644,Shepparton
21701,4340,8548,89,466,454,2063,102,466,2068,8284,2713,11279,144,564,372,1146,626,1905,1142,3615,3855,14894,11,43,126,449,45,145,592,1565,774,2202,38,113,159,329,403,818,600,1260,1374,3462,93,200,9662,27104,Glenelg - Southern Grampians
21702,9224,18206,194,1037,1141,5323,234,1072,5071,20791,6640,28223,439,1817,775,2486,1501,4647,2715,8950,9355,37173,41,183,258,922,122,426,1422,3861,1843,5392,123,376,358,757,1048,2198,1529,3331,3372,8723,311,636,22262,64738,Warrnambool - Otway Ranges
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (Vic.)
30101,6853,13671,168,933,931,4255,298,1336,4816,18960,6213,25484,613,2600,833,2851,1870,5935,3316,11386,9529,36870,49,217,223,779,132,465,1181,3161,1585,4622,155,493,270,596,1041,2268,1466,3357,3051,7979,254,538,19687,59058,Capalaba
30102,8730,17330,176,943,995,4477,352,1569,4982,19655,6505,26644,526,2158,837,2767,1775,5538,3138,10463,9643,37107,38,171,216,777,124,442,1286,3486,1664,4876,122,396,292,670,902,1940,1316,3006,2980,7882,190,388,21543,62707,Cleveland - Stradbroke
30103,6385,12715,117,660,728,3261,204,905,4971,19198,6020,24024,346,1434,621,2080,1223,3853,2190,7367,8210,31391,28,127,182,607,118,391,1281,3389,1609,4514,114,347,307,674,1027,2221,1448,3242,3057,7756,321,662,17973,52524,Wynnum - Manly
30201,4118,8210,72,393,495,2261,110,491,2662,10401,3339,13546,310,1288,450,1587,987,3117,1747,5992,5086,19538,10,44,87,289,36,118,520,1335,653,1786,56,181,144,356,522,1099,722,1636,1375,3422,179,385,10758,31555,Bald Hills - Everton Park
30202,6887,13689,93,511,601,2788,134,588,4323,16686,5151,20573,340,1423,574,1977,1184,3714,2098,7114,7249,27687,26,139,195,696,98,325,1133,2973,1452,4133,115,378,273,612,1165,2494,1553,3484,3005,7617,471,981,17612,49974,Chermside
20802,12818,25586,197,1114,1660,7620,208,881,9979,38442,12044,48057,973,4034,1889,6602,2588,8216,5450,18852,17494,66909,28,100,290,966,71,225,1375,3360,1764,4651,218,651,751,1706,1744,3683,2713,6040,4477,10691,816,1720,35605,104906,Glen Eira
20803,10621,21136,162,882,1274,5697,251,1104,7820,29829,9507,37512,780,3261,1244,4323,2358,7506,4382,15090,13889,52602,34,153,302,982,98,337,1359,3398,1793,4870,236,731,602,1345,1735,3730,2573,5806,4366,10676,467,975,29343,85389,Kingston
30203,3592,7140,68,389,273,1278,100,458,2080,7762,2521,9887,172,718,285,977,613,1961,1070,3656,3591,13543,13,72,83,292,38,131,566,1452,700,1947,45,151,152,329,569,1203,766,1683,1466,3630,254,535,8903,24848,Nundah
30204,5404,10721,114,617,530,2438,182,815,3460,13242,4286,17112,287,1191,484,1642,1038,3253,1809,6086,6095,23198,34,147,162,570,107,390,1016,2657,1319,3764,107,347,255,545,951,2040,1313,2932,2632,6696,274,578,14405,41193,Sandgate
30302,6620,13146,56,313,541,2517,89,407,3997,15176,4683,18413,260,1109,588,2006,741,2313,1589,5428,6272,23841,9,54,142,467,50,162,878,2156,1079,2839,66,195,296,657,785,1677,1147,2529,2226,5368,683,1420,15801,43775,Holland Park - Yeronga
30303,6459,12961,129,748,772,3615,173,800,4203,16333,5277,21496,458,1928,819,2837,1504,4788,2781,9553,8058,31049,41,185,155,562,69,268,870,2306,1135,3321,124,408,303,696,996,2179,1423,3283,2558,6604,440,926,17515,51540,Mt Gravatt
30304,3463,6903,42,246,338,1553,83,370,2426,9342,2889,11511,194,813,374,1297,582,1822,1150,3932,4039,15443,7,65,93,337,43,155,523,1337,666,1894,58,204,154,364,578,1236,790,1804,1456,3698,254,531,9212,26575,Nathan
30305,4699,9464,127,723,771,3687,203,937,3998,15609,5099,20956,445,1866,678,2321,1278,4132,2401,8319,7500,29275,36,179,182,680,96,349,797,2184,1111,3392,97,318,219,538,660,1487,976,2343,2087,5735,266,584,14552,45058,Rocklea - Acacia Ridge
30306,4222,8554,93,520,589,2800,129,606,2967,11539,3778,15465,366,1524,600,2085,1073,3388,2039,6997,5817,22462,19,98,129,469,44,155,659,1770,851,2492,119,386,253,594,657,1457,1029,2437,1880,4929,327,716,12246,36661,Sunnybank
30401,3077,6122,55,303,510,2268,88,397,2476,9617,3129,12585,301,1254,552,1872,840,2600,1693,5726,4822,18311,12,66,100,336,25,80,395,1012,532,1494,60,192,116,271,376,825,552,1288,1084,2782,105,234,9088,27449,Centenary
30402,4147,8157,91,490,859,3888,121,500,3342,13288,4413,18166,412,1693,962,3312,938,2865,2312,7870,6725,26036,12,52,124,422,29,95,403,1057,568,1626,77,232,213,519,383,816,673,1567,1241,3193,143,297,12256,37683,Kenmore - Brookfield - Moggill
30403,4353,8572,48,248,464,2084,34,175,2570,9950,3116,12457,218,894,589,2032,568,1739,1375,4665,4491,17122,6,35,85,269,16,51,377,935,484,1290,60,186,232,521,426,889,718,1596,1202,2886,501,1048,10547,29628,Sherwood - Indooroopilly
30404,4524,8934,91,498,575,2672,109,489,3597,13884,4372,17543,337,1427,578,1973,913,2866,1828,6266,6200,23809,25,100,130,442,65,240,716,1888,936,2670,93,297,216,488,677,1443,986,2228,1922,4898,244,505,12890,38146,The Gap - Enoggera
30501,6832,13335,20,117,230,1018,28,125,1734,6121,2012,7381,114,455,341,1160,443,1367,898,2982,2910,10363,3,19,69,211,14,43,427,976,513,1249,58,169,260,598,412,849,730,1616,1243,2865,567,1167,11552,27730,Brisbane Inner
30502,3920,7680,33,190,353,1595,46,196,2674,10074,3106,12055,155,631,340,1192,394,1239,889,3062,3995,15117,10,43,70,213,29,100,481,1132,590,1488,49,159,171,389,398,836,618,1384,1208,2872,260,532,9383,26201,Brisbane Inner - East
30503,7747,15222,62,338,666,3034,85,367,4642,17677,5455,21416,294,1206,696,2405,775,2395,1765,6006,7220,27422,15,65,137,433,38,133,840,1993,1030,2624,88,282,357,775,803,1694,1248,2751,2278,5375,671,1401,17916,49420,Brisbane Inner - North
30504,5137,10080,50,258,547,2471,46,193,3454,13377,4097,16299,261,1095,567,1964,566,1744,1394,4803,5491,21102,8,30,87,278,18,65,507,1216,620,1589,66,201,221,490,507,1061,794,1752,1414,3341,574,1202,12616,35725,Brisbane Inner - West
30601,5265,10193,90,484,544,2430,182,783,3570,13480,4386,17177,201,798,434,1369,685,2046,1320,4213,5706,21390,25,130,177,579,77,244,1084,2794,1363,3747,60,172,197,427,474,978,731,1577,2094,5324,133,275,13198,37182,Cairns - North
30602,8660,16856,180,1057,839,3930,346,1678,5695,22130,7060,28795,283,1142,616,1899,1298,4032,2197,7073,9257,35868,68,328,366,1357,247,944,2689,7608,3370,10237,116,364,358,751,1230,2636,1704,3751,5074,13988,440,942,23431,67654,Cairns - South
30603,3782,7440,86,536,302,1410,186,948,1844,7501,2418,10395,117,476,212,653,669,2065,998,3194,3416,13589,32,159,82,295,99,424,767,2225,980,3103,34,92,83,175,441,1001,558,1268,1538,4371,146,333,8882,25733,Innisfail - Cassowary Coast
30604,1270,2493,12,59,88,398,38,175,643,2435,781,3067,24,103,60,161,132,395,216,659,997,3726,0,0,33,101,14,67,208,532,255,700,9,34,28,59,101,203,138,296,393,996,32,71,2692,7286,Port Douglas - Daintree
30605,4792,9333,70,400,356,1676,174,810,2119,8539,2719,11425,118,465,242,732,602,1842,962,3039,3681,14464,22,126,116,413,99,391,877,2525,1114,3455,34,109,133,280,507,1056,674,1445,1788,4900,138,297,10399,28994,Tablelands (East) - Kuranda
30701,4698,9184,82,426,430,1895,193,870,3141,12653,3846,15844,109,403,193,533,659,1972,961,2908,4807,18752,4,34,83,270,55,211,707,2032,849,2547,26,83,85,173,405,834,516,1090,1365,3637,137,296,11007,31869,Darling Downs (West) - Maranoa
30702,4649,9134,111,638,510,2445,200,886,2520,10265,3341,14234,151,591,256,786,673,2045,1080,3422,4421,17656,29,122,102,386,72,281,714,2004,917,2793,17,56,92,189,402,839,511,1084,1428,3877,127,269,10625,30936,Darling Downs - East
30703,4859,9599,88,485,434,2053,181,840,2254,9121,2957,12499,138,554,262,802,658,2024,1058,3380,4015,15879,34,150,103,391,73,273,750,2124,960,2938,26,79,116,255,478,998,620,1332,1580,4270,131,277,10585,30025,Granite Belt
30801,2587,5057,74,417,327,1497,172,803,2449,9785,3022,12502,113,431,148,445,478,1477,739,2353,3761,14855,8,33,50,194,34,141,383,1127,475,1495,20,63,48,97,182,393,250,553,725,2048,82,188,7155,22148,Central Highlands (Qld)
30802,7437,14626,157,844,743,3358,407,1812,5524,21914,6831,27928,306,1206,449,1345,1457,4519,2212,7070,9043,34998,31,141,161,582,105,372,1147,3123,1444,4218,49,138,160,329,729,1548,938,2015,2382,6233,215,442,19077,56299,Gladstone - Biloela
30803,11450,22220,249,1376,1128,5209,552,2498,6619,25924,8548,35007,447,1777,722,2263,2115,6421,3284,10461,11832,45468,52,254,305,1127,213,797,2343,6468,2913,8646,145,452,298,628,1492,3184,1935,4264,4848,12910,408,858,28538,81456,Rockhampton
30901,6931,13679,71,362,393,1782,126,540,2972,11138,3562,13822,208,845,441,1452,934,2918,1583,5215,5145,19037,8,52,153,503,62,205,967,2344,1190,3104,86,270,269,590,956,1994,1311,2854,2501,5958,291,589,14868,39263,Broadbeach - Burleigh
30902,5533,10906,82,446,411,1854,187,844,2745,10440,3425,13584,235,952,372,1208,925,2861,1532,5021,4957,18605,28,112,184,651,89,300,1021,2630,1322,3693,100,296,247,539,920,1910,1267,2745,2589,6438,242,509,13321,36458,Coolangatta
30903,7619,15091,60,347,431,1956,148,636,3070,11468,3709,14407,198,826,442,1440,970,3012,1610,5278,5319,19685,26,102,169,564,94,318,1276,3207,1565,4191,91,293,297,632,1079,2232,1467,3157,3032,7348,295,619,16265,42743,Gold Coast - North
30904,2233,4395,32,170,210,950,69,310,1128,4433,1439,5863,66,268,172,561,342,1043,580,1872,2019,7735,5,23,55,195,17,58,276,745,353,1021,20,54,56,128,210,432,286,614,639,1635,33,66,4924,13831,Gold Coast Hinterland
30905,2864,5679,71,371,476,2203,127,580,2486,9784,3160,12938,203,840,371,1219,700,2202,1274,4261,4434,17199,19,88,120,430,50,177,582,1555,771,2250,46,142,132,307,363,770,541,1219,1312,3469,76,151,8686,26498,Mudgeeraba - Tallebudgera
30906,5926,11858,135,758,815,3713,321,1444,4495,17378,5766,23293,346,1436,623,2092,1421,4503,2390,8031,8156,31324,37,166,207,711,129,423,1277,3404,1650,4704,123,386,265,592,882,1912,1270,2890,2920,7594,188,386,17190,51162,Nerang
