sa3_code16,p_eductrain_gd_gc,p_eductrain_bd,p_eductrain_add_d,p_eductrain_cert,p_eductrain_id_ns,p_eductrain_tot,p_healthcaresoca_pd,p_healthcaresoca_gd_gc,p_healthcaresoca_bd,p_healthcaresoca_add_d,p_healthcaresoca_cert,p_healthcaresoca_id_ns,p_healthcaresoca_tot,p_artrecserv_pd,p_artrecserv_gd_gc,p_artrecserv_bd,p_artrecserv_add_d,p_artrecserv_cert,p_artrecserv_id_ns,p_artrecserv_tot,p_othserv_pd,p_othserv_gd_gc,p_othserv_bd,p_othserv_add_d,p_othserv_cert,p_othserv_id_ns,p_othserv_tot,p_id_ns_pd,p_id_ns_gd_gc,p_id_ns_bd,p_id_ns_add_d,p_id_ns_cert,p_id_ns_id_ns,p_id_ns_tot,p_tot_pd,p_tot_gd_gc,p_tot_bd,p_tot_add_d,p_tot_cert,p_tot_id_ns,p_tot_tot,sa3_name16
21103,672,1977,603,443,83,4630,534,490,2153,1255,1440,180,6049,33,29,182,117,175,20,551,108,48,284,318,927,38,1723,100,32,315,228,529,196,1405,3467,2074,11626,6918,12428,1248,37763,Maroondah
21104,361,1077,308,181,33,2605,423,275,1335,562,488,96,3186,26,9,106,57,54,13,264,105,38,216,152,312,25,855,108,22,266,121,197,76,784,3239,1257,8493,3437,4140,566,21129,Whitehorse - East
21105,837,2319,866,805,126,5762,474,526,2090,1853,2083,265,7297,50,36,227,186,269,29,801,86,43,249,365,1774,77,2597,70,40,347,325,1103,327,2213,2633,2253,11002,9238,21637,2000,48768,Yarra Ranges
21201,375,1220,450,499,58,2962,258,248,1146,1027,1328,163,4164,18,14,85,94,163,23,397,27,14,112,196,1032,46,1431,32,19,179,193,665,175,1264,1314,1008,5617,5499,14014,1257,28716,Cardinia
21202,431,1463,558,510,72,3686,495,319,1963,1310,1522,236,5854,26,10,134,154,167,24,513,62,26,225,325,1172,70,1874,100,32,409,343,768,289,1935,3054,1316,10200,7833,14317,1804,38530,Casey - North
21203,367,1375,634,582,91,3575,573,375,2444,2017,2425,316,8146,19,8,109,153,272,29,593,60,13,220,411,1474,83,2263,132,27,387,417,1069,436,2465,3413,1346,11192,10127,20288,2368,48731,Casey - South
21204,368,1273,516,379,98,3314,620,314,2502,1580,1747,293,7059,31,6,156,117,181,24,518,101,30,332,520,1155,114,2244,208,28,612,538,904,518,2808,4615,1369,14442,9452,13484,2554,45905,Dandenong
21205,709,2588,633,428,116,6604,1219,547,3693,1288,1065,255,8073,96,38,316,128,167,17,768,184,52,462,349,807,71,1924,372,49,960,377,446,280,2489,10570,2776,23431,8590,9462,1904,56736,Monash
21301,424,1533,566,506,106,3672,484,297,2223,1286,1545,288,6120,27,14,252,151,213,44,708,70,22,293,386,1211,111,2103,125,29,584,482,845,499,2559,3254,1312,14034,8701,14804,2567,44677,Brimbank
21302,497,1317,350,281,56,3200,512,331,1321,581,560,97,3408,56,26,218,135,152,20,609,63,51,177,189,507,40,1023,88,33,295,160,403,119,1095,3357,1683,9867,4629,7390,987,27913,Hobsons Bay
21303,579,1426,306,207,49,3471,670,356,1737,557,495,101,3916,94,55,351,152,183,21,849,89,36,279,203,346,29,987,129,34,407,186,235,163,1159,4641,1992,12887,4749,5436,926,30630,Maribyrnong
21304,501,1802,608,657,91,4195,428,349,1973,1401,1618,214,5981,24,12,149,136,251,33,607,52,21,169,287,1206,69,1800,71,18,282,286,779,299,1747,2660,1432,10697,7978,17582,1931,42272,Melton - Bacchus Marsh
20606,282,964,190,95,41,2433,859,291,1935,323,219,104,3730,99,34,457,125,111,23,858,68,18,207,164,269,13,741,189,44,528,150,131,116,1155,5218,1542,14868,3519,3224,782,29154,Stonnington - West
20607,674,1806,272,149,43,4776,1452,520,2871,492,349,104,5793,201,92,737,166,139,34,1367,170,50,373,170,346,28,1140,200,73,623,172,178,122,1375,8289,2886,20594,4489,4586,840,41684,Yarra
20701,1059,3112,524,302,120,7592,2554,891,5258,1044,597,318,10661,189,81,581,187,163,26,1221,195,88,521,247,497,31,1579,403,110,1002,279,298,230,2326,13311,4588,31175,7528,6714,1678,65012,Boroondara
20702,359,1240,308,222,43,2952,759,321,1944,621,526,179,4349,41,14,181,81,90,19,424,107,27,267,187,484,37,1117,172,28,484,181,197,138,1209,4578,1436,12135,4402,5209,1102,28875,Manningham - West
20703,599,1807,382,267,69,4379,888,504,2637,846,591,161,5629,69,39,239,96,91,11,540,154,52,325,258,452,36,1277,193,49,467,200,238,119,1263,6250,2311,14750,5150,5363,965,34784,Whitehorse - West
20801,543,1663,445,242,65,3978,890,408,2105,680,448,131,4658,81,42,336,134,124,14,736,72,40,257,169,383,30,954,193,62,612,252,260,145,1525,5535,2288,15559,5323,5314,1050,35070,Bayside
20902,519,1390,363,264,59,3560,636,340,1764,768,757,149,4406,67,43,276,114,107,14,615,75,26,219,211,470,48,1056,112,25,380,190,310,216,1237,4161,1664,10647,5071,6764,1165,29469,Darebin - North
20802,941,2860,679,425,118,6958,1461,611,3724,1203,895,255,8142,145,67,469,177,178,26,1062,150,53,513,358,726,66,1868,321,67,814,323,382,233,2139,9748,3553,25025,8149,8676,1812,56957,Glen Eira
20803,698,2201,588,424,95,4943,645,502,2305,1067,1115,181,5818,54,27,271,179,220,21,780,81,41,234,329,844,51,1576,150,29,388,275,586,205,1635,4086,2265,13912,7696,11854,1433,41239,Kingston
21305,573,2052,835,749,121,5496,976,531,3277,2201,2053,315,9352,108,29,390,229,345,41,1138,118,39,346,446,1323,86,2361,329,48,672,467,980,477,2968,9545,2355,19831,12675,20556,2872,67825,Wyndham
21401,588,1696,708,668,84,4266,429,394,2048,1657,2175,281,6979,25,17,144,141,258,28,618,37,19,166,319,1252,82,1879,65,25,299,284,954,283,1904,1929,1583,8849,8191,18494,1857,40897,Frankston
21402,713,2277,760,637,138,5212,601,522,2341,1613,1977,315,7374,42,36,231,207,355,52,932,51,24,201,321,1260,50,1908,72,49,328,330,822,292,1883,2488,2086,10667,8610,18927,2091,44864,Mornington Peninsula
21501,227,728,202,224,30,1501,158,191,887,724,1095,157,3215,3,3,54,41,100,7,205,14,14,44,78,478,18,647,8,11,37,65,227,116,459,465,614,2983,2694,7409,935,15103,Grampians
21502,226,760,283,279,32,1682,160,140,752,541,750,95,2440,6,0,20,21,74,4,123,4,3,38,76,442,30,593,8,7,34,59,280,121,500,420,517,2776,2236,6504,843,13297,Mildura
21503,156,486,110,182,24,1007,57,72,410,343,469,71,1423,0,0,15,16,44,9,79,6,4,22,42,332,10,417,4,0,28,38,182,81,336,184,309,1670,1397,4486,632,8675,Murray River - Swan Hill
21601,132,443,127,133,15,926,70,122,473,424,567,89,1735,3,0,16,20,50,11,107,4,3,25,58,358,17,466,5,5,34,32,173,96,337,241,352,1789,1543,4973,626,9525,Campaspe
21602,104,278,112,129,16,688,46,67,310,273,327,63,1085,4,3,13,12,47,3,73,4,0,18,31,232,15,301,3,5,24,32,153,51,265,159,242,1179,1176,3622,480,6859,Moira
21603,344,761,262,278,38,1863,276,234,1019,802,923,134,3391,3,0,15,41,74,3,131,11,20,48,129,574,31,803,10,3,51,78,316,135,597,791,809,3412,2934,7216,888,16050,Shepparton
21701,139,433,137,191,20,995,81,117,544,375,613,85,1820,3,4,19,24,49,5,95,5,4,26,48,284,14,390,14,7,26,31,172,63,312,316,381,1825,1537,4903,560,9526,Glenelg - Southern Grampians
21703,122,429,131,136,19,899,79,78,426,341,567,100,1595,5,6,31,24,49,3,115,10,3,18,41,268,11,356,9,4,31,35,177,96,348,293,321,1858,1646,4944,683,9747,Colac - Corangamite
21704,196,813,216,260,29,1732,204,244,999,591,768,126,2937,7,7,36,43,87,12,203,10,7,31,85,398,29,562,14,3,67,54,209,87,430,640,661,3461,2436,6466,749,14417,Warrnambool
30101,254,1018,381,478,40,2488,236,168,1184,844,1086,112,3627,8,12,63,73,113,8,284,25,16,132,178,757,29,1136,40,14,134,142,431,133,890,1273,791,5569,4386,10415,786,23223,Capalaba
30102,258,1134,393,537,57,2703,286,179,1183,894,1127,112,3783,9,10,64,61,127,18,295,34,15,113,200,774,25,1163,40,12,139,185,470,138,997,1340,807,5419,4793,11167,994,24525,Cleveland - Stradbroke
30103,267,1100,323,394,35,2519,280,185,1277,736,747,93,3317,21,3,91,61,114,5,303,25,23,159,184,595,30,1008,53,17,200,134,394,100,902,1818,977,6833,4224,8210,752,22813,Wynnum - Manly
30201,177,777,208,201,30,1706,345,147,1142,389,442,83,2537,12,3,71,33,65,3,195,31,9,92,95,315,17,564,29,4,106,83,145,43,415,1502,680,4973,2452,4361,474,14451,Bald Hills - Everton Park
30202,297,1302,326,315,40,2810,518,270,2157,674,746,115,4489,28,14,155,67,112,10,391,38,25,163,169,502,25,931,50,18,198,108,245,122,752,2359,1242,9213,4045,7236,737,24843,Chermside
30203,136,587,152,175,24,1327,214,129,917,353,410,57,2078,16,11,81,51,75,10,249,35,12,95,125,322,13,597,37,9,117,82,158,76,478,1342,680,4875,2537,4444,463,14335,Nundah
30204,189,868,244,317,29,1920,271,159,1295,653,804,91,3282,15,12,84,62,97,15,287,26,14,109,141,438,24,754,45,12,113,103,293,86,649,1424,748,5589,3530,6827,634,18760,Sandgate
30301,280,1141,266,234,40,2443,455,216,1435,438,374,66,2984,29,12,116,37,77,6,272,38,22,153,140,344,15,713,66,15,182,89,189,60,607,2244,1093,7483,2972,4601,495,18884,Carindale
30302,474,1839,315,290,59,4214,838,379,2838,687,558,107,5399,73,28,218,89,128,19,551,73,35,267,189,380,24,974,94,24,289,98,229,107,834,4382,1835,12922,4102,5596,710,29544,Holland Park - Yeronga
30303,302,1426,290,300,64,3139,536,225,1872,601,569,115,3912,25,5,137,48,73,7,306,74,31,204,184,407,28,920,94,17,265,136,224,114,854,3565,1117,9351,3618,5550,807,24013,Mt Gravatt
30304,242,821,177,181,35,2034,380,130,1163,322,307,53,2356,23,18,84,26,54,3,211,41,11,133,87,220,10,510,51,16,146,63,137,51,470,2176,772,5411,1951,3179,379,13872,Nathan
30305,181,798,235,272,37,1893,358,136,1398,554,585,104,3133,20,5,76,54,66,6,225,71,11,141,132,440,31,823,95,6,214,122,283,112,825,2599,573,6439,3079,5556,724,18967,Rocklea - Acacia Ridge
30905,160,595,195,227,39,1429,208,100,659,417,385,58,1832,11,3,49,42,119,8,233,14,3,69,85,356,18,544,13,7,75,71,200,47,416,745,416,2762,2148,4501,432,11010,Mudgeeraba - Tallebudgera
30906,244,861,342,385,43,2129,277,137,1015,830,924,125,3303,13,3,95,98,263,16,493,21,4,91,196,676,44,1028,31,7,129,135,429,139,872,1035,613,4423,3961,9374,927,20332,Nerang
30907,315,1471,648,758,87,3673,419,216,1523,1338,1413,175,5074,31,10,157,221,461,35,913,33,23,159,299,1235,55,1798,56,15,239,289,792,240,1639,1795,994,7515,7334,17274,1559,36460,Ormeau - Oxenford
31503,64,271,63,120,16,563,38,41,228,140,195,41,682,0,3,10,15,19,0,53,4,3,11,11,147,8,184,0,0,17,10,82,31,153,145,149,998,743,2268,326,4627,Outback - South
31601,276,998,298,327,43,2271,327,201,1281,619,736,88,3251,8,4,66,74,94,11,258,18,4,77,155,451,23,728,29,6,125,106,269,85,608,1126,704,4620,3131,6634,559,16770,Buderim
31602,277,1170,331,407,49,2549,343,171,1479,875,1192,106,4170,7,3,87,72,180,13,363,18,10,88,195,682,36,1026,32,16,131,144,404,127,851,1103,746,5300,4124,10451,908,22641,Caloundra
31603,218,844,263,294,35,1942,286,160,1294,651,838,91,3321,9,10,74,57,126,14,285,14,5,75,152,496,30,775,42,9,125,106,290,97,677,1010,649,4620,3147,7558,680,17669,Maroochy
31605,183,567,179,196,21,1321,200,76,697,400,428,70,1870,12,6,46,41,99,18,220,16,4,73,106,315,17,536,17,7,128,100,194,45,497,707,438,3081,2319,4717,510,11769,Noosa
31606,217,662,264,312,43,1684,169,119,790,609,636,89,2413,17,0,70,66,112,11,282,18,10,50,86,457,26,646,29,12,101,102,289,95,638,686,558,3101,2620,6529,644,14144,Sunshine Coast Hinterland
31607,154,524,190,272,32,1308,209,129,806,581,724,70,2517,3,0,35,44,93,8,189,3,8,48,89,384,28,557,20,8,69,70,260,67,494,524,438,2575,2147,5933,496,12116,Nambour
31608,63,306,122,133,12,714,79,48,359,256,295,35,1065,3,0,28,21,36,6,102,4,9,19,49,207,16,303,4,6,46,47,137,31,267,317,212,1404,1154,2793,268,6162,Noosa Hinterland
31801,126,609,144,297,41,1299,42,40,362,282,539,81,1343,3,3,3,7,32,7,55,3,8,22,41,358,14,455,5,0,14,28,178,81,299,206,222,1692,1176,5394,594,9279,Charters Towers - Ayr - Ingham
31802,544,3004,803,1250,119,6759,889,585,4113,1821,2527,313,10240,33,22,167,103,261,25,616,42,30,228,384,1637,62,2385,46,21,205,155,858,274,1558,3240,1851,13834,8496,25029,1909,54359,Townsville
31901,231,1127,330,514,42,2440,262,205,1382,849,1390,155,4241,3,5,26,19,83,8,142,14,14,47,98,667,23,864,9,3,51,52,415,140,670,695,593,4056,2790,10036,949,19119,Bundaberg
31902,127,600,182,335,32,1363,61,56,397,446,618,74,1657,0,0,6,12,32,3,52,10,5,20,55,323,14,429,8,4,18,42,187,79,334,254,269,1820,1589,5265,651,9844,Burnett
31903,126,513,207,330,41,1305,73,63,404,439,576,55,1612,3,3,19,18,41,5,97,9,3,31,75,413,17,548,4,3,28,47,258,76,430,282,287,1720,1742,5821,549,10401,Gympie - Cooloola
31904,175,716,213,325,33,1590,226,127,937,565,956,98,2905,0,3,16,23,55,6,111,14,5,21,72,418,23,559,8,4,42,59,234,67,424,472,436,2496,2011,5924,529,11868,Hervey Bay
30306,163,623,174,197,38,1618,332,102,1091,416,367,87,2383,18,8,48,24,34,5,143,50,6,163,117,258,25,620,98,13,204,125,187,99,721,2475,540,5670,2407,3377,643,15112,Sunnybank
30401,181,773,193,187,36,1820,260,118,910,309,286,45,1930,4,5,60,19,33,3,127,37,18,86,78,244,13,473,40,0,110,48,121,52,367,1652,636,4602,1959,2993,344,12178,Centenary
30402,293,1116,257,211,51,2875,469,185,1300,369,252,68,2636,30,23,98,39,49,4,243,53,32,119,81,199,10,492,86,20,176,85,118,49,536,3268,1066,7020,2424,2836,421,17034,Kenmore - Brookfield - Moggill
30403,279,1225,185,160,31,3229,639,158,1454,259,231,55,2791,31,13,140,36,48,3,277,60,33,144,71,148,10,469,104,11,196,48,71,47,482,4093,1043,8303,1826,2409,381,18057,Sherwood - Indooroopilly
30404,303,1067,265,302,30,2525,335,230,1320,454,441,60,2840,30,20,112,57,70,14,303,38,22,115,127,283,22,599,28,15,127,82,135,54,445,2111,1139,6738,3006,4668,464,18122,The Gap - Enoggera
30501,316,1147,207,145,41,3016,786,221,2030,370,305,77,3785,82,35,294,116,104,14,642,67,30,219,136,289,34,781,133,32,395,121,188,115,984,5246,1580,13490,3584,4417,883,29195,Brisbane Inner
30502,222,910,178,158,30,1944,439,189,1307,306,247,77,2562,25,18,134,52,63,8,291,29,11,140,106,250,13,558,55,16,200,82,140,47,550,2340,1041,7483,2585,3656,443,17548,Brisbane Inner - East
30503,432,1569,296,273,49,3604,1014,412,3178,561,535,123,5827,51,30,310,114,135,30,661,82,41,287,182,478,26,1102,126,32,425,165,266,134,1139,5223,2185,16437,4967,6670,932,36416,Brisbane Inner - North
30504,348,1374,190,181,39,3185,810,229,2083,331,226,83,3771,52,27,275,69,82,12,517,72,26,186,106,233,8,632,99,19,275,78,104,43,619,4403,1516,11542,2642,3370,462,23936,Brisbane Inner - West
30601,259,1015,279,366,60,2380,337,214,1282,698,684,113,3322,17,10,66,66,138,21,310,26,18,115,115,445,21,743,27,3,90,95,259,84,560,1240,764,4859,3429,7314,793,18395,Cairns - North
30602,308,1293,407,588,87,2991,432,273,1810,1014,1440,181,5142,18,15,104,111,198,21,467,35,30,176,206,913,71,1430,35,13,122,155,542,202,1070,1366,942,6931,5025,13060,1457,28772,Cairns - South
30603,103,390,111,208,33,906,33,41,279,248,391,64,1051,0,0,18,11,44,8,84,8,6,29,37,296,27,395,3,3,24,27,191,61,313,201,197,1379,1130,4355,601,7857,Innisfail - Cassowary Coast
30604,38,109,39,56,7,266,16,17,108,71,110,9,342,4,3,19,10,31,4,76,0,0,11,27,94,4,143,7,3,15,21,86,33,166,142,110,741,622,1683,232,3521,Port Douglas - Daintree
30605,116,526,165,258,35,1229,84,64,514,361,501,75,1592,8,3,35,28,55,14,144,9,8,31,50,322,22,436,7,3,29,43,180,80,345,406,290,2055,1621,4757,603,9735,Tablelands (East) - Kuranda
30701,103,671,166,241,29,1279,64,51,465,316,434,58,1380,0,0,6,12,33,4,56,3,0,29,60,359,15,464,5,3,43,50,247,101,446,275,248,2490,1977,5581,700,11272,Darling Downs (West) - Maranoa
30702,109,488,163,224,23,1078,40,36,341,301,459,77,1259,0,0,7,8,30,3,54,4,3,29,42,369,23,469,3,0,19,57,245,80,409,233,234,1876,1645,5572,691,10250,Darling Downs - East
30703,142,516,184,249,40,1214,79,48,382,324,527,40,1402,3,5,8,15,38,0,76,4,3,34,38,352,13,444,3,0,47,38,170,79,341,301,269,1752,1442,4780,537,9077,Granite Belt
30801,91,422,88,188,30,862,29,30,232,115,140,25,578,0,0,3,10,20,0,41,3,5,25,33,320,29,417,3,0,16,19,135,40,212,205,198,1500,1024,4386,432,7741,Central Highlands (Qld)
30803,395,1788,470,752,81,3969,375,260,1841,1052,1585,174,5288,7,7,47,44,123,12,239,20,16,115,172,1131,63,1514,13,16,75,84,460,151,795,1299,1057,6467,4138,15223,1313,29505,Rockhampton
30804,39,200,45,61,15,375,10,20,107,69,104,22,334,0,0,6,0,7,0,18,10,0,12,19,119,3,169,0,0,5,15,62,37,121,102,101,730,486,2059,259,3740,Biloela
30805,165,860,203,365,44,1743,72,69,554,337,513,60,1609,3,0,19,24,55,5,104,9,4,40,71,548,13,690,7,3,58,77,408,110,668,535,443,3190,2289,9724,784,16965,Gladstone
30901,237,1088,296,320,61,2375,396,151,1228,624,555,110,3067,27,11,198,110,251,36,633,16,7,102,175,528,36,863,52,9,208,140,316,150,882,1483,713,6298,3907,7646,945,20988,Broadbeach - Burleigh
30902,219,883,293,317,41,2003,294,122,1020,589,718,95,2842,16,7,100,99,160,24,406,11,9,77,126,425,22,663,20,9,122,127,323,99,701,884,539,4223,3063,7186,732,16625,Coolangatta
30903,184,753,255,320,40,1889,332,107,1051,673,807,131,3101,15,5,119,100,180,23,440,15,10,86,146,490,34,779,31,14,140,148,392,141,861,1315,503,4460,3529,7665,908,18379,Gold Coast - North
30904,75,274,125,125,24,772,75,33,320,171,193,21,809,10,4,32,29,56,5,136,3,4,39,40,161,9,259,9,3,36,41,133,41,254,401,204,1331,1086,2469,283,5770,Gold Coast Hinterland
31301,67,296,91,155,21,689,53,54,268,291,433,33,1136,8,3,12,14,44,4,80,7,4,23,51,218,11,304,5,3,24,37,174,57,300,218,192,1075,1164,3408,362,6415,Bribie - Beachmere
31302,117,523,233,425,35,1440,95,110,543,679,1170,99,2685,0,3,31,32,98,19,178,10,7,55,113,618,28,835,3,4,52,74,387,149,662,371,366,2296,2742,9166,860,15799,Caboolture
31303,32,123,56,80,12,317,18,13,73,104,135,32,376,0,0,12,7,22,4,46,5,0,0,20,105,11,134,3,3,14,14,64,30,130,72,78,462,489,1632,231,2959,Caboolture Hinterland
31304,159,676,303,466,29,1759,106,134,721,719,1025,85,2784,6,7,22,37,78,9,151,7,6,57,110,651,34,865,8,4,56,98,422,115,710,456,470,2804,3129,9222,771,16853,Narangba - Burpengary
31305,151,659,248,365,26,1648,184,140,911,659,899,104,2888,9,3,50,38,98,3,196,19,10,68,132,506,28,769,21,6,93,109,323,119,668,728,513,3283,2905,7307,733,15471,Redcliffe
31401,462,1675,541,611,77,3966,461,310,2077,988,936,110,4888,24,19,157,86,149,20,448,43,37,209,213,811,25,1342,68,21,226,192,439,125,1075,2367,1542,9440,5926,10964,913,31156,The Hills District
31402,193,952,320,447,32,2161,218,163,1261,857,1106,107,3718,7,5,51,58,114,10,242,28,18,91,203,712,27,1076,31,5,103,102,394,110,748,1091,678,5076,4366,10106,723,22045,North Lakes
31403,131,403,153,269,22,1074,94,79,444,453,654,56,1774,0,3,26,28,62,10,131,18,11,58,87,406,17,594,11,4,44,58,214,79,410,398,372,2071,2003,5431,454,10734,Strathpine
31501,85,379,115,236,52,931,70,50,227,244,340,82,1010,4,0,6,10,55,7,82,0,3,26,34,256,61,375,3,0,19,25,105,87,238,232,195,1134,1016,3660,647,6883,Far North
31502,81,436,73,187,31,872,101,68,350,171,231,45,966,3,0,3,7,29,6,45,0,9,33,44,259,17,358,6,0,20,23,141,56,252,335,234,1673,988,4358,448,8040,Outback - North
31701,649,2602,821,1071,109,6429,700,383,2985,1479,2242,250,8039,16,10,77,68,187,18,373,54,20,205,277,1414,50,2019,43,23,207,145,611,206,1235,3006,1617,10962,6729,18860,1586,42750,Toowoomba
31905,105,436,184,287,39,1106,70,60,405,327,763,71,1698,0,0,9,15,33,6,71,3,6,22,36,285,20,384,0,3,17,22,191,64,302,203,232,1317,1330,4822,511,8414,Maryborough
40303,394,1522,356,255,43,3486,767,374,2301,686,597,116,4835,33,7,117,76,66,8,306,60,36,175,126,357,28,779,59,16,195,72,158,68,567,3062,1486,8960,3416,4954,576,22461,Mitcham
40304,459,2025,870,920,108,5000,536,479,2972,2383,3387,307,10059,18,18,126,127,270,21,582,44,44,234,304,1804,86,2520,39,14,156,186,713,223,1333,2106,1570,10106,8793,23680,1842,48097,Onkaparinga
40401,361,1702,530,399,61,3670,578,301,2302,1080,1210,218,5685,28,22,185,117,201,25,575,55,25,213,209,977,65,1546,59,14,189,155,356,165,929,2721,1338,10431,5549,11294,1377,32715,Charles Sturt
40402,144,639,240,228,23,1527,232,169,1024,581,828,101,2933,20,8,67,30,95,8,231,20,14,94,115,453,37,730,14,7,65,63,207,97,456,1048,588,4102,2690,6414,674,15519,Port Adelaide - West
40104,178,897,265,169,34,1992,340,173,1178,503,524,82,2791,18,7,46,31,47,7,154,47,15,123,99,493,33,809,35,10,108,67,140,66,413,1790,693,5563,2564,4490,604,15702,Campbelltown (SA)
40106,119,631,158,93,15,1341,340,155,1033,274,188,60,2054,24,5,50,20,26,3,134,24,6,82,49,178,12,347,19,8,76,41,77,23,247,1463,583,4230,1525,2127,298,10220,Prospect - Walkerville
30908,161,708,248,264,36,1745,297,124,889,557,518,78,2455,13,8,113,98,147,14,398,32,3,88,142,399,18,683,34,13,109,98,250,93,601,1284,484,4159,3138,5632,669,15367,Robina
30909,151,794,279,231,32,1859,378,156,1141,587,652,106,3017,34,5,143,112,198,18,516,30,9,107,160,420,21,741,32,5,148,108,301,92,691,1523,521,4852,3250,6235,732,17120,Southport
30910,94,394,126,121,25,962,246,75,789,295,281,64,1751,33,7,127,80,135,18,395,19,8,74,97,268,22,479,40,8,164,104,198,92,606,1135,386,4172,2508,3881,654,12731,Surfers Paradise
31001,198,770,255,330,39,1956,275,121,1168,642,772,80,3055,18,0,63,36,60,10,183,39,14,135,175,490,44,888,59,17,126,126,318,145,795,1615,638,5248,3246,6234,813,17797,Forest Lake - Oxley
31002,151,620,250,455,43,1648,91,86,474,533,805,89,2077,3,3,31,31,72,7,145,3,13,49,100,524,27,723,9,0,40,66,327,126,566,401,377,2258,2447,8083,839,14398,Ipswich Hinterland
31003,317,1393,455,759,69,3351,287,225,1383,1096,1629,144,4760,4,6,67,58,124,9,277,31,18,128,175,881,39,1268,22,8,90,112,556,190,970,1254,909,5647,4873,13936,1126,27741,Ipswich Inner
31004,179,843,355,496,38,2168,275,146,1189,951,1146,110,3814,7,11,45,41,115,8,228,24,21,102,173,664,38,1015,35,9,113,120,501,180,957,1298,641,5055,4332,10695,966,22977,Springfield - Redbank
31101,41,120,46,95,7,340,16,16,83,104,165,18,393,0,0,3,12,30,0,46,3,0,7,22,110,5,144,0,0,5,22,66,26,121,86,77,456,488,1674,198,2982,Beaudesert
31102,94,297,152,251,27,896,64,48,348,387,581,53,1475,0,0,28,35,65,15,140,5,4,33,80,341,21,486,9,3,42,69,242,74,439,288,225,1525,1783,5239,485,9538,Beenleigh
31103,127,608,280,506,47,1707,131,102,683,775,1189,95,2973,3,3,32,39,96,13,190,16,4,78,140,759,27,1029,21,7,100,115,580,193,1026,597,394,3140,3306,10643,994,19081,Browns Plains
31104,121,509,221,408,28,1383,74,76,435,467,549,57,1659,0,0,9,34,63,9,120,12,6,56,111,627,26,831,10,6,49,95,426,101,688,353,319,2054,2358,7687,596,13366,Jimboomba
31105,187,806,289,398,38,1911,161,113,777,634,835,92,2608,13,4,42,35,78,5,183,16,4,86,134,604,36,876,25,3,97,94,422,136,783,778,507,3587,3024,8214,822,16927,Loganlea - Carbrook
31106,200,895,306,496,55,2266,234,135,1004,638,931,137,3082,9,10,55,42,85,12,212,25,14,148,148,564,30,931,41,4,140,101,390,189,868,1313,616,4869,3466,8233,928,19437,Springwood - Kingston
31201,83,409,86,176,26,812,20,23,190,137,253,34,654,0,0,6,3,20,8,44,3,4,20,27,275,11,341,0,0,18,17,131,63,232,204,182,1593,1001,5133,594,8712,Bowen Basin - North
31202,329,1486,429,699,73,3241,305,241,1611,827,1239,171,4391,8,0,29,30,115,21,203,16,11,109,195,1475,59,1864,17,7,112,100,719,222,1176,967,893,6180,4275,18330,1555,32196,Mackay
31203,48,219,75,113,18,505,36,26,167,120,159,20,533,0,0,26,22,45,6,99,4,3,18,52,222,18,310,3,4,48,48,154,48,296,159,137,1215,1256,3563,343,6679,Whitsunday
40101,69,320,54,45,5,922,254,65,691,104,96,34,1251,31,13,76,30,28,6,184,24,9,54,36,78,3,200,30,9,69,19,28,22,174,1465,341,3237,891,1028,203,7164,Adelaide City
40102,347,1406,494,387,66,3318,498,281,1745,885,908,105,4426,36,10,122,77,138,10,389,35,31,161,132,690,25,1076,39,15,160,102,274,73,657,2164,1206,7262,4273,8896,868,24671,Adelaide Hills
40105,169,756,165,93,24,1717,467,163,1298,291,256,60,2537,20,16,92,40,40,6,218,31,18,111,76,209,18,460,39,11,112,45,61,37,305,2049,751,5514,1756,2341,359,12775,Norwood - Payneham - St Peters
40107,212,818,191,95,22,1943,547,184,1511,318,237,73,2870,34,6,91,33,43,3,206,34,24,113,76,175,15,439,53,16,126,42,70,41,343,2475,951,6320,1864,2209,371,14182,Unley
40201,101,420,217,235,24,1125,64,70,415,430,581,72,1632,0,0,16,24,54,4,101,5,3,23,63,344,15,455,3,3,15,36,152,40,258,339,270,1589,1807,4907,423,9336,Gawler - Two Wells
40202,88,520,288,438,41,1478,98,103,746,877,1411,118,3365,0,0,30,37,73,3,139,9,4,54,91,680,40,876,12,5,49,56,396,144,655,432,310,2549,3054,10496,942,17789,Playford
40203,193,911,213,213,28,1993,459,203,1771,664,749,123,3970,28,4,64,40,80,9,230,54,9,145,162,467,29,871,51,6,151,80,172,102,561,2429,780,7018,3244,5921,756,20140,Port Adelaide - East
40204,197,1103,473,611,60,2866,377,219,1826,1464,2246,207,6335,9,5,64,57,157,22,308,26,16,135,212,1135,51,1581,31,15,133,135,568,233,1113,1930,757,7016,5551,16049,1566,32859,Salisbury
40205,324,1638,579,586,71,3680,343,298,1857,1142,1483,138,5271,8,12,74,61,123,21,297,31,27,166,169,995,48,1440,27,11,105,100,324,103,662,1720,1124,7444,5442,12441,998,29163,Tea Tree Gully
40103,230,859,203,112,29,2110,724,204,1711,340,224,94,3297,28,15,92,28,43,3,203,50,20,131,60,161,15,440,64,12,182,54,67,44,418,2914,971,7050,2003,2079,422,15434,Burnside
40403,229,1064,238,221,29,2228,459,193,1569,598,644,102,3563,33,15,147,73,117,17,401,63,25,145,139,467,22,851,41,5,136,80,186,63,512,2216,893,7115,3267,5927,666,20088,West Torrens
