sa3_code16,d_0_4_fpeft_mpeft,d_0_4_fpeft_mpept,d_0_4_fpeft_mpeaw,d_0_4_fpeft_mpehns,d_0_4_fpeft_mpet,d_0_4_fpeft_mpulftw,d_0_4_fpeft_mpulptw,d_0_4_fpeft_mput,d_0_4_fpeft_mptlf,d_0_4_fpeft_mpnlf,d_0_4_fpeft_mplfsns,d_0_4_fpeft_t,d_0_4_fpept_mpeft,d_0_4_fpept_mpept,d_0_4_fpept_mpeaw,d_0_4_fpept_mpehns,d_0_4_fpept_mpet,d_0_4_fpept_mpulftw,d_0_4_fpept_mpulptw,d_0_4_fpept_mput,d_0_4_fpept_mptlf,d_0_4_fpept_mpnlf,d_0_4_fpept_mplfsns,d_0_4_fpept_t,d_0_4_fpeaw_mpeft,d_0_4_fpeaw_mpept,d_0_4_fpeaw_mpeaw,d_0_4_fpeaw_mpehns,d_0_4_fpeaw_mpet,d_0_4_fpeaw_mpulftw,d_0_4_fpeaw_mpulptw,d_0_4_fpeaw_mput,d_0_4_fpeaw_mptlf,d_0_4_fpeaw_mpnlf,d_0_4_fpeaw_mplfsns,d_0_4_fpeaw_t,d_0_4_fphns_mpeft,d_0_4_fphns_mpept,d_0_4_fphns_mpeaw,d_0_4_fphns_mpehns,d_0_4_fphns_mpet,d_0_4_fphns_mpulftw,d_0_4_fphns_mpulptw,d_0_4_fphns_mput,d_0_4_fphns_mptlf,d_0_4_fphns_mpnlf,d_0_4_fphns_mplfsns,d_0_4_fphns_t,d_0_4_fpet_mpeft,d_0_4_fpet_mpept,d_0_4_fpet_mpeaw,d_0_4_fpet_mpehns,d_0_4_fpet_mpet,d_0_4_fpet_mpulftw,d_0_4_fpet_mpulptw,d_0_4_fpet_mput,d_0_4_fpet_mptlf,d_0_4_fpet_mpnlf,d_0_4_fpet_mplfsns,d_0_4_fpet_t,d_0_4_fpulftw_mpeft,d_0_4_fpulftw_mpept,d_0_4_fpulftw_mp_eaw,d_0_4_fpulftw_mp_e_hw_ns,d_0_4_fpulftw_mpet,d_0_4_fpulftw_mpulftw,d_0_4_fpulftw_mpulptw,d_0_4_fpulftw_mput,d_0_4_fpulftw_mptlf,d_0_4_fpulftw_mpnlf,d_0_4_fpulftw_mplfsns,d_0_4_fpulftw_t,d_0_4_fpulptw_mpeft,d_0_4_fpulptw_mpept,d_0_4_fpulptw_mpeaw,d_0_4_fpulptw_mpem_hw_ns,d_0_4_fpulptw_mpet,d_0_4_fpulptw_mpulftw,d_0_4_fpulptw_mpulptw,d_0_4_fpulptw_mput,d_0_4_fpulptw_mptlf,d_0_4_fpulptw_mpnlf,d_0_4_fpulptw_mplfsns,d_0_4_fpulptw_t,d_0_4_fput_mpeft,d_0_4_fput_mpept,d_0_4_fput_mpeaw,d_0_4_fput_mp_e_hns,d_0_4_fput_mpet,d_0_4_fput_mpulftw,d_0_4_fput_mpulptw,d_0_4_fput_mput,d_0_4_fput_mptlf,d_0_4_fput_mpnlf,d_0_4_fput_mplfsns,d_0_4_fput_t,d_0_4_fptlf_mpeft,d_0_4_fptlf_mpept,d_0_4_fptlf_mpeaw,d_0_4_fptlf_mpehns,d_0_4_fptlf_mpet,d_0_4_fptlf_mpulftw,d_0_4_fptlf_mpulptw,d_0_4_fptlf_mput,d_0_4_fptlf_mptlf,d_0_4_fptlf_mpnlf,d_0_4_fptlf_mplfsns,d_0_4_fptlf_t,d_0_4_fpnlf_mpeft,d_0_4_fpnlf_mpept,d_0_4_fpnlf_mpeaw,d_0_4_fpnlf_mp_e_hns,d_0_4_fpnlf_mpet,d_0_4_fpnlf_mpuemplfftw,d_0_4_fpnlf_mpuemplfptw,d_0_4_fpnlf_mput,d_0_4_fpnlf_mptlf,d_0_4_fpnlf_mpnlf,d_0_4_fpnlf_mplfsns,d_0_4_fpnlf_t,d_0_4_fplfsns_mpeft,d_0_4_fplfsns_mpept,d_0_4_fplfsns_mpeaw,d_0_4_fplfsns_mp_e_hns,d_0_4_fplfsns_mpet,d_0_4_fplfsns_mpulftw,d_0_4_fplfsns_mpulptw,d_0_4_fplfsns_mput,d_0_4_fplfsns_mptlf,d_0_4_fplfsns_mpnlf,d_0_4_fplfsns_mplfsns,d_0_4_fplfsns_t,d_0_4_fpt_mpeft,d_0_4_fpt_mpept,d_0_4_fpt_mpeaw,d_0_4_fpt_mpehns,d_0_4_fpt_mpet,d_0_4_fpt_mpulftw,d_0_4_fpt_mpulptw,d_0_4_fpt_mput,d_0_4_fpt_mptlf,d_0_4_fpt_mpnlf,d_0_4_fpt_mplfsns,d_0_4_fpt_t,d_5_9_fpeft_mpeft,d_5_9_fpeft_mpept,d_5_9_fpeft_mpeaw,d_5_9_fpeft_mpehns,d_5_9_fpeft_mpet,d_5_9_fpeft_mpulftw,d_5_9_fpeft_mpulptw,d_5_9_fpeft_mput,d_5_9_fpeft_mptlf,d_5_9_fpeft_mpnlf,d_5_9_fpeft_mplfsns,d_5_9_fpeft_t,d_5_9_fpept_mpeft,d_5_9_fpept_mpept,d_5_9_fpept_mpeaw,d_5_9_fpept_mpehns,d_5_9_fpept_mpet,d_5_9_fpept_mpulftw,d_5_9_fpept_mpulptw,d_5_9_fpept_mput,d_5_9_fpept_mptlf,d_5_9_fpept_mpnlf,d_5_9_fpept_mplfsns,d_5_9_fpept_t,d_5_9_fpeaw_mpeft,d_5_9_fpeaw_mpept,d_5_9_fpeaw_mpeaw,d_5_9_fpeaw_mpehns,d_5_9_fpeaw_mpet,d_5_9_fpeaw_mpulftw,d_5_9_fpeaw_mpulptw,d_5_9_fpeaw_mput,d_5_9_fpeaw_mptlf,d_5_9_fpeaw_mpnlf,d_5_9_fpeaw_mplfsns,d_5_9_fpeaw_t,d_5_9_fphns_mpeft,d_5_9_fphns_mpept,d_5_9_fphns_mpeaw,d_5_9_fphns_mpehns,d_5_9_fphns_mpet,d_5_9_fphns_mpulftw,d_5_9_fphns_mpulptw,d_5_9_fphns_mput,d_5_9_fphns_mptlf,d_5_9_fphns_mpnlf,d_5_9_fphns_mplfsns,d_5_9_fphns_t,d_5_9_fpet_mpeft,d_5_9_fpet_mpept,d_5_9_fpet_mpeaw,d_5_9_fpet_mp_e_hns,d_5_9_fpet_mpet,d_5_9_fpet_mpulftw,d_5_9_fpet_mpulptw,d_5_9_fpet_mput,sa3_name16
30101,542,59,13,4,625,14,0,14,639,20,3,664,1082,90,12,5,1189,10,0,15,1201,24,3,1230,296,20,17,0,340,0,0,0,342,13,0,356,9,0,0,16,31,0,0,0,31,0,0,30,1933,178,48,34,2187,26,3,30,2217,52,3,2272,23,4,0,0,26,3,0,3,29,0,0,29,40,5,0,4,47,3,0,6,51,0,0,51,70,7,0,4,80,8,0,6,84,0,0,84,2003,185,52,36,2268,34,3,37,2298,52,3,2354,707,81,25,16,823,26,6,36,858,51,4,907,7,0,0,0,3,0,0,0,3,0,11,19,2708,258,73,49,3096,62,11,66,3163,103,24,3287,881,92,14,0,983,15,4,18,1003,29,4,1041,1421,94,14,9,1541,13,0,16,1556,23,3,1580,46,3,4,0,63,3,0,3,64,9,0,72,8,5,0,16,33,0,0,0,33,0,0,34,2355,198,37,26,2617,33,3,37,Capalaba
30102,525,62,18,0,605,13,4,12,618,32,0,653,1022,94,16,7,1135,17,3,15,1152,23,0,1181,231,21,24,5,275,0,0,0,275,0,0,278,12,0,0,6,21,0,0,0,21,0,0,26,1789,178,52,20,2038,28,7,36,2071,60,3,2135,22,5,3,0,35,3,0,3,34,0,0,40,38,9,0,0,41,0,0,0,41,3,0,48,60,11,3,0,72,7,0,7,77,3,0,82,1843,188,52,21,2113,30,7,39,2149,68,3,2224,763,83,26,17,895,25,4,30,924,81,6,1007,0,0,0,7,3,0,0,0,3,0,4,8,2607,275,80,48,3010,61,9,71,3082,142,13,3235,903,90,6,7,1004,14,3,20,1021,57,0,1082,1440,159,20,9,1630,33,3,35,1662,36,0,1700,55,4,6,0,68,0,0,0,68,3,0,70,12,0,0,10,27,0,0,0,27,0,0,27,2407,251,31,29,2725,48,4,51,Cleveland - Stradbroke
30103,673,45,8,11,737,27,3,29,769,33,0,805,1221,101,4,9,1341,11,0,14,1352,12,0,1362,329,25,28,3,390,8,0,8,401,5,0,404,21,5,0,13,37,0,0,0,42,0,0,46,2248,179,43,37,2511,46,0,48,2559,52,3,2612,36,11,0,0,48,6,0,6,53,5,0,54,67,4,0,0,76,0,0,0,75,0,0,75,102,13,0,0,122,8,0,8,128,5,0,132,2352,193,50,39,2630,51,0,56,2681,53,3,2740,779,93,26,17,909,16,4,18,930,44,4,979,7,0,0,4,10,0,0,0,10,0,6,17,3138,287,71,52,3545,69,5,77,3623,100,10,3739,968,89,12,5,1082,13,3,18,1093,37,0,1130,1429,109,18,13,1564,18,0,19,1580,33,0,1613,55,9,11,0,69,0,0,0,69,3,0,70,10,3,0,15,22,0,0,0,28,5,0,32,2456,211,36,30,2736,34,4,38,Wynnum - Manly
30201,369,53,3,0,425,5,0,6,432,18,0,450,633,56,10,7,711,3,7,11,721,17,0,736,212,18,22,3,255,0,0,0,255,6,0,262,18,0,0,5,27,0,0,0,27,0,0,27,1231,129,40,13,1416,9,6,14,1432,44,0,1479,13,3,0,0,22,0,0,0,22,0,0,25,33,3,3,0,42,3,0,3,45,4,0,45,46,4,3,3,57,3,0,3,65,4,0,70,1282,138,41,16,1472,18,6,18,1493,53,3,1545,453,50,15,7,523,13,0,13,540,24,3,565,0,0,0,3,4,0,0,0,4,0,0,5,1738,181,56,27,2002,31,10,36,2035,77,5,2115,534,45,0,6,593,9,0,9,594,19,3,620,776,50,4,3,838,11,0,11,851,11,0,861,44,3,3,0,52,0,0,0,52,0,0,52,6,3,0,7,12,0,0,0,12,0,0,17,1366,104,12,15,1498,14,0,15,Bald Hills - Everton Park
30202,577,91,5,5,671,11,3,17,688,38,0,724,1090,104,9,4,1214,20,3,21,1235,26,0,1255,373,29,21,3,420,3,0,3,425,4,0,432,29,0,0,13,38,0,0,0,43,0,0,44,2069,220,34,30,2348,36,6,45,2390,72,3,2463,23,7,0,0,30,7,3,5,34,7,0,40,39,3,0,0,43,0,3,3,46,3,0,51,60,10,0,0,70,7,4,12,80,10,0,91,2128,226,34,30,2419,35,10,50,2473,77,3,2550,754,69,14,18,860,43,5,47,905,66,5,974,8,0,0,5,6,0,0,0,6,0,12,16,2894,298,48,46,3292,78,20,99,3388,144,13,3546,775,99,9,6,888,37,10,45,935,56,4,990,1174,103,11,11,1290,24,3,27,1319,31,0,1343,50,4,5,0,54,3,0,3,56,4,0,64,17,3,0,19,33,0,0,4,35,0,0,40,2014,203,27,31,2273,65,15,72,Chermside
30203,326,41,6,4,374,7,0,14,383,17,0,403,571,67,5,6,646,11,0,11,653,14,0,674,191,26,11,0,231,3,0,3,235,0,0,242,0,0,0,3,5,0,0,0,5,4,0,11,1095,128,25,17,1261,20,0,20,1289,34,3,1321,20,0,0,0,26,4,0,4,27,0,0,27,31,6,0,0,39,0,0,0,41,0,0,37,56,6,0,0,62,6,0,6,68,0,0,71,1145,135,25,13,1323,26,0,30,1356,35,3,1392,405,64,10,8,482,14,0,15,496,34,3,535,0,0,0,3,3,0,0,0,3,0,3,5,1553,197,36,28,1813,42,3,46,1856,69,10,1932,351,47,10,4,416,10,0,10,425,26,0,454,504,59,11,0,571,15,0,15,588,15,0,602,25,8,3,0,34,0,0,0,34,0,0,34,6,0,0,8,13,0,0,0,12,0,0,18,890,114,19,15,1038,24,0,30,Nundah
30204,499,64,4,0,567,20,3,28,591,37,0,636,811,113,11,8,944,17,0,18,961,33,0,997,216,27,19,6,270,4,0,4,273,13,0,284,11,6,0,14,23,0,0,0,26,0,0,28,1533,207,41,21,1805,39,7,49,1849,84,5,1940,42,3,0,0,52,0,0,0,51,3,0,53,42,8,0,0,50,11,0,10,63,3,0,65,85,12,0,0,101,17,0,19,117,3,0,122,1625,219,41,19,1901,55,7,66,1963,87,5,2060,742,94,23,13,877,28,0,28,905,79,0,986,3,0,0,3,8,0,0,0,8,0,14,25,2367,314,67,41,2790,87,7,97,2885,166,13,3066,616,84,5,3,709,21,8,25,732,52,0,788,911,130,10,12,1052,16,4,22,1077,21,0,1095,40,3,10,0,48,0,0,0,48,0,0,48,19,7,0,13,34,7,0,7,36,3,5,46,1577,226,20,26,1851,43,8,51,Sandgate
30301,441,46,6,0,492,15,0,14,501,12,0,520,928,78,3,4,1015,12,3,10,1027,17,0,1047,246,17,20,3,283,0,0,0,283,11,0,296,15,0,0,8,28,0,0,0,28,0,0,31,1631,141,26,18,1823,23,6,27,1849,37,0,1887,13,3,0,0,16,0,0,0,17,0,0,16,47,0,0,3,49,0,0,0,49,0,0,51,60,5,0,3,66,0,0,0,71,0,0,67,1691,146,26,24,1890,22,6,26,1915,40,0,1954,516,49,17,15,589,20,3,22,614,39,0,649,4,0,0,0,5,0,0,0,5,0,0,4,2213,194,39,42,2486,44,7,48,2537,76,0,2614,603,72,4,3,686,15,9,24,708,24,0,729,1033,65,9,7,1108,21,4,20,1125,18,0,1145,28,6,4,0,34,0,0,0,34,0,0,34,10,0,0,3,16,0,0,0,16,0,0,13,1674,137,19,15,1841,34,8,44,Carindale
30302,450,81,9,4,540,19,7,27,562,35,0,602,1060,122,8,9,1201,10,3,9,1213,22,0,1237,305,33,36,0,377,3,0,3,375,3,0,381,10,0,0,10,21,0,0,0,21,0,0,21,1823,234,53,22,2142,31,6,42,2181,57,0,2239,24,4,0,0,27,3,0,3,35,3,0,39,42,9,0,0,51,0,0,3,50,0,0,52,64,14,0,0,76,6,0,3,86,4,0,91,1892,252,53,22,2221,33,9,44,2261,62,0,2324,645,73,14,11,748,30,4,29,778,69,0,848,9,0,0,0,9,0,0,0,9,0,3,15,2548,323,73,36,2973,62,16,79,3050,131,6,3185,625,99,6,5,738,20,3,24,759,41,0,805,1096,120,11,8,1228,8,6,17,1246,19,3,1267,38,3,3,0,50,0,0,0,50,0,0,51,5,0,0,7,17,0,0,0,17,0,0,17,1765,217,26,17,2028,28,7,38,Holland Park - Yeronga
30303,545,83,7,3,637,20,6,28,662,28,0,691,955,126,9,6,1097,16,4,14,1110,27,0,1138,275,36,32,0,342,0,0,0,346,3,0,347,15,7,0,12,29,0,0,0,29,3,0,30,1790,245,47,26,2106,38,9,43,2150,62,0,2219,45,4,0,0,49,9,0,9,57,4,0,61,56,3,0,0,62,0,0,3,66,0,0,68,102,6,0,0,114,5,0,10,123,4,0,124,1893,251,48,26,2219,44,8,53,2270,66,0,2344,764,156,14,16,954,30,10,36,991,122,0,1108,3,0,0,0,7,0,0,0,7,0,8,11,2657,407,63,46,3180,72,13,87,3267,187,5,3463,727,116,7,9,857,15,3,17,878,43,0,919,1143,123,0,17,1281,26,0,26,1299,31,0,1333,40,10,10,0,57,0,0,0,57,3,0,57,5,3,0,12,17,0,0,0,17,3,0,22,1916,247,10,30,2214,39,3,42,Mt Gravatt
30304,284,52,0,3,334,8,0,12,348,33,0,380,698,79,4,4,787,10,0,10,792,10,0,803,210,26,16,0,254,0,0,0,256,5,0,262,11,3,0,4,17,0,0,0,17,0,0,17,1204,153,26,12,1390,20,0,24,1412,47,0,1464,15,5,0,0,18,5,0,5,18,3,0,27,27,5,0,0,35,0,0,0,35,0,0,35,40,7,0,0,50,5,0,5,52,3,0,59,1246,163,26,17,1447,24,0,22,1471,47,0,1520,433,59,18,6,519,26,10,32,550,68,0,622,0,0,0,0,0,0,0,0,0,0,3,5,1684,217,41,23,1967,52,6,58,2020,115,7,2145,443,74,3,0,519,11,5,14,541,26,0,564,682,65,0,8,762,12,0,12,768,14,0,787,45,7,4,0,54,3,0,3,50,0,0,53,6,0,0,3,11,0,0,0,11,0,0,11,1175,151,9,11,1345,24,6,25,Nathan
30305,659,92,5,4,757,23,8,28,785,46,0,830,894,163,7,11,1073,16,0,19,1097,18,0,1114,196,35,27,0,254,0,0,0,255,5,0,266,14,0,0,11,26,5,0,5,28,6,3,35,1764,286,43,20,2111,46,4,49,2163,78,3,2240,36,6,0,0,41,13,3,14,57,9,0,58,50,8,0,0,58,17,5,21,84,6,0,83,81,18,0,0,98,27,7,39,134,10,0,146,1844,300,43,22,2210,74,11,85,2302,85,3,2391,914,197,14,22,1147,81,7,93,1240,166,3,1403,9,0,0,7,14,0,0,0,14,0,10,24,2768,503,55,57,3377,158,23,177,3551,248,14,3818,746,103,8,3,856,21,9,30,886,54,0,942,898,130,14,3,1044,13,5,25,1067,23,5,1094,27,3,5,0,38,0,0,0,38,7,0,40,11,3,0,20,30,0,0,0,31,3,0,36,1673,244,25,24,1968,38,14,55,Rocklea - Acacia Ridge
30905,209,37,5,0,254,7,0,7,264,13,0,275,622,82,8,0,718,4,0,4,720,12,3,733,110,7,13,0,137,6,0,6,141,3,0,148,10,0,0,4,12,0,0,0,12,0,3,14,958,126,32,10,1121,15,0,15,1143,26,4,1177,7,0,0,0,8,0,0,0,7,0,0,7,23,3,0,3,34,4,0,4,37,0,0,37,31,0,0,3,35,3,0,3,40,0,0,40,989,133,32,15,1159,21,0,21,1180,26,4,1216,389,45,12,10,459,10,0,11,471,46,0,511,0,0,0,0,0,0,0,0,0,0,3,8,1375,177,43,22,1616,29,0,35,1648,75,10,1732,459,63,7,4,526,4,3,10,541,33,0,575,822,105,11,3,944,16,0,16,958,19,0,981,28,0,8,0,38,3,0,3,37,0,0,42,5,0,0,6,15,0,0,0,15,0,0,19,1316,173,19,19,1530,21,3,23,Mudgeeraba - Tallebudgera
30906,472,53,0,0,533,9,0,11,545,33,0,576,1092,123,14,10,1240,10,0,13,1254,39,7,1295,191,29,21,0,234,7,0,7,240,8,0,244,19,0,0,14,35,0,0,0,34,0,0,34,1776,202,36,24,2041,31,3,36,2074,74,8,2158,12,3,0,0,16,6,0,6,23,3,0,20,53,10,0,0,61,4,0,8,68,3,0,66,59,14,0,0,74,13,0,14,87,7,0,89,1838,214,36,24,2113,43,3,44,2158,83,8,2249,813,91,24,22,943,33,3,35,979,74,3,1052,3,5,0,3,8,0,0,0,8,0,10,23,2649,312,62,49,3066,72,7,77,3145,161,18,3325,740,83,4,4,832,24,9,34,866,48,0,913,1195,154,10,10,1375,19,3,25,1396,43,3,1442,48,4,15,0,67,0,0,0,67,0,0,67,11,3,0,14,28,0,0,0,28,0,0,35,1993,248,26,29,2297,48,14,56,Nerang
30907,1105,117,26,8,1264,25,4,31,1293,54,0,1351,2088,231,32,15,2361,21,4,31,2391,52,0,2450,470,33,39,7,549,10,0,10,557,20,0,579,26,3,0,17,46,0,0,0,50,0,3,54,3686,385,95,53,4225,62,7,68,4293,133,10,4435,47,11,0,3,58,16,0,18,73,3,0,78,150,18,0,0,166,10,0,12,182,11,0,194,199,27,0,0,226,21,3,23,256,14,0,272,3884,414,97,60,4454,84,14,97,4552,142,6,4701,1956,266,65,51,2339,77,9,88,2428,172,0,2606,4,4,0,7,12,0,0,0,12,0,26,40,5845,681,164,118,6810,165,23,185,6990,321,34,7346,1609,163,28,14,1822,50,0,53,1868,87,0,1958,2391,242,34,19,2686,38,7,46,2728,73,3,2809,82,16,12,0,112,6,0,6,114,10,0,127,26,0,0,15,48,0,0,0,48,0,3,49,4115,424,71,51,4660,91,13,103,Ormeau - Oxenford
31503,177,12,0,0,188,0,0,0,188,16,0,206,210,13,7,4,230,5,0,3,233,3,0,240,69,0,10,0,79,0,0,0,83,0,0,80,3,0,0,5,6,0,0,0,6,0,0,13,455,26,17,11,510,5,3,4,515,18,0,537,4,0,0,0,4,3,0,3,4,0,0,4,3,0,0,0,3,0,0,0,6,3,0,6,5,0,0,0,5,3,0,4,9,4,0,10,461,26,17,11,515,6,7,10,525,22,0,548,161,14,0,4,186,4,0,3,190,26,4,217,0,0,0,0,0,0,0,0,0,0,0,3,625,42,17,14,702,6,3,16,715,47,8,763,261,11,3,0,272,0,3,4,272,7,0,286,212,17,11,5,243,0,0,0,250,10,0,255,12,0,0,3,18,0,0,0,18,0,3,17,4,0,0,0,13,0,0,0,13,0,0,13,490,34,9,14,545,3,3,4,Outback - South
31601,272,55,6,0,338,5,0,5,340,22,0,368,823,112,6,3,951,9,0,9,958,26,3,985,148,26,21,0,200,3,0,3,201,0,0,202,12,3,0,7,23,0,0,0,23,0,0,23,1263,191,36,12,1507,15,0,15,1521,51,3,1572,11,0,0,0,8,3,0,3,12,0,0,12,51,0,0,3,51,3,0,3,55,0,0,55,58,4,0,3,67,4,0,4,71,0,0,73,1323,193,41,18,1568,21,0,21,1586,53,3,1646,586,78,13,10,694,19,3,19,709,58,0,770,0,0,0,3,8,0,0,0,8,0,11,10,1910,268,51,33,2267,35,3,36,2308,116,8,2431,540,77,7,0,622,9,3,13,634,36,0,674,1053,115,7,12,1183,19,6,20,1205,42,0,1247,26,0,3,0,32,0,0,0,30,0,0,36,13,0,0,6,20,0,0,0,20,0,0,20,1632,190,19,20,1854,29,9,33,Buderim
31602,361,56,11,3,429,4,3,8,439,30,0,468,1018,163,17,17,1214,20,0,20,1236,35,4,1274,188,19,21,4,234,4,0,4,238,4,0,243,21,3,0,10,36,0,0,0,34,0,0,39,1585,243,46,34,1908,33,8,37,1949,65,4,2020,15,4,0,7,25,3,0,3,29,0,0,34,62,7,3,3,78,7,0,7,85,0,0,84,83,14,3,7,103,8,0,6,116,3,0,119,1665,256,52,45,2018,38,10,47,2059,72,4,2139,770,103,16,23,908,32,10,45,956,51,4,1013,3,0,0,4,6,0,0,0,6,0,0,14,2437,357,70,66,2934,72,21,88,3027,125,11,3159,674,89,11,4,786,19,3,19,806,43,0,848,1292,193,16,16,1516,26,6,28,1548,54,0,1601,58,13,4,3,76,0,0,3,80,6,0,86,14,3,0,13,32,0,0,0,39,3,0,36,2047,300,32,37,2413,42,16,59,Caloundra
31603,194,61,3,0,255,7,5,14,265,18,0,281,635,117,3,5,760,3,0,3,767,16,3,788,137,13,14,0,170,6,0,6,170,3,0,176,8,0,0,11,17,0,0,0,17,0,0,16,967,191,23,18,1194,16,5,23,1217,37,5,1260,7,3,0,0,13,3,3,7,15,0,0,15,26,13,0,0,39,4,0,4,44,0,0,44,37,16,0,0,51,8,3,11,60,0,0,60,1002,207,19,18,1248,26,5,29,1283,37,5,1321,477,102,5,12,598,20,6,26,620,42,0,666,0,0,0,0,0,0,0,0,0,0,3,5,1483,305,27,32,1846,46,13,54,1907,77,4,1986,349,61,4,0,417,12,9,19,434,34,0,462,695,112,7,4,822,14,4,15,837,27,0,871,19,0,4,0,32,3,0,3,30,0,0,31,3,3,0,5,9,0,0,0,9,0,0,11,1066,180,17,14,1281,26,11,35,Maroochy
31605,185,25,0,0,215,0,3,3,215,10,0,233,431,79,7,7,526,15,4,17,540,16,0,558,57,13,6,0,74,0,0,0,70,5,0,80,8,0,0,4,17,0,0,0,17,0,0,17,687,114,11,11,827,13,5,20,845,33,0,880,0,0,0,0,0,3,0,3,3,0,0,3,34,6,0,0,45,0,0,0,40,0,0,40,34,6,0,0,47,4,0,4,47,0,0,47,726,118,11,11,868,20,5,25,894,33,0,926,345,59,5,15,426,16,0,20,440,31,0,478,0,0,0,0,0,0,0,0,0,0,0,4,1071,174,23,31,1295,35,5,43,1340,67,3,1406,333,68,4,7,410,6,0,5,418,22,0,440,693,115,12,3,819,11,0,16,832,28,0,857,19,3,0,0,26,0,0,0,26,0,0,26,4,0,0,8,15,0,0,0,15,0,0,16,1047,181,17,18,1268,20,6,23,Noosa
31606,172,33,0,0,204,3,0,3,206,10,0,214,553,78,8,11,646,16,0,18,664,14,6,686,99,6,15,0,119,3,0,3,126,0,0,126,13,0,0,7,21,0,0,0,21,0,0,21,835,117,26,16,991,21,0,20,1013,25,6,1046,7,3,0,0,11,0,0,0,14,3,0,13,23,12,0,0,32,6,0,3,36,0,0,39,25,13,0,0,38,3,3,7,43,10,0,51,863,132,26,16,1036,28,0,31,1062,37,6,1101,464,91,17,15,594,17,0,17,612,67,0,683,0,0,0,0,0,0,0,0,0,0,6,6,1332,221,43,36,1631,44,0,46,1673,99,11,1782,337,67,3,0,403,9,0,7,411,23,0,434,792,127,15,4,942,15,0,15,958,51,3,1010,44,3,5,0,54,0,0,0,54,4,0,55,9,0,0,3,20,0,0,0,20,0,0,16,1179,203,21,13,1415,25,0,29,Sunshine Coast Hinterland
31607,175,30,9,0,216,0,0,0,214,17,0,235,610,79,3,3,696,11,0,8,711,15,0,725,111,19,6,0,131,0,0,0,131,13,0,143,8,3,0,3,16,0,0,0,16,0,0,16,900,129,16,14,1061,14,0,12,1069,41,0,1115,9,5,0,0,17,0,0,0,17,0,0,17,23,4,0,0,31,7,0,7,41,8,0,48,34,14,0,0,46,7,0,7,56,8,0,62,939,142,19,14,1110,15,0,18,1129,45,0,1176,519,83,22,15,630,20,3,21,653,55,3,708,7,0,0,0,7,0,0,0,7,0,0,8,1459,218,42,22,1742,39,3,46,1784,104,6,1890,329,52,12,0,396,4,0,4,401,36,0,435,797,106,13,0,920,21,0,18,938,30,3,964,30,5,6,0,41,0,0,0,41,3,0,43,10,5,0,9,20,0,0,0,20,3,0,25,1168,171,27,15,1374,21,3,22,Nambour
31608,66,16,3,0,85,4,0,4,88,7,0,94,205,53,0,0,257,0,0,0,263,11,0,272,37,11,3,0,53,3,0,3,53,0,0,53,0,0,0,0,4,0,0,0,4,0,0,4,303,82,6,3,397,11,0,11,409,19,0,423,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,3,0,17,18,0,0,0,21,0,0,0,21,3,0,19,318,81,6,3,415,11,0,11,426,22,0,448,159,39,10,9,221,18,0,21,245,29,0,275,0,0,0,0,3,0,0,0,3,0,0,3,484,122,22,15,645,24,0,25,670,52,3,723,173,26,0,4,206,3,0,3,211,7,0,220,347,83,4,0,438,8,3,7,447,20,3,471,6,0,3,0,16,0,0,0,16,0,0,16,6,0,0,0,6,0,0,0,6,0,0,6,538,108,13,12,669,4,3,6,Noosa Hinterland
31801,212,10,3,3,229,5,0,7,237,12,0,253,467,52,0,6,533,11,0,11,546,20,0,562,92,8,9,4,116,0,0,0,117,4,0,120,3,0,0,12,14,0,0,0,14,0,0,14,782,78,14,18,895,20,0,20,916,34,0,947,6,0,0,3,9,6,3,9,16,3,0,21,22,0,0,0,26,3,3,6,34,3,0,39,26,0,0,3,34,12,6,18,49,9,0,60,810,76,14,19,925,30,8,37,962,47,0,1008,343,45,12,11,409,30,22,52,463,103,3,564,4,0,0,0,11,0,0,0,11,0,4,14,1162,123,20,28,1342,67,24,93,1437,152,3,1591,379,21,10,0,412,9,0,12,422,19,0,438,600,70,7,7,687,11,3,17,706,26,3,736,12,3,3,0,18,0,0,0,23,0,0,23,3,0,0,12,12,0,0,0,12,0,0,16,994,96,18,19,1129,21,5,31,Charters Towers - Ayr - Ingham
31802,1447,164,40,13,1661,41,18,55,1720,121,0,1837,2233,231,36,21,2518,61,16,76,2599,72,4,2672,663,90,73,0,835,5,3,12,844,29,0,878,26,4,0,20,48,3,0,3,53,3,0,59,4375,497,151,54,5064,108,38,147,5216,228,3,5444,87,14,4,0,101,30,0,30,134,12,0,139,144,15,0,0,162,19,5,29,186,9,0,191,229,30,4,0,261,49,5,55,315,19,0,337,4599,524,149,52,5326,156,43,204,5531,246,3,5778,1817,260,74,55,2213,170,33,197,2411,312,8,2731,8,0,0,6,16,0,0,0,16,0,29,42,6433,790,226,108,7554,325,73,401,7955,562,38,8551,1976,221,41,12,2252,68,11,85,2340,176,0,2515,2473,239,49,22,2777,59,8,72,2846,93,3,2946,113,31,13,0,161,0,3,5,165,14,0,175,32,0,0,31,64,3,0,3,67,0,4,72,4592,495,103,67,5259,136,24,158,Townsville
