SA3_MAIN11,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot,SA3_NAME11
11701,60,37,19,13,129,75,26,36,9,146,19,17,51,5,92,35,26,85,7,153,542,133,233,21,929,284,257,249,35,825,283,272,186,23,764,187,406,209,29,831,237,389,141,27,794,328,735,191,33,1287,339,616,100,35,1090,178,559,72,13,822,198,442,31,12,683,83,188,11,0,282,119,300,10,11,440,206,533,160,11,910,79,67,42,7,195,3252,5003,1826,291,10372,Botany
11702,59,24,19,4,106,67,35,46,10,158,16,16,76,3,111,32,26,102,6,166,550,124,213,16,903,311,172,262,36,781,273,212,184,50,719,257,305,203,34,799,272,296,151,34,753,543,563,224,67,1397,665,590,93,46,1394,425,646,140,18,1229,522,550,32,24,1128,214,308,10,9,541,443,484,16,9,952,329,476,197,15,1017,77,52,49,6,184,5055,4879,2017,387,12338,Marrickville - Sydenham - Petersham
11703,377,53,143,168,741,199,33,109,63,404,65,26,170,34,295,129,57,229,46,461,923,157,486,110,1676,755,281,471,165,1672,888,317,353,141,1699,907,418,331,160,1816,1021,402,230,118,1771,2045,750,318,190,3303,2831,755,136,191,3913,2270,1156,319,103,3848,2567,929,87,82,3665,1604,553,42,32,2231,3182,1192,22,62,4458,1633,826,366,46,2871,201,81,111,22,415,21597,7986,3923,1733,35239,Sydney Inner City
11801,145,75,96,25,341,96,28,64,21,209,24,16,59,5,104,47,33,103,11,194,428,94,254,25,801,430,151,278,47,906,592,223,261,47,1123,451,293,323,61,1128,612,374,249,42,1277,1142,832,367,89,2430,1470,884,140,106,2600,1330,2078,437,39,3884,1485,1424,92,51,3052,904,876,49,20,1849,2274,2465,52,53,4844,984,1539,419,27,2969,249,154,64,14,481,12663,11539,3307,683,28192,Eastern Suburbs - North
11802,232,61,98,100,491,224,59,84,44,411,41,24,120,17,202,86,40,189,27,342,970,175,468,58,1671,712,291,507,89,1599,840,394,419,113,1766,614,562,466,105,1747,675,668,336,78,1757,1102,1398,539,126,3165,1437,1426,226,111,3200,997,1999,318,53,3367,1091,1634,104,36,2865,512,923,44,25,1504,999,2015,29,24,3067,764,1584,486,29,2863,238,159,115,15,527,11534,13412,4548,1050,30544,Eastern Suburbs - South
11901,242,155,163,17,577,332,218,173,17,740,112,139,305,13,569,141,249,539,20,949,2211,1001,1082,45,4339,1358,1499,1112,83,4052,1133,1546,706,77,3462,742,1943,873,78,3636,690,1847,527,62,3126,1063,3089,674,95,4921,946,2468,367,73,3854,494,1823,224,27,2568,366,1309,94,15,1784,144,658,43,9,854,189,887,41,16,1133,569,2334,694,34,3631,338,385,240,33,996,11070,21550,7857,714,41191,Bankstown
11902,321,165,149,26,661,307,201,144,21,673,101,159,254,13,527,192,253,396,16,857,2015,981,821,45,3862,1034,1555,749,109,3447,907,1496,607,86,3096,700,1712,556,85,3053,611,1525,375,73,2584,824,2248,482,79,3633,609,1688,249,49,2595,287,1177,175,20,1659,245,832,62,17,1156,104,400,20,6,530,129,555,28,8,720,508,1982,431,36,2957,292,346,202,43,883,9186,17275,5700,732,32893,Canterbury
11903,386,101,124,32,643,300,109,104,12,525,65,62,160,13,300,126,122,275,10,533,1449,436,585,41,2511,1070,723,606,96,2495,1025,882,433,74,2414,772,1117,481,67,2437,718,1079,354,61,2212,1036,2123,499,86,3744,1030,1842,262,58,3192,558,1802,237,32,2629,478,1374,75,22,1949,188,747,30,5,970,380,1341,40,10,1771,538,1808,444,25,2815,246,190,93,9,538,10365,15858,4802,653,31678,Hurstville
11904,312,103,100,23,538,287,106,110,21,524,64,85,161,5,315,137,123,235,13,508,1674,480,541,39,2734,1189,787,685,83,2744,1037,941,512,82,2572,739,1225,583,101,2648,813,1207,389,83,2492,1288,2285,564,115,4252,1177,1928,283,92,3480,664,1527,222,43,2456,579,1224,91,28,1922,247,604,39,4,894,376,857,25,20,1278,663,1752,428,32,2875,250,241,120,17,628,11496,15475,5088,801,32860,Kogarah - Rockdale
12001,173,44,58,20,295,137,34,41,15,227,33,28,57,8,126,66,32,83,7,188,765,122,195,21,1103,442,245,237,27,951,505,286,201,33,1025,390,438,251,41,1120,427,461,212,28,1128,755,1009,340,56,2160,828,932,160,51,1971,703,1439,251,29,2422,746,1139,75,31,1991,426,662,32,13,1133,798,1371,23,17,2209,503,1105,235,14,1857,148,93,43,9,293,7845,9440,2494,420,20199,Canada Bay
12002,29,17,26,6,78,46,19,34,6,105,11,7,32,4,54,15,10,77,6,108,243,25,150,19,437,170,80,178,31,459,204,90,132,38,464,191,165,165,30,551,263,170,135,23,591,472,451,200,48,1171,614,448,85,39,1186,622,1020,217,25,1884,769,804,46,16,1635,461,457,20,9,947,1225,1286,3,18,2532,440,588,166,12,1206,54,44,24,4,126,5829,5681,1690,334,13534,Leichhardt
12003,390,119,180,51,740,284,78,123,24,509,83,70,177,18,348,171,125,271,23,590,1486,392,586,56,2520,1049,749,589,123,2510,971,801,474,122,2368,778,1086,550,123,2537,829,1068,464,75,2436,1325,2039,564,139,4067,1386,1786,267,129,3568,828,1826,314,56,3024,777,1508,80,44,2409,341,823,36,12,1212,586,1770,36,15,2407,673,1897,509,44,3123,240,190,103,23,556,12197,16327,5323,1077,34924,Strathfield - Burwood - Ashfield
12101,181,73,192,42,488,139,84,80,17,320,25,20,75,5,125,67,33,106,16,222,521,129,239,36,925,435,241,298,55,1029,625,301,242,57,1225,523,414,283,68,1288,574,520,242,52,1388,932,1052,385,73,2442,1054,964,180,77,2275,1009,2454,346,45,3854,1008,1597,87,56,2748,570,1041,34,22,1667,1307,2697,42,19,4065,630,1576,305,18,2529,122,108,41,6,277,9722,13304,3177,664,26867,Chatswood - Lane Cove
12102,122,50,75,8,255,105,43,55,6,209,29,26,60,0,115,57,32,108,6,203,582,163,235,16,996,557,229,292,28,1106,654,323,252,19,1248,495,525,312,41,1373,496,640,221,27,1384,749,1492,361,45,2647,824,1343,176,26,2369,633,1984,167,7,2791,582,1375,64,16,2037,239,694,21,3,957,335,1067,25,7,1434,390,1256,284,11,1941,100,107,48,4,259,6949,11349,2756,270,21324,Hornsby
12103,143,92,123,27,385,133,56,77,17,283,19,26,60,7,112,50,29,91,13,183,467,112,202,25,806,507,205,226,22,960,838,248,174,24,1284,578,335,250,37,1200,681,479,247,30,1437,1051,1021,388,41,2501,953,1053,196,42,2244,977,3428,386,13,4804,947,2293,121,13,3374,430,1474,44,8,1956,1102,3554,47,14,4717,645,2569,304,13,3531,161,124,49,0,334,9682,17098,2985,346,30111,Ku-ring-gai
12104,101,50,59,9,219,77,24,41,7,149,19,19,26,4,68,38,15,54,6,113,241,45,142,17,445,274,82,147,32,535,428,122,146,41,737,422,164,190,51,827,524,231,193,36,984,1045,473,291,70,1879,1305,439,114,88,1946,1395,1656,421,54,3526,1568,1015,78,38,2699,940,599,41,17,1597,2209,1903,30,36,4178,885,1067,248,13,2213,116,71,27,4,218,11587,7975,2248,523,22333,North Sydney - Mosman
12201,32,20,20,3,75,26,14,16,3,59,6,6,29,0,41,16,5,40,0,61,158,34,100,7,299,191,47,119,9,366,247,75,86,12,420,208,107,114,13,442,294,111,85,17,507,430,341,142,20,933,528,324,60,16,928,466,1097,131,11,1705,456,643,32,10,1141,301,383,9,5,698,638,963,5,4,1610,347,610,105,4,1066,67,34,19,3,123,4411,4814,1112,137,10474,Manly
12202,63,33,26,3,125,81,22,30,5,138,12,4,36,0,52,40,14,48,3,105,374,50,159,5,588,387,112,179,20,698,564,176,175,9,924,362,315,217,15,909,453,398,169,17,1037,650,887,225,26,1788,692,932,102,9,1735,502,1341,174,10,2027,448,995,40,4,1487,200,492,14,3,709,426,912,14,3,1355,400,1185,243,0,1828,129,89,36,3,257,5783,7957,1887,135,15762,Pittwater
12203,155,65,58,4,282,172,71,66,13,322,30,24,107,7,168,90,57,163,6,316,1093,143,412,21,1669,1008,336,491,49,1884,1317,518,488,42,2365,888,788,513,61,2250,1074,1031,429,55,2589,1564,2249,571,84,4468,1679,2216,260,70,4225,1051,3376,342,33,4802,1038,2468,104,25,3635,533,1242,50,13,1838,809,2311,40,12,3172,825,2295,532,14,3666,241,210,120,18,589,13567,19400,4746,527,38240,Warringah
12301,36,30,17,3,86,54,21,32,0,107,12,9,46,5,72,22,16,82,8,128,448,71,204,11,734,367,149,273,18,807,343,243,215,12,813,255,422,237,9,923,265,544,169,16,994,560,1361,254,14,2189,682,1387,125,10,2204,394,1126,75,9,1604,286,853,27,5,1171,100,393,17,0,510,132,505,9,0,646,224,797,175,8,1204,72,66,44,5,187,4252,7993,2001,133,14379,Camden
12302,165,95,94,11,365,188,104,154,12,458,64,66,352,10,492,105,94,725,22,946,1524,500,1452,42,3518,1066,928,1204,90,3288,962,1080,833,73,2948,876,1704,878,82,3540,952,1723,555,41,3271,1500,3185,730,70,5485,1292,2827,362,64,4545,583,1856,196,24,2659,413,1106,77,7,1603,153,618,26,10,807,131,782,40,3,956,600,2194,779,42,3615,268,288,288,19,863,10842,19150,8745,622,39359,Campbelltown (NSW)
12303,42,18,11,0,71,58,14,21,0,93,16,7,46,0,69,21,12,86,3,122,446,46,201,7,700,374,142,198,22,736,352,196,155,11,714,259,338,152,9,758,258,410,87,8,763,418,871,129,14,1432,344,744,54,9,1151,223,605,58,3,889,153,470,14,0,637,44,206,9,4,263,87,251,6,0,344,189,675,133,4,1001,102,111,50,6,269,3386,5116,1410,100,10012,Wollondilly
12401,49,21,27,0,97,113,24,33,5,175,14,12,74,0,100,70,30,177,6,283,810,103,477,15,1405,792,254,461,28,1535,853,367,355,22,1597,664,625,332,20,1641,638,662,219,19,1538,915,1457,339,14,2725,855,1328,129,28,2340,549,1239,109,5,1902,493,920,28,0,1441,142,385,12,0,539,229,535,7,3,774,476,1174,346,8,2004,112,78,46,6,242,7774,9214,3171,179,20338,Blue Mountains
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue Mountains - South
12403,114,55,57,3,229,145,59,99,18,321,37,24,181,3,245,55,56,364,10,485,1230,213,908,33,2384,911,482,851,61,2305,949,676,653,51,2329,837,1168,669,46,2720,824,1439,490,46,2799,1542,2847,592,75,5056,1484,2720,286,58,4548,688,2045,207,18,2958,547,1445,66,11,2069,156,656,20,5,837,185,872,23,3,1083,543,1855,505,34,2937,237,239,191,9,676,10484,16851,6162,484,33981,Penrith
12404,35,17,24,0,76,51,14,52,3,120,6,6,72,3,87,22,11,118,6,157,353,63,309,13,738,263,158,287,13,721,294,191,204,5,694,219,370,217,17,823,230,424,140,15,809,375,718,183,12,1288,340,671,89,14,1114,166,467,60,3,696,105,301,12,3,421,22,131,7,0,160,56,184,4,3,247,160,534,154,9,857,59,80,54,3,196,2756,4340,1986,122,9204,Richmond - Windsor
12405,35,25,46,4,110,69,37,51,3,160,18,15,106,0,139,37,37,186,10,270,542,122,482,14,1160,354,260,415,23,1052,332,370,284,19,1005,296,590,360,32,1278,308,652,219,24,1203,571,1282,300,37,2190,485,1100,162,30,1777,199,736,84,4,1023,132,458,32,6,628,42,213,13,3,271,38,245,11,0,294,195,761,256,20,1232,108,135,100,5,348,3761,7038,3107,234,14140,St Marys
12501,229,139,96,22,486,158,151,82,9,400,56,103,137,14,310,98,176,181,14,469,804,670,386,31,1891,565,925,395,74,1959,480,834,264,55,1633,372,965,260,57,1654,393,797,206,49,1445,497,1170,239,68,1974,493,895,121,44,1553,267,672,101,26,1066,257,420,23,17,717,108,236,12,3,359,153,339,17,8,517,308,1021,226,27,1582,135,209,97,25,466,5373,9722,2843,543,18481,Auburn
12502,161,47,71,12,291,128,56,64,8,256,18,30,65,6,119,55,33,137,6,231,609,228,259,22,1118,433,382,263,35,1113,484,460,207,21,1172,347,568,235,24,1174,368,576,190,17,1151,495,1170,285,29,1979,523,1028,125,30,1706,353,1066,114,13,1546,311,809,49,3,1172,126,429,15,4,574,175,710,27,3,915,258,957,217,7,1439,93,88,59,5,245,4937,8637,2382,245,16201,Carlingford
12503,205,167,130,16,518,283,206,156,13,658,99,139,284,8,530,162,232,488,26,908,1826,987,947,48,3808,1072,1461,931,118,3582,949,1433,633,76,3091,658,1618,659,109,3044,648,1490,436,81,2655,905,2499,618,97,4119,813,1952,294,65,3124,414,1374,203,29,2020,317,897,99,14,1327,111,401,36,4,552,127,617,27,8,779,494,2016,579,29,3118,274,356,196,36,862,9357,17845,6716,777,34695,Merrylands - Guildford
12504,312,112,94,18,536,211,116,94,8,429,63,59,147,8,277,137,115,246,19,517,1245,440,538,40,2263,1045,812,534,88,2479,1034,896,477,93,2500,908,1276,532,86,2802,992,1380,355,82,2809,1461,2523,505,115,4604,1364,2010,248,100,3722,826,1847,196,33,2902,684,1249,78,28,2039,272,576,30,8,886,275,811,33,13,1132,614,1436,320,37,2407,192,179,137,19,527,11635,15837,4564,795,32831,Parramatta
12601,89,46,43,20,198,74,22,39,9,144,7,19,24,6,56,29,17,51,9,106,277,82,89,12,460,303,154,117,18,592,376,189,118,19,702,261,263,128,12,664,263,278,83,27,651,412,647,177,19,1255,373,560,82,23,1038,307,1069,122,4,1502,287,897,42,12,1238,156,505,13,3,677,279,1112,17,4,1412,227,817,124,6,1174,41,42,12,0,95,3761,6719,1281,203,11964,Pennant Hills - Epping
12602,319,96,101,40,556,257,56,84,22,419,49,55,100,13,217,91,54,158,24,327,1144,250,379,46,1819,889,478,438,65,1870,921,592,380,56,1949,665,817,447,72,2001,724,884,320,62,1990,1107,1777,495,79,3458,1243,1622,242,62,3169,878,2271,295,38,3482,861,1737,91,31,2720,371,965,30,10,1376,697,1912,48,15,2672,602,1762,391,22,2777,194,126,77,18,415,11012,15454,4076,675,31217,Ryde - Hunters Hill
12701,109,97,65,4,275,134,103,89,12,338,34,61,183,3,281,54,78,249,5,386,852,397,555,23,1827,410,727,525,32,1694,422,759,334,28,1543,276,1084,400,30,1790,321,1081,260,22,1684,500,1872,314,31,2717,510,1584,184,24,2302,195,1100,107,6,1408,158,724,35,7,924,62,333,19,0,414,67,465,19,0,551,220,1338,341,21,1920,155,239,171,5,570,4479,12042,3850,253,20624,Bringelly - Green Valley
12702,340,255,256,28,879,413,306,296,28,1043,131,183,633,23,970,166,316,860,26,1368,2800,1333,1497,90,5720,1270,2245,1456,165,5136,1060,2041,977,109,4187,762,2343,1023,101,4229,727,2232,697,95,3751,929,3429,782,109,5249,681,2584,447,68,3780,308,1590,214,26,2138,208,1056,98,18,1380,76,549,43,10,678,88,706,50,3,847,564,2786,813,63,4226,384,489,342,33,1248,10907,24443,10484,995,46829,Fairfield
12703,142,88,75,0,305,186,131,114,8,439,39,62,196,6,303,75,101,333,18,527,1163,489,681,27,2360,647,911,619,42,2219,636,943,478,42,2099,499,1295,508,33,2335,502,1314,343,36,2195,772,2294,409,52,3527,834,2042,218,40,3134,375,1456,160,14,2005,297,993,61,5,1356,94,457,29,6,586,112,573,21,0,706,377,1628,390,15,2410,199,229,142,13,583,6949,15006,4777,357,27089,Liverpool
12801,127,44,52,0,223,149,51,61,6,267,22,19,80,0,121,77,25,142,7,251,1003,125,410,25,1563,973,245,476,42,1736,1091,372,426,35,1924,658,614,417,43,1732,781,707,347,43,1878,1212,1631,489,54,3386,1260,1682,271,70,3283,935,1990,223,20,3168,814,1640,105,24,2583,319,851,38,5,1213,583,1434,31,5,2053,661,1829,443,25,2958,219,126,92,8,445,10884,13385,4103,412,28784,Cronulla - Miranda - Caringbah
12802,82,34,30,4,150,116,37,54,5,212,28,20,82,3,133,56,27,159,8,250,956,107,340,14,1417,842,225,401,29,1497,1019,329,369,23,1740,673,628,362,33,1696,580,871,319,33,1803,1022,2159,484,40,3705,1138,2328,260,49,3775,808,2575,223,11,3617,720,2148,98,14,2980,265,1059,34,5,1363,346,1609,37,4,1996,503,1927,403,12,2845,147,146,54,3,350,9301,16229,3709,290,29529,Sutherland - Menai - Heathcote
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NSW)
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (NSW)
20101,63,20,31,5,119,126,28,64,8,226,19,16,166,4,205,91,31,380,10,512,1433,182,855,38,2508,1195,474,770,52,2491,1055,665,490,61,2271,749,1044,499,58,2350,809,1082,273,32,2196,1165,1841,297,48,3351,953,1427,102,27,2509,380,981,62,7,1430,319,587,20,3,929,105,238,3,0,346,139,304,5,0,448,545,1138,419,9,2111,221,133,135,3,492,9367,10191,4571,365,24494,Ballarat
20102,53,16,11,0,80,74,10,17,3,104,19,12,39,3,73,40,9,91,3,143,540,73,210,8,831,379,159,175,21,734,400,204,123,5,732,262,343,107,5,717,284,335,69,8,696,344,504,49,5,902,243,338,25,0,606,137,249,12,0,398,113,124,3,3,243,38,47,3,0,88,38,55,3,0,96,245,406,97,3,751,86,50,37,3,176,3295,2934,1071,70,7370,Creswick - Daylesford - Ballan
20103,37,16,12,0,65,78,12,19,0,109,19,12,36,3,70,43,17,90,6,156,764,81,225,9,1079,487,211,198,18,914,419,227,108,12,766,244,331,85,11,671,216,247,50,3,516,249,368,39,5,661,127,202,15,3,347,38,99,5,0,142,41,68,0,0,109,6,24,0,0,30,18,29,3,0,50,178,357,86,5,626,76,45,43,4,168,3040,2346,1014,79,6479,Maryborough - Pyrenees
20201,44,21,32,4,101,127,40,65,16,248,27,11,161,3,202,59,29,297,11,396,1323,168,857,24,2372,1035,428,774,67,2304,1089,577,524,59,2249,718,948,469,41,2176,759,1017,263,48,2087,1021,1741,300,30,3092,846,1299,102,23,2270,349,835,66,7,1257,281,498,9,3,791,83,158,3,3,247,103,243,7,4,357,522,1050,343,12,1927,210,106,126,17,459,8596,9169,4398,372,22535,Bendigo
20202,62,20,9,4,95,103,36,39,0,178,20,15,65,0,100,49,25,137,0,211,842,99,287,12,1240,639,250,272,31,1192,660,297,180,31,1168,404,470,176,18,1068,411,470,96,15,992,559,812,120,4,1495,411,607,38,0,1056,217,456,27,0,700,158,273,7,3,441,70,96,0,0,166,102,120,3,0,225,331,701,197,6,1235,122,61,37,5,225,5160,4808,1690,129,11787,Heathcote - Castlemaine - Kyneton
20203,26,3,3,0,32,46,15,3,3,67,3,5,25,3,36,18,12,31,0,61,318,42,67,0,427,206,90,76,7,379,213,126,36,9,384,110,137,33,6,286,105,130,14,0,249,134,177,20,3,334,94,109,3,0,206,29,44,3,0,76,22,37,0,0,59,6,10,3,0,19,16,14,0,0,30,86,191,43,4,324,36,28,13,0,77,1468,1170,373,35,3046,Loddon - Elmore
20301,23,9,3,3,38,37,16,8,3,64,7,6,17,0,30,16,10,31,0,57,257,40,96,4,397,189,92,74,7,362,191,132,54,0,377,148,206,42,3,399,155,227,30,3,415,224,476,31,3,734,198,298,11,4,511,98,202,4,0,304,72,130,0,0,202,20,53,3,0,76,25,63,0,0,88,117,330,40,0,487,41,41,19,3,104,1818,2331,463,33,4645,Barwon - West
20302,161,61,48,8,278,321,78,142,23,564,61,35,261,7,364,142,77,580,18,817,2862,339,1422,60,4683,2045,750,1364,111,4270,1954,993,1011,86,4044,1338,1698,854,92,3982,1264,1885,533,76,3758,1996,3491,606,99,6192,1825,2704,225,65,4819,869,2141,193,19,3222,658,1401,43,12,2114,232,541,20,4,797,264,623,15,0,902,1013,2349,762,26,4150,458,300,255,19,1032,17463,19466,8334,725,45988,Geelong
20303,86,17,24,6,133,126,28,31,5,190,38,10,70,4,122,60,17,119,0,196,962,85,336,10,1393,883,224,343,22,1472,948,321,245,18,1532,541,537,203,18,1299,572,663,153,7,1395,728,1160,190,8,2086,665,1036,59,11,1771,394,823,63,4,1284,301,536,6,3,846,93,224,9,0,326,145,253,4,0,402,478,1017,265,7,1767,170,93,41,6,310,7190,7044,2161,129,16524,Surf Coast - Bellarine Peninsula
20401,100,26,22,3,151,145,32,39,3,219,27,7,83,3,120,88,28,157,4,277,1023,112,363,12,1510,734,293,350,17,1394,760,326,229,23,1338,498,548,191,19,1256,475,580,127,10,1192,656,908,103,15,1682,494,614,47,5,1160,199,398,28,4,629,162,224,9,0,395,46,73,3,0,122,70,82,3,0,155,435,712,185,4,1336,158,107,71,8,344,6070,5070,2010,130,13280,Upper Goulburn Valley
20402,60,17,17,3,97,111,27,36,5,179,24,9,59,0,92,66,23,155,4,248,888,117,363,13,1381,747,246,364,30,1387,721,324,210,20,1275,440,550,192,24,1206,451,535,111,16,1113,597,885,102,10,1594,456,589,47,7,1099,158,317,26,0,501,134,182,3,3,322,30,75,0,0,105,49,105,0,0,154,344,616,168,6,1134,117,72,49,3,241,5393,4689,1902,144,12128,Wangaratta - Benalla
20403,69,18,19,3,109,141,37,56,5,239,23,13,130,0,166,65,25,222,6,318,1036,164,554,18,1772,896,328,471,39,1734,897,438,310,33,1678,601,774,278,12,1665,718,733,166,20,1637,894,1277,143,15,2329,734,1075,47,11,1867,267,561,36,0,864,204,378,7,3,592,66,115,3,0,184,73,160,7,0,240,509,989,254,8,1760,172,80,71,4,327,7365,7165,2774,177,17481,Wodonga - Alpine
20501,53,20,15,8,96,99,19,27,4,149,15,12,67,3,97,51,17,125,4,197,781,105,343,8,1237,622,227,271,27,1147,599,307,173,26,1105,373,474,187,13,1047,438,503,91,20,1052,533,916,109,13,1571,446,642,39,6,1133,192,448,37,4,681,162,296,3,0,461,50,107,0,0,157,67,151,6,0,224,287,658,191,10,1146,135,98,69,4,306,4903,5000,1753,150,11806,Baw Baw
20502,79,13,21,4,117,148,26,36,0,210,38,13,74,0,125,78,14,182,4,278,1181,115,347,8,1651,805,286,321,18,1430,816,339,165,18,1338,476,462,156,12,1106,511,437,74,11,1033,533,644,72,6,1255,334,428,15,3,780,125,227,11,0,363,106,171,0,3,280,21,42,3,0,66,62,66,3,0,131,457,575,171,12,1215,176,84,67,8,335,5946,3942,1718,107,11713,Gippsland - East
20503,76,32,31,3,142,160,38,37,0,235,35,14,70,0,119,95,31,174,4,304,1310,143,436,17,1906,997,316,359,18,1690,1042,455,244,17,1758,568,645,200,17,1430,580,610,114,11,1315,781,983,103,7,1874,542,630,36,7,1215,256,481,32,0,769,176,209,5,0,390,61,88,3,0,152,94,127,6,6,233,447,746,229,7,1429,232,109,57,15,413,7452,5657,2136,129,15374,Gippsland - South West
20504,72,31,42,3,148,167,36,59,3,265,25,14,164,0,203,75,39,315,13,442,1351,179,764,35,2329,872,370,619,54,1915,807,470,363,31,1671,518,647,304,25,1494,584,681,191,24,1480,799,1282,205,26,2312,714,931,84,9,1738,423,804,70,3,1300,295,512,19,6,832,100,228,0,0,328,88,213,13,0,314,509,1077,328,17,1931,244,156,125,12,537,7643,7670,3665,261,19239,Latrobe Valley
20505,59,21,18,5,103,94,35,33,5,167,19,9,61,0,89,61,17,135,0,213,842,102,331,6,1281,618,239,258,27,1142,605,265,177,13,1060,346,438,153,15,952,375,432,92,6,905,441,695,92,9,1237,391,478,26,7,902,206,398,29,0,633,164,255,3,3,425,52,89,0,0,141,70,94,0,0,164,373,698,192,3,1266,143,82,53,8,286,4859,4347,1653,107,10966,Wellington
20601,109,48,27,14,198,165,52,51,14,282,27,36,71,8,142,49,48,148,19,264,1049,174,260,45,1528,519,361,337,65,1282,592,370,277,68,1307,412,587,292,78,1369,469,600,219,53,1341,832,1132,276,94,2334,1025,1037,118,66,2246,592,1048,111,32,1783,629,836,26,21,1512,276,364,14,9,663,399,527,7,12,945,482,903,266,17,1668,155,108,69,19,351,7781,8231,2569,634,19215,Brunswick - Coburg
20602,49,10,15,4,78,93,21,30,7,151,13,10,43,0,66,36,14,91,8,149,629,91,154,19,893,320,165,227,42,754,323,196,177,29,725,245,321,157,54,777,277,339,116,33,765,490,672,195,45,1402,656,667,67,48,1438,365,759,87,21,1232,364,718,24,11,1117,190,335,14,3,542,294,471,4,5,774,297,562,153,8,1020,79,58,53,9,199,4720,5409,1607,346,12082,Darebin - South
