SA3_MAIN11,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total,SA3_NAME11
11202,122,648,3169,11520,5895,1126,204,375,23059,8,78,462,244,18,3,3,40,856,3,15,111,124,20,3,0,10,286,11,93,573,368,38,6,3,50,1142,12,239,970,226,23,3,0,50,1523,3,30,38,0,0,0,0,6,77,0,0,32,7,0,0,0,10,49,4,22,15,11,3,0,0,3,58,19,291,1055,244,26,3,0,69,1707,86,165,122,54,13,8,3,32,483,3,0,4,4,4,3,0,0,18,241,1197,4923,12190,5976,1146,210,526,26409,Richmond Valley - Hinterland
11203,76,429,2929,10257,6463,1166,225,348,21893,13,188,1532,2085,269,29,11,121,4248,30,180,667,1118,86,8,12,69,2170,43,368,2199,3203,355,37,23,190,6418,20,339,1282,643,22,3,3,97,2409,4,73,727,285,9,0,0,32,1130,0,12,309,151,6,0,0,16,494,5,38,35,13,10,3,0,8,112,29,462,2353,1092,47,6,3,153,4145,85,502,406,64,24,3,7,67,1158,0,10,19,10,6,0,0,0,45,233,1771,7906,14626,6895,1212,258,758,33659,Tweed Valley
11301,29,248,1573,7122,4488,678,140,333,14611,4,62,270,232,34,3,3,22,630,0,7,71,9,3,0,3,0,93,4,69,341,241,37,3,6,22,723,4,132,511,187,47,6,3,48,938,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,4,0,0,0,3,3,13,4,135,518,190,47,6,6,51,957,23,62,30,17,10,3,0,23,168,0,0,0,6,6,0,0,0,12,60,514,2462,7576,4588,690,152,429,16471,Griffith - Murrumbidgee (West)
11302,8,80,674,2723,1284,180,30,104,5083,11,7,16,12,0,0,0,3,49,0,11,12,3,0,0,0,0,26,11,18,28,15,0,0,0,3,75,5,44,142,14,4,0,4,6,219,0,3,3,0,0,0,0,0,6,0,6,34,4,0,3,0,0,47,0,0,0,0,0,0,0,0,0,5,53,179,18,4,3,4,6,272,13,12,10,12,3,0,0,8,58,0,0,0,0,3,0,0,16,19,37,163,891,2768,1294,183,34,137,5507,Tumut - Tumbarumba
11303,40,239,2834,14146,9185,1674,310,484,28912,5,104,530,176,26,7,0,35,883,0,9,88,61,4,7,0,5,174,5,113,618,237,30,14,0,40,1057,24,297,1862,173,9,0,3,98,2466,0,26,50,8,0,0,0,5,89,0,6,13,9,0,0,0,4,32,3,8,12,3,3,0,0,3,32,27,337,1937,193,12,0,3,110,2619,18,66,52,52,18,6,4,17,233,3,11,13,5,3,0,5,7,47,93,766,5454,14633,9248,1694,322,658,32868,Wagga Wagga
11401,65,507,3939,14965,9763,1689,339,526,31793,9,124,718,530,73,7,4,50,1515,0,10,122,162,25,3,0,10,332,9,134,840,692,98,10,4,60,1847,13,306,844,190,15,3,3,61,1435,0,0,8,9,3,0,0,0,20,0,4,0,0,0,0,0,0,4,3,21,15,8,4,3,0,4,58,16,331,867,207,22,6,3,65,1517,46,193,270,71,10,3,3,54,650,0,6,24,19,10,0,0,3,62,136,1171,5940,15954,9903,1708,349,708,35869,Shoalhaven
11402,21,248,1563,6516,5204,1047,266,222,15087,7,100,388,321,147,23,4,31,1021,0,5,50,107,10,3,0,3,178,7,105,438,428,157,26,4,34,1199,7,61,146,35,0,0,0,11,260,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,3,12,7,3,0,0,0,0,25,10,73,163,38,0,0,0,11,295,8,33,32,18,6,4,0,7,108,0,0,4,4,9,0,0,0,17,46,459,2200,7004,5376,1077,270,274,16706,Southern Highlands
11501,21,99,508,7476,20118,5093,904,231,34450,0,85,563,637,78,9,0,35,1407,3,60,617,2580,593,45,5,39,3942,3,145,1180,3217,671,54,5,74,5349,3,135,272,133,21,0,0,36,600,0,27,378,226,0,3,0,7,641,0,84,506,146,0,0,4,9,749,3,12,8,4,8,0,0,0,35,6,258,1164,509,29,3,4,52,2025,3,0,3,0,3,0,0,0,9,0,12,9,10,0,0,0,0,31,33,514,2864,11212,20821,5150,913,357,41864,Baulkham Hills
11502,15,146,448,1857,3158,1188,481,63,7356,0,24,78,38,15,6,5,0,166,0,0,31,94,8,3,0,3,139,0,24,109,132,23,9,5,3,305,0,7,122,19,3,0,0,3,154,5,11,11,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,7,13,16,3,3,3,3,48,5,25,146,35,6,3,3,9,232,3,45,50,29,4,0,0,6,137,0,4,0,0,0,4,0,0,8,23,244,753,2053,3191,1204,489,81,8038,Dural - Wisemans Ferry
11503,24,170,647,2827,2576,811,218,95,7368,0,6,14,6,0,0,0,0,26,0,0,0,0,0,0,3,3,6,0,6,14,6,0,0,3,3,32,0,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,4,3,0,0,26,0,33,4,3,4,3,0,0,47,22,39,14,8,6,0,0,5,94,0,0,4,4,0,0,0,0,8,46,248,683,2848,2586,814,221,103,7549,Hawkesbury
11504,8,60,225,1535,4612,922,190,71,7623,0,71,18,17,7,0,0,11,124,0,0,3,80,30,0,0,0,113,0,71,21,97,37,0,0,11,237,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,45,11,0,0,0,0,80,0,3,0,0,0,0,0,0,3,0,27,49,11,0,0,0,0,87,11,22,30,3,3,0,0,6,75,0,0,0,3,0,0,0,0,3,19,180,325,1649,4652,922,190,88,8025,Rouse Hill - McGraths Hill
11601,58,289,2636,18744,9448,1712,331,596,33814,16,168,486,773,100,5,0,57,1605,15,143,499,1911,327,19,6,58,2978,31,311,985,2684,427,24,6,115,4583,79,350,244,62,12,0,0,66,813,3,12,549,27,3,3,0,23,620,8,46,1127,52,6,0,0,35,1274,10,50,25,16,3,3,0,3,110,100,458,1945,157,24,6,0,127,2817,3,14,23,21,3,0,0,6,70,0,8,4,29,12,3,3,0,59,192,1080,5593,21635,9914,1745,340,844,41343,Blacktown
11602,31,128,652,5603,10691,1587,268,218,19178,0,21,112,432,134,11,0,9,719,3,6,156,1200,537,103,18,31,2054,3,27,268,1632,671,114,18,40,2773,0,18,6,5,0,0,0,4,33,0,6,84,28,0,0,0,3,121,0,0,49,21,0,0,0,0,70,0,7,3,0,3,0,3,0,16,0,31,142,54,3,0,3,7,240,10,99,132,38,10,0,0,24,313,0,3,0,0,0,0,0,0,3,44,288,1194,7327,11375,1701,289,289,22507,Blacktown - North
11603,45,139,522,15671,6878,1110,231,538,25134,4,72,279,1098,138,34,10,44,1679,5,24,156,1289,341,22,15,47,1899,9,96,435,2387,479,56,25,91,3578,34,274,87,32,0,0,0,42,469,4,44,692,40,3,0,0,41,824,6,13,476,59,0,0,0,18,572,0,11,5,3,3,0,0,0,22,44,342,1260,134,6,0,0,101,1887,0,7,3,3,6,0,0,0,19,0,0,0,0,0,0,0,0,0,98,584,2220,18195,7369,1166,256,730,30618,Mount Druitt
11701,10,49,989,2840,1163,353,81,93,5578,7,50,428,501,81,5,6,27,1105,0,65,118,621,123,18,0,15,960,7,115,546,1122,204,23,6,42,2065,74,270,405,118,17,4,3,34,925,13,294,2396,534,3,0,4,93,3337,20,362,1325,335,7,0,5,48,2102,0,0,4,0,0,0,3,0,7,107,926,4130,987,27,4,15,175,6371,5,8,40,15,4,0,0,0,72,0,10,10,14,0,0,0,0,34,129,1108,5715,4978,1398,380,102,310,14120,Botany
11702,25,188,1593,3439,1411,288,80,139,7163,13,145,1628,1250,149,26,7,53,3271,14,169,517,825,288,59,17,25,1914,27,314,2145,2075,437,85,24,78,5185,134,933,1369,183,27,3,6,81,2736,81,682,1791,155,3,0,3,57,2772,43,341,713,80,4,0,0,29,1210,5,33,24,3,4,0,0,4,73,263,1989,3897,421,38,3,9,171,6791,6,59,99,61,11,3,9,7,255,0,4,13,10,0,0,0,0,27,321,2554,7747,6006,1897,379,122,395,19421,Marrickville - Sydenham - Petersham
11703,69,315,1059,1258,502,128,41,70,3442,20,594,2548,1460,255,33,20,84,5014,138,894,3981,4586,1642,314,143,245,11943,158,1488,6529,6046,1897,347,163,329,16957,361,1318,1358,423,58,9,13,115,3655,592,2903,3414,700,65,11,11,186,7882,3016,15947,18439,3943,209,25,70,824,42473,19,29,40,12,0,0,0,5,105,3988,20197,23251,5078,332,45,94,1130,54115,14,80,103,68,15,4,6,9,299,30,115,323,28,7,0,3,27,533,4259,22195,31265,12478,2753,524,307,1565,75346,Sydney Inner City
11801,21,155,1074,3207,3460,1518,395,144,9974,6,116,1091,1356,391,70,17,49,3096,23,247,1868,3203,1374,192,33,124,7064,29,363,2959,4559,1765,262,50,173,10160,85,1043,2702,816,112,19,16,118,4911,268,2042,5778,1346,99,14,17,200,9764,630,2934,6030,2258,106,15,9,289,12271,0,11,13,3,3,0,0,0,30,983,6030,14523,4423,320,48,42,607,26976,9,56,96,39,9,3,3,3,218,3,20,47,28,14,3,0,0,115,1045,6624,18699,12256,5568,1834,490,927,47443,Eastern Suburbs - North
11802,34,190,1616,5976,4563,1497,434,239,14549,35,120,1271,1690,436,70,15,71,3708,30,150,773,1907,623,119,30,69,3701,65,270,2044,3597,1059,189,45,140,7409,168,978,2597,835,98,10,9,112,4807,124,1890,6800,1529,71,67,12,255,10748,160,1845,6024,1417,72,7,9,185,9719,3,30,28,6,3,0,0,0,70,455,4743,15449,3787,244,84,30,552,25344,4,45,70,63,11,3,3,3,202,0,12,27,14,4,0,0,3,60,558,5260,19206,13437,5881,1773,512,937,47564,Eastern Suburbs - South
11901,60,250,4426,17104,8801,2134,490,726,33991,55,240,611,1692,383,61,8,101,3151,33,261,711,2490,1581,119,21,112,5328,88,501,1322,4182,1964,180,29,213,8479,120,800,1155,389,60,3,4,138,2669,12,152,2361,429,13,3,0,116,3086,7,93,1256,320,13,0,0,48,1737,3,30,37,40,20,3,0,7,140,142,1075,4809,1178,106,9,4,309,7632,8,42,60,44,22,4,0,12,192,0,7,13,7,0,0,4,0,31,298,1875,10630,22515,10893,2327,527,1260,50325,Bankstown
11902,57,161,3816,11316,4711,1188,316,517,22082,40,139,603,428,151,41,9,34,1445,16,103,1048,1052,486,45,11,80,2841,56,242,1651,1480,637,86,20,114,4286,92,725,7189,663,81,6,7,379,9142,21,188,2821,304,11,3,4,126,3478,8,51,715,232,30,10,0,35,1081,0,6,11,4,0,0,0,3,24,121,970,10736,1203,122,19,11,543,13725,4,27,105,49,5,0,0,10,200,0,8,74,59,15,7,0,4,167,238,1408,16382,14107,5490,1300,347,1188,40460,Canterbury
11903,36,225,2923,10591,6964,2222,485,347,23793,73,293,678,1137,106,9,0,76,2372,17,140,397,1159,517,71,12,37,2350,90,433,1075,2296,623,80,12,113,4722,78,403,1600,471,55,4,3,71,2685,16,295,3792,1062,48,5,3,118,5339,33,415,2497,866,36,5,3,78,3933,3,7,14,15,4,0,0,0,43,130,1120,7903,2414,143,14,9,267,12000,0,24,90,48,3,5,0,3,173,4,9,6,4,0,0,0,0,23,260,1811,11997,15353,7733,2321,506,730,40711,Hurstville
11904,38,221,3476,10679,5000,1425,318,419,21576,13,137,1393,1461,123,20,3,58,3208,3,53,253,956,356,51,14,26,1712,16,190,1646,2417,479,71,17,84,4920,27,360,1684,402,24,3,3,78,2581,55,513,6054,905,26,0,6,189,7748,46,555,4355,952,32,4,4,109,6057,6,23,33,8,11,0,0,5,86,134,1451,12126,2267,93,7,13,381,16472,6,93,138,54,11,3,0,20,325,0,13,33,10,3,3,0,0,62,194,1968,17419,15427,5586,1509,348,904,43355,Kogarah - Rockdale
12001,16,94,1956,5916,3326,938,184,173,12603,0,49,534,396,53,13,0,23,1068,4,130,727,1203,197,10,4,24,2299,4,179,1261,1599,250,23,4,47,3367,42,337,1245,449,23,0,5,73,2174,13,217,2174,836,28,5,0,54,3327,28,599,3291,1755,58,8,0,67,5806,3,6,18,10,0,0,0,0,37,86,1159,6728,3050,109,13,5,194,11344,3,20,60,42,4,0,3,3,135,0,15,30,10,0,0,0,0,55,109,1467,10035,10617,3689,974,196,417,27504,Canada Bay
12002,19,182,2120,3567,1292,206,51,93,7530,17,278,1790,1125,209,18,0,43,3480,4,177,1511,2033,452,55,14,35,4281,21,455,3301,3158,661,73,14,78,7761,115,504,669,198,16,3,4,48,1557,59,564,887,92,9,0,0,51,1662,194,831,1126,299,7,3,5,33,2498,3,17,5,0,4,0,0,3,32,371,1916,2687,589,36,6,9,135,5749,11,53,133,34,14,0,0,12,257,0,4,9,6,0,0,0,0,19,422,2610,8250,7354,2003,285,74,318,21316,Leichhardt
12003,56,364,2935,9654,5858,1965,583,382,21797,12,172,1269,1040,209,32,13,53,2800,19,218,725,894,238,26,7,38,2165,31,390,1994,1934,447,58,20,91,4965,207,1427,4700,689,78,10,15,216,7342,89,1046,6292,772,38,0,5,156,8398,44,660,3629,825,24,7,0,103,5292,10,53,48,22,9,3,0,3,148,350,3186,14669,2308,149,20,20,478,21180,9,51,131,89,22,4,3,7,316,3,18,30,17,4,0,4,5,81,449,4009,19759,14002,6480,2047,630,963,48339,Strathfield - Burwood - Ashfield
12101,20,150,1879,7048,6459,2085,409,173,18223,15,68,527,425,68,8,0,15,1126,4,52,436,858,129,6,4,18,1507,19,120,963,1283,197,14,4,33,2633,13,437,1489,430,26,5,6,54,2460,83,565,3403,820,24,3,0,67,4965,280,2007,4966,1386,42,0,0,117,8798,0,11,9,10,8,0,0,3,41,376,3020,9867,2646,100,8,6,241,16264,6,17,40,18,8,0,0,0,89,0,13,6,19,5,0,0,3,46,421,3320,12755,11014,6769,2107,419,450,37255,Chatswood - Lane Cove
12102,19,203,1288,8063,6985,1628,254,171,18611,5,102,173,196,33,3,0,16,528,0,28,246,821,117,15,0,21,1248,5,130,419,1017,150,18,0,37,1776,20,307,385,81,11,0,0,17,821,8,194,1715,279,5,0,0,36,2237,125,524,2138,314,0,0,3,43,3147,4,46,23,8,8,3,0,5,97,157,1071,4261,682,24,3,3,101,6302,6,12,15,17,8,0,0,0,58,0,5,11,6,0,0,4,0,26,187,1421,5994,9785,7167,1649,261,309,26773,Hornsby
12103,24,122,1026,8183,12673,5136,1064,227,28455,0,41,131,206,29,4,0,38,449,8,55,188,660,140,12,3,16,1082,8,96,319,866,169,16,3,54,1531,11,147,780,609,14,8,3,31,1603,38,183,810,392,14,0,3,38,1478,12,256,1450,928,15,0,0,32,2693,0,16,5,11,3,4,0,0,39,61,602,3045,1940,46,12,6,101,5813,0,8,11,0,4,0,0,0,23,8,7,10,7,5,6,0,4,47,101,835,4411,10996,12897,5170,1073,386,35869,Ku-ring-gai
12104,21,129,961,2939,2771,1049,174,65,8109,5,87,708,916,150,15,3,19,1903,19,249,928,1907,367,71,13,41,3595,24,336,1636,2823,517,86,16,60,5498,58,937,2408,918,74,13,4,128,4540,153,2228,4480,1188,61,0,8,82,8200,499,3591,5660,1862,65,9,8,193,11887,0,6,7,7,3,0,0,0,23,710,6762,12555,3975,203,22,20,403,24650,4,60,29,16,3,0,0,4,116,4,19,39,22,6,0,0,9,99,763,7306,15220,9775,3500,1157,210,541,38472,North Sydney - Mosman
12201,10,70,669,2363,2135,701,113,54,6115,3,62,230,383,87,17,0,5,787,4,46,299,528,94,13,8,9,1001,7,108,529,911,181,30,8,14,1788,16,307,1059,460,62,6,8,44,1962,23,477,1250,402,22,7,3,43,2227,106,641,1392,726,29,0,3,57,2954,0,8,5,4,0,0,0,0,17,145,1433,3706,1592,113,13,14,144,7160,3,14,15,9,6,0,0,3,50,3,6,7,5,0,0,0,0,21,168,1631,4926,4880,2435,744,135,215,15134,Manly
12202,25,259,1328,5608,5344,1569,345,154,14632,3,92,162,243,84,16,6,32,638,6,73,303,844,218,55,8,22,1529,9,165,465,1087,302,71,14,54,2167,24,281,633,284,13,5,0,49,1289,6,162,728,273,8,3,0,24,1204,0,32,143,35,0,0,0,4,214,8,52,26,18,3,0,0,9,116,38,527,1530,610,24,8,0,86,2823,13,32,60,23,8,4,0,4,144,0,5,0,0,4,0,0,0,9,85,988,3383,7328,5682,1652,359,298,19775,Pittwater
12203,42,319,2183,11934,11359,3656,865,320,30678,62,205,306,277,49,8,0,35,942,5,207,625,1059,198,22,17,40,2173,67,412,931,1336,247,30,17,75,3115,169,1317,1956,360,40,16,10,128,3996,41,1656,6499,534,17,3,5,147,8902,20,792,2261,430,8,0,0,70,3581,12,70,51,24,19,4,5,3,188,242,3835,10767,1348,84,23,20,348,16667,5,32,50,30,7,5,0,9,138,0,9,8,10,7,5,0,0,39,356,4607,13939,14658,11704,3719,902,752,50637,Warringah
12301,20,64,322,4966,8207,1306,210,137,15232,10,96,211,171,100,13,4,15,620,0,16,75,165,102,14,0,4,376,10,112,286,336,202,27,4,19,996,3,51,149,4,3,3,0,11,224,0,0,18,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,15,3,60,173,10,3,3,0,11,263,11,14,12,4,3,0,0,5,49,0,5,3,6,9,0,0,0,23,44,255,796,5322,8424,1336,214,172,16563,Camden
12302,70,225,1385,21220,11852,2302,590,635,38279,17,68,1389,1998,124,5,3,94,3698,11,98,1121,1803,438,25,4,89,3589,28,166,2510,3801,562,30,7,183,7287,22,239,561,126,17,3,0,41,1009,0,5,278,140,0,0,0,14,437,0,33,201,42,5,0,0,4,285,3,35,11,5,0,0,0,0,54,25,312,1051,313,22,3,0,59,1785,3,21,37,73,36,6,5,4,185,3,3,3,3,10,0,0,0,22,129,727,4986,25410,12482,2341,602,881,47558,Campbelltown (NSW)
12303,23,111,705,4224,4416,1145,280,202,11106,0,26,231,105,10,11,3,7,393,0,0,9,3,0,0,0,0,12,0,26,240,108,10,11,3,7,405,5,47,87,11,0,5,4,12,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,11,7,5,0,0,3,44,8,62,98,18,5,5,4,15,215,8,42,19,17,7,3,0,19,115,0,0,0,0,0,0,0,0,0,39,241,1062,4367,4438,1164,287,243,11841,Wollondilly
12401,40,452,3374,11977,7624,1726,373,331,25897,18,139,293,371,82,19,7,22,951,0,56,169,183,38,10,3,9,468,18,195,462,554,120,29,10,31,1419,16,137,166,79,6,0,0,14,418,0,22,44,3,0,0,0,4,73,3,0,3,0,0,0,0,0,6,5,30,18,19,4,0,0,3,79,24,189,231,101,10,0,0,21,576,7,13,12,8,0,0,0,7,47,0,3,3,12,0,0,0,0,18,89,852,4082,12652,7754,1755,383,390,27957,Blue Mountains
12402,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Blue Mountains - South
12403,38,210,1173,16523,12382,2528,539,438,33831,15,129,441,1249,129,15,9,39,2026,0,73,448,1912,190,36,6,51,2716,15,202,889,3161,319,51,15,90,4742,55,193,532,311,114,20,6,73,1304,3,109,1279,79,6,3,4,42,1525,4,33,333,58,19,4,0,9,460,4,32,21,63,50,10,6,4,190,66,367,2165,511,189,37,16,128,3479,9,62,75,30,9,5,0,11,201,0,34,26,9,0,0,0,7,76,128,875,4328,20234,12899,2621,570,674,42329,Penrith
12404,14,91,677,4797,2937,629,186,120,9451,8,64,432,655,29,5,3,27,1223,3,41,149,331,37,3,0,3,567,11,105,581,986,66,8,3,30,1790,4,133,291,135,14,3,0,17,597,0,0,61,13,0,0,0,0,74,0,0,32,0,0,0,0,3,35,0,8,3,7,0,0,0,3,21,4,141,387,155,14,3,0,23,727,3,25,29,17,4,0,0,6,84,0,0,3,3,3,0,0,0,9,32,362,1677,5958,3024,640,189,179,12061,Richmond - Windsor
12405,28,104,672,8370,4111,807,169,236,14497,3,59,197,350,30,9,4,16,668,3,43,107,685,106,13,5,24,986,6,102,304,1035,136,22,9,40,1654,17,20,222,121,33,15,4,22,454,0,16,210,3,0,0,0,12,241,0,0,12,0,0,0,0,0,12,0,29,10,7,0,0,0,3,49,17,65,454,131,33,15,4,37,756,0,3,3,5,6,0,0,3,20,0,0,0,0,0,0,0,0,0,51,274,1433,9541,4286,844,182,316,16927,St Marys
12501,56,134,1674,5394,2821,647,166,296,11188,3,60,302,481,159,23,10,27,1065,16,25,382,941,193,20,3,35,1615,19,85,684,1422,352,43,13,62,2680,25,224,1729,288,34,0,3,114,2417,53,112,1796,558,12,3,0,58,2592,32,416,2064,681,29,0,4,72,3298,4,7,9,6,0,0,0,0,26,114,759,5598,1533,75,3,7,244,8333,0,12,17,9,9,4,5,0,56,3,6,3,8,5,0,0,0,25,192,996,7976,8366,3262,697,191,602,22282,Auburn
12502,22,96,1239,6374,4655,1175,261,166,13988,43,128,261,601,93,3,4,29,1162,5,30,318,1520,378,31,3,14,2299,48,158,579,2121,471,34,7,43,3461,94,285,280,313,59,3,3,39,1076,26,56,669,217,9,0,0,24,1001,0,67,264,99,0,0,3,19,452,0,8,4,4,3,0,0,0,19,120,416,1217,633,71,3,6,82,2548,4,11,23,10,3,0,0,0,51,0,3,11,37,4,3,0,0,58,194,684,3069,9175,5204,1215,274,291,20106,Carlingford
12503,80,403,3964,15574,7196,1613,361,668,29859,42,267,730,937,271,44,19,76,2386,20,176,545,1332,544,80,15,62,2774,62,443,1275,2269,815,124,34,138,5160,112,748,2278,370,21,9,3,148,3689,20,194,2478,316,9,0,3,114,3134,7,64,412,107,4,0,0,8,602,6,33,46,34,13,0,0,8,140,145,1039,5214,827,47,9,6,278,7565,6,18,62,38,8,4,0,8,144,5,11,53,4,0,4,0,6,83,298,1914,10568,18712,8066,1754,401,1098,42811,Merrylands - Guildford
12504,37,233,2047,10236,5630,1349,291,329,20152,46,342,1233,1217,86,9,0,73,3006,12,63,663,1429,366,19,9,40,2601,58,405,1896,2646,452,28,9,113,5607,23,566,3381,707,33,3,3,135,4851,39,403,6295,1113,22,3,5,156,8036,131,581,3538,483,15,3,3,143,4897,5,44,23,7,0,0,0,6,85,198,1594,13237,2310,70,9,11,440,17869,7,8,9,10,3,0,4,0,41,4,7,20,11,0,0,0,3,45,304,2247,17209,15213,6155,1386,315,885,43714,Parramatta
12601,15,52,629,4157,4499,1362,271,81,11066,18,38,141,326,29,3,0,15,570,4,9,54,343,114,10,0,4,538,22,47,195,669,143,13,0,19,1108,0,140,173,56,8,0,0,10,387,4,48,973,335,10,0,0,18,1388,15,89,383,123,3,0,0,9,622,3,10,7,3,3,0,0,0,26,22,287,1536,517,24,0,0,37,2423,3,9,9,5,0,3,0,0,29,0,0,0,3,3,0,0,0,6,62,395,2369,5351,4669,1378,271,137,14632,Pennant Hills - Epping
12602,44,182,2478,10283,7448,2251,529,311,23526,21,175,761,1624,159,24,0,47,2811,6,178,1417,1428,360,24,14,43,3470,27,353,2178,3052,519,48,14,90,6281,32,745,1506,389,33,5,11,95,2816,96,1234,4276,359,11,0,8,97,6081,28,915,3018,500,20,3,4,79,4567,3,13,10,3,3,0,0,0,32,159,2907,8810,1251,67,8,23,271,13496,4,20,29,29,8,0,0,3,93,0,3,6,10,0,3,0,3,25,234,3465,13501,14625,8042,2310,566,678,43421,Ryde - Hunters Hill
