SA3_MAIN11,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total,SA3_NAME11
12503,4,9,4568,4581,295,155,4213,4663,4486,577,4638,9701,5524,489,2382,8395,5225,372,2132,7729,4481,211,1734,6426,2893,84,978,3955,1533,19,658,2210,333,8,270,611,24774,1924,21573,48271,46,28,4239,4313,957,217,3523,4697,5900,635,3711,10246,5531,469,2640,8640,5096,344,2544,7984,4038,175,2215,6428,2226,58,1685,3969,972,7,1829,2808,152,3,858,1013,24918,1936,23244,50098,50,37,8807,8894,1252,372,7736,9360,10386,1212,8349,19947,11055,958,5022,17035,10321,716,4676,15713,8519,386,3949,12854,5119,142,2663,7924,2505,26,2487,5018,485,11,1128,1624,49692,3860,44817,98369,Merrylands - Guildford
12504,0,13,2895,2908,196,234,3526,3956,6427,994,5277,12698,6226,539,2173,8938,4312,348,1794,6454,3344,204,1308,4856,2458,71,768,3297,1263,14,469,1746,240,3,212,455,24466,2420,18422,45308,20,21,2606,2647,773,359,2747,3879,7967,1039,3537,12543,5613,502,2337,8452,4020,338,2241,6599,3162,166,2099,5427,2068,39,1423,3530,805,8,1356,2169,118,0,799,917,24546,2472,19145,46163,20,34,5501,5555,969,593,6273,7835,14394,2033,8814,25241,11839,1041,4510,17390,8332,686,4035,13053,6506,370,3407,10283,4526,110,2191,6827,2068,22,1825,3915,358,3,1011,1372,49012,4892,37567,91471,Parramatta
12601,4,3,1545,1552,19,34,1490,1543,804,181,1159,2144,1933,137,390,2460,2594,120,395,3109,2088,100,344,2532,1187,21,191,1399,741,7,147,895,149,0,121,270,9519,603,5782,15904,0,3,1612,1615,46,53,1350,1449,1064,202,893,2159,2303,153,475,2931,2726,113,633,3472,1860,72,604,2536,1087,17,553,1657,530,3,561,1094,72,3,399,474,9688,619,7080,17387,4,6,3157,3167,65,87,2840,2992,1868,383,2052,4303,4236,290,865,5391,5320,233,1028,6581,3948,172,948,5068,2274,38,744,3056,1271,10,708,1989,221,3,520,744,19207,1222,12862,33291,Pennant Hills - Epping
12602,0,6,3062,3068,113,228,3801,4142,3431,1023,3968,8422,5414,600,1802,7816,5218,423,1655,7296,4116,264,1360,5740,2649,103,745,3497,1741,27,605,2373,429,0,334,763,23111,2674,17332,43117,7,23,2916,2946,262,356,3893,4511,4342,1050,3340,8732,5951,562,2120,8633,5235,404,2217,7856,3875,217,2191,6283,2262,44,1726,4032,1209,8,1887,3104,197,3,1111,1311,23340,2667,21401,47408,7,29,5978,6014,375,584,7694,8653,7773,2073,7308,17154,11365,1162,3922,16449,10453,827,3872,15152,7991,481,3551,12023,4911,147,2471,7529,2950,35,2492,5477,626,3,1445,2074,46451,5341,38733,90525,Ryde - Hunters Hill
12701,0,7,3308,3315,95,82,2425,2602,2061,335,2380,4776,3701,365,1110,5176,4072,292,1058,5422,2888,116,629,3633,1492,37,400,1929,589,12,237,838,81,0,67,148,14979,1246,11614,27839,15,22,3133,3170,324,123,2170,2617,2806,384,1898,5088,4190,346,1339,5875,3872,257,1392,5521,2469,100,1052,3621,1096,15,843,1954,311,3,659,973,18,0,208,226,15101,1250,12694,29045,15,29,6441,6485,419,205,4595,5219,4867,719,4278,9864,7891,711,2449,11051,7944,549,2450,10943,5357,216,1681,7254,2588,52,1243,3883,900,15,896,1811,99,0,275,374,30080,2496,24308,56884,Bringelly - Green Valley
12702,5,9,6817,6831,236,111,5760,6107,3580,538,6524,10642,6642,592,3495,10729,8281,476,3023,11780,7102,271,1936,9309,4191,79,1105,5375,2213,31,730,2974,390,3,269,662,32640,2110,29659,64409,31,25,6098,6154,802,171,5092,6065,5402,619,5416,11437,7424,596,4005,12025,8106,441,3977,12524,6463,199,3243,9905,3151,56,2293,5500,1282,13,2225,3520,147,3,845,995,32808,2123,33194,68125,36,34,12915,12985,1038,282,10852,12172,8982,1157,11940,22079,14066,1188,7500,22754,16387,917,7000,24304,13565,470,5179,19214,7342,135,3398,10875,3495,44,2955,6494,537,6,1114,1657,65448,4233,62853,132534,Fairfield
12703,3,10,3424,3437,150,163,2761,3074,3213,694,3010,6917,5157,468,1548,7173,4582,362,1509,6453,3364,147,1031,4542,2031,50,586,2667,885,14,346,1245,141,4,124,269,19526,1912,14339,35777,19,35,3246,3300,535,260,2405,3200,4490,717,2467,7674,5385,462,1731,7578,4206,332,1846,6384,2946,138,1542,4626,1542,29,1164,2735,525,7,1066,1598,64,3,386,453,19712,1983,15853,37548,22,45,6670,6737,685,423,5166,6274,7703,1411,5477,14591,10542,930,3279,14751,8788,694,3355,12837,6310,285,2573,9168,3573,79,1750,5402,1410,21,1412,2843,205,7,510,722,39238,3895,30192,73325,Liverpool
12801,0,7,2838,2845,69,236,2609,2914,1971,1268,2763,6002,4378,756,1579,6713,4432,483,1652,6567,4078,338,1199,5615,2873,95,705,3673,1978,31,591,2600,488,4,326,818,20267,3218,14262,37747,3,18,2821,2842,148,412,2417,2977,2742,1300,2274,6316,4899,691,1726,7316,4534,510,1915,6959,3883,248,1692,5823,2662,71,1505,4238,1514,11,1919,3444,249,3,1100,1352,20634,3264,17369,41267,3,25,5659,5687,217,648,5026,5891,4713,2568,5037,12318,9277,1447,3305,14029,8966,993,3567,13526,7961,586,2891,11438,5535,166,2210,7911,3492,42,2510,6044,737,7,1426,2170,40901,6482,31631,79014,Cronulla - Miranda - Caringbah
12802,0,8,3705,3713,56,157,3143,3356,2457,816,2309,5582,5152,626,1179,6957,5493,438,1139,7070,4993,274,876,6143,2836,79,505,3420,1193,17,377,1587,248,7,182,437,22428,2422,13415,38265,5,14,3411,3430,148,226,2742,3116,3177,884,1849,5910,5704,637,1418,7759,5782,423,1639,7844,4659,210,1448,6317,2276,71,1186,3533,850,11,1141,2002,107,3,601,711,22708,2479,15435,40622,5,22,7116,7143,204,383,5885,6472,5634,1700,4158,11492,10856,1263,2597,14716,11275,861,2778,14914,9652,484,2324,12460,5112,150,1691,6953,2043,28,1518,3589,355,10,783,1148,45136,4901,28850,78887,Sutherland - Menai - Heathcote
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (NSW)
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA3 (NSW)
20101,3,37,3013,3053,74,424,2650,3148,1855,1183,2103,5141,3276,756,1438,5470,3540,501,1506,5547,3296,281,1125,4702,2138,97,671,2906,1221,13,459,1693,283,0,212,495,15686,3292,13177,32155,3,77,2883,2963,163,630,2476,3269,2352,1183,2090,5625,3580,713,1873,6166,3638,483,2023,6144,3231,229,1781,5241,1932,72,1439,3443,880,6,1503,2389,153,0,763,916,15932,3393,16831,36156,6,114,5896,6016,237,1054,5126,6417,4207,2366,4193,10766,6856,1469,3311,11636,7178,984,3529,11691,6527,510,2906,9943,4070,169,2110,6349,2101,19,1962,4082,436,0,975,1411,31618,6685,30008,68311,Ballarat
20102,0,9,803,812,19,45,385,449,303,225,360,888,882,327,366,1575,1146,264,519,1929,1253,180,551,1984,878,60,313,1251,380,6,178,564,70,0,55,125,4931,1116,3530,9577,6,16,731,753,24,74,268,366,428,281,337,1046,1025,298,459,1782,1244,289,518,2051,1222,158,574,1954,731,32,385,1148,247,4,352,603,37,0,168,205,4964,1152,3792,9908,6,25,1534,1565,43,119,653,815,731,506,697,1934,1907,625,825,3357,2390,553,1037,3980,2475,338,1125,3938,1609,92,698,2399,627,10,530,1167,107,0,223,330,9895,2268,7322,19485,Creswick - Daylesford - Ballan
20103,0,12,717,729,12,63,300,375,262,167,348,777,671,193,371,1235,894,188,502,1584,1138,135,568,1841,915,50,454,1419,449,6,254,709,82,0,78,160,4423,814,3592,8829,3,21,631,655,26,85,270,381,352,187,298,837,778,211,383,1372,990,179,464,1633,1146,110,498,1754,827,38,463,1328,301,6,406,713,31,0,212,243,4454,837,3625,8916,3,33,1348,1384,38,148,570,756,614,354,646,1614,1449,404,754,2607,1884,367,966,3217,2284,245,1066,3595,1742,88,917,2747,750,12,660,1422,113,0,290,403,8877,1651,7217,17745,Maryborough - Pyrenees
20201,3,38,2795,2836,84,397,2184,2665,1695,1109,1911,4715,2852,631,1304,4787,3005,455,1328,4788,3047,218,1118,4383,2018,76,629,2723,1226,20,469,1715,284,0,204,488,14214,2944,11942,29100,7,82,2658,2747,166,602,2085,2853,2154,1090,1948,5192,3058,615,1667,5340,3260,420,1868,5548,2927,191,1673,4791,1881,50,1236,3167,908,11,1314,2233,130,4,686,820,14491,3065,15135,32691,10,120,5453,5583,250,999,4269,5518,3849,2199,3859,9907,5910,1246,2971,10127,6265,875,3196,10336,5974,409,2791,9174,3899,126,1865,5890,2134,31,1783,3948,414,4,890,1308,28705,6009,27077,61791,Bendigo
20202,3,10,1351,1364,17,99,652,768,454,289,544,1287,1444,456,568,2468,1879,393,750,3022,1963,307,797,3067,1406,106,563,2075,647,19,272,938,125,6,108,239,7938,1685,5605,15228,3,24,1215,1242,34,130,551,715,639,353,481,1473,1726,481,650,2857,2067,379,895,3341,1948,235,955,3138,1201,67,706,1974,430,12,634,1076,60,3,311,374,8108,1684,6398,16190,6,34,2566,2606,51,229,1203,1483,1093,642,1025,2760,3170,937,1218,5325,3946,772,1645,6363,3911,542,1752,6205,2607,173,1269,4049,1077,31,906,2014,185,9,419,613,16046,3369,12003,31418,Heathcote - Castlemaine - Kyneton
20203,0,0,296,296,8,19,147,174,135,75,124,334,321,89,176,586,503,75,242,820,583,73,259,915,384,24,199,607,209,3,124,336,47,0,53,100,2190,358,1620,4168,0,3,305,308,10,27,101,138,196,93,111,400,400,82,126,608,558,85,196,839,562,56,173,791,328,13,152,493,160,5,187,352,16,0,84,100,2230,364,1435,4029,0,3,601,604,18,46,248,312,331,168,235,734,721,171,302,1194,1061,160,438,1659,1145,129,432,1706,712,37,351,1100,369,8,311,688,63,0,137,200,4420,722,3055,8197,Loddon - Elmore
20301,0,3,556,559,7,36,287,330,332,146,210,688,829,146,165,1140,856,111,207,1174,806,66,184,1056,458,20,109,587,165,6,59,230,22,0,22,44,3475,534,1799,5808,0,6,493,499,21,59,213,293,452,151,202,805,884,154,151,1189,932,114,218,1264,775,53,202,1030,348,12,116,476,104,4,122,230,12,0,64,76,3528,553,1781,5862,0,9,1049,1058,28,95,500,623,784,297,412,1493,1713,300,316,2329,1788,225,425,2438,1581,119,386,2086,806,32,225,1063,269,10,181,460,34,0,86,120,7003,1087,3580,11670,Barwon - West
20302,0,44,5348,5392,140,633,4450,5223,3422,2069,4274,9765,6319,1326,2873,10518,6660,858,2912,10430,6275,485,2185,8945,4312,159,1246,5717,2599,33,992,3624,577,10,447,1034,30304,5617,24727,60648,4,94,4966,5064,323,928,4024,5275,4403,2135,4020,10558,6811,1235,3454,11500,6908,840,3761,11509,6151,394,3230,9775,3871,102,2546,6519,1877,20,2810,4707,319,3,1519,1841,30667,5751,30330,66748,4,138,10314,10456,463,1561,8474,10498,7825,4204,8294,20323,13130,2561,6327,22018,13568,1698,6673,21939,12426,879,5415,18720,8183,261,3792,12236,4476,53,3802,8331,896,13,1966,2875,60971,11368,55057,127396,Geelong
20303,0,4,1765,1769,21,111,1051,1183,869,554,811,2234,2362,525,655,3542,2493,360,788,3641,2719,266,705,3690,1956,96,420,2472,1099,17,303,1419,268,4,143,415,11787,1937,6641,20365,0,13,1512,1525,48,177,860,1085,1211,596,772,2579,2707,593,911,4211,2583,375,1147,4105,2682,218,1003,3903,1777,73,852,2702,817,6,861,1684,139,3,508,650,11964,2054,8426,22444,0,17,3277,3294,69,288,1911,2268,2080,1150,1583,4813,5069,1118,1566,7753,5076,735,1935,7746,5401,484,1708,7593,3733,169,1272,5174,1916,23,1164,3103,407,7,651,1065,23751,3991,15067,42809,Surf Coast - Bellarine Peninsula
20401,3,6,1372,1381,34,159,798,991,707,444,700,1851,1480,437,662,2579,1903,368,939,3210,2204,252,902,3358,1679,99,626,2404,788,21,377,1186,146,0,125,271,8944,1786,6501,17231,9,27,1302,1338,77,230,524,831,925,472,703,2100,1743,453,777,2973,2156,389,919,3464,2147,216,869,3232,1450,47,717,2214,535,13,761,1309,68,0,348,416,9110,1847,6920,17877,12,33,2674,2719,111,389,1322,1822,1632,916,1403,3951,3223,890,1439,5552,4059,757,1858,6674,4351,468,1771,6590,3129,146,1343,4618,1323,34,1138,2495,214,0,473,687,18054,3633,13421,35108,Upper Goulburn Valley
20402,0,19,1427,1446,27,131,665,823,641,400,724,1765,1439,317,648,2404,1823,263,752,2838,2002,197,734,2933,1407,70,423,1900,809,17,312,1138,189,0,140,329,8337,1414,5825,15576,3,46,1298,1347,54,208,554,816,884,393,698,1975,1622,310,710,2642,2026,273,912,3211,2001,155,763,2919,1225,36,755,2016,609,10,820,1439,91,0,450,541,8515,1431,6960,16906,3,65,2725,2793,81,339,1219,1639,1525,793,1422,3740,3061,627,1358,5046,3849,536,1664,6049,4003,352,1497,5852,2632,106,1178,3916,1418,27,1132,2577,280,0,590,870,16852,2845,12785,32482,Wangaratta - Benalla
20403,0,22,2134,2156,68,278,1143,1489,1052,650,1049,2751,2253,534,880,3667,2678,461,1052,4191,2702,290,913,3905,1765,101,507,2373,890,19,328,1237,188,3,137,328,11596,2358,8143,22097,4,58,1856,1918,127,370,890,1387,1425,708,1035,3168,2599,531,1103,4233,2869,463,1240,4572,2635,208,1020,3863,1511,76,911,2498,608,10,831,1449,87,0,409,496,11865,2424,9295,23584,4,80,3990,4074,195,648,2033,2876,2477,1358,2084,5919,4852,1065,1983,7900,5547,924,2292,8763,5337,498,1933,7768,3276,177,1418,4871,1498,29,1159,2686,275,3,546,824,23461,4782,17438,45681,Wodonga - Alpine
20501,0,6,1481,1487,37,156,848,1041,799,481,657,1937,1463,335,577,2375,1828,252,652,2732,1879,162,522,2563,1361,54,373,1788,674,5,231,910,110,0,93,203,8151,1451,5434,15036,3,32,1372,1407,73,256,688,1017,1068,442,669,2179,1675,358,640,2673,1974,249,760,2983,1811,136,757,2704,1186,34,568,1788,444,7,608,1059,44,0,316,360,8278,1514,6378,16170,3,38,2853,2894,110,412,1536,2058,1867,923,1326,4116,3138,693,1217,5048,3802,501,1412,5715,3690,298,1279,5267,2547,88,941,3576,1118,12,839,1969,154,0,409,563,16429,2965,11812,31206,Baw Baw
20502,6,14,1220,1240,38,148,545,731,492,381,560,1433,1089,337,578,2004,1521,309,683,2513,1906,268,778,2952,1772,99,552,2423,885,31,343,1259,181,3,151,335,7890,1590,5410,14890,0,52,1007,1059,74,202,436,712,709,401,572,1682,1297,369,674,2340,1699,325,777,2801,2031,231,760,3022,1525,70,708,2303,592,15,769,1376,87,3,353,443,8014,1668,6056,15738,6,66,2227,2299,112,350,981,1443,1201,782,1132,3115,2386,706,1252,4344,3220,634,1460,5314,3937,499,1538,5974,3297,169,1260,4726,1477,46,1112,2635,268,6,504,778,15904,3258,11466,30628,Gippsland - East
20503,6,5,1455,1466,22,188,855,1065,785,610,888,2283,1819,483,775,3077,2042,397,966,3405,2510,253,958,3721,2121,120,641,2882,1144,29,431,1604,223,0,180,403,10672,2085,7149,19906,6,39,1376,1421,70,285,614,969,1079,595,682,2356,1989,470,837,3296,2212,424,1068,3704,2593,230,1113,3936,1893,83,940,2916,792,16,982,1790,108,3,483,594,10742,2145,8095,20982,12,44,2831,2887,92,473,1469,2034,1864,1205,1570,4639,3808,953,1612,6373,4254,821,2034,7109,5103,483,2071,7657,4014,203,1581,5798,1936,45,1413,3394,331,3,663,997,21414,4230,15244,40888,Gippsland - South West
20504,0,35,2339,2374,59,374,1540,1973,1287,870,1446,3603,2139,591,1129,3859,2732,410,1375,4517,2754,264,1042,4060,1833,75,650,2558,1001,23,428,1452,197,0,157,354,12002,2642,10106,24750,4,83,2254,2341,131,545,1436,2112,1691,875,1519,4085,2457,585,1335,4377,3032,401,1457,4890,2684,223,1282,4189,1591,60,1070,2721,688,8,1009,1705,82,3,469,554,12360,2783,11831,26974,4,118,4593,4715,190,919,2976,4085,2978,1745,2965,7688,4596,1176,2464,8236,5764,811,2832,9407,5438,487,2324,8249,3424,135,1720,5279,1689,31,1437,3157,279,3,626,908,24362,5425,21937,51724,Latrobe Valley
20505,0,12,1362,1374,31,177,642,850,705,421,616,1742,1202,317,479,1998,1591,228,648,2467,1861,168,671,2700,1179,55,389,1623,621,17,271,909,120,3,101,224,7310,1398,5179,13887,0,55,1160,1215,74,241,507,822,935,433,638,2006,1465,301,619,2385,1796,248,712,2756,1829,133,680,2642,1017,52,614,1683,413,4,623,1040,72,3,323,398,7601,1470,5876,14947,0,67,2522,2589,105,418,1149,1672,1640,854,1254,3748,2667,618,1098,4383,3387,476,1360,5223,3690,301,1351,5342,2196,107,1003,3306,1034,21,894,1949,192,6,424,622,14911,2868,11055,28834,Wellington
20601,0,11,1485,1496,83,244,2784,3111,2007,1620,4378,8005,3175,1015,1822,6012,2250,525,1339,4114,1685,257,920,2862,1307,44,571,1922,1043,16,430,1489,231,0,201,432,11781,3732,13930,29443,13,21,1455,1489,214,330,2924,3468,2495,1807,4043,8345,3210,965,2069,6244,2314,509,1703,4526,1624,209,1332,3165,1236,24,1016,2276,710,6,1132,1848,96,0,522,618,11912,3871,16196,31979,13,32,2940,2985,297,574,5708,6579,4502,3427,8421,16350,6385,1980,3891,12256,4564,1034,3042,8640,3309,466,2252,6027,2543,68,1587,4198,1753,22,1562,3337,327,0,723,1050,23693,7603,30126,61422,Brunswick - Coburg
20602,0,3,927,930,35,98,1175,1308,1063,969,2222,4254,2080,725,1188,3993,1508,428,904,2840,990,195,645,1830,771,40,375,1186,653,7,284,944,136,4,119,259,7236,2469,7839,17544,0,9,860,869,79,175,1239,1493,1285,1115,2412,4812,2256,744,1388,4388,1503,479,1128,3110,966,201,834,2001,756,16,618,1390,427,3,665,1095,56,0,345,401,7328,2742,9489,19559,0,12,1787,1799,114,273,2414,2801,2348,2084,4634,9066,4336,1469,2576,8381,3011,907,2032,5950,1956,396,1479,3831,1527,56,993,2576,1080,10,949,2039,192,4,464,660,14564,5211,17328,37103,Darebin - South
20603,0,3,1567,1570,47,150,1894,2091,1427,966,2259,4652,2597,512,1090,4199,2430,291,1023,3744,1837,178,780,2795,892,38,450,1380,638,11,312,961,203,0,152,355,10071,2149,9527,21747,0,12,1549,1561,123,242,1897,2262,1826,1000,2181,5007,2770,435,1398,4603,2387,294,1284,3965,1689,124,1099,2912,810,25,795,1630,439,5,934,1378,115,0,521,636,10159,2137,11658,23954,0,15,3116,3131,170,392,3791,4353,3253,1966,4440,9659,5367,947,2488,8802,4817,585,2307,7709,3526,302,1879,5707,1702,63,1245,3010,1077,16,1246,2339,318,0,673,991,20230,4286,21185,45701,Essendon
20604,3,29,1874,1906,144,731,6255,7130,2675,2798,6842,12315,1925,930,2003,4858,1352,466,1278,3096,1407,285,955,2647,904,88,499,1491,344,23,258,625,74,3,64,141,8828,5353,20028,34209,16,53,2125,2194,277,951,7218,8446,3076,2636,6535,12247,1830,670,1920,4420,1422,332,1474,3228,1371,153,1245,2769,684,47,676,1407,202,6,457,665,40,3,212,255,8918,4851,21862,35631,19,82,3999,4100,421,1682,13473,15576,5751,5434,13377,24562,3755,1600,3923,9278,2774,798,2752,6324,2778,438,2200,5416,1588,135,1175,2898,546,29,715,1290,114,6,276,396,17746,10204,41890,69840,Melbourne City
20605,4,3,1073,1080,76,373,2095,2544,2136,3167,5270,10573,2908,1738,2934,7580,2043,844,1947,4834,1821,430,1464,3715,1232,138,795,2165,617,26,470,1113,157,7,159,323,10994,6726,16207,33927,3,27,1044,1074,153,618,2324,3095,2716,3211,5549,11476,2958,1305,3417,7680,2016,601,2344,4961,1780,271,1857,3908,1029,74,1088,2191,394,13,849,1256,66,0,429,495,11115,6120,18901,36136,7,30,2117,2154,229,991,4419,5639,4852,6378,10819,22049,5866,3043,6351,15260,4059,1445,4291,9795,3601,701,3321,7623,2261,212,1883,4356,1011,39,1319,2369,223,7,588,818,22109,12846,35108,70063,Port Phillip
20702,0,3,2703,2706,43,82,2596,2721,1511,380,2506,4397,3562,333,1217,5112,4192,272,977,5441,3825,152,626,4603,3739,67,472,4278,2116,16,417,2549,378,4,191,573,19366,1309,11705,32380,3,9,2483,2495,117,125,2368,2610,2039,419,2055,4513,4098,320,1378,5796,4475,236,1457,6168,4124,132,1302,5558,3351,42,1335,4728,1283,5,1440,2728,159,0,665,824,19649,1288,14483,35420,3,12,5186,5201,160,207,4964,5331,3550,799,4561,8910,7660,653,2595,10908,8667,508,2434,11609,7949,284,1928,10161,7090,109,1807,9006,3399,21,1857,5277,537,4,856,1397,39015,2597,26188,67800,Manningham - West
20703,0,8,2728,2736,78,228,3692,3998,2045,726,3026,5797,4140,433,1264,5837,4022,353,1220,5595,3035,193,930,4158,2229,68,552,2849,1777,24,500,2301,443,0,348,791,17769,2033,14260,34062,0,17,2754,2771,168,307,3388,3863,2598,746,2433,5777,4653,429,1533,6615,4001,289,1915,6205,2926,194,1722,4842,2128,42,1482,3652,1309,10,1847,3166,226,0,1089,1315,18009,2034,18163,38206,0,25,5482,5507,246,535,7080,7861,4643,1472,5459,11574,8793,862,2797,12452,8023,642,3135,11800,5961,387,2652,9000,4357,110,2034,6501,3086,34,2347,5467,669,0,1437,2106,35778,4067,32423,72268,Whitehorse - West
20801,0,3,2869,2872,12,86,2177,2275,946,587,1560,3093,4166,628,913,5707,4754,459,1084,6297,3835,366,941,5142,2470,140,567,3177,1396,40,442,1878,441,14,336,791,18020,2323,10889,31232,3,4,2580,2587,26,138,1951,2115,1415,678,1312,3405,4968,660,1239,6867,4955,474,1698,7127,3603,313,1665,5581,2176,88,1350,3614,1047,17,1469,2533,253,3,1206,1462,18446,2375,14470,35291,3,7,5449,5459,38,224,4128,4390,2361,1265,2872,6498,9134,1288,2152,12574,9709,933,2782,13424,7438,679,2606,10723,4646,228,1917,6791,2443,57,1911,4411,694,17,1542,2253,36466,4698,25359,66523,Bayside
20803,3,13,3017,3033,53,208,2566,2827,2253,1331,2596,6180,5268,986,1766,8020,4572,610,1817,6999,3608,353,1358,5319,2419,121,850,3390,1605,33,607,2245,439,8,350,797,20220,3663,14927,38810,7,26,2752,2785,127,352,2160,2639,3059,1414,2257,6730,5685,945,2141,8771,4586,542,2300,7428,3426,306,2202,5934,2147,84,1761,3992,1203,23,1885,3111,222,3,1052,1277,20462,3695,18510,42667,10,39,5769,5818,180,560,4726,5466,5312,2745,4853,12910,10953,1931,3907,16791,9158,1152,4117,14427,7034,659,3560,11253,4566,205,2611,7382,2808,56,2492,5356,661,11,1402,2074,40682,7358,33437,81477,Kingston
20804,0,5,1061,1066,15,92,1479,1586,836,469,1362,2667,1689,208,494,2391,1724,170,393,2287,1361,92,386,1839,899,32,228,1159,489,7,178,674,139,0,98,237,7152,1075,5679,13906,0,11,1078,1089,59,135,1507,1701,1007,441,1282,2730,1906,199,641,2746,1775,132,690,2597,1337,75,703,2115,758,18,521,1297,347,0,551,898,77,0,352,429,7266,1011,7325,15602,0,16,2139,2155,74,227,2986,3287,1843,910,2644,5397,3595,407,1135,5137,3499,302,1083,4884,2698,167,1089,3954,1657,50,749,2456,836,7,729,1572,216,0,450,666,14418,2086,13004,29508,Stonnington - East
