SA4_MAIN11,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total,SA4_NAME11
201,0,60,4535,4595,98,532,3337,3967,2420,1577,2812,6809,4827,1271,2181,8279,5581,953,2526,9060,5689,594,2243,8526,3932,207,1438,5577,2053,27,888,2968,437,8,338,783,25037,5229,20298,50564,9,114,4244,4367,216,790,3014,4020,3129,1652,2727,7508,5382,1225,2716,9323,5876,945,3006,9827,5601,495,2853,8949,3490,145,2285,5920,1426,14,2264,3704,223,0,1139,1362,25352,5380,24248,54980,9,174,8779,8962,314,1322,6351,7987,5549,3229,5539,14317,10209,2496,4897,17602,11457,1898,5532,18887,11290,1089,5096,17475,7422,352,3723,11497,3479,41,3152,6672,660,8,1477,2145,50389,10609,44546,105544,Ballarat
202,3,51,4444,4498,105,516,2984,3605,2286,1471,2578,6335,4621,1172,2046,7839,5386,926,2322,8634,5596,593,2176,8365,3802,206,1390,5398,2083,42,867,2992,458,10,361,829,24340,4987,19168,48495,6,111,4176,4293,213,757,2737,3707,2988,1536,2544,7068,5182,1183,2444,8809,5887,884,2958,9729,5437,486,2798,8721,3415,129,2093,5637,1497,25,2134,3656,205,3,1084,1292,24830,5114,22968,52912,9,162,8620,8791,318,1273,5721,7312,5274,3007,5122,13403,9803,2355,4490,16648,11273,1810,5280,18363,11033,1079,4974,17086,7217,335,3483,11035,3580,67,3001,6648,663,13,1445,2121,49170,10101,42136,101407,Bendigo
203,0,48,7671,7719,172,777,5789,6738,4620,2770,5301,12691,9510,2002,3687,15199,10009,1330,3910,15249,9800,813,3075,13688,6725,272,1775,8772,3863,60,1348,5271,869,12,611,1492,45568,8084,33167,86819,7,115,6971,7093,392,1169,5097,6658,6065,2880,4991,13936,10402,1978,4521,16901,10420,1328,5127,16875,9610,664,4436,14710,5995,191,3514,9700,2799,27,3789,6615,470,9,2090,2569,46160,8361,40536,95057,7,163,14642,14812,564,1946,10886,13396,10685,5650,10292,26627,19912,3980,8208,32100,20429,2658,9037,32124,19410,1477,7511,28398,12720,463,5289,18472,6662,87,5137,11886,1339,21,2701,4061,91728,16445,73703,181876,Geelong
204,3,47,4933,4983,126,569,2606,3301,2401,1493,2475,6369,5169,1291,2188,8648,6406,1092,2745,10243,6908,738,2549,10195,4852,271,1559,6682,2489,55,1015,3559,524,4,399,927,28878,5560,20469,54907,15,130,4456,4601,260,804,1972,3036,3237,1572,2432,7241,5965,1292,2593,9850,7052,1121,3072,11245,6782,583,2646,10011,4184,161,2381,6726,1750,35,2411,4196,244,0,1211,1455,29489,5698,23174,58361,18,177,9389,9584,386,1373,4578,6337,5638,3065,4907,13610,11134,2583,4781,18498,13458,2213,5817,21488,13690,1321,5195,20206,9036,432,3940,13408,4239,90,3426,7755,768,4,1610,2382,58367,11258,43643,113268,Hume
205,9,80,7855,7944,192,1036,4429,5657,4066,2761,4169,10996,7711,2066,3535,13312,9718,1594,4323,15635,10908,1115,3968,15991,8269,396,2608,11273,4324,107,1708,6139,828,11,681,1520,46025,9166,33276,88467,11,258,7174,7443,423,1532,3675,5630,5488,2747,4077,12312,8885,2082,4106,15073,10714,1646,4773,17133,10947,954,4598,16499,7210,301,3900,11411,2927,49,3988,6964,391,7,1946,2344,46996,9576,38237,94809,20,338,15029,15387,615,2568,8104,11287,9554,5508,8246,23308,16596,4148,7641,28385,20432,3240,9096,32768,21855,2069,8566,32490,15479,697,6508,22684,7251,156,5696,13103,1219,18,2627,3864,93021,18742,71513,183276,Latrobe - Gippsland
206,11,58,8718,8787,442,2088,18002,20532,11915,13582,29255,54752,16352,6886,12562,35800,12498,3589,8855,24942,10434,1933,6473,18840,7183,541,3707,11431,4532,120,2382,7034,1145,20,924,2089,64512,28817,90878,184207,35,151,9018,9204,1021,3044,20045,24110,14817,13913,29473,58203,16795,5577,14051,36423,12486,2925,10744,26155,10194,1385,8976,20555,6362,289,6001,12652,3007,57,5602,8666,517,4,2825,3346,65234,27345,106735,199314,46,209,17736,17991,1463,5132,38047,44642,26732,27495,58728,112955,33147,12463,26613,72223,24984,6514,19599,51097,20628,3318,15449,39395,13545,830,9708,24083,7539,177,7984,15700,1662,24,3749,5435,129746,56162,197613,383521,Melbourne - Inner
207,3,28,10890,10921,203,564,11792,12559,6057,2797,10537,19391,14156,1596,4113,19865,16154,1273,3769,21196,13152,765,2890,16807,9635,313,1858,11806,6023,80,1556,7659,1488,9,933,2430,66871,7425,48338,122634,7,43,10372,10422,465,821,10909,12195,7871,2858,8872,19601,16512,1558,5204,23274,16812,1134,6090,24036,13020,673,5573,19266,8683,171,4865,13719,4087,33,5580,9700,719,0,3347,4066,68176,7291,60812,136279,10,71,21262,21343,668,1385,22701,24754,13928,5655,19409,38992,30668,3154,9317,43139,32966,2407,9859,45232,26172,1438,8463,36073,18318,484,6723,25525,10110,113,7136,17359,2207,9,4280,6496,135047,14716,109150,258913,Melbourne - Inner East
208,3,37,10564,10604,212,681,10345,11238,7588,3767,10304,21659,17560,2843,5239,25642,16815,1911,5173,23899,13458,1210,4368,19036,8469,400,2602,11471,5353,120,1960,7433,1640,33,1244,2917,71098,11002,51799,133899,27,63,9704,9794,539,1042,9380,10961,9909,4001,8691,22601,19585,2768,6608,28961,17080,1749,7304,26133,12633,1007,7031,20671,7456,265,5508,13229,4028,61,6116,10205,831,16,4219,5066,72088,10972,64561,147621,30,100,20268,20398,751,1723,19725,22199,17497,7768,18995,44260,37145,5611,11847,54603,33895,3660,12477,50032,26091,2217,11399,39707,15925,665,8110,24700,9381,181,8076,17638,2471,49,5463,7983,143186,21974,116360,281520,Melbourne - Inner South
209,7,46,13383,13436,409,791,13449,14649,11105,4219,13508,28832,19930,3229,7051,30210,18858,2022,6067,26947,16398,1027,4362,21787,10624,279,2329,13232,5523,64,1756,7343,1115,10,814,1939,83969,11687,62719,158375,39,91,12713,12843,1115,1254,11845,14214,14434,4470,10851,29755,21062,3185,7959,32206,19254,1942,8158,29354,15781,821,6729,23331,8881,189,5116,14186,3675,43,5284,9002,519,3,2468,2990,84760,11998,71123,167881,46,137,26096,26279,1524,2045,25294,28863,25539,8689,24359,58587,40992,6414,15010,62416,38112,3964,14225,56301,32179,1848,11091,45118,19505,468,7445,27418,9198,107,7040,16345,1634,13,3282,4929,168729,23685,133842,326256,Melbourne - North East
210,12,22,10752,10786,408,476,9586,10470,8390,2599,9378,20367,14193,1983,5128,21304,13928,1348,4501,19777,10829,658,3144,14631,7861,178,1770,9809,4420,46,1329,5795,835,11,546,1392,60876,7321,46134,114331,58,54,10199,10311,1238,804,7742,9784,10781,2734,7154,20669,15121,1913,5874,22908,13694,1201,5934,20829,10698,533,4646,15877,6606,116,3851,10573,2906,31,4107,7044,340,3,1741,2084,61442,7389,51248,120079,70,76,20951,21097,1646,1280,17328,20254,19171,5333,16532,41036,29314,3896,11002,44212,27622,2549,10435,40606,21527,1191,7790,30508,14467,294,5621,20382,7326,77,5436,12839,1175,14,2287,3476,122318,14710,97382,234410,Melbourne - North West
211,4,49,16091,16144,340,970,13440,14750,10141,4808,11840,26789,20722,3839,6981,31542,22788,2521,6686,31995,20254,1471,4920,26645,12579,446,2942,15967,5932,81,1931,7944,1208,5,890,2103,93968,14190,65721,173879,16,130,15326,15472,796,1530,11586,13912,13230,5078,9369,27677,22949,3682,8031,34662,23381,2475,8734,34590,19482,1214,8211,28907,10473,299,6356,17128,4061,53,5773,9887,633,5,2850,3488,95021,14466,76236,185723,20,179,31417,31616,1136,2500,25026,28662,23371,9886,21209,54466,43671,7521,15012,66204,46169,4996,15420,66585,39736,2685,13131,55552,23052,745,9298,33095,9993,134,7704,17831,1841,10,3740,5591,188989,28656,141957,359602,Melbourne - Outer East
212,18,73,22525,22616,894,1426,21650,23970,18482,5671,21268,45421,29758,3990,10412,44160,28864,2667,8934,40465,23305,1417,6422,31144,15687,435,3755,19877,8405,119,2565,11089,1585,20,1045,2650,126998,15818,98576,241392,86,155,20462,20703,2375,2323,17218,21916,24302,5731,15259,45292,31829,3786,11400,47015,28018,2620,11283,41921,21964,1130,9807,32901,13299,285,7835,21419,5487,70,7522,13079,717,15,3359,4091,128077,16115,104145,248337,104,228,42987,43319,3269,3749,38868,45886,42784,11402,36527,90713,61587,7776,21812,91175,56882,5287,20217,82386,45269,2547,16229,64045,28986,720,11590,41296,13892,189,10087,24168,2302,35,4404,6741,255075,31933,202721,489729,Melbourne - South East
213,24,84,18897,19005,810,1554,18355,20719,19606,6939,21323,47868,28717,5116,11210,45043,24436,2923,9048,36407,19586,1385,6615,27586,11246,366,3221,14833,5181,78,1993,7252,964,12,848,1824,110570,18457,91510,220537,82,209,17732,18023,2336,2311,14990,19637,25347,7292,16648,49287,29423,4638,12963,47024,23732,2635,11351,37718,18093,1065,8992,28150,8743,209,6122,15074,3443,50,5789,9282,449,9,2540,2998,111648,18418,97127,227193,106,293,36629,37028,3146,3865,33345,40356,44953,14231,37971,97155,58140,9754,24173,92067,48168,5558,20399,74125,37679,2450,15607,55736,19989,575,9343,29907,8624,128,7782,16534,1413,21,3388,4822,222218,36875,188637,447730,Melbourne - West
214,3,56,8168,8227,159,770,5977,6906,4473,3103,5336,12912,9768,2578,4319,16665,10400,1781,4491,16672,9905,1034,3543,14482,7644,446,2348,10438,4419,114,1653,6186,1027,12,743,1782,47798,9894,36578,94270,12,109,7514,7635,361,1243,5015,6619,5988,3236,4845,14069,10863,2507,5131,18501,10704,1707,5530,17941,9823,939,5381,16143,6944,312,4566,11822,3188,73,4132,7393,510,7,2141,2658,48393,10133,44255,102781,15,165,15682,15862,520,2013,10992,13525,10461,6339,10181,26981,20631,5085,9450,35166,21104,3488,10021,34613,19728,1973,8924,30625,14588,758,6914,22260,7607,187,5785,13579,1537,19,2884,4440,96191,20027,80833,197051,Mornington Peninsula
215,4,69,4581,4654,145,644,2567,3356,2379,1391,2539,6309,4710,984,2149,7843,6056,765,2671,9492,6081,473,2343,8897,4355,168,1571,6094,2657,53,1083,3793,590,10,447,1047,26977,4557,19951,51485,15,178,4092,4285,278,880,1942,3100,3222,1378,2307,6907,5415,1001,2332,8748,6411,735,2556,9702,5945,383,2261,8589,3964,120,2226,6310,1827,34,2700,4561,295,4,1384,1683,27372,4713,21800,53885,19,247,8673,8939,423,1524,4509,6456,5601,2769,4846,13216,10125,1985,4481,16591,12467,1500,5227,19194,12026,856,4604,17486,8319,288,3797,12404,4484,87,3783,8354,885,14,1831,2730,54349,9270,41751,105370,North West
216,3,52,4091,4146,119,466,2122,2707,2158,1199,2101,5458,4322,888,1923,7133,5072,703,2069,7844,4971,390,1686,7047,3623,197,1196,5016,2031,36,779,2846,439,7,317,763,22738,3938,16284,42960,8,109,3705,3822,303,656,1767,2726,2889,1239,2055,6183,4786,867,2043,7696,5270,662,2164,8096,4914,359,1926,7199,3189,119,1628,4936,1438,31,1902,3371,216,5,935,1156,23013,4047,18125,45185,11,161,7796,7968,422,1122,3889,5433,5047,2438,4156,11641,9108,1755,3966,14829,10342,1365,4233,15940,9885,749,3612,14246,6812,316,2824,9952,3469,67,2681,6217,655,12,1252,1919,45751,7985,34409,88145,Shepparton
217,0,39,3970,4009,94,485,2123,2702,1895,1281,2042,5218,4129,878,1691,6698,5051,719,2084,7854,5189,442,1740,7371,3394,146,1102,4642,1868,38,821,2727,398,4,327,729,22018,4032,15900,41950,7,116,3499,3622,205,694,1641,2540,2571,1268,1768,5607,4645,878,1795,7318,5321,702,2230,8253,4977,359,1879,7215,2973,96,1788,4857,1333,17,2068,3418,198,3,1057,1258,22230,4133,17725,44088,7,155,7469,7631,299,1179,3764,5242,4466,2549,3810,10825,8774,1756,3486,14016,10372,1421,4314,16107,10166,801,3619,14586,6367,242,2890,9499,3201,55,2889,6145,596,7,1384,1987,44248,8165,33625,86038,Warrnambool and South West
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Vic.)
301,0,43,7068,7111,184,731,4707,5622,4103,2428,4069,10600,9034,1790,2835,13659,9639,1382,2827,13848,8466,777,2428,11671,5348,263,1437,7048,2558,73,979,3610,634,13,466,1113,39966,7500,26816,74282,18,131,6662,6811,419,1097,4046,5562,5557,2470,3608,11635,10165,1855,3454,15474,10049,1333,3839,15221,8094,631,3544,12269,4524,195,2806,7525,1817,34,2668,4519,291,11,1396,1698,40934,7757,32023,80714,18,174,13730,13922,603,1828,8753,11184,9660,4898,7677,22235,19199,3645,6289,29133,19688,2715,6666,29069,16560,1408,5972,23940,9872,458,4243,14573,4375,107,3647,8129,925,24,1862,2811,80900,15257,58839,154996,Brisbane - East
302,3,47,5550,5600,226,857,4822,5905,4657,2875,5557,13089,7794,1821,3372,12987,7044,1022,3234,11300,6093,588,2570,9251,4041,176,1426,5643,2653,44,981,3678,623,6,484,1113,33134,7436,27996,68566,11,138,5239,5388,475,1214,4404,6093,5986,2942,4641,13569,8469,1699,3894,14062,7165,1027,3996,12188,5696,464,3723,9883,3789,120,2938,6847,1918,27,3069,5014,313,7,1713,2033,33822,7638,33617,75077,14,185,10789,10988,701,2071,9226,11998,10643,5817,10198,26658,16263,3520,7266,27049,14209,2049,7230,23488,11789,1052,6293,19134,7830,296,4364,12490,4571,71,4050,8692,936,13,2197,3146,66956,15074,61613,143643,Brisbane - North
303,7,68,9619,9694,491,1179,11363,13033,8759,4346,11615,24720,13496,2351,5281,21128,12269,1404,4240,17913,10006,738,3341,14085,6180,211,1840,8231,3281,56,1204,4541,786,11,576,1373,55275,10364,49079,114718,32,154,9326,9512,1006,1769,10130,12905,11093,4427,9423,24943,14505,2245,5783,22533,12268,1300,5858,19426,9389,566,5127,15082,5134,139,3697,8970,2327,27,3820,6174,382,6,2026,2414,56136,10633,55190,121959,39,222,18945,19206,1497,2948,21493,25938,19852,8773,21038,49663,28001,4596,11064,43661,24537,2704,10098,37339,19395,1304,8468,29167,11314,350,5537,17201,5608,83,5024,10715,1168,17,2602,3787,111411,20997,104269,236677,Brisbane - South
304,3,29,5766,5798,137,541,6157,6835,3468,1783,4548,9799,7746,1156,1925,10827,7555,745,1686,9986,6584,447,1362,8393,4068,135,726,4929,1889,23,508,2420,447,4,264,715,31897,4863,22942,59702,4,62,5537,5603,275,772,5728,6775,4627,1865,3674,10166,8648,1151,2404,12203,7981,687,2675,11343,6327,344,2489,9160,3291,88,1859,5238,1334,11,1760,3105,240,0,1096,1336,32727,4980,27222,64929,7,91,11303,11401,412,1313,11885,13610,8095,3648,8222,19965,16394,2307,4329,23030,15536,1432,4361,21329,12911,791,3851,17553,7359,223,2585,10167,3223,34,2268,5525,687,4,1360,2051,64624,9843,50164,124631,Brisbane - West
305,0,69,4839,4908,194,1182,8443,9819,5080,5393,12075,22548,8262,2467,5088,15817,6865,1338,3872,12075,5277,742,3034,9053,2827,200,1565,4592,1381,32,839,2252,348,9,364,721,30234,11432,40119,81785,11,152,5097,5260,515,1775,8872,11162,6471,5361,10515,22347,8734,2059,5000,15793,6938,1098,4215,12251,4808,564,3772,9144,2306,101,2278,4685,974,18,2019,3011,153,6,1298,1457,30910,11134,43066,85110,11,221,9936,10168,709,2957,17315,20981,11551,10754,22590,44895,16996,4526,10088,31610,13803,2436,8087,24326,10085,1306,6806,18197,5133,301,3843,9277,2355,50,2858,5263,501,15,1662,2178,61144,22566,83185,166895,Brisbane Inner City
306,3,129,6445,6577,190,963,3701,4854,3422,3021,4566,11009,7168,2544,3996,13708,7854,1902,4380,14136,7441,1090,3729,12260,4988,370,2287,7645,2280,73,1090,3443,414,11,365,790,33760,10103,30559,74422,20,324,5978,6322,451,1430,3463,5344,4994,3362,4670,13026,8551,2524,4639,15714,8504,1806,4787,15097,7186,847,3872,11905,4059,216,2744,7019,1378,42,2118,3538,182,0,1006,1188,35325,10551,33277,79153,23,453,12423,12899,641,2393,7164,10198,8416,6383,9236,24035,15719,5068,8635,29422,16358,3708,9167,29233,14627,1937,7601,24165,9047,586,5031,14664,3658,115,3208,6981,596,11,1371,1978,69085,20654,63836,153575,Cairns
307,0,110,3324,3434,165,603,1769,2537,2266,1166,1761,5193,4256,934,1609,6799,4759,703,1912,7374,4910,446,1746,7102,3628,173,1280,5081,1746,46,777,2569,300,8,270,578,22030,4189,14448,40667,15,244,2908,3167,334,769,1365,2468,3039,1277,1735,6051,4890,906,1587,7383,5118,705,1687,7510,4845,350,1628,6823,3140,113,1642,4895,1065,25,1491,2581,124,0,688,812,22570,4389,14731,41690,15,354,6232,6601,499,1372,3134,5005,5305,2443,3496,11244,9146,1840,3196,14182,9877,1408,3599,14884,9755,796,3374,13925,6768,286,2922,9976,2811,71,2268,5150,424,8,958,1390,44600,8578,29179,82357,Darling Downs - Maranoa
308,14,127,6452,6593,295,1275,3933,5503,4719,2969,4129,11817,7641,1821,3061,12523,8176,1364,3375,12915,7151,692,2735,10578,4273,246,1603,6122,2003,63,955,3021,315,4,287,606,34587,8561,26530,69678,34,342,5615,5991,667,1852,3000,5519,6257,2956,3358,12571,8587,1796,2992,13375,8905,1379,3033,13317,6640,595,2461,9696,3649,186,2188,6023,1341,25,1977,3343,136,7,864,1007,36216,9138,25488,70842,48,469,12067,12584,962,3127,6933,11022,10976,5925,7487,24388,16228,3617,6053,25898,17081,2743,6408,26232,13791,1287,5196,20274,7922,432,3791,12145,3344,88,2932,6364,451,11,1151,1613,70803,17699,52018,140520,Fitzroy
309,12,164,14914,15090,446,2072,12012,14530,9702,7403,12495,29600,18783,4876,8586,32245,18525,3098,7701,29324,17459,2032,6316,25807,12963,847,4079,17889,6448,224,2432,9104,1564,49,1126,2739,85902,20765,69661,176328,40,419,14034,14493,1032,3391,11158,15581,13019,7496,11436,31951,21025,4560,9762,35347,19503,3099,10555,33157,17066,1633,9402,28101,10996,540,7401,18937,4418,121,6215,10754,758,13,3150,3921,87857,21272,83113,192242,52,583,28948,29583,1478,5463,23170,30111,22721,14899,23931,61551,39808,9436,18348,67592,38028,6197,18256,62481,34525,3665,15718,53908,23959,1387,11480,36826,10866,345,8647,19858,2322,62,4276,6660,173759,42037,152774,368570,Gold Coast
310,16,165,9381,9562,501,1541,6149,8191,6842,3797,6243,16882,10437,2671,4687,17795,10585,1562,4531,16678,8905,792,3318,13015,5711,270,1986,7967,2517,58,1054,3629,461,8,408,877,45975,10864,37757,94596,45,416,8889,9350,1049,2145,5355,8549,8890,3871,5824,18585,11442,2463,5533,19438,10607,1553,5182,17342,8319,627,4270,13216,4768,185,3290,8243,1667,26,2694,4387,212,4,1256,1472,46999,11290,42293,100582,61,581,18270,18912,1550,3686,11504,16740,15732,7668,12067,35467,21879,5134,10220,37233,21192,3115,9713,34020,17224,1419,7588,26231,10479,455,5276,16210,4184,84,3748,8016,673,12,1664,2349,92974,22154,80050,195178,Ipswich
311,15,152,10617,10784,536,1477,7066,9079,6785,4021,7022,17828,10994,2861,4701,18556,11136,1728,4254,17118,10384,913,3192,14489,6049,301,1943,8293,2200,61,922,3183,375,11,340,726,48474,11525,40057,100056,39,364,9707,10110,1019,2151,5976,9146,8855,4123,6208,19186,11904,2669,5637,20210,11617,1658,5305,18580,9808,790,4571,15169,4556,175,3234,7965,1388,29,2243,3660,190,3,939,1132,49376,11962,43820,105158,54,516,20324,20894,1555,3628,13042,18225,15640,8144,13230,37014,22898,5530,10338,38766,22753,3386,9559,35698,20192,1703,7763,29658,10605,476,5177,16258,3588,90,3165,6843,565,14,1279,1858,97850,23487,83877,205214,Logan - Beaudesert
312,6,89,4890,4985,189,958,3131,4278,3740,2474,3481,9695,6134,1656,2554,10344,6504,1157,2759,10420,5452,588,2013,8053,3153,191,1179,4523,1393,39,630,2062,243,8,185,436,26814,7160,20822,54796,8,291,4210,4509,513,1528,2251,4292,5186,2545,2484,10215,7047,1641,2101,10789,7139,1129,2202,10470,5173,491,1724,7388,2570,138,1469,4177,936,24,1408,2368,119,0,560,679,28691,7787,18409,54887,14,380,9100,9494,702,2486,5382,8570,8926,5019,5965,19910,13181,3297,4655,21133,13643,2286,4961,20890,10625,1079,3737,15441,5723,329,2648,8700,2329,63,2038,4430,362,8,745,1115,55505,14947,39231,109683,Mackay
313,3,133,6939,7075,304,967,3992,5263,3825,2480,3903,10208,7126,1964,3383,12473,7817,1295,3338,12450,8126,845,2728,11699,6294,380,1980,8654,3075,85,1311,4471,597,15,551,1163,37167,8164,28125,73456,18,312,6372,6702,584,1404,3509,5497,5073,2556,4031,11660,8102,1879,4262,14243,8261,1292,4073,13626,8280,733,3804,12817,5405,278,3448,9131,2073,53,2993,5119,286,9,1371,1666,38082,8516,33863,80461,21,445,13311,13777,888,2371,7501,10760,8898,5036,7934,21868,15228,3843,7645,26716,16078,2587,7411,26076,16406,1578,6532,24516,11699,658,5428,17785,5148,138,4304,9590,883,24,1922,2829,75249,16680,61988,153917,Moreton Bay - North
314,3,54,5789,5846,274,750,3662,4686,4445,2157,3148,9750,8672,1575,2202,12449,7735,924,1863,10522,6439,438,1307,8184,3689,129,715,4533,1236,16,397,1649,239,0,183,422,32732,6043,19266,58041,17,159,5578,5754,524,1052,3076,4652,5755,2224,2827,10806,9368,1526,2615,13509,8027,862,2522,11411,6107,389,2190,8686,2855,65,1563,4483,832,12,1182,2026,112,5,620,737,33597,6294,22173,62064,20,213,11367,11600,798,1802,6738,9338,10200,4381,5975,20556,18040,3101,4817,25958,15762,1786,4385,21933,12546,827,3497,16870,6544,194,2278,9016,2068,28,1579,3675,351,5,803,1159,66329,12337,41439,120105,Moreton Bay - South
315,6,79,2079,2164,79,582,1513,2174,1326,1574,1736,4636,2185,1181,1382,4748,2449,767,1537,4753,1972,396,1404,3772,1204,116,848,2168,455,19,384,858,74,3,95,172,9750,4717,10978,25445,3,179,1721,1903,186,820,1288,2294,1757,1681,1682,5120,2455,1117,1247,4819,2512,719,1239,4470,1836,290,1019,3145,926,57,716,1699,257,13,528,798,25,0,194,219,9957,4876,9634,24467,9,258,3800,4067,265,1402,2801,4468,3083,3255,3418,9756,4640,2298,2629,9567,4961,1486,2776,9223,3808,686,2423,6917,2130,173,1564,3867,712,32,912,1656,99,3,289,391,19707,9593,20612,49912,Queensland - Outback
316,8,107,8972,9087,266,983,5140,6389,4491,3168,5061,12720,10715,2761,4223,17699,11881,2158,4533,18572,12212,1507,3809,17528,10224,649,2505,13378,5594,160,1718,7472,1282,18,796,2096,56673,11511,36757,104941,17,272,8445,8734,506,1505,4341,6352,6412,3425,4823,14660,12520,2813,5589,20922,13238,2274,6508,22020,12456,1318,5788,19562,9112,434,4867,14413,3848,80,4319,8247,604,7,2273,2884,58713,12128,46953,117794,25,379,17417,17821,772,2488,9481,12741,10903,6593,9884,27380,23235,5574,9812,38621,25119,4432,11041,40592,24668,2825,9597,37090,19336,1083,7372,27791,9442,240,6037,15719,1886,25,3069,4980,115386,23639,83710,222735,Sunshine Coast
