SA4_MAIN11,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_Tot_M_EO,C15_17F_O_E_Tot_M_O_EVWW,C15_17F_O_E_Tot_M_O_ENWNA,C15_17F_O_E_Tot_M_O_PENS,C15_17F_O_E_Tot_M_O_E_T,C15_17F_O_E_Tot_M_LPENS,C15_17F_O_E_Tot_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_Tot_M_EO,C15_17F_Tot_M_O_EVWW,C15_17F_Tot_M_O_ENWNA,C15_17F_Tot_M_O_PENS,C15_17F_Tot_M_O_E_T,C15_17F_Tot_M_LPENS,C15_17F_Tot_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_Tot_M_EO,C18_20F_O_E_Tot_M_O_EVWW,C18_20F_O_E_Tot_M_O_ENWNA,C18_20F_O_E_Tot_M_O_PENS,C18_20F_O_E_Tot_M_O_E_T,C18_20F_O_E_Tot_M_LPENS,C18_20F_O_E_Tot_M_Tot,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_Tot_M_EO,C18_20F_Tot_M_O_EVWW,C18_20F_Tot_M_O_ENWNA,C18_20F_Tot_M_O_PENS,C18_20F_Tot_M_O_E_T,C18_20F_Tot_M_LPENS,C18_20F_Tot_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_Tot_M_EO,C21_24F_O_E_Tot_M_O_EVWW,C21_24F_O_E_Tot_M_O_ENWNA,C21_24F_O_E_Tot_M_O_PENS,C21_24F_O_E_Tot_M_O_E_T,C21_24F_O_E_Tot_M_LPENS,C21_24F_O_E_Tot_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_Tot_M_EO,C21_24F_Tot_M_O_EVWW,C21_24F_Tot_M_O_ENWNA,C21_24F_Tot_M_O_PENS,C21_24F_Tot_M_O_E_T,C21_24F_Tot_M_LPENS,C21_24F_Tot_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_Tot_M_EO,TCF_O_E_Tot_M_O_EVWW,TCF_O_E_Tot_M_O_ENWNA,TCF_O_E_Tot_M_O_PENS,TCF_O_E_Tot_M_O_E_T,TCF_O_E_Tot_M_LPENS,TCF_O_E_Tot_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_Tot_M_EO,TCF_Tot_M_O_EVWW,TCF_Tot_M_O_ENWNA,TCF_Tot_M_O_PENS,TCF_Tot_M_O_E_T,TCF_Tot_M_LPENS,TCF_Tot_M_T,SA4_NAME11
205,75,0,5645,99,147,5,0,152,0,251,3,8,11,0,19,0,22,4,0,0,3,3,0,7,106,155,16,3,174,0,280,3,0,0,0,0,0,3,5679,222,19,8,249,0,5928,1257,8,0,0,8,0,1265,21,60,0,0,60,0,81,3,4,3,0,7,0,10,3,0,0,4,4,0,7,27,64,3,4,71,0,98,0,0,0,0,0,0,0,1284,72,3,4,79,0,1363,278,0,0,0,0,0,278,9,11,0,0,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,11,0,20,0,0,0,0,0,0,0,287,11,0,0,11,0,298,38090,513,6,41,560,6,38656,735,1144,37,0,1181,3,1919,23,87,96,0,183,0,206,45,6,0,70,76,0,121,803,1237,133,70,1440,3,2246,8,0,0,0,0,3,11,38901,1750,139,111,2000,12,40913,Latrobe - Gippsland
206,138,4,3657,223,1158,64,0,1222,0,1445,0,139,160,0,299,3,302,6,0,0,3,3,0,9,229,1297,224,3,1524,3,1756,5,4,0,0,4,10,19,3749,1432,224,10,1666,17,5432,2229,76,0,0,76,0,2305,129,723,65,0,788,3,920,3,93,126,0,219,3,225,3,3,0,3,6,0,9,135,819,191,3,1013,6,1154,0,3,0,0,3,7,10,2364,898,191,3,1092,13,3469,1159,37,0,3,40,0,1199,70,371,25,0,396,0,466,4,45,88,0,133,0,137,3,0,0,0,0,0,3,77,416,113,0,529,0,606,0,0,0,0,0,4,4,1236,453,113,3,569,4,1809,36757,1806,14,55,1875,19,38651,2850,11906,498,15,12419,26,15295,46,1153,923,0,2076,6,2128,37,26,0,51,77,6,120,2933,13085,1421,66,14572,38,17543,35,43,4,0,47,82,164,39725,14934,1439,121,16494,139,56358,Melbourne - Inner
207,169,0,5802,318,2161,128,3,2292,9,2619,8,164,247,0,411,3,422,5,0,0,3,3,0,8,331,2325,375,6,2706,12,3049,3,6,0,0,6,5,14,5967,2493,375,13,2881,17,8865,4012,109,3,3,115,4,4131,192,1529,95,3,1627,6,1825,4,125,191,0,316,0,320,3,0,0,3,3,0,6,199,1654,286,6,1946,6,2151,0,4,0,3,7,4,11,4211,1767,289,12,2068,14,6293,2084,51,0,4,55,3,2142,106,835,48,0,883,0,989,3,93,120,0,213,0,216,4,0,0,0,0,0,4,113,928,168,0,1096,0,1209,4,3,3,0,6,5,15,2201,982,171,4,1157,8,3366,41726,1605,24,39,1668,27,43421,2865,16080,712,17,16809,52,19726,38,1102,1230,3,2335,6,2379,44,0,6,20,26,0,70,2947,17182,1948,40,19170,58,22175,29,42,3,3,48,51,128,44702,18829,1975,82,20886,136,65724,Melbourne - Inner East
208,178,4,6804,259,1435,58,3,1496,0,1755,6,83,66,0,149,0,155,17,0,0,3,3,0,20,282,1518,124,6,1648,0,1930,0,5,0,0,5,13,18,6904,1697,124,10,1831,17,8752,3997,100,0,3,103,0,4100,191,904,32,0,936,0,1127,3,36,53,0,89,0,92,3,0,0,3,3,0,6,197,940,85,3,1028,0,1225,0,5,0,0,5,11,16,4194,1045,85,6,1136,11,5341,2115,46,0,0,46,0,2161,77,534,29,0,563,4,644,0,21,55,0,76,0,76,0,0,0,3,3,0,3,77,555,84,3,642,4,723,0,0,0,0,0,0,0,2192,601,84,3,688,4,2884,54578,1852,0,31,1883,24,56485,2955,12742,339,10,13091,29,16075,34,603,411,0,1014,3,1051,99,10,0,45,55,0,154,3088,13355,750,55,14160,32,17280,22,60,0,0,60,64,146,57688,15267,750,86,16103,120,73911,Melbourne - Inner South
209,221,4,7141,329,2652,145,6,2803,8,3140,6,260,286,0,546,3,555,5,3,0,3,6,0,11,340,2915,431,9,3355,11,3706,0,10,0,0,10,25,35,7256,3123,437,26,3586,40,10882,3459,113,0,6,119,3,3581,164,1651,85,3,1739,0,1903,3,168,174,0,342,0,345,3,3,0,0,3,0,6,170,1822,259,3,2084,0,2254,8,3,0,0,3,10,21,3637,1938,259,9,2206,13,5856,1609,68,4,3,75,0,1684,71,786,63,0,849,0,920,3,87,87,0,174,3,180,0,0,0,3,3,0,3,74,873,150,3,1026,3,1103,0,3,0,0,3,4,7,1683,944,154,6,1104,7,2794,52620,2251,28,58,2337,33,54990,3073,22146,1014,21,23181,46,26300,41,2149,1574,7,3730,15,3786,36,27,3,90,120,3,159,3150,24322,2591,118,27031,64,30245,37,87,3,0,90,152,279,55807,26660,2622,176,29458,249,85514,Melbourne - North East
210,174,4,4645,244,2595,219,0,2814,9,3067,5,439,379,0,818,0,823,3,3,0,0,3,0,6,252,3037,598,0,3635,9,3896,3,7,3,0,10,15,28,4722,3208,606,5,3819,28,8569,2137,80,0,0,80,0,2217,122,1551,114,3,1668,6,1796,3,274,265,0,539,0,542,5,0,0,0,0,0,5,130,1825,379,3,2207,6,2343,0,10,0,0,10,6,16,2267,1915,379,3,2297,12,4576,819,35,0,0,35,0,854,48,663,44,0,707,3,758,0,126,162,0,288,0,288,0,0,0,0,0,0,0,48,789,206,0,995,3,1046,0,0,0,0,0,6,6,867,824,206,0,1030,9,1906,32503,1673,25,24,1722,28,34253,2040,21670,1759,24,23453,42,25535,53,3239,2401,3,5643,7,5703,33,39,12,71,122,3,158,2126,24948,4172,98,29218,52,31396,34,75,15,0,90,145,269,34663,26696,4212,122,31030,225,65918,Melbourne - North West
211,227,8,10460,326,1628,89,3,1720,3,2049,8,154,209,0,363,3,374,9,3,4,7,14,0,23,343,1785,302,10,2097,6,2446,0,10,0,0,10,4,14,10568,2008,305,21,2334,18,12920,5217,113,5,3,121,3,5341,184,1225,57,0,1282,3,1469,0,104,174,0,278,0,278,3,3,0,3,6,3,12,187,1332,231,3,1566,6,1759,0,9,0,0,9,10,19,5404,1454,236,6,1696,19,7119,2179,50,0,0,50,0,2229,70,604,33,3,640,3,713,0,74,95,0,169,0,169,7,0,0,0,0,0,7,77,678,128,3,809,3,889,0,0,0,0,0,8,8,2256,728,128,3,859,11,3126,74646,1790,37,67,1894,27,76567,2694,12862,539,20,13421,24,16139,44,1034,1293,0,2327,6,2377,74,16,7,98,121,9,204,2812,13912,1839,118,15869,39,18720,28,84,5,4,93,50,171,77486,15786,1881,189,17856,116,95458,Melbourne - Outer East
212,264,3,9094,380,5253,346,5,5604,20,6004,12,782,1096,5,1883,5,1900,4,0,0,6,6,0,10,396,6035,1442,16,7493,25,7914,5,21,4,0,25,28,58,9228,6311,1446,25,7782,56,17066,4117,112,0,5,117,0,4234,189,3234,221,3,3458,7,3654,12,556,782,0,1338,3,1353,5,0,0,3,3,0,8,206,3790,1003,6,4799,10,5015,4,20,3,0,23,15,42,4327,3922,1006,11,4939,25,9291,1536,39,0,4,43,3,1582,78,1568,107,3,1678,3,1759,6,270,452,0,722,0,728,0,3,0,3,6,0,6,84,1841,559,6,2406,3,2493,3,5,0,0,5,7,15,1623,1885,559,10,2454,13,4090,66645,2699,27,76,2802,35,69482,3990,43547,2254,63,45864,126,49980,115,6290,6080,16,12386,22,12523,89,47,8,216,271,6,366,4194,49884,8342,295,58521,154,62869,59,210,26,3,239,259,557,70898,52793,8395,374,61562,448,132908,Melbourne - South East
213,306,4,7261,388,4237,280,7,4524,11,4923,10,666,952,0,1618,3,1631,6,6,0,0,6,0,12,404,4909,1232,7,6148,14,6566,0,23,3,0,26,39,65,7355,5218,1241,21,6480,57,13892,3102,101,3,3,107,0,3209,172,2560,176,0,2736,9,2917,4,432,696,0,1128,0,1132,4,3,0,3,6,0,10,180,2995,872,3,3870,9,4059,4,14,0,0,14,26,44,3286,3110,875,6,3991,35,7312,1132,40,3,3,46,0,1178,102,1192,94,3,1289,6,1397,5,194,353,0,547,0,552,3,0,0,3,3,0,6,110,1386,447,6,1839,6,1955,0,5,3,0,8,10,18,1242,1431,453,9,1893,16,3151,59122,3252,41,76,3369,47,62538,4370,39554,1882,43,41479,114,45963,97,4933,5724,14,10671,14,10782,68,75,3,215,293,3,364,4535,44562,7609,272,52443,131,57109,61,200,20,7,227,262,550,63718,48014,7670,355,56039,440,120197,Melbourne - West
214,82,0,5350,121,310,22,0,332,0,453,9,13,17,0,30,0,39,5,0,0,0,0,0,5,135,323,39,0,362,0,497,3,0,0,0,0,4,7,5406,390,42,12,444,4,5854,1913,22,0,3,25,0,1938,61,166,11,0,177,0,238,0,20,8,0,28,0,28,3,0,0,0,0,0,3,64,186,19,0,205,0,269,0,0,0,0,0,0,0,1977,208,19,3,230,0,2207,699,9,0,0,9,0,708,20,83,6,0,89,0,109,0,3,8,0,11,0,11,0,0,0,0,0,0,0,20,86,14,0,100,0,120,0,0,0,0,0,0,0,719,95,14,0,109,0,828,40003,835,11,44,890,8,40901,1136,2838,97,4,2939,0,4075,16,194,105,0,299,0,315,39,7,0,53,60,0,99,1191,3039,202,57,3298,0,4489,20,8,0,0,8,23,51,41214,3882,213,101,4196,31,45441,Mornington Peninsula
215,47,0,3331,52,139,8,0,147,0,199,3,20,18,0,38,0,41,4,0,0,6,6,0,10,59,159,26,6,191,0,250,6,0,0,0,0,4,10,3349,202,26,10,238,4,3591,556,7,0,0,7,0,563,7,31,3,0,34,0,41,3,7,9,0,16,0,19,3,0,0,0,0,0,3,13,38,12,0,50,0,63,0,3,0,0,3,0,3,569,48,12,0,60,0,629,65,0,0,0,0,0,65,3,10,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,13,0,3,0,0,3,0,3,68,13,0,0,13,0,81,22317,240,9,32,281,3,22601,387,1169,110,0,1279,0,1666,14,163,133,0,296,0,310,31,3,0,34,37,0,68,432,1335,243,34,1612,0,2044,13,12,3,0,15,34,62,22762,1587,255,66,1908,37,24707,North West
216,41,0,2880,54,155,14,0,169,0,223,0,60,77,0,137,0,137,0,0,0,4,4,0,4,54,215,91,4,310,0,364,0,0,0,0,0,0,0,2893,252,91,8,351,0,3244,556,5,0,3,8,0,564,8,34,7,0,41,0,49,0,20,49,0,69,0,69,0,0,0,0,0,0,0,8,54,56,0,110,0,118,0,0,0,0,0,0,0,564,59,56,3,118,0,682,86,0,0,0,0,0,86,0,14,0,0,14,0,14,0,3,14,0,17,0,17,0,0,0,0,0,0,0,0,17,14,0,31,0,31,0,0,0,0,0,0,0,86,17,14,0,31,0,117,19076,290,3,32,325,6,19407,375,1291,115,6,1412,3,1790,3,426,448,0,874,0,877,19,3,0,59,62,0,81,397,1720,563,65,2348,3,2748,0,4,0,0,4,8,12,19473,2014,566,97,2677,17,22167,Shepparton
217,12,0,3116,29,28,3,0,31,0,60,0,5,3,0,8,0,8,6,0,0,0,0,0,6,35,33,6,0,39,0,74,0,0,0,0,0,0,0,3139,42,6,3,51,0,3190,608,5,0,0,5,0,613,5,7,0,0,7,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,7,0,0,7,0,15,0,0,0,0,0,0,0,616,12,0,0,12,0,628,101,0,0,0,0,0,101,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,106,0,0,0,0,0,106,20656,148,3,19,170,3,20829,255,374,3,0,377,0,632,3,24,15,0,39,0,42,37,0,0,19,19,0,56,295,398,18,19,435,0,730,0,0,0,6,6,4,10,20951,546,21,44,611,7,21569,Warrnambool and South West
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Vic.)
301,66,0,4753,116,327,13,0,340,3,459,7,24,15,0,39,0,46,3,3,0,3,6,0,9,126,354,28,3,385,3,514,3,0,0,0,0,3,6,4816,416,28,7,451,6,5273,1603,21,0,0,21,0,1624,59,150,0,0,150,0,209,0,11,16,0,27,0,27,0,0,0,3,3,0,3,59,161,16,3,180,0,239,0,0,0,0,0,0,0,1662,182,16,3,201,0,1863,591,8,0,0,8,0,599,8,77,3,0,80,0,88,0,9,10,0,19,0,19,0,0,0,0,0,0,0,8,86,13,0,99,0,107,0,0,0,0,0,0,0,599,94,13,0,107,0,706,35531,668,5,36,709,10,36250,1035,2393,68,10,2471,6,3512,25,128,114,0,242,3,270,37,6,0,30,36,0,73,1097,2527,182,40,2749,9,3855,23,6,0,3,9,14,46,36651,3201,187,79,3467,33,40151,Brisbane - East
302,63,0,3117,101,443,13,4,460,0,561,0,39,64,0,103,0,103,4,3,0,0,3,0,7,105,485,77,4,566,0,671,3,3,0,0,3,3,9,3162,543,80,9,632,3,3797,1304,18,3,0,21,0,1325,50,266,10,0,276,0,326,0,16,36,0,52,0,52,4,0,0,0,0,0,4,54,282,46,0,328,0,382,0,0,0,0,0,0,0,1358,300,49,0,349,0,1707,476,11,0,0,11,0,487,21,100,4,0,104,0,125,0,7,15,0,22,3,25,0,0,0,0,0,0,0,21,107,19,0,126,3,150,0,0,0,0,0,0,0,497,118,19,0,137,3,637,25346,618,12,24,654,8,26008,1090,3886,116,10,4012,10,5112,21,267,372,3,642,7,670,27,13,0,51,64,0,91,1138,4166,488,64,4718,17,5873,14,11,0,0,11,8,33,26498,4795,500,88,5383,33,31914,Brisbane - North
303,116,0,4510,172,1506,137,0,1643,7,1822,10,225,263,0,488,0,498,7,0,0,0,0,0,7,189,1731,400,0,2131,7,2327,0,8,3,0,11,13,24,4583,1851,403,4,2258,20,6861,2127,46,0,0,46,0,2173,95,927,85,0,1012,7,1114,6,153,177,0,330,0,336,3,0,0,0,0,0,3,104,1080,262,0,1342,7,1453,0,9,0,0,9,9,18,2231,1135,262,0,1397,16,3644,875,21,0,0,21,0,896,52,423,42,0,465,4,521,0,82,128,0,210,0,210,3,3,0,0,3,0,6,55,508,170,0,678,4,737,0,0,0,0,0,0,0,930,529,170,0,699,4,1633,35811,1245,11,27,1283,4,37098,1862,12661,750,19,13430,43,15335,59,1765,1565,0,3330,6,3395,54,27,3,54,84,0,138,1975,14453,2318,73,16844,49,18868,12,69,6,3,78,74,164,37798,15767,2335,103,18205,127,56130,Brisbane - South
304,60,0,3645,92,504,22,0,526,3,621,6,33,38,0,71,0,77,6,0,0,0,0,0,6,104,537,60,0,597,3,704,4,0,0,0,0,0,4,3693,592,60,5,657,3,4353,2018,33,0,3,36,0,2054,59,310,16,0,326,3,388,0,31,24,0,55,0,55,4,0,0,0,0,0,4,63,341,40,0,381,3,447,0,0,0,0,0,0,0,2081,374,40,3,417,3,2501,904,17,0,0,17,0,921,23,156,10,0,166,0,189,0,13,19,0,32,0,32,0,0,0,0,0,0,0,23,169,29,0,198,0,221,0,0,0,0,0,0,0,927,186,29,0,215,0,1142,27372,562,3,23,588,6,27966,1079,3975,147,3,4125,6,5210,19,304,183,0,487,0,506,39,7,0,11,18,0,57,1137,4286,330,14,4630,6,5773,10,14,3,0,17,10,37,28519,4862,336,37,5235,22,33776,Brisbane - West
305,44,0,2799,106,252,16,0,268,0,374,0,25,29,0,54,0,54,10,0,0,0,0,0,10,116,277,45,0,322,0,438,0,3,0,0,3,0,3,2871,324,45,0,369,0,3240,1560,18,0,0,18,3,1581,52,146,11,0,157,0,209,0,11,10,0,21,0,21,4,0,0,0,0,0,4,56,157,21,0,178,0,234,0,0,0,0,0,0,0,1616,175,21,0,196,3,1815,664,10,0,0,10,0,674,15,60,10,0,70,0,85,5,6,7,0,13,0,18,0,0,0,0,0,0,0,20,66,17,0,83,0,103,0,0,0,0,0,0,0,684,76,17,0,93,0,777,24675,597,12,20,629,10,25314,1142,2876,116,5,2997,7,4146,12,258,162,0,420,0,432,25,5,0,28,33,0,58,1179,3139,278,33,3450,7,4636,9,15,3,0,18,4,31,25863,3751,293,53,4097,21,29981,Brisbane Inner City
306,102,0,3608,160,315,24,0,339,0,499,6,28,59,0,87,0,93,3,0,0,0,0,3,6,169,343,83,0,426,3,598,0,0,0,0,0,0,0,3675,442,83,3,528,3,4206,368,5,0,0,5,0,373,25,42,5,0,47,0,72,0,13,13,0,26,0,26,0,0,0,0,0,0,0,25,55,18,0,73,0,98,0,0,0,0,0,0,0,393,60,18,0,78,0,471,127,0,0,0,0,0,127,5,21,0,0,21,0,26,0,0,8,0,8,0,8,0,0,0,0,0,0,0,5,21,8,0,29,0,34,0,0,0,0,0,0,0,132,21,8,0,29,0,161,28899,790,14,40,844,12,29755,1441,2698,98,9,2805,12,4258,50,274,311,0,585,3,638,26,6,0,118,124,3,153,1517,2978,409,127,3514,18,5049,8,13,0,0,13,9,30,30424,3781,423,167,4371,39,34834,Cairns
307,14,0,2274,36,57,0,0,57,0,93,0,5,3,0,8,0,8,3,0,0,0,0,0,3,39,62,3,0,65,0,104,0,0,0,0,0,0,0,2299,76,3,0,79,0,2378,136,0,0,0,0,0,136,6,7,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,7,0,13,0,0,0,0,0,0,0,142,7,0,0,7,0,149,37,0,0,0,0,0,37,3,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,7,0,0,0,0,0,0,0,40,4,0,0,4,0,44,20541,90,3,27,120,0,20661,250,484,11,0,495,0,745,7,31,19,0,50,0,57,34,6,0,44,50,0,84,291,521,30,44,595,0,886,3,4,3,0,7,0,10,20835,615,36,71,722,0,21557,Darling Downs - Maranoa
308,31,0,3867,68,150,3,0,153,0,221,6,16,15,0,31,0,37,7,0,0,5,5,0,12,81,166,18,5,189,0,270,3,0,0,0,0,0,3,3920,193,18,9,220,0,4140,424,3,0,0,3,0,427,7,28,0,0,28,0,35,0,3,3,0,6,0,6,0,0,0,0,0,0,0,7,31,3,0,34,0,41,0,3,0,0,3,0,3,431,37,3,0,40,0,471,105,0,0,0,0,0,105,7,3,0,0,3,0,10,0,4,0,0,4,0,4,0,0,0,0,0,0,0,7,7,0,0,7,0,14,0,0,0,0,0,0,0,112,7,0,0,7,0,119,34206,299,0,36,335,0,34541,561,1408,19,0,1427,6,1994,15,107,180,0,287,9,311,31,4,0,78,82,0,113,607,1519,199,78,1796,15,2418,6,3,0,0,3,8,17,34819,1821,199,114,2134,23,36976,Fitzroy
309,193,3,8756,286,753,58,0,811,6,1103,13,74,90,0,164,3,180,14,0,0,4,4,0,18,313,827,148,4,979,9,1301,0,3,0,0,3,5,8,8873,1012,148,15,1175,17,10065,2503,58,0,3,61,0,2564,102,369,22,3,394,0,496,3,42,58,0,100,3,106,3,3,0,0,3,0,6,108,414,80,3,497,3,608,0,0,3,0,3,3,6,2611,472,83,6,561,6,3178,908,19,0,0,19,0,927,36,179,12,0,191,0,227,0,18,35,0,53,0,53,0,0,0,0,0,0,0,36,197,47,0,244,0,280,0,5,0,0,5,0,5,944,221,47,0,268,0,1212,67749,1639,19,78,1736,11,69496,2936,6396,338,21,6755,35,9726,62,674,526,3,1203,6,1271,96,24,0,95,119,0,215,3094,7094,864,119,8077,41,11212,34,41,9,0,50,21,105,70877,8774,892,197,9863,73,80813,Gold Coast
