SA4_MAIN11,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_Tot_M_EO,C10_12F_O_E_Tot_M_O_EVWW,C10_12F_O_E_Tot_M_O_ENWNA,C10_12F_O_E_Tot_M_O_PENS,C10_12F_O_E_Tot_M_O_E_T,C10_12F_O_E_Tot_M_LPENS,C10_12F_O_E_Tot_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_TM_EO,C13_14F_O_E_TM_O_EVWW,C13_14F_O_E_TM_O_ENWNA,C13_14F_O_E_TM_O_PENS,C13_14F_O_E_TM_O_E_T,C13_14F_O_E_TM_LPENS,C13_14F_O_E_TM_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS,SA4_NAME11
203,10978,248,0,10,258,3,11239,280,696,24,3,723,5,1008,3,73,78,0,151,0,154,11,5,0,6,11,0,22,294,774,102,9,885,5,1184,4,0,0,0,0,0,4,11276,1022,102,19,1143,8,12427,10272,206,0,22,228,3,10503,233,665,23,0,688,4,925,0,54,71,0,125,0,125,13,0,0,8,8,0,21,246,719,94,8,821,4,1071,3,0,0,0,0,4,7,10521,925,94,30,1049,11,11581,5765,108,0,8,116,3,5884,118,376,15,3,394,0,512,4,27,52,0,79,0,83,12,0,0,5,5,0,17,134,403,67,8,478,0,612,3,0,0,0,0,6,9,5902,511,67,16,594,9,6505,3906,65,3,4,72,3,3981,77,259,15,0,274,0,351,0,20,28,0,48,0,48,0,0,0,6,6,0,6,77,279,43,6,328,0,405,0,0,0,0,0,0,0,3983,344,46,10,400,3,4386,5115,79,4,5,Geelong
204,6618,119,3,5,127,0,6745,173,184,5,0,189,0,362,3,12,4,0,16,0,19,14,0,0,0,0,0,14,190,196,9,0,205,0,395,0,5,0,0,5,0,5,6808,320,12,5,337,0,7145,6660,91,4,4,99,0,6759,133,174,3,0,177,0,310,6,10,5,0,15,0,21,11,0,0,9,9,0,20,150,184,8,9,201,0,351,0,0,0,0,0,3,3,6810,275,12,13,300,3,7113,4114,42,0,10,52,0,4166,70,95,0,0,95,0,165,3,3,6,0,9,0,12,10,0,0,6,6,0,16,83,98,6,6,110,0,193,0,0,0,0,0,0,0,4197,140,6,16,162,0,4359,2710,27,0,5,32,0,2742,43,42,4,0,46,0,89,4,6,4,0,10,0,14,5,0,0,5,5,0,10,52,48,8,5,61,0,113,0,0,0,0,0,0,0,2762,75,8,10,93,0,2855,3676,34,0,8,Hume
205,10705,170,0,13,183,3,10891,241,342,7,0,349,0,590,8,33,20,0,53,0,61,16,3,0,19,22,0,38,265,378,27,19,424,0,689,0,0,0,0,0,0,0,10970,548,27,32,607,3,11580,9996,146,3,14,163,0,10159,210,324,13,0,337,0,547,6,31,28,0,59,0,65,9,3,0,23,26,0,35,225,358,41,23,422,0,647,0,0,0,0,0,3,3,10221,504,44,37,585,3,10809,6121,72,0,4,76,0,6197,97,157,7,0,164,3,264,0,4,23,0,27,0,27,8,0,0,15,15,0,23,105,161,30,15,206,3,314,0,0,0,0,0,0,0,6226,233,30,19,282,3,6511,4163,50,0,5,55,3,4221,58,103,5,0,108,0,166,3,7,11,0,18,0,21,5,0,0,6,6,0,11,66,110,16,6,132,0,198,5,0,0,0,0,0,5,4234,160,16,11,187,3,4424,5570,67,3,5,Latrobe - Gippsland
206,13499,737,5,21,763,9,14271,1230,4304,138,4,4446,7,5683,22,406,168,0,574,0,596,9,12,0,22,34,3,46,1261,4722,306,26,5054,10,6325,8,21,4,0,25,22,55,14768,5480,315,47,5842,41,20651,9359,518,4,17,539,6,9904,735,3003,102,3,3108,13,3856,7,267,169,0,436,0,443,8,4,0,12,16,0,24,750,3274,271,15,3560,13,4323,16,7,0,0,7,19,42,10125,3799,275,32,4106,38,14269,4420,199,5,4,208,0,4628,308,1445,61,3,1509,3,1820,7,111,124,0,235,0,242,5,3,0,8,11,3,19,320,1559,185,11,1755,6,2081,6,5,0,0,5,17,28,4746,1763,190,15,1968,23,6737,2576,108,0,3,111,0,2687,155,902,43,5,950,0,1105,3,92,88,0,180,0,183,3,4,0,3,7,0,10,161,998,131,8,1137,0,1298,0,3,0,0,3,3,6,2737,1109,131,11,1251,3,3991,3515,131,0,7,Melbourne - Inner
207,9560,503,7,12,522,11,10093,934,3842,102,3,3947,20,4901,12,225,131,0,356,0,368,12,0,3,3,6,0,18,958,4067,236,6,4309,20,5287,14,10,0,0,10,18,42,10532,4580,243,18,4841,49,15422,10597,431,7,10,448,6,11051,740,3765,128,5,3898,9,4647,7,205,194,0,399,3,409,10,0,3,5,8,0,18,757,3970,325,10,4305,12,5074,8,10,0,0,10,8,26,11362,4411,332,20,4763,26,16151,6008,233,7,0,240,3,6251,365,2342,114,3,2459,3,2827,4,180,176,3,359,0,363,7,0,0,3,3,0,10,376,2522,290,9,2821,3,3200,0,3,0,0,3,11,14,6384,2758,297,9,3064,17,9465,3832,116,0,3,119,0,3951,210,1606,97,0,1703,5,1918,0,110,171,0,281,0,281,3,0,0,3,3,0,6,213,1716,268,3,1987,5,2205,0,6,0,0,6,0,6,4045,1838,268,6,2112,5,6162,5633,162,0,7,Melbourne - Inner East
208,15007,684,0,10,694,11,15712,991,3680,72,4,3756,6,4753,4,174,53,0,227,0,231,28,0,0,9,9,0,37,1023,3854,125,13,3992,6,5021,11,24,0,0,24,6,41,16041,4562,125,23,4710,23,20774,14469,482,0,6,488,5,14962,826,3299,61,0,3360,13,4199,11,143,70,0,213,3,227,30,4,0,13,17,0,47,867,3446,131,13,3590,16,4473,11,13,0,0,13,17,41,15347,3941,131,19,4091,38,19476,7641,243,0,5,248,4,7893,404,1807,41,0,1848,6,2258,7,85,68,0,153,0,160,10,6,0,7,13,0,23,421,1898,109,7,2014,6,2441,0,6,0,0,6,6,12,8062,2147,109,12,2268,16,10346,4727,123,0,3,126,0,4853,207,1083,46,3,1132,0,1339,3,61,46,0,107,0,110,11,0,0,7,7,0,18,221,1144,92,10,1246,0,1467,0,7,0,0,7,11,18,4948,1274,92,13,1379,11,6338,6622,174,0,4,Melbourne - Inner South
209,14743,829,13,9,851,9,15603,1091,6533,245,5,6783,19,7893,10,643,279,7,929,3,942,12,14,0,32,46,0,58,1113,7190,524,44,7758,22,8893,16,33,0,0,33,42,91,15872,8052,537,53,8642,73,24587,13304,622,5,10,637,14,13955,766,5542,218,4,5764,9,6539,10,510,303,0,813,3,826,6,3,3,28,34,0,40,782,6055,524,32,6611,12,7405,10,19,0,0,19,35,64,14096,6696,529,42,7267,61,21424,7550,259,0,9,268,0,7818,397,3037,161,0,3198,5,3600,6,300,244,0,544,3,553,7,0,0,13,13,3,23,410,3337,405,13,3755,11,4176,0,15,0,0,15,25,40,7960,3611,405,22,4038,36,12034,5039,162,0,4,166,3,5208,255,1945,97,3,2045,5,2305,3,181,201,0,382,0,385,3,4,0,11,15,0,18,261,2130,298,14,2442,5,2708,3,4,3,0,7,11,21,5303,2296,301,18,2615,19,7937,6916,198,6,17,Melbourne - North East
210,8721,607,13,8,628,13,9362,629,6044,529,12,6585,12,7226,14,822,447,0,1269,3,1286,15,15,3,34,52,0,67,658,6881,979,46,7906,15,8579,12,25,3,0,28,42,82,9391,7513,995,54,8562,70,18023,8297,418,7,7,432,7,8736,559,5566,452,6,6024,5,6588,16,783,509,0,1292,0,1308,3,9,3,22,34,0,37,578,6358,964,28,7350,5,7933,9,16,6,0,22,47,78,8884,6792,977,35,7804,59,16747,4824,216,0,0,216,4,5044,273,3151,241,3,3395,0,3668,7,482,367,3,852,4,863,4,5,3,11,19,0,23,284,3638,611,17,4266,4,4554,5,12,3,0,15,14,34,5113,3866,614,17,4497,22,9632,3238,153,0,4,157,0,3395,165,2100,160,0,2260,7,2432,8,313,272,0,585,0,593,3,7,3,4,14,3,20,176,2420,435,4,2859,10,3045,5,5,0,0,5,15,25,3419,2578,435,8,3021,25,6465,4467,164,5,5,Melbourne - North West
211,19534,560,9,19,588,3,20125,850,3285,120,3,3408,5,4263,17,283,301,0,584,3,604,17,3,3,28,34,3,54,884,3571,424,31,4026,11,4921,13,27,5,0,32,3,48,20431,4158,438,50,4646,17,25094,18734,463,8,21,492,7,19233,654,3062,104,5,3171,4,3829,8,211,226,0,437,0,445,22,3,0,31,34,3,59,684,3276,330,36,3642,7,4333,8,21,0,4,25,11,44,19426,3760,338,61,4159,25,23610,11246,243,8,7,258,3,11507,376,1788,85,3,1876,6,2258,8,132,157,0,289,0,297,8,4,0,13,17,0,25,392,1924,242,16,2182,6,2580,7,8,0,0,8,9,24,11645,2175,250,23,2448,18,14111,7511,148,4,6,158,3,7672,234,1270,51,3,1324,0,1558,3,76,131,0,207,0,210,8,0,0,16,16,0,24,245,1346,182,19,1547,0,1792,0,9,0,0,9,5,14,7756,1503,186,25,1714,8,9478,10225,213,3,11,Melbourne - Outer East
212,18130,1038,15,23,1076,16,19222,1430,12710,500,15,13225,33,14688,34,1788,1018,3,2809,4,2847,25,16,5,74,95,3,123,1489,14514,1523,92,16129,40,17658,25,66,5,3,74,74,173,19644,15618,1543,118,17279,130,37053,17300,696,6,15,717,5,18022,1058,10720,507,21,11248,25,12331,22,1358,1137,5,2500,3,2525,33,17,0,65,82,0,115,1113,12095,1644,91,13830,28,14971,6,50,6,0,56,70,132,18419,12841,1656,106,14603,103,33125,10085,344,0,14,358,5,10448,527,5984,343,9,6336,23,6886,18,894,943,0,1837,4,1859,13,6,3,37,46,3,62,558,6884,1289,46,8219,30,8807,9,29,8,0,37,33,79,10652,7257,1297,60,8614,68,19334,6650,215,6,6,227,3,6880,328,4078,230,7,4315,15,4658,11,642,652,3,1297,3,1311,9,5,0,28,33,0,42,348,4725,882,38,5645,18,6011,7,19,0,0,19,32,58,7005,4959,888,44,5891,53,12949,8827,255,0,9,Melbourne - South East
213,19104,1300,11,23,1334,25,20463,1730,12888,469,14,13371,45,15146,30,1377,990,6,2373,4,2407,17,34,0,84,118,3,138,1777,14299,1459,104,15862,52,17691,28,53,5,4,62,61,151,20909,15652,1475,131,17258,138,38305,15278,875,6,16,897,7,16182,1127,10188,406,12,10606,27,11760,19,1134,1170,3,2307,3,2329,16,21,0,63,84,0,100,1162,11343,1576,78,12997,30,14189,14,54,3,0,57,57,128,16454,12272,1585,94,13951,94,30499,8253,441,9,10,460,8,8721,538,5259,274,7,5540,8,6086,18,686,902,0,1588,0,1606,14,8,3,43,54,0,68,570,5953,1179,50,7182,8,7760,8,30,0,3,33,43,84,8831,6424,1188,63,7675,59,16565,5302,209,3,7,219,3,5524,313,3230,183,0,3413,8,3734,11,444,661,5,1110,4,1125,8,3,0,19,22,0,30,332,3677,844,24,4545,12,4889,7,21,6,0,27,26,60,5641,3907,853,31,4791,41,10473,6951,286,6,14,Melbourne - West
214,11485,307,5,3,315,5,11805,404,815,15,4,834,0,1238,0,62,24,0,86,0,86,13,0,0,14,14,0,27,417,877,39,18,934,0,1351,5,0,0,0,0,6,11,11907,1184,44,21,1249,11,13167,10502,244,3,11,258,3,10763,302,774,19,0,793,0,1095,4,48,21,0,69,0,73,10,0,0,20,20,0,30,316,822,40,20,882,0,1198,5,5,0,0,5,5,15,10823,1071,43,31,1145,8,11976,6223,117,0,10,127,0,6350,150,421,13,0,434,0,584,0,33,14,0,47,0,47,3,4,0,10,14,0,17,153,458,27,10,495,0,648,7,3,0,0,3,3,13,6383,578,27,20,625,3,7011,3913,69,0,5,74,0,3987,78,269,11,0,280,0,358,3,15,13,0,28,0,31,5,3,0,9,12,0,17,86,287,24,9,320,0,406,0,0,0,0,0,5,5,3999,356,24,14,394,5,4398,5268,67,3,12,Mornington Peninsula
215,6011,79,3,6,88,0,6099,130,346,33,0,379,0,509,4,45,29,0,74,0,78,7,3,0,11,14,0,21,141,394,62,11,467,0,608,3,3,0,0,3,7,13,6155,476,65,17,558,7,6720,5850,46,3,14,63,3,5916,84,318,37,0,355,0,439,0,36,30,0,66,0,66,9,0,0,10,10,0,19,93,354,67,10,431,0,524,0,0,0,0,0,14,14,5943,400,70,24,494,17,6454,3898,43,0,4,47,0,3945,63,224,19,0,243,0,306,0,28,26,0,54,0,54,5,0,0,3,3,0,8,68,252,45,3,300,0,368,4,3,3,0,6,6,16,3970,298,48,7,353,6,4329,2653,22,3,4,29,0,2682,48,101,10,0,111,0,159,4,27,21,0,48,0,52,3,0,0,4,4,0,7,55,128,31,4,163,0,218,0,0,0,0,0,3,3,2708,150,34,8,192,3,2903,3284,43,0,4,North West
216,5069,76,0,10,86,3,5158,120,410,36,0,446,3,569,3,131,102,0,233,0,236,4,3,0,12,15,0,19,127,544,138,12,694,3,824,0,0,0,0,0,4,4,5196,620,138,22,780,10,5986,4964,82,3,8,93,3,5060,102,352,27,3,382,0,484,0,112,87,0,199,0,199,9,0,0,20,20,0,29,111,464,114,23,601,0,712,0,0,0,0,0,0,0,5075,546,117,31,694,3,5772,3231,55,0,4,59,0,3290,61,198,18,3,219,0,280,0,60,67,0,127,0,127,3,0,0,16,16,0,19,64,258,85,19,362,0,426,0,4,0,0,4,4,8,3295,317,85,23,425,4,3724,2331,35,0,3,38,0,2369,30,128,13,0,141,0,171,0,40,52,0,92,0,92,3,0,0,7,7,0,10,33,168,65,7,240,0,273,0,0,0,0,0,0,0,2364,203,65,10,278,0,2642,2839,37,0,4,Shepparton
217,5553,56,0,7,63,0,5616,90,125,0,0,125,0,215,3,11,0,0,11,0,14,12,0,0,7,7,0,19,105,136,0,7,143,0,248,0,0,0,0,0,0,0,5658,192,0,14,206,0,5864,5510,37,3,3,43,0,5553,73,137,0,0,137,0,210,0,8,4,0,12,0,12,7,0,0,4,4,0,11,80,145,4,4,153,0,233,0,0,0,3,3,4,7,5590,182,7,10,199,4,5793,3473,24,0,3,27,0,3500,32,49,0,0,49,0,81,0,0,5,0,5,0,5,3,0,0,3,3,0,6,35,49,5,3,57,0,92,0,0,0,3,3,0,3,3508,73,5,9,87,0,3595,2307,17,0,3,20,3,2330,21,28,0,0,28,0,49,0,0,3,0,3,0,3,6,0,0,5,5,0,11,27,28,3,5,36,0,63,0,0,0,0,0,0,0,2334,45,3,8,56,3,2393,3104,9,0,3,Warrnambool and South West
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Vic.)
301,9779,223,0,15,238,0,10017,343,614,11,5,630,3,976,6,23,21,0,44,0,50,12,3,0,11,14,0,26,361,640,32,16,688,3,1052,5,3,0,3,6,3,14,10145,866,32,34,932,6,11083,9456,190,5,7,202,3,9661,263,616,24,0,640,0,903,4,32,22,0,54,0,58,10,0,0,6,6,0,16,277,648,46,6,700,0,977,9,0,0,0,0,8,17,9742,838,51,13,902,11,10655,5669,106,0,5,111,3,5783,163,376,11,0,387,0,550,3,19,15,0,34,3,40,8,0,0,4,4,0,12,174,395,26,4,425,3,602,3,3,0,0,3,0,6,5846,504,26,9,539,6,6391,3746,58,0,5,63,4,3813,83,233,6,5,244,0,327,5,10,15,0,25,0,30,4,0,0,3,3,0,7,92,243,21,8,272,0,364,3,0,0,0,0,0,3,3841,301,21,13,335,4,4180,4687,62,0,4,Brisbane - East
302,7956,268,3,3,274,8,8238,426,1196,25,0,1221,0,1647,9,73,78,0,151,0,160,10,7,0,27,34,0,44,445,1276,103,27,1406,0,1851,4,5,0,0,5,5,14,8405,1549,106,30,1685,13,10103,6685,142,3,10,155,0,6840,276,958,20,0,978,4,1258,3,52,80,0,132,0,135,3,3,0,13,16,0,19,282,1013,100,13,1126,4,1412,4,3,0,0,3,0,7,6971,1158,103,23,1284,4,8259,3627,80,0,3,83,0,3710,136,565,23,3,591,6,733,5,51,59,3,113,4,122,3,0,0,5,5,0,8,144,616,82,11,709,10,863,3,0,0,0,0,0,3,3774,696,82,14,792,10,4576,2244,44,0,3,47,0,2291,80,358,21,3,382,0,462,4,29,40,0,69,0,73,3,0,0,6,6,0,9,87,387,61,9,457,0,544,0,0,0,0,0,0,0,2331,431,61,12,504,0,2835,3054,55,3,5,Brisbane - North
303,10561,506,0,7,513,0,11074,689,3858,158,8,4024,17,4730,14,516,264,0,780,3,797,13,7,0,26,33,0,46,716,4381,422,34,4837,20,5573,3,20,0,0,20,23,46,11280,4907,422,41,5370,43,16693,9366,314,0,8,322,4,9692,476,3087,159,3,3249,8,3733,11,402,312,0,714,3,728,11,8,3,12,23,0,34,498,3497,474,15,3986,11,4495,5,21,3,3,27,12,44,9869,3832,477,26,4335,27,14231,5153,145,3,4,152,0,5305,236,1721,94,5,1820,0,2056,11,225,244,0,469,0,480,5,6,0,11,17,0,22,252,1952,338,16,2306,0,2558,0,5,0,0,5,13,18,5405,2102,341,20,2463,13,7881,3335,101,8,4,113,0,3448,142,1139,75,3,1217,0,1359,7,162,177,0,339,0,346,12,3,0,5,8,0,20,161,1304,252,8,1564,0,1725,4,6,0,0,6,4,14,3500,1411,260,12,1683,4,5187,4394,112,0,4,Brisbane - South
304,7026,199,0,11,210,0,7236,387,1062,25,0,1087,0,1474,5,83,25,0,108,0,113,7,3,0,6,9,0,16,399,1148,50,6,1204,0,1603,0,3,3,0,6,3,9,7425,1350,53,17,1420,3,8848,7139,146,0,4,150,3,7292,282,1020,37,3,1060,0,1342,5,68,32,0,100,0,105,7,0,0,5,5,0,12,294,1088,69,8,1165,0,1459,0,4,0,0,4,3,7,7433,1238,69,12,1319,6,8758,4087,65,3,0,68,3,4158,144,552,18,0,570,0,714,3,44,23,0,67,0,70,10,4,0,0,4,0,14,157,600,41,0,641,0,798,6,3,0,0,3,0,9,4250,668,44,0,712,3,4965,2613,47,0,0,47,0,2660,92,371,19,0,390,0,482,0,32,22,0,54,0,54,5,0,0,0,0,0,5,97,403,41,0,444,0,541,0,4,0,0,4,4,8,2710,454,41,0,495,4,3209,3585,55,0,5,Brisbane - West
305,7552,265,3,5,273,4,7829,482,1064,29,5,1098,7,1587,3,109,29,0,138,0,141,5,0,0,9,9,0,14,490,1173,58,14,1245,7,1742,3,3,3,0,6,4,13,8045,1441,64,19,1524,15,9584,6710,162,5,9,176,0,6886,289,764,21,0,785,0,1074,0,57,44,0,101,0,101,0,5,0,8,13,0,13,289,826,65,8,899,0,1188,3,3,0,0,3,0,6,7002,991,70,17,1078,0,8080,3322,62,4,0,66,3,3391,117,387,15,0,402,0,519,4,28,23,0,51,0,55,3,0,0,8,8,0,11,124,415,38,8,461,0,585,0,3,0,0,3,0,3,3446,480,42,8,530,3,3979,2112,36,0,6,42,0,2154,81,203,14,0,217,0,298,0,22,20,0,42,0,42,3,0,0,3,3,0,6,84,225,34,3,262,0,346,3,3,0,0,3,0,6,2199,264,34,9,307,0,2506,2755,44,0,0,Brisbane Inner City
306,8724,263,6,13,282,0,9006,508,835,31,6,872,4,1384,19,85,61,0,146,0,165,8,3,0,32,35,0,43,535,923,92,38,1053,4,1592,3,5,0,0,5,5,13,9262,1191,98,51,1340,9,10611,8280,213,5,11,229,9,8518,404,761,15,3,779,3,1186,9,73,77,0,150,3,162,5,3,0,48,51,0,56,418,837,92,51,980,6,1404,5,5,0,0,5,0,10,8703,1055,97,62,1214,15,9932,4817,132,3,7,142,3,4962,220,459,12,0,471,5,696,9,44,57,0,101,0,110,7,0,0,24,24,0,31,236,503,69,24,596,5,837,0,3,0,0,3,0,3,5053,638,72,31,741,8,5802,3077,78,0,6,84,0,3161,119,265,11,0,276,0,395,7,31,36,0,67,0,74,3,0,0,14,14,0,17,129,296,47,14,357,0,486,0,0,0,0,0,4,4,3206,374,47,20,441,4,3651,3506,99,0,3,Cairns
