SA4_MAIN11,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P,SA4_NAME11
509,16140,31310,273,1470,1272,5525,562,2520,8395,33046,10502,42561,382,1458,728,2081,2091,6276,3201,9815,13703,52376,39,187,290,1033,211,797,2261,6287,2801,8304,91,266,301,603,1271,2649,1663,3518,4464,11822,358,753,34665,96261,Western Australia - Wheat Belt
597,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Migratory - Offshore - Shipping (WA)
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (WA)
601,22486,44311,317,1760,2311,10626,677,3031,12602,48577,15907,63994,1061,4308,2156,6981,3909,12057,7126,23346,23033,87340,121,525,751,2564,334,1149,4781,12547,5987,16785,358,1071,1083,2342,2997,6270,4438,9683,10425,26468,821,1707,56765,159826,Hobart
602,15964,31474,256,1408,1574,7265,469,2119,8005,31350,10304,42142,634,2605,1242,3987,2500,7665,4376,14257,14680,56399,74,321,465,1657,184,627,2834,7516,3557,10121,172,536,651,1378,1714,3582,2537,5496,6094,15617,501,1045,37239,104535,Launceston and North East
603,4852,9534,63,363,373,1703,155,710,2194,8606,2785,11382,122,482,272,841,642,1966,1036,3289,3821,14671,15,54,100,354,36,132,631,1695,782,2235,19,64,90,190,419,865,528,1119,1310,3354,96,188,10079,27747,South East
604,13131,25830,231,1249,1227,5561,488,2165,6321,24776,8267,33751,454,1797,847,2612,2117,6530,3418,10939,11685,44690,44,202,388,1360,182,603,2422,6562,3036,8727,138,392,417,869,1405,2919,1960,4180,4996,12907,301,621,30113,84048,West and North West
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Tas.)
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Tas.)
701,10660,20782,208,1149,1176,5386,524,2431,8043,30859,9951,39825,456,1819,778,2440,1920,5902,3154,10161,13105,49986,67,291,339,1189,228,834,2139,5831,2773,8145,134,423,368,766,1295,2771,1797,3960,4570,12105,472,1038,28807,83911,Darwin
702,5650,11458,231,1667,669,3490,710,4503,6150,26237,7760,35897,164,681,290,907,926,3161,1380,4749,9140,40646,68,423,213,974,394,2182,2287,7421,2962,11000,57,193,135,280,885,2427,1077,2900,4039,13900,390,1022,19219,67026,Northern Territory - Outback
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,Migratory - Offshore - Shipping (NT)
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (NT)
801,35150,69296,639,3515,4239,19274,896,3979,24480,93975,30254,120743,2237,9153,4165,13928,6535,20440,12937,43521,43191,164264,144,607,1028,3398,423,1418,5268,13549,6863,18972,663,2052,1739,3846,4336,9187,6738,15085,13601,34057,1452,3042,93394,270659,Australian Capital Territory
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Migratory - Offshore - Shipping (ACT)
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (ACT)
901,207,414,8,40,13,68,19,79,173,650,213,837,10,29,17,61,53,174,80,264,293,1101,0,0,4,23,4,12,35,104,43,139,3,5,5,7,22,57,30,69,73,208,8,21,581,1744,Other Territories
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (OT)
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (OT)
