sa4_code16,area_holding_tot_area_ha_a,cotton_app_rt_ml_ha,cotton_area_wtrd_ha,cotton_tot_area_ha_e,cotton_vol_app_ml,fruit_trees_nut_trees_plntn_berry_fruits_app_rt_ml_ha,fruit_trees_nut_trees_plntn_berry_fruits_area_wtrd_ha,fruit_trees_nut_trees_plntn_berry_fruits_tot_area_ha,fruit_trees_nut_trees_plntn_berry_fruits_vol_app_ml,grapevines_app_rt_ml_ha,grapevines_area_wtrd_ha,grapevines_tot_area_ha,grapevines_vol_app_ml,groundwtr_eg_bores_springs_wells_tot_vol_used_ml,irrigate_expendure_yr_irrigate_wtr_vol_use_chrgs_tot_cst_aud,irrigate_expendure_pur_xtr_wtr_perm_basis_tot_cst_aud,irrigate_expendure_pur_xtr_wtr_perm_basis_tot_vol_pur_ml,irrigate_expendure_pur_xtr_wtr_tmp_basis_tot_cst_aud,irrigate_expendure_pur_xtr_wtr_tmp_basis_tot_vol_pur_ml,num_agri_bsns_num,num_agri_bsns_irrigating_num,nurseries_cut_floers_cultivated_turf_app_rt_ml_ha,nurseries_cut_floers_cultivated_turf_area_wtrd_ha,nurseries_cut_floers_cultivated_turf_tot_area_ha,nurseries_cut_floers_cultivated_turf_vol_app_ml,oth_agri_wtr_use_vol_used_ml_b,oth_broadacre_crp_app_rt_ml_ha,oth_broadacre_crp_area_wtrd_ha,oth_broadacre_crp_tot_area_ha,oth_broadacre_crp_vol_app_ml,oth_crls_grain_seed_eg_wheat_oats_maize_app_rt_ml_ha,oth_crls_grain_seed_eg_wheat_oats_maize_area_wtrd_ha,oth_crls_grain_seed_eg_wheat_oats_maize_tot_area_ha,oth_crls_grain_seed_eg_wheat_oats_maize_vol_app_ml,oth_crp_nec_app_rt_ml_ha,oth_crp_nec_area_wtrd_ha,oth_crp_nec_vol_app_ml,oth_srcs_wtr_excluding_rainfall_tot_vol_used_ml,pstrs_incl_lcrn_crl_crp_cut_hay_app_rt_ml_ha_c,pstrs_incl_lcrn_crl_crp_cut_hay_area_wtrd_ha_c,pstrs_incl_lcrn_crl_crp_cut_hay_vol_app_ml_c,pstrs_incl_lcrn_crl_crp_cut_silg_app_rt_ml_ha_d,pstrs_incl_lcrn_crl_crp_cut_silg_area_wtrd_ha_d,pstrs_incl_lcrn_crl_crp_cut_silg_vol_app_ml_d,pstrs_incl_lcrn_crl_crp_used_graze_fed_off_app_rt_ml_ha,pstrs_incl_lcrn_crl_crp_used_graze_fed_off_area_wtrd_ha,pstrs_incl_lcrn_crl_crp_used_graze_fed_off_tot_area_ha,pstrs_incl_lcrn_crl_crp_used_graze_fed_off_vol_app_ml,pstrs_incl_lcrn_crl_oth_crp_cut_hay_tot_area_ha,pstrs_incl_lcrn_crl_oth_crp_cut_silg_tot_area_ha,recyc_re_used_wtr_off_farm_srcs_tot_vol_used_ml,rice_app_rt_ml_ha,rice_area_wtrd_ha,rice_tot_area_ha,rice_vol_app_ml,sugar_cane_app_rt_ml_ha,sugar_cane_area_wtrd_ha,sugar_cane_tot_area_ha_f,sugar_cane_vol_app_ml,tot_app_rt_ml_ha,tot_area_wtrd_ha,tot_vol_app_ml,tot_vol_app_used_incl_oth_agri_wtr_ml,tot_vol_wtr_all_srcs_ml,town_reticulated_mns_supply_tot_vol_used_ml,vegetables_human_consumption_app_rt_ml_ha,vegetables_human_consumption_area_wtrd_ha,vegetables_human_consumption_tot_area_ha,vegetables_human_consumption_vol_app_ml,wtr_tkn_irrigate_channels_irrigate_pipelines_tot_vol_used_ml,wtr_tkn_on_farm_dams_tanks_tot_vol_used_ml,wtr_tkn_rivs_crks_lakes_etc_tot_vol_used_ml,wtr_tkn_rivs_crks_lakes_etc_vol_use_chrg_occurs_tot_vol_used_ml,wtr_tkn_rivs_crks_lakes_etc_no_vol_use_chrg_tot_vol_used_ml,sa4_name16
402,329.02,,,,,,26.59,26.59,26.59,,18.95,20.98,18.95,173.92,97.55,,,13.36,13.36,329.02,258.35,,16.96,22.37,16.96,59.55,,,16.79,,,,44.24,,,,,,,,,,,,,,39.91,,28.41,,75.72,,,,,,,,,,258.35,258.35,294.9,294.9,46.68,,198.73,198.07,198.73,,57.49,8.08,,5.71,Adelaide - North
403,235.1,,,,,,23.81,37.06,23.81,,185.35,198.26,185.35,164.49,90.65,,,18.6,18.6,235.1,206.04,,,,,42.79,,,,,,,,,,,,,,,,,,,,,48.44,,12.62,,64.84,,,,,,,,,,206.04,206.04,227.69,227.69,31.58,,1.0,1.0,1.0,,38.21,,,,Adelaide - South
405,2806.52,,,,,,,,,,390.45,406.28,390.45,1143.55,289.4,63.76,63.76,88.34,88.34,2806.52,484.73,,,,,2066.7,,20.93,1367.35,20.93,,,1912.11,,,,,,,,,,,,,,1768.58,,1113.33,45.79,77.83,,,,,,,,,,484.73,484.73,2372.52,2372.52,1188.1,,15.39,15.39,15.39,169.41,884.93,219.34,89.91,129.42,Barossa - Yorke - Mid North
406,1320.57,,,,,,,,,,,,,405.19,24.62,,,,,1320.57,32.26,,,,,1159.76,,,493.05,,,,1004.33,,,,,,,,,,,,,19.38,998.63,19.38,276.52,,,,,,,,,,,,32.26,32.26,1166.67,1166.67,664.27,,,,,25.65,409.97,49.14,21.48,27.65,South Australia - Outback
407,4536.13,,,,,,374.89,411.34,374.89,,915.46,946.86,915.46,2483.05,1093.83,32.85,32.85,256.65,256.65,4536.13,1777.4,,39.27,42.27,39.27,3336.13,,,780.07,,,36.12,1482.07,36.12,,78.55,78.55,,,135.96,135.96,,22.86,22.86,,414.5,3075.73,414.5,1900.26,233.88,6.6,,,,,,,,,,1777.4,1777.4,4329.56,4329.56,563.46,,108.74,116.55,108.74,798.65,788.25,483.87,320.03,169.64,South Australia - South East
501,1590.43,,,,,,220.94,235.11,220.94,,232.51,281.11,232.51,398.37,152.49,,,26.31,26.31,1590.43,712.45,,51.79,51.79,51.79,1206.13,,,37.75,,,1.02,92.81,1.02,,8.91,8.91,,,18.98,18.98,,2.05,2.05,,153.74,1205.82,153.74,683.59,109.46,,,,,,,,,,,712.45,712.45,1545.84,1545.84,11.98,,94.86,128.27,94.86,154.82,1068.81,218.28,19.4,212.28,Bunbury
502,121.86,,,,,,,,,,1.0,1.0,1.0,95.24,,,,,,121.86,,,,,,119.86,,,,,,,,,,,,,,,,,,,,,116.85,,59.04,,,,,,,,,,,,,,120.86,120.86,,,,,,,22.32,,,,Mandurah
504,117.02,,,,,,6.05,6.05,6.05,,48.36,49.36,48.36,88.0,,,,,,117.02,82.7,,13.08,13.08,13.08,42.0,,,,,,,,,,,,,,,,,1.0,1.0,,,32.2,,2.02,1.0,,,,,,,,,,,82.7,82.7,109.48,109.48,,,1.01,,1.01,,,,,,Perth - North East
505,118.38,,,,,,12.7,12.7,12.7,,,,,117.36,,,,,,118.38,99.58,,46.63,46.63,46.63,17.78,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,99.58,99.58,117.36,117.36,,,52.22,40.31,52.22,,1.02,,,,Perth - North West
506,249.49,,,,,,75.84,79.87,75.84,,,,,193.71,11.69,,,,,249.49,141.0,,28.24,28.24,28.24,126.74,,,,,,,,,,,,,,,,,,,,22.28,109.5,22.28,47.85,,2.02,,,,,,,,,,141.0,141.0,238.9,238.9,7.03,,11.08,14.64,11.08,1.0,53.57,,,,Perth - South East
507,65.86,,,,,,,,,,,,,63.35,,,,,,65.86,55.8,,9.05,9.05,9.05,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8,55.8,64.35,64.35,1.0,,44.88,44.88,44.88,,,,,,Perth - South West
509,4887.95,,,,,,56.83,74.85,56.83,,29.34,49.05,29.34,1457.44,27.04,,,24.58,24.58,4887.95,273.93,,27.88,32.29,27.88,4046.37,,,2205.91,,,39.23,3418.39,39.23,,1.01,1.01,2.16,,2.18,2.18,,,,,52.23,3695.36,52.23,1649.66,102.02,,,,,,,,,,,273.93,273.93,4200.97,4200.97,1086.71,,47.81,51.26,47.81,50.07,3044.32,187.94,28.56,159.38,Western Australia - Wheat Belt
510,172.64,,,,,,29.06,33.8,29.06,,,,,112.77,39.82,,,,,172.64,70.7,,33.48,33.48,33.48,105.07,,,8.78,,,7.35,9.43,7.35,,1.02,1.02,2.11,,14.67,14.67,,,,,,111.22,,24.9,8.96,1.0,,,,,,,,,,70.7,70.7,165.12,165.12,,,16.48,16.48,16.48,28.35,29.46,47.02,,39.17,Western Australia - Outback (North)
511,1549.54,,,,,,51.55,66.76,51.55,,7.3,7.3,7.3,798.92,67.95,,,,,1549.54,137.75,,2.05,4.2,2.05,1013.79,,4.26,806.94,4.26,,,1057.05,,,,,,,,,,,,,1.12,942.28,1.12,189.74,13.35,,,,,,,,,,,137.75,137.75,1134.06,1134.06,39.72,,74.85,82.93,74.85,68.42,507.85,69.12,16.47,52.65,Western Australia - Outback (South)
601,123.79,,,,,,20.02,20.02,20.02,,28.9,29.9,28.9,15.4,36.02,,,20.09,20.09,123.79,75.2,,7.65,7.65,7.65,85.39,,,,,,,36.88,,,,,,,18.06,18.06,,3.39,3.39,,20.14,88.78,20.14,29.72,6.77,11.61,,,,,,,,,,75.2,75.2,120.43,120.43,39.69,,,17.19,,29.22,56.42,,,,Hobart
602,934.31,,,,,,45.51,47.72,45.51,,15.56,15.56,15.56,175.41,205.99,27.29,27.29,31.65,31.65,934.31,453.92,,9.78,10.87,9.78,851.29,,57.21,52.29,57.21,,55.79,144.12,55.79,,62.98,62.98,,,79.79,79.79,,39.78,39.78,,268.45,832.26,268.45,628.35,269.79,10.3,,,,,,,,,,453.92,453.92,926.88,926.88,150.81,,114.48,152.65,114.48,137.06,562.18,340.19,150.85,208.61,Launceston and North East
603,456.47,,,,,,83.78,92.06,83.78,,19.79,24.87,19.79,37.59,89.94,,,7.98,7.98,456.47,206.55,,16.54,22.19,16.54,374.83,,32.33,4.02,32.33,,18.84,65.27,18.84,,7.61,7.61,1.21,,20.15,20.15,,17.58,17.58,,79.75,354.24,79.75,199.63,66.59,,,,,,,,,,,206.55,206.55,445.03,445.03,45.57,,6.44,26.26,6.44,61.73,289.09,163.36,69.19,94.17,South East
604,934.67,,,,,,17.15,22.57,17.15,,3.04,6.22,3.04,319.37,177.05,,,20.53,20.53,934.67,395.06,,16.8,21.08,16.8,857.14,,87.13,14.16,87.13,,7.38,93.21,7.38,,33.67,33.67,,,35.06,35.06,,41.97,41.97,,172.36,810.43,172.36,571.97,392.73,10.84,,,,,,,,,,395.06,395.06,922.41,922.41,12.14,,201.74,248.74,201.74,45.38,567.43,259.5,37.87,227.68,West and North West
701,112.86,,,,,,64.09,64.09,64.09,,,,,100.8,,,,,,112.86,92.1,,15.44,15.44,15.44,18.48,,,,,,,,,,,,,,,,,,,,1.0,16.31,1.0,7.97,,,,,,,,,,,,92.1,92.1,104.51,104.51,1.03,,22.92,27.73,22.92,2.52,9.41,4.78,1.28,3.5,Darwin
702,259.95,,,,,,26.64,28.8,26.64,,3.0,3.0,3.0,222.14,12.7,,,,,259.95,64.61,,2.07,2.07,2.07,197.2,,2.28,2.31,2.28,,,3.28,,,,,,,4.66,4.66,,2.28,2.28,,7.12,203.7,7.12,36.59,5.45,,,1.12,1.12,1.12,,,,,,64.61,64.61,245.24,245.24,3.72,,31.33,34.36,31.33,1.19,56.36,43.73,4.59,39.14,Northern Territory - Outback
801,36.24,,,,,,,,,,1.0,1.0,1.0,6.0,,,,,,36.24,4.0,,2.0,2.0,2.0,33.24,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,34.24,,3.0,,,,,,,,,,,,4.0,4.0,35.24,35.24,9.41,,,,,,28.82,17.24,9.0,8.24,Australian Capital Territory
