SA4_MAIN11,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total,SA4_NAME11
207,110,519,8120,38905,29297,6720,1308,994,85973,51,587,6060,3977,376,58,17,199,11325,14,157,1518,3614,905,139,26,72,6445,65,744,7578,7591,1281,197,43,271,17770,205,1563,6857,2703,227,35,19,298,11907,93,1237,2363,293,20,3,3,77,4089,182,665,973,249,16,3,5,30,2123,8,54,41,13,5,6,3,3,133,488,3519,10234,3258,268,47,30,408,18252,0,65,120,82,17,3,3,6,296,0,8,10,9,7,0,0,0,34,663,4855,26062,49845,30870,6967,1384,1679,122325,Melbourne - Inner East
208,78,702,11732,42393,25306,5399,1007,1095,87712,35,866,8665,5861,553,72,23,323,16398,13,214,1758,4806,1159,99,12,99,8160,48,1080,10423,10667,1712,171,35,422,24558,213,5599,13871,4242,316,40,21,614,24916,26,653,1794,261,10,15,0,57,2816,37,407,707,176,6,0,0,45,1378,3,31,39,22,3,0,0,4,102,279,6690,16411,4701,335,55,21,720,29212,24,218,364,152,23,3,4,21,809,3,13,29,17,7,0,0,3,72,432,8703,38959,57930,27383,5628,1067,2261,142363,Melbourne - Inner South
209,193,1104,12038,67246,37063,5662,1018,1971,126295,30,587,3875,2736,419,46,18,201,7912,12,120,1030,2653,449,58,22,52,4396,42,707,4905,5389,868,104,40,253,12308,98,1495,5682,2062,129,20,8,306,9800,78,295,416,60,6,0,0,22,877,4,142,389,45,0,0,0,15,595,5,49,47,39,4,0,0,6,150,185,1981,6534,2206,139,20,8,349,11422,22,69,110,91,16,0,3,8,319,0,3,10,12,9,3,0,3,40,442,3864,23597,74944,38095,5789,1069,2584,150384,Melbourne - North East
210,153,559,6420,51590,25244,3751,668,1701,90086,16,235,2643,2856,589,60,18,183,6600,13,54,848,1724,490,102,28,63,3322,29,289,3491,4580,1079,162,46,246,9922,52,574,2829,1718,76,10,3,178,5440,0,40,126,52,0,4,0,8,230,0,13,153,78,0,0,0,6,250,0,17,6,6,3,0,0,3,35,52,644,3114,1854,79,14,3,195,5955,26,152,104,68,13,0,0,26,389,0,6,14,24,3,0,0,3,50,260,1650,13143,58116,26418,3927,717,2171,106402,Melbourne - North West
211,170,1375,11588,73896,46769,8758,1568,1636,145760,35,1215,7909,3636,294,39,13,329,13470,3,45,623,1824,292,53,6,24,2870,38,1260,8532,5460,586,92,19,353,16340,34,767,3453,1907,122,19,16,148,6466,3,37,231,60,4,0,0,0,335,4,12,221,99,4,0,0,6,346,4,76,39,25,9,8,0,4,165,45,892,3944,2091,139,27,16,158,7312,53,192,165,82,14,3,0,24,533,0,3,9,16,3,3,3,0,37,306,3722,24238,81545,47511,8883,1606,2171,169982,Melbourne - Outer East
212,346,1047,10559,95574,60054,9401,1745,3102,181828,46,618,4810,4350,1043,145,32,284,11328,26,46,653,2663,1087,189,33,64,4761,72,664,5463,7013,2130,334,65,348,16089,107,1531,10359,4854,446,69,32,661,18059,26,140,407,161,7,0,0,18,759,13,296,610,245,4,0,3,50,1221,3,51,102,63,12,0,0,5,236,149,2018,11478,5323,469,69,35,734,20275,78,406,418,105,14,10,0,75,1106,4,15,14,26,14,0,3,0,76,649,4150,27932,108041,62681,9814,1848,4259,219374,Melbourne - South East
213,338,961,13473,95421,52637,5948,916,3190,172884,21,591,3353,3787,804,87,10,253,8906,19,92,1216,4415,997,147,30,97,7013,40,683,4569,8202,1801,234,40,350,15919,94,2446,7271,3363,141,13,15,509,13852,43,356,859,214,19,0,0,38,1529,62,454,737,131,13,4,0,67,1468,0,33,44,18,7,0,0,7,109,199,3289,8911,3726,180,17,15,621,16958,77,293,152,108,28,10,3,40,711,0,12,19,24,9,3,0,6,73,654,5238,27124,107481,54655,6212,974,4207,206545,Melbourne - West
214,82,684,7347,47346,23854,3763,684,1342,85102,42,542,3714,1952,207,22,8,237,6724,3,16,384,910,104,14,9,25,1465,45,558,4098,2862,311,36,17,262,8189,22,826,4104,1646,84,15,3,243,6943,13,36,106,25,3,0,0,14,197,0,0,21,31,4,0,0,0,56,5,21,13,10,8,0,0,0,57,40,883,4244,1712,99,15,3,257,7253,67,380,380,78,20,3,0,48,976,4,7,6,14,0,0,0,5,36,238,2512,16075,52012,24284,3817,704,1914,101556,Mornington Peninsula
215,82,727,6389,29239,11831,1403,313,1085,51069,9,293,1061,362,27,5,6,83,1846,0,7,34,66,20,5,5,3,140,9,300,1095,428,47,10,11,86,1986,32,679,1889,406,14,0,5,202,3227,0,0,8,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,13,3,0,3,0,0,0,19,32,692,1900,406,17,0,5,205,3257,111,279,146,123,29,10,10,141,849,0,0,8,11,3,3,3,3,31,234,1998,9538,30207,11927,1426,342,1520,57192,North West
216,74,429,4169,23441,10202,1298,214,754,40581,3,164,815,302,22,4,3,46,1359,3,3,29,38,14,0,3,3,93,6,167,844,340,36,4,6,49,1452,20,647,2220,380,16,3,0,187,3473,0,7,26,5,0,0,3,0,41,0,0,3,0,0,0,0,0,3,3,3,10,3,0,0,0,3,22,23,657,2259,388,16,3,3,190,3539,84,278,200,77,27,3,3,48,720,0,7,12,16,4,3,3,0,45,187,1538,7484,24262,10285,1311,229,1041,46337,Shepparton
217,64,502,5096,23686,9740,1466,345,690,41589,0,213,759,250,54,11,6,41,1334,0,8,86,138,29,5,0,11,277,0,221,845,388,83,16,6,52,1611,19,521,1492,238,22,3,0,109,2404,4,49,10,3,3,0,0,8,77,0,7,3,4,3,0,0,0,17,0,11,4,8,3,0,0,0,26,23,588,1509,253,31,3,0,117,2524,28,102,99,79,22,3,7,41,381,0,0,5,3,5,0,4,0,17,115,1413,7554,24409,9881,1488,362,900,46122,Warrnambool and South West
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Vic.)
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Vic.)
301,77,553,4099,26486,26178,5266,870,759,64288,62,581,1876,873,60,3,8,140,3603,37,193,1157,2369,60,10,4,83,3913,99,774,3033,3242,120,13,12,223,7516,60,677,1040,406,11,0,4,100,2298,0,8,185,120,4,0,0,4,321,0,10,71,34,5,3,0,0,123,0,42,21,9,4,3,0,0,79,60,737,1317,569,24,6,4,104,2821,58,221,153,49,12,0,0,26,519,0,5,3,8,3,0,3,0,22,294,2290,8605,30354,26337,5285,889,1112,75166,Brisbane - East
302,47,315,4925,28234,17430,3662,712,842,56167,25,481,1612,1193,41,4,4,114,3474,10,264,1225,2259,57,9,3,88,3915,35,745,2837,3452,98,13,7,202,7389,81,1353,2781,844,21,11,3,164,5258,22,207,1805,261,8,0,4,47,2354,24,172,667,163,4,0,0,44,1074,0,37,11,21,5,0,4,0,78,127,1769,5264,1289,38,11,11,255,8764,58,216,149,37,10,0,0,67,537,0,4,16,3,0,0,0,0,23,267,3049,13191,33015,17576,3686,730,1366,72880,Brisbane - North
303,129,495,6054,35887,30681,7910,1726,1129,84011,22,321,1373,1728,381,94,24,112,4055,37,404,2012,6140,324,70,21,159,9167,59,725,3385,7868,705,164,45,271,13222,126,2112,3957,1375,70,21,25,255,7941,83,472,2800,351,16,0,8,88,3818,38,190,685,272,11,0,0,25,1221,7,83,54,30,8,7,0,13,202,254,2857,7496,2028,105,28,33,381,13182,56,323,239,60,12,3,3,71,767,0,8,5,17,3,0,5,0,38,498,4408,17179,45860,31506,8105,1812,1852,111220,Brisbane - South
304,37,245,2233,17806,19853,5117,1097,394,46782,3,129,616,643,131,34,10,35,1601,3,71,686,1626,214,47,13,25,2685,6,200,1302,2269,345,81,23,60,4286,21,647,1887,604,41,9,0,65,3274,19,214,1975,351,15,3,0,41,2618,24,137,1068,622,20,3,11,31,1916,0,48,29,12,5,3,0,4,101,64,1046,4959,1589,81,18,11,141,7909,3,4,11,5,3,4,0,0,30,0,3,0,7,0,0,3,3,16,110,1498,8505,21676,20282,5220,1134,598,59023,Brisbane - West
305,57,505,5918,17644,11442,4192,1052,538,41348,18,217,538,473,73,11,12,28,1370,31,403,2325,3042,258,55,28,97,6239,49,620,2863,3515,331,66,40,125,7609,338,3763,6759,1429,134,30,73,349,12875,278,2000,7737,1341,67,8,12,245,11688,350,3039,7990,3323,229,28,14,326,15299,0,46,33,19,9,3,3,8,121,966,8848,22519,6112,439,69,102,928,39983,29,57,60,47,19,10,3,16,241,3,31,22,12,7,0,5,0,80,1104,10061,31382,27330,12238,4337,1202,1607,89261,Brisbane Inner City
306,246,1430,6671,30828,18826,2926,656,1188,62771,29,300,1848,625,83,24,8,118,3035,6,167,934,380,166,39,16,51,1759,35,467,2782,1005,249,63,24,169,4794,182,1681,5391,862,67,13,14,357,8567,85,478,1779,590,15,3,6,78,3034,14,177,807,349,13,0,3,36,1399,0,26,16,9,8,3,3,6,71,281,2362,7993,1810,103,19,26,477,13071,278,579,269,188,68,12,14,135,1543,3,9,47,19,15,6,3,4,106,843,4847,17762,33850,19261,3026,723,1973,82285,Cairns
307,129,829,5181,19481,11741,2068,463,779,40671,0,56,327,180,74,11,6,12,666,0,3,15,22,10,0,0,3,53,0,59,342,202,84,11,6,15,719,0,251,1137,232,33,12,3,81,1749,0,3,3,0,0,0,0,0,6,0,0,4,0,0,0,0,0,4,0,3,4,3,0,0,0,0,10,0,257,1148,235,33,12,3,81,1769,87,211,98,107,33,10,9,97,652,6,12,14,29,10,4,12,3,90,222,1368,6783,20054,11901,2105,493,975,43901,Darling Downs - Maranoa
308,197,1203,6768,30261,19866,3349,686,1173,63503,4,212,867,425,59,9,0,58,1634,0,51,211,138,41,11,3,19,474,4,263,1078,563,100,20,3,77,2108,70,699,2503,781,58,8,12,172,4303,21,35,141,33,3,0,0,4,237,3,20,147,53,4,0,0,7,234,6,16,7,9,3,0,3,0,44,100,770,2798,876,68,8,15,183,4818,262,752,362,190,61,12,7,140,1786,7,8,18,22,19,6,0,3,83,570,2996,11024,31912,20114,3395,711,1576,72298,Fitzroy
309,167,773,6571,46778,47919,8708,1905,1476,114297,65,551,6776,6747,714,64,18,352,15287,32,385,4012,12701,1326,179,31,332,18998,97,936,10788,19448,2040,243,49,684,34285,182,1539,5850,2231,183,31,17,387,10420,105,2236,7470,1329,78,75,15,342,11650,235,2943,7592,2158,114,13,15,343,13413,11,57,30,24,16,7,3,0,148,533,6775,20942,5742,391,126,50,1072,35631,164,683,856,179,34,7,4,103,2030,5,42,70,38,18,4,0,14,191,966,9209,39227,72185,50402,9088,2008,3349,186434,Gold Coast
310,151,718,6501,41827,30550,4329,945,1496,86517,56,256,1092,963,129,23,0,93,2612,25,127,654,1163,128,12,0,47,2156,81,383,1746,2126,257,35,0,140,4768,13,643,1054,353,27,3,5,91,2189,6,51,102,17,0,0,0,7,183,7,13,31,3,0,0,0,0,54,0,17,13,5,6,0,3,3,47,26,724,1200,378,33,3,8,101,2473,51,413,339,85,21,11,7,63,990,3,6,10,34,14,5,0,3,75,312,2244,9796,44450,30875,4383,960,1803,94823,Ipswich
311,109,523,3573,40698,31050,5502,1362,1343,84160,8,402,1386,852,114,20,3,115,2900,8,91,2330,2373,121,14,3,96,5036,16,493,3716,3225,235,34,6,211,7936,41,491,1363,513,39,3,10,114,2574,7,34,87,4,0,0,0,3,135,0,8,113,37,3,0,0,5,166,8,43,60,21,5,7,3,0,147,56,576,1623,575,47,10,13,122,3022,71,281,163,23,14,0,0,34,586,3,3,9,12,6,0,0,3,36,255,1876,9084,44533,31352,5546,1381,1713,95740,Logan - Beaudesert
312,145,833,4672,23311,14539,2183,422,780,46885,9,181,1014,541,88,13,0,75,1921,5,52,369,397,41,14,4,28,910,14,233,1383,938,129,27,4,103,2831,84,732,2152,651,60,9,12,194,3894,4,66,171,76,6,0,0,8,331,4,75,172,174,18,0,0,11,454,0,8,9,7,0,0,3,6,33,92,881,2504,908,84,9,15,219,4712,258,710,225,161,72,6,11,115,1558,0,11,34,23,9,0,3,0,80,509,2668,8818,25341,14833,2225,455,1217,56066,Mackay
313,93,619,5444,28354,24784,3656,813,1043,64806,41,489,1683,1321,228,17,5,156,3940,4,93,530,1158,73,16,3,43,1920,45,582,2213,2479,301,33,8,199,5860,37,856,1945,903,89,8,9,143,3990,25,84,603,260,13,0,0,28,1013,10,134,422,463,4,4,3,21,1061,0,23,22,12,0,7,3,4,71,72,1097,2992,1638,106,19,15,196,6135,136,508,233,53,19,6,0,73,1028,0,3,9,6,8,6,0,0,32,346,2809,10891,32530,25218,3720,836,1511,77861,Moreton Bay - North
314,60,261,1198,21451,22749,3876,708,469,50772,5,270,1280,797,51,6,6,63,2478,3,46,368,1006,41,0,0,23,1487,8,316,1648,1803,92,6,6,86,3965,17,212,593,304,11,3,0,35,1175,0,16,33,0,0,0,3,3,55,4,92,63,0,0,0,0,19,178,0,27,13,9,5,0,0,3,57,21,347,702,313,16,3,3,60,1465,23,115,50,13,12,3,0,67,283,0,0,0,34,3,0,0,0,37,112,1039,3598,23614,22872,3888,717,682,56522,Moreton Bay - South
315,132,823,3335,10102,4716,983,453,577,21121,8,119,291,106,30,7,0,38,599,0,43,161,79,16,3,7,10,319,8,162,452,185,46,10,7,48,918,11,536,1053,277,29,3,11,80,2000,0,0,55,6,0,0,0,0,61,0,12,30,0,3,0,0,5,50,0,5,6,6,0,3,0,0,20,11,553,1144,289,32,6,11,85,2131,126,390,174,158,51,12,11,159,1081,8,18,28,43,21,5,6,10,139,285,1946,5133,10777,4866,1016,488,879,25390,Queensland - Outback
316,183,1063,6962,40564,33131,5382,983,1055,89323,31,490,3955,2390,62,9,9,225,7171,23,271,1654,2332,158,13,7,111,4569,54,761,5609,4722,220,22,16,336,11740,168,1006,3757,1562,73,10,8,217,6801,12,156,1634,726,14,4,6,56,2608,21,403,1774,1467,56,9,3,75,3808,11,66,42,21,20,5,3,7,175,212,1631,7207,3776,163,28,20,355,13392,192,812,806,223,38,9,3,117,2200,0,7,19,16,6,4,3,0,55,641,4274,20603,49301,33558,5445,1025,1863,116710,Sunshine Coast
317,61,275,3168,20571,15043,2592,476,647,42833,11,188,884,599,64,11,4,39,1800,0,17,215,186,44,13,5,7,487,11,205,1099,785,108,24,9,46,2287,30,790,3081,962,56,6,4,181,5110,14,3,54,19,3,0,0,4,97,0,22,128,35,10,0,3,7,205,0,5,0,4,4,0,3,0,16,44,820,3263,1020,73,6,10,192,5428,29,115,52,33,11,4,0,36,280,0,5,10,6,5,0,4,4,34,145,1420,7592,22415,15240,2626,499,925,50862,Toowoomba
318,129,895,5923,30767,20641,3096,604,1093,63148,6,118,1474,459,93,14,6,79,2249,7,93,708,530,82,15,4,39,1478,13,211,2182,989,175,29,10,118,3727,109,1107,4049,676,59,10,16,309,6335,0,39,760,332,5,0,0,25,1161,5,98,487,400,11,4,4,10,1019,3,18,28,10,0,3,0,3,65,117,1262,5324,1418,75,17,20,347,8580,179,406,165,116,35,9,12,100,1022,0,9,18,15,12,0,7,0,61,438,2783,13612,33305,20938,3151,653,1658,76538,Townsville
319,288,1582,11993,46292,25479,3670,885,1712,91901,19,344,1565,690,54,10,0,128,2810,0,53,223,312,32,14,4,19,657,19,397,1788,1002,86,24,4,147,3467,85,1128,3233,970,90,10,20,300,5836,0,20,199,80,0,0,0,10,309,0,28,89,75,7,0,0,0,199,0,28,27,12,13,0,0,7,87,85,1204,3548,1137,110,10,20,317,6431,369,1005,475,243,98,19,14,220,2443,3,9,17,31,4,0,0,18,82,764,4197,17821,48705,25777,3723,923,2414,104324,Wide Bay
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Qld)
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Qld)
401,89,928,10278,39890,19271,3413,641,887,75397,32,1054,5082,3270,242,23,6,200,9909,7,218,2261,2448,288,63,9,117,5411,39,1272,7343,5718,530,86,15,317,15320,69,2482,8478,1275,70,10,13,346,12743,18,271,1042,114,10,0,0,42,1497,97,804,1453,337,57,5,0,81,2834,0,40,40,28,4,6,3,3,124,184,3597,11013,1754,141,21,16,472,17198,23,70,55,40,11,3,4,11,217,0,10,23,16,0,3,4,3,59,335,5877,28712,47418,19953,3526,680,1690,108191,Adelaide - Central and Hills
402,174,750,7861,79290,28863,3797,641,1789,123165,50,933,5333,6087,437,47,15,466,13368,3,19,429,1149,133,17,9,27,1786,53,952,5762,7236,570,64,24,493,15154,51,1186,4303,1031,21,4,7,244,6847,0,26,284,46,0,3,0,10,369,0,23,171,50,3,0,0,7,254,5,22,6,17,4,0,0,3,57,56,1257,4764,1144,28,7,7,264,7527,47,175,76,25,13,0,0,18,354,6,3,3,17,9,0,0,0,38,336,3137,18466,87712,29483,3868,672,2564,146238,Adelaide - North
403,120,818,10236,63980,26027,3792,602,1182,106757,23,956,5653,4152,283,32,13,313,11425,9,53,682,1365,165,16,0,35,2325,32,1009,6335,5517,448,48,13,348,13750,50,1742,6917,1119,60,8,17,287,10200,15,132,503,107,3,0,3,20,783,0,146,346,187,11,0,0,98,788,7,59,20,10,3,3,3,3,108,72,2079,7786,1423,77,11,23,408,11879,69,198,120,36,0,6,0,26,455,0,9,4,15,13,0,0,3,44,293,4113,24481,70971,26565,3857,638,1967,132885,Adelaide - South
404,92,714,10529,36985,10586,1370,285,1028,61589,35,917,4983,3749,312,33,20,312,10361,9,96,841,1884,201,19,3,60,3113,44,1013,5824,5633,513,52,23,372,13474,55,1895,7635,1227,43,8,9,339,11211,11,88,790,14,0,0,0,34,937,0,133,361,67,4,4,0,9,578,5,36,26,9,6,0,0,0,82,71,2152,8812,1317,53,12,9,382,12808,15,36,75,49,9,5,0,9,198,6,8,6,14,3,3,3,0,43,228,3923,25246,43998,11164,1442,320,1791,88112,Adelaide - West
405,61,698,5929,21712,9036,998,229,577,39240,3,196,451,774,35,11,4,55,1529,0,0,3,22,27,9,6,0,67,3,196,454,796,62,20,10,55,1596,3,285,468,121,6,0,4,47,934,0,4,5,3,0,0,0,0,12,0,30,36,3,0,0,0,5,74,0,6,8,10,0,0,0,0,24,3,325,517,137,6,0,4,52,1044,53,175,92,84,27,9,7,24,471,0,5,6,5,3,5,0,4,28,120,1399,6998,22734,9134,1032,250,712,42379,Barossa - Yorke - Mid North
406,50,550,3276,14998,5276,626,160,505,25441,14,203,968,2325,175,22,16,101,3824,0,3,25,85,24,9,0,3,149,14,206,993,2410,199,31,16,104,3973,24,356,646,183,17,3,4,54,1287,0,6,52,3,0,0,0,7,68,0,12,58,11,0,0,0,13,94,0,7,6,0,3,0,0,0,16,24,381,762,197,20,3,4,74,1465,69,141,61,65,20,4,4,49,413,4,7,4,19,5,5,6,3,53,161,1285,5096,17689,5520,669,190,735,31345,South Australia - Outback
407,116,1087,8677,36322,13702,1618,362,998,62882,7,293,1268,1173,70,16,15,116,2958,0,5,62,122,38,7,0,7,241,7,298,1330,1295,108,23,15,123,3199,19,554,1832,352,17,0,3,134,2911,0,19,25,3,0,0,0,3,50,0,4,47,9,0,0,0,0,60,0,9,14,3,0,0,0,0,26,19,586,1918,367,17,0,3,137,3047,74,247,164,116,24,0,14,65,704,0,5,18,18,14,0,0,4,59,216,2223,12107,38118,13865,1641,394,1327,69891,South Australia - South East
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (SA)
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (SA)
501,95,603,4270,20715,22122,2283,430,698,51216,12,411,1295,1181,89,4,4,112,3108,0,32,76,214,65,18,0,8,413,12,443,1371,1395,154,22,4,120,3521,10,250,663,513,43,0,6,50,1535,0,9,91,21,0,0,0,3,124,0,3,29,10,0,0,0,0,42,0,19,8,7,0,0,0,7,41,10,281,791,551,43,0,6,60,1742,72,248,225,78,22,10,6,143,804,5,3,5,19,10,4,0,0,46,194,1578,6662,22758,22351,2319,446,1021,57329,Bunbury
502,39,309,1988,8644,13222,1179,199,409,25989,6,296,1040,1128,85,3,4,117,2679,0,38,118,351,46,11,0,11,575,6,334,1158,1479,131,14,4,128,3254,4,162,415,627,37,3,0,50,1298,3,5,24,85,6,0,0,0,123,0,0,63,88,5,0,0,0,156,0,0,5,0,0,3,0,0,8,7,167,507,800,48,6,0,50,1585,32,174,174,68,10,3,0,29,490,0,0,3,10,8,0,0,0,21,84,984,3830,11001,13419,1202,203,616,31339,Mandurah
503,31,375,4883,13878,10497,2776,558,363,33361,3,335,1455,1185,145,15,3,61,3202,20,429,1705,2754,472,44,11,80,5515,23,764,3160,3939,617,59,14,141,8717,50,1272,2860,926,36,3,8,128,5283,134,2035,2918,567,50,0,3,129,5836,151,2254,3940,1074,52,3,3,144,7621,0,0,7,3,6,0,0,0,16,335,5561,9725,2570,144,6,14,401,18756,3,30,59,34,9,3,3,0,141,3,13,23,16,7,3,0,3,68,395,6743,17850,20437,11274,2847,589,908,61043,Perth - Inner
