SA4_MAIN11,M_1_299_DS_DS_Seprt_house,M_1_299_DS_DS_sd_row_tce_hs_t,M_1_299_DS_DS_Flat_unit_apart,M_1_299_DS_DS_Other_dwg,M_1_299_DS_ns,M_1_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_unit_apartm,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_unit_aptmnt,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_unit_aptmt,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_unit_aprtm,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_unt_aprt,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flt_unit_aprt,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_unt_aprt,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flt_unit_aprtm,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_unit_aprt,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_unit_aptm,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flt_unit_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_unit_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot,SA4_NAME11
311,1225,38,18,0,3,1284,765,37,13,3,0,818,702,36,10,0,0,748,1453,82,14,0,0,1549,1889,108,34,3,0,2034,5258,394,103,5,0,5760,6317,404,83,4,0,6808,9700,244,29,3,0,9976,5022,50,8,0,0,5080,2878,16,6,0,3,2903,1084,14,3,3,0,1104,2272,66,18,0,3,2359,38565,1489,339,21,9,40423,Logan - Beaudesert
312,650,6,27,16,5,704,281,9,7,3,0,300,275,16,14,3,0,308,553,17,10,9,0,589,775,22,35,11,3,846,1993,64,71,21,0,2149,2130,52,109,19,0,2310,3735,102,113,18,4,3972,2871,41,43,7,0,2962,2247,24,44,9,0,2324,883,13,21,9,3,929,1152,23,34,21,3,1233,17545,389,528,146,18,18626,Mackay
313,1061,43,38,3,0,1145,607,24,24,0,0,655,487,18,26,0,0,531,984,41,22,3,0,1050,1268,37,33,0,0,1338,3251,138,97,10,3,3499,3696,183,111,4,0,3994,5917,147,133,11,0,6208,3140,38,70,0,0,3248,1910,26,34,7,0,1977,785,11,29,0,0,825,1437,40,32,3,0,1512,24543,746,649,41,3,25982,Moreton Bay - North
314,822,26,9,3,0,860,491,20,8,0,0,519,438,13,7,3,0,461,839,27,6,0,0,872,1091,34,13,0,0,1138,3070,92,37,4,0,3203,3724,171,55,0,3,3953,6382,179,48,0,0,6609,4196,38,16,3,0,4253,3070,22,4,5,0,3101,1222,0,3,3,0,1228,1135,24,4,3,0,1166,26480,646,210,24,3,27363,Moreton Bay - South
315,422,3,8,12,4,449,185,0,4,6,0,195,202,3,0,4,0,209,317,5,0,8,0,330,395,5,3,8,0,411,782,15,15,9,3,824,639,18,9,4,0,670,958,22,10,8,0,998,479,4,5,3,0,491,309,8,5,0,0,322,191,9,3,14,0,217,389,8,5,6,0,408,5268,100,67,82,7,5524,Queensland - Outback
316,1580,99,106,6,4,1795,837,54,39,6,0,936,680,44,40,7,0,771,1319,83,80,11,0,1493,1727,89,118,4,0,1938,4355,263,298,36,3,4955,4596,316,322,26,4,5264,7169,375,361,19,3,7927,4887,147,148,3,3,5188,3595,80,123,6,0,3804,1966,19,97,10,0,2092,2008,80,114,14,0,2216,34719,1649,1846,148,17,38379,Sunshine Coast
317,650,13,21,3,0,687,461,10,14,0,0,485,378,6,16,0,0,400,808,21,36,0,0,865,1123,31,35,0,0,1189,2968,101,150,7,0,3226,3396,72,95,4,6,3573,3435,34,50,4,0,3523,1269,16,7,0,3,1295,783,12,10,0,0,805,405,8,5,0,0,418,794,19,12,3,0,828,16470,343,451,21,9,17294,Toowoomba
318,949,19,44,12,0,1024,527,11,21,0,0,559,468,12,24,3,0,507,1076,34,35,7,0,1152,1353,42,62,8,0,1465,3602,114,155,18,3,3892,3747,125,185,8,0,4065,5650,138,190,11,0,5989,2904,39,65,6,3,3017,1949,23,56,4,4,2036,875,12,54,7,3,951,1303,32,50,9,0,1394,24403,601,941,93,13,26051,Townsville
319,1698,19,22,23,0,1762,1261,4,16,28,0,1309,1155,6,11,14,0,1186,2134,18,21,19,0,2192,2458,20,33,13,0,2524,5605,49,76,56,0,5786,5117,49,60,17,0,5243,4758,36,44,15,3,4856,1783,7,13,9,0,1812,1009,7,15,6,0,1037,560,5,10,10,6,591,1840,6,18,12,0,1876,29378,226,339,222,9,30174,Wide Bay
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Qld)
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Qld)
401,1561,161,98,0,0,1820,793,76,57,3,3,932,721,94,64,3,0,882,1326,143,153,6,0,1628,1625,172,184,0,0,1981,4057,497,469,4,6,5033,3865,486,528,4,0,4883,5329,684,485,7,3,6508,3105,393,155,3,0,3656,3016,328,105,3,0,3452,2565,211,66,0,0,2842,1353,132,69,0,0,1554,29316,3377,2433,33,12,35171,Adelaide - Central and Hills
402,2158,115,36,0,3,2312,1868,172,51,3,0,2094,1812,142,49,3,0,2006,3551,224,103,0,5,3883,4312,300,122,5,0,4739,10743,647,294,4,0,11688,11115,531,246,3,4,11899,11022,452,125,8,0,11607,3654,125,33,0,3,3815,2006,74,14,0,0,2094,867,36,11,0,0,914,2377,107,28,3,0,2515,55485,2925,1112,29,15,59566,Adelaide - North
403,2169,136,86,0,0,2391,1595,84,70,0,0,1749,1490,95,91,3,3,1682,2769,132,108,3,0,3012,3373,173,143,3,3,3695,8003,457,374,5,4,8843,8143,467,412,6,3,9031,9738,592,310,4,3,10647,4152,277,82,0,0,4511,2651,180,58,0,3,2892,1413,94,45,0,0,1552,1906,125,52,0,0,2083,47402,2812,1831,24,19,52088,Adelaide - South
404,936,97,68,3,0,1104,657,85,73,0,0,815,634,74,72,0,0,780,1133,157,117,0,0,1407,1382,183,149,6,3,1723,3388,475,455,0,0,4318,3251,525,477,8,0,4261,4503,627,288,4,3,5425,2223,278,85,5,0,2591,1704,196,47,0,3,1950,737,106,26,3,0,872,948,95,63,0,0,1106,21496,2898,1920,29,9,26352,Adelaide - West
405,884,10,10,4,0,908,886,23,3,3,0,915,810,21,3,3,0,837,1293,21,6,6,0,1326,1428,20,0,9,3,1460,2866,28,11,15,0,2920,2060,19,9,17,0,2105,1659,14,0,8,0,1681,497,3,0,3,3,506,305,0,5,0,0,310,181,0,0,6,0,187,645,7,0,7,3,662,13514,166,47,81,9,13817,Barossa - Yorke - Mid North
406,430,34,3,9,3,479,362,64,0,3,0,429,382,53,3,3,0,441,740,102,3,12,0,857,751,131,13,3,0,898,1694,261,11,11,0,1977,1381,71,15,4,0,1471,1178,43,7,7,3,1238,477,9,4,3,0,493,266,9,3,0,0,278,130,6,0,4,0,140,385,32,8,0,0,425,8176,815,70,59,6,9126,South Australia - Outback
407,1406,17,10,5,3,1441,1095,16,20,6,0,1137,1153,27,17,3,0,1200,2023,36,25,5,3,2092,2404,51,35,10,3,2503,4889,68,50,9,0,5016,3485,34,20,11,3,3553,2468,22,3,5,3,2501,752,10,0,0,0,762,530,0,0,6,0,536,375,0,7,3,3,388,1120,19,11,3,0,1153,21700,300,198,66,18,22282,South Australia - South East
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (SA)
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (SA)
501,837,27,3,9,0,876,484,10,5,5,0,504,497,11,3,3,3,517,935,22,11,3,3,974,1165,32,6,6,0,1209,3039,60,30,9,3,3141,3088,66,21,3,0,3178,4261,50,27,6,0,4344,2417,35,13,6,0,2471,1608,19,4,4,0,1635,850,13,6,7,3,879,1036,18,3,8,0,1065,20217,363,132,69,12,20793,Bunbury
502,434,30,6,0,0,470,229,15,10,0,0,254,198,12,3,0,0,213,341,20,6,5,0,372,452,10,12,0,0,474,1205,46,26,7,0,1284,1271,44,25,4,0,1344,2122,69,31,4,3,2229,1417,22,17,0,0,1456,986,13,16,0,0,1015,559,17,14,4,0,594,542,13,16,4,0,575,9756,311,182,28,3,10280,Mandurah
503,712,99,121,0,0,932,173,38,53,0,0,264,154,34,52,3,0,243,277,47,96,0,0,420,322,69,148,0,0,539,862,187,373,3,3,1428,866,209,480,3,0,1558,1436,333,724,13,0,2506,951,232,473,11,0,1667,1647,331,428,5,0,2411,3420,342,309,3,0,4074,670,85,107,3,3,868,11490,2006,3364,44,6,16910,Perth - Inner
504,1163,81,27,0,0,1271,666,47,24,0,3,740,602,33,23,0,0,658,1235,76,45,0,0,1356,1512,87,49,0,0,1648,4090,266,151,3,0,4510,4267,306,199,5,3,4780,6387,458,240,6,4,7095,4479,292,84,0,0,4855,3673,184,61,5,0,3923,1677,88,32,0,0,1797,1525,71,39,0,0,1635,31276,1989,974,19,10,34268,Perth - North East
505,2503,307,77,0,0,2887,1229,144,39,3,0,1415,1092,148,41,3,0,1284,2306,235,83,3,0,2627,2758,346,108,4,0,3216,7249,881,305,0,0,8435,8022,1059,377,3,0,9461,12235,1826,415,5,0,14481,9570,1236,255,3,4,11068,8822,925,148,3,3,9901,5234,497,98,0,0,5829,3027,315,74,0,3,3419,64047,7919,2020,27,10,74023,Perth - North West
506,2079,167,85,4,0,2335,1169,84,33,0,0,1286,1052,80,41,0,0,1173,2149,122,70,5,0,2346,2776,177,99,9,0,3061,7281,546,311,3,3,8144,7766,611,382,3,6,8768,11521,921,511,18,5,12976,7966,493,253,8,0,8720,6247,424,165,3,3,6842,3429,260,155,4,0,3848,2584,163,76,3,0,2826,56019,4048,2181,60,17,62325,Perth - South East
507,1777,113,61,0,0,1951,922,74,35,0,0,1031,854,42,32,5,0,933,1598,126,50,4,0,1778,1951,108,72,0,0,2131,5650,340,165,5,3,6163,6233,362,229,3,3,6830,9973,589,288,6,0,10856,7024,402,142,0,0,7568,5941,285,105,3,3,6337,3456,238,75,8,0,3777,2165,133,44,0,3,2345,47544,2812,1298,34,12,51700,Perth - South West
508,728,30,17,23,3,801,415,7,4,0,0,426,363,10,10,4,0,387,653,21,15,17,0,706,785,18,9,19,4,835,2040,73,45,41,8,2207,2003,81,44,30,4,2162,2801,102,42,41,5,2991,1549,58,28,12,0,1647,1486,52,24,23,5,1590,1060,35,20,27,12,1154,904,24,11,19,3,961,14787,511,269,256,44,15867,Western Australia - Outback
509,1160,7,7,7,3,1184,637,7,5,4,3,656,593,4,0,8,0,605,1069,10,5,4,0,1088,1147,9,9,6,0,1171,2357,26,10,16,0,2409,1842,19,5,13,0,1879,2027,20,7,11,0,2065,977,8,7,3,0,995,806,4,0,8,0,818,492,12,3,10,3,520,760,0,6,9,3,778,13867,126,64,99,12,14168,Western Australia - Wheat Belt
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (WA)
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (WA)
601,1263,67,56,11,0,1397,982,31,35,3,0,1051,995,40,31,0,0,1066,1818,60,64,3,3,1948,2206,75,82,8,0,2371,5298,196,248,11,3,5756,5089,184,209,5,0,5487,5003,165,142,9,3,5322,1805,61,42,9,0,1917,1195,46,32,0,3,1276,712,13,15,4,0,744,1084,24,40,5,0,1153,27450,962,996,68,12,29488,Hobart
602,897,16,17,3,0,933,808,17,15,9,0,849,712,9,19,3,0,743,1390,29,27,4,0,1450,1676,53,32,7,0,1768,3827,77,75,7,0,3986,3135,75,65,4,0,3279,2363,40,20,3,0,2426,748,6,6,5,0,765,477,3,7,4,3,494,264,8,3,3,0,278,790,8,8,4,0,810,17087,341,294,56,3,17781,Launceston and North East
603,301,3,3,3,0,310,314,0,3,3,3,323,286,3,0,0,0,289,470,3,0,5,3,481,482,3,0,8,0,493,1042,10,3,10,0,1065,756,6,0,4,0,766,521,3,3,9,0,536,170,0,0,0,0,170,124,0,0,0,0,124,66,0,0,3,0,69,260,3,0,3,0,266,4792,34,12,48,6,4892,South East
604,746,6,13,8,0,773,664,10,8,3,0,685,693,3,6,4,0,706,1283,16,7,7,0,1313,1425,21,23,3,0,1472,3275,31,30,6,0,3342,2332,16,4,8,3,2363,1549,7,10,6,3,1575,428,3,3,0,0,434,285,3,0,9,0,297,177,3,3,4,0,187,593,8,11,3,0,615,13450,127,118,61,6,13762,West and North West
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Tas.)
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Tas.)
701,301,35,40,0,0,376,145,26,17,6,3,197,132,19,14,0,0,165,277,41,42,8,0,368,361,58,58,9,4,490,1210,184,198,11,7,1610,1347,231,273,27,7,1885,2177,299,374,25,11,2886,1706,186,236,14,3,2145,1875,137,166,10,0,2188,981,88,98,13,0,1180,562,79,57,7,0,705,11074,1383,1573,130,35,14195,Darwin
702,123,4,4,6,3,140,53,6,9,8,0,76,65,6,9,7,0,87,125,8,14,5,0,152,181,16,25,8,0,230,570,64,60,19,3,716,571,63,53,11,0,698,832,90,71,9,0,1002,431,32,26,7,3,499,354,23,12,9,0,398,157,6,8,6,3,180,212,9,16,12,4,253,3674,327,307,107,16,4431,Northern Territory - Outback
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Migratory - Offshore - Shipping (NT)
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (NT)
801,1576,189,72,0,4,1841,743,88,32,4,0,867,682,58,30,3,0,773,1225,151,74,0,0,1450,1610,228,88,0,0,1926,4254,511,292,0,0,5057,4898,762,468,0,0,6128,9040,1650,1000,0,4,11694,6757,873,464,3,0,8097,6256,584,324,0,5,7169,3312,259,179,3,0,3753,1410,157,71,0,0,1638,41763,5510,3094,13,13,50393,Australian Capital Territory
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (ACT)
901,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,5,4,3,0,0,12,5,0,0,0,0,5,7,3,0,0,0,10,3,0,0,0,0,3,3,0,3,0,0,6,3,0,3,0,0,6,4,0,0,0,0,4,33,10,15,0,0,58,Other Territories
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (OT)
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (OT)
