SA4_MAIN11,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total,SA4_NAME11
313,20212,1133,1025,564,9,22943,24544,744,651,39,6,25984,12063,2037,2233,56,10,16399,1613,474,1050,4,0,3141,3822,613,617,40,6,5098,91,136,114,3,0,344,429,108,75,245,0,857,309,71,72,16,0,468,18327,3439,4161,364,16,26307,352,338,81,7,0,778,1372,204,218,55,0,1849,64807,5858,6136,1029,31,77861,Moreton Bay - North
314,13413,897,258,111,6,14685,26481,647,210,25,0,27363,6439,1258,496,4,15,8212,733,127,144,0,0,1004,2178,390,163,22,11,2764,40,70,28,0,0,138,554,84,16,51,4,709,138,32,20,0,0,190,10082,1961,867,77,30,13017,152,343,61,5,0,561,642,119,67,64,0,892,50770,3967,1463,282,36,56518,Moreton Bay - South
315,5776,48,40,505,68,6437,5268,100,66,83,7,5524,1103,158,491,10,5,1767,2645,165,459,15,3,3287,1554,91,250,69,5,1969,1116,38,203,18,6,1381,2106,231,482,162,19,3000,580,27,38,41,5,691,9104,710,1923,315,43,12095,282,9,16,28,8,343,692,53,86,150,12,993,21122,920,2131,1081,138,25392,Queensland - Outback
316,31511,3964,2783,1193,12,39463,34719,1651,1847,146,14,38377,12619,2957,4913,69,10,20568,907,585,1084,15,4,2595,5856,1153,1702,184,11,8906,131,101,119,3,0,354,509,124,199,421,5,1258,449,67,119,32,0,667,20471,4987,8136,724,30,34348,953,662,237,36,0,1888,1670,475,388,102,0,2635,89324,11739,13391,2201,56,116711,Sunshine Coast
317,14690,414,873,88,7,16072,16470,345,450,21,9,17295,6158,878,2325,12,6,9379,734,183,526,0,0,1443,2819,240,581,17,4,3661,113,40,151,0,0,304,452,26,91,100,0,669,205,31,59,5,0,300,10481,1398,3733,134,10,15756,288,77,151,0,3,519,907,55,221,37,4,1224,42836,2289,5428,280,33,50866,Toowoomba
318,18512,500,876,602,16,20506,24402,600,943,92,15,26052,9201,1575,3816,27,12,14631,2169,325,1022,6,4,3526,4202,399,957,53,8,5619,250,56,193,7,0,506,1989,81,264,118,6,2458,443,35,76,29,0,583,18254,2471,6328,240,30,27323,540,28,91,11,0,670,1438,130,343,78,0,1989,63146,3729,8581,1023,61,76540,Townsville
319,37256,884,694,1330,19,40183,29378,226,337,222,10,30173,11866,859,2441,52,11,15229,1353,388,1119,12,0,2872,6652,364,820,132,9,7977,389,86,247,0,0,722,1117,118,224,432,6,1897,748,53,110,52,6,969,22125,1868,4961,680,32,29666,823,307,81,29,3,1243,2317,182,361,181,20,3061,91899,3467,6434,2442,84,104326,Wide Bay
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Qld)
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Qld)
401,31704,3774,2464,68,14,38024,29315,3377,2432,33,16,35173,5804,3248,5275,21,11,14359,755,1093,1630,0,0,3478,4869,2049,2940,49,9,9916,212,380,723,0,0,1315,403,158,358,28,0,947,348,125,151,5,0,629,12391,7053,11077,103,20,30644,485,658,678,4,4,1829,1501,459,548,9,5,2522,75396,15321,17199,217,59,108192,Adelaide - Central and Hills
402,37246,2010,796,202,4,40258,55486,2925,1112,29,15,59567,11302,2671,1807,3,3,15786,5227,4121,1868,3,6,11225,7887,1121,932,18,6,9964,765,457,329,0,3,1554,1404,211,157,78,0,1850,462,144,66,4,0,676,27047,8725,5159,106,18,41055,689,898,157,3,0,1747,2697,596,303,14,0,3610,123165,15154,7527,354,37,146237,Adelaide - North
403,37317,3200,2060,244,9,42830,47401,2815,1831,24,20,52091,8444,1971,2908,19,7,13349,2960,2386,1521,0,0,6867,6516,1239,1826,23,3,9607,548,432,439,0,4,1423,472,113,154,113,0,852,354,93,144,9,0,600,19294,6234,6992,164,14,32698,751,987,473,7,0,2218,1994,515,523,17,0,3049,106757,13751,11879,456,43,132886,Adelaide - South
404,24714,2233,1744,73,9,28773,21497,2897,1921,27,10,26352,4780,1907,3504,20,6,10217,2608,3588,1649,0,0,7845,4801,1357,2328,49,7,8542,316,389,392,3,0,1100,468,160,299,18,5,950,315,97,125,0,3,540,13288,7498,8297,90,21,29194,401,372,345,3,0,1121,1690,473,504,5,0,2672,61590,13473,12811,198,40,88112,Adelaide - West
405,16978,291,142,209,7,17627,13515,165,47,82,7,13816,2654,319,189,13,0,3175,745,464,313,7,0,1529,2906,124,74,57,8,3169,198,75,112,0,0,385,614,24,22,61,0,721,375,10,26,11,0,422,7492,1016,736,149,8,9401,368,54,58,11,6,497,887,70,62,19,0,1038,39240,1596,1045,470,28,42379,Barossa - Yorke - Mid North
406,8640,518,125,178,26,9487,8175,815,70,60,6,9126,1948,660,417,9,3,3037,2142,1332,351,3,0,3828,1722,243,163,30,3,2161,346,46,42,8,0,442,1284,166,167,53,6,1676,291,30,32,11,3,367,7733,2477,1172,114,15,11511,209,41,22,9,3,284,685,120,74,52,5,936,25442,3971,1463,413,55,31344,South Australia - Outback
407,24829,664,402,372,15,26282,21699,300,199,65,16,22279,5350,643,1079,15,3,7090,2092,692,407,0,0,3191,4379,252,359,65,10,5065,287,121,196,0,0,604,1286,67,114,98,6,1571,611,36,38,19,0,704,14005,1811,2193,197,19,18225,864,260,95,15,6,1240,1484,163,155,57,6,1865,62881,3198,3044,706,62,69891,South Australia - South East
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (SA)
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (SA)
501,16827,784,259,379,19,18268,20218,364,132,70,7,20791,5887,772,493,3,3,7158,1247,632,325,3,0,2207,4462,373,241,41,3,5120,69,126,70,3,3,271,719,53,70,142,9,993,445,26,25,13,3,512,12829,1982,1224,205,21,16261,312,236,55,12,0,615,1030,156,72,137,0,1395,51216,3522,1742,803,47,57330,Bunbury
502,8505,805,286,329,9,9934,9754,313,180,28,3,10278,3822,698,455,6,4,4985,368,374,117,3,0,862,2171,320,175,14,3,2683,73,57,70,0,0,200,201,67,25,71,0,364,162,28,17,3,0,210,6797,1544,859,97,7,9304,357,427,196,7,0,987,575,167,65,31,0,838,25988,3256,1586,492,19,31341,Mandurah
503,14106,2143,2243,21,18,18531,11490,2008,3364,43,3,16908,3608,2194,7671,39,15,13527,195,563,1078,0,0,1836,2749,1118,2797,26,8,6698,41,98,263,0,3,405,281,87,302,3,8,681,171,71,148,3,10,403,7045,4131,12259,71,44,23550,183,240,444,3,0,870,538,195,446,3,0,1182,33362,8717,18756,141,65,61041,Perth - Inner
504,20227,1384,744,192,10,22557,31276,1988,973,23,9,34269,5529,1578,1390,4,6,8507,1264,892,745,0,0,2901,4921,890,757,13,3,6584,153,126,69,0,0,348,542,95,90,23,14,764,278,56,55,4,0,393,12687,3637,3106,44,23,19497,292,114,63,6,0,475,1372,243,176,73,0,1864,65854,7366,5062,338,42,78662,Perth - North East
505,42629,5371,1758,406,11,50175,64048,7920,2024,24,10,74026,13133,5193,2940,6,8,21280,2129,1947,867,0,0,4943,9873,3238,1468,22,3,14604,126,262,200,3,0,591,891,287,154,80,3,1415,495,147,57,3,0,702,26647,11074,5686,114,14,43535,743,747,351,8,0,1849,2426,696,403,19,0,3544,136493,25808,10222,571,35,173129,Perth - North West
506,38573,3452,1895,189,11,44120,56019,4048,2181,57,19,62324,12340,4042,4229,15,9,20635,2800,1463,1491,0,4,5758,10258,2233,1632,24,12,14159,187,232,401,0,0,820,932,214,182,105,3,1436,594,135,96,6,0,831,27111,8319,8031,150,28,43639,736,625,507,3,5,1876,2547,594,433,15,4,3593,124986,17038,13047,414,67,155552,Perth - South East
507,33583,3152,1397,424,13,38569,47543,2811,1298,35,15,51702,11576,2360,2297,19,9,16261,1970,1502,1114,3,4,4593,7690,1406,1040,21,8,10165,127,145,158,0,0,430,896,153,128,74,0,1251,434,73,57,10,0,574,22693,5639,4794,127,21,33274,461,317,278,11,0,1067,1999,414,309,35,0,2757,106279,12333,8076,632,49,127369,Perth - South West
508,11213,411,270,1591,76,13561,14787,509,268,258,46,15868,5139,956,896,77,19,7087,4677,1090,560,14,35,6376,3509,289,299,177,13,4287,1271,98,89,52,4,1514,7117,973,646,596,61,9393,800,67,57,76,17,1017,22513,3473,2547,992,149,29674,439,35,27,77,15,593,1346,219,132,350,20,2067,50298,4647,3244,3268,306,61763,Western Australia - Outback
509,18138,259,155,342,18,18912,13869,125,65,98,11,14168,2898,254,182,8,5,3347,1573,486,334,3,5,2401,3881,109,104,59,7,4160,150,152,186,3,0,491,1641,82,74,90,3,1890,713,37,33,20,0,803,10856,1120,913,183,20,13092,409,69,48,21,0,547,1022,72,73,79,5,1251,44294,1645,1254,723,54,47970,Western Australia - Wheat Belt
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (WA)
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (WA)
601,25137,1039,1414,101,15,27706,27451,964,997,68,11,29491,4839,1182,2202,48,15,8286,2870,698,1298,0,0,4866,4865,908,1713,98,10,7594,220,126,315,0,0,661,488,71,226,28,0,813,306,39,92,9,0,446,13588,3024,5846,183,25,22666,329,126,152,3,3,613,1434,158,274,9,0,1875,67939,5311,8683,364,54,82351,Hobart
602,18680,540,537,127,14,19898,17087,340,294,59,0,17780,3882,668,985,36,0,5571,1630,513,510,3,3,2659,3554,380,552,60,0,4546,155,109,142,3,6,415,608,78,111,35,0,832,383,34,49,10,3,479,10212,1782,2349,147,12,14502,295,50,102,0,0,447,1104,105,144,18,4,1375,47378,2817,3426,351,30,54002,Launceston and North East
603,5766,89,20,99,3,5977,4790,36,10,50,4,4890,641,16,10,8,0,675,105,23,33,0,0,161,1073,30,23,22,0,1148,20,22,13,0,0,55,259,26,17,17,0,319,138,12,5,5,0,160,2236,129,101,52,0,2518,116,0,3,3,0,122,284,16,8,18,0,326,13192,270,142,222,7,13833,South East
604,15209,403,415,160,3,16190,13449,126,119,60,7,13761,2864,294,564,15,3,3740,1610,557,465,0,0,2632,2864,246,276,44,3,3433,120,77,116,6,0,319,556,64,101,59,3,783,274,31,46,11,0,362,8288,1269,1568,135,9,11269,233,25,43,11,0,312,828,108,119,53,0,1108,38007,1931,2264,419,19,42640,West and North West
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Tas.)
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Tas.)
701,5241,619,581,470,12,6923,11073,1383,1572,134,35,14197,2786,1293,2811,33,13,6936,1384,476,795,6,3,2664,2046,696,1140,105,17,4004,136,35,51,6,3,231,1375,243,370,113,5,2106,177,36,62,20,3,298,7904,2779,5229,283,44,16239,106,33,20,48,6,213,543,171,249,188,7,1158,24867,4985,7651,1123,104,38730,Darwin
702,1945,97,82,442,40,2606,3677,327,305,106,18,4433,816,389,531,26,7,1769,4019,278,462,39,12,4810,725,171,214,113,8,1231,1388,22,68,46,10,1534,2539,447,524,196,36,3742,388,53,67,65,6,579,9875,1360,1866,485,79,13665,235,22,34,64,10,365,588,89,148,254,12,1091,16320,1895,2435,1351,159,22160,Northern Territory - Outback
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,Migratory - Offshore - Shipping (NT)
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (NT)
801,31239,3813,1557,120,9,36738,41764,5510,3095,10,12,50391,7116,3977,5851,13,5,16962,5118,2130,2151,7,3,9409,5601,2144,2475,27,11,10258,223,203,159,3,3,591,1351,298,210,28,7,1894,312,86,75,3,0,476,19721,8838,10921,81,29,39590,348,289,175,6,0,818,1195,358,322,10,0,1885,94267,18808,16070,227,50,129422,Australian Capital Territory
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,Migratory - Offshore - Shipping (ACT)
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (ACT)
901,84,19,66,0,0,169,34,12,14,0,0,60,19,0,5,0,0,24,70,3,79,0,3,155,25,15,23,0,0,63,47,0,0,0,0,47,68,10,9,3,11,101,11,4,0,0,0,15,240,32,116,3,14,405,25,0,0,3,0,28,12,4,17,0,0,33,395,67,213,6,14,695,Other Territories
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (OT)
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (OT)
