SA4_MAIN11,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_199_Family_households,HI_1_199_Non_family_hseholds,HI_1_199_Tot,HI_200_299_Family_households,HI_200_299_Non_fam_househlds,HI_200_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_599_Family_households,HI_400_599_Non_fam_househlds,HI_400_599_Tot,HI_600_799_Family_households,HI_600_799_Non_fam_househlds,HI_600_799_Tot,HI_800_999_Family_households,HI_800_999_Non_fam_househlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1999_Fam_households,HI_1500_1999_Non_fam_hsehlds,HI_1500_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot,SA4_NAME11
501,314,339,653,485,388,873,265,1274,1539,624,3052,3676,3786,2103,5889,3252,1525,4777,3190,1208,4398,2986,1130,4116,3293,781,4074,5506,1042,6548,4168,162,4330,3782,764,4546,2485,59,2544,890,25,915,1108,31,1139,5452,409,5861,741,710,1451,42327,15002,57329,Bunbury
502,194,204,398,272,229,501,158,718,876,363,1993,2356,2657,1416,4073,2150,780,2930,1981,549,2530,1498,500,1998,1451,403,1854,2476,525,3001,1826,75,1901,1945,425,2370,1199,32,1231,446,15,461,644,21,665,3045,169,3214,466,515,981,22771,8569,31340,Mandurah
503,420,759,1179,296,579,875,140,1339,1479,263,2488,2751,1229,2269,3498,1342,1861,3203,1593,1788,3381,1599,2056,3655,1783,1780,3563,3224,2540,5764,3110,493,3603,5573,3347,8920,4057,288,4345,2287,173,2460,5487,299,5786,4417,1106,5523,337,716,1053,37157,23881,61038,Perth - Inner
504,378,486,864,501,419,920,349,1417,1766,648,3532,4180,3864,2404,6268,3541,2007,5548,3700,1862,5562,4075,1969,6044,4241,1548,5789,7823,1660,9483,6752,345,7097,5909,1190,7099,3874,128,4002,1793,65,1858,2507,82,2589,7053,629,7682,970,942,1912,57978,20685,78663,Perth - North East
505,967,941,1908,1173,902,2075,637,2815,3452,1275,7107,8382,7362,5282,12644,7314,4058,11372,7769,3771,11540,7999,4215,12214,8766,3288,12054,16273,3957,20230,15000,801,15801,14719,2938,17657,10410,367,10777,4839,193,5032,7285,265,7550,15419,1537,16956,1864,1620,3484,129071,44057,173128,Perth - North West
506,997,1255,2252,1160,1028,2188,654,2722,3376,1270,7124,8394,7025,4908,11933,7000,4008,11008,6957,3827,10784,7691,4092,11783,7928,3137,11065,14364,3803,18167,12963,865,13828,11800,2864,14664,7813,375,8188,3721,214,3935,5464,315,5779,13077,1655,14732,1766,1711,3477,111650,43903,155553,Perth - South East
507,722,774,1496,831,845,1676,497,2329,2826,988,6039,7027,5886,4164,10050,5550,3013,8563,5416,2653,8069,5629,2844,8473,5969,2208,8177,11317,2867,14184,10191,559,10750,10813,2220,13033,7435,232,7667,3513,129,3642,5414,202,5616,12218,1188,13406,1403,1313,2716,93792,33579,127371,Perth - South West
508,392,436,828,431,362,793,340,1120,1460,582,2266,2848,2630,1499,4129,2353,1340,3693,2246,1232,3478,2346,1475,3821,2681,1229,3910,4841,1825,6666,4246,255,4501,5325,1949,7274,3805,198,4003,1854,111,1965,3268,250,3518,6151,563,6714,1226,936,2162,44717,17046,61763,Western Australia - Outback
509,519,381,900,548,420,968,292,1249,1541,640,3082,3722,3416,1924,5340,3137,1540,4677,3160,1137,4297,2747,1017,3764,2880,734,3614,4223,712,4935,3055,85,3140,1972,429,2401,1326,29,1355,366,15,381,701,20,721,4520,222,4742,740,734,1474,34242,13730,47972,Western Australia - Wheat Belt
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (WA)
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (WA)
601,291,444,735,470,652,1122,403,2249,2652,884,5546,6430,5058,4073,9131,5082,2943,8025,4831,2418,7249,5090,2111,7201,4669,1468,6137,7561,1621,9182,6298,295,6593,3799,737,4536,2866,83,2949,1069,32,1101,1399,16,1415,5359,619,5978,856,1058,1914,55985,26365,82350,Hobart
602,205,329,534,444,526,970,307,1909,2216,752,4215,4967,4556,2747,7303,3983,1958,5941,3693,1362,5055,3563,1109,4672,3224,688,3912,4682,698,5380,3351,120,3471,1821,319,2140,1156,33,1189,460,11,471,529,14,543,3440,309,3749,658,827,1485,36824,17174,53998,Launceston and North East
603,81,79,160,161,143,304,82,429,511,206,1084,1290,1348,616,1964,1297,474,1771,1103,305,1408,1046,184,1230,873,123,996,1170,119,1289,696,10,706,327,54,381,200,3,203,66,0,66,103,0,103,982,46,1028,209,215,424,9950,3884,13834,South East
604,187,242,429,440,348,788,271,1453,1724,634,3588,4222,3982,1893,5875,3326,1416,4742,2959,965,3924,2778,749,3527,2635,495,3130,3811,517,4328,2441,74,2515,1368,237,1605,793,19,812,235,4,239,317,7,324,3046,176,3222,600,635,1235,29823,12818,42641,West and North West
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,Migratory - Offshore - Shipping (Tas.)
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (Tas.)
701,179,196,375,153,153,306,133,566,699,258,1054,1312,902,737,1639,988,865,1853,1119,934,2053,1520,1135,2655,1755,1028,2783,3615,1347,4962,4094,409,4503,3168,861,4029,2627,190,2817,1201,87,1288,2000,155,2155,3727,672,4399,471,433,904,27910,10822,38732,Darwin
702,98,106,204,287,109,396,192,408,600,286,492,778,974,375,1349,955,563,1518,877,590,1467,1148,702,1850,1115,555,1670,2025,780,2805,1961,148,2109,1494,457,1951,1140,47,1187,427,27,454,628,33,661,1990,237,2227,539,393,932,16136,6022,22158,Northern Territory - Outback
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,Migratory - Offshore - Shipping (NT)
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (NT)
801,351,569,920,495,684,1179,412,1800,2212,770,3893,4663,3056,3107,6163,3334,3002,6336,3918,2731,6649,4797,3571,8368,5243,3447,8690,10737,5354,16091,11832,1081,12913,11198,4190,15388,10676,654,11330,5260,296,5556,10474,523,10997,8686,1647,10333,737,900,1637,91976,37449,129425,Australian Capital Territory
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (ACT)
901,4,3,7,3,3,6,0,3,3,6,12,18,23,14,37,27,17,44,23,15,38,44,22,66,31,17,48,59,25,84,79,4,83,64,8,72,43,0,43,19,3,22,26,3,29,73,3,76,13,6,19,537,158,695,Other Territories
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (OT)
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Special Purpose Codes SA4 (OT)
