sla_code_2006_,sla_name_2006_,irsad_score,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_,minimum_score_for_cds_in_area_percentile_,maximum_score_for_cds_in_area_percentile_,urp,per100_urp_without_a_cd_level_score_percentile_
350107600,Yarrabah (S),650,3,1,1,QLD,1,1,1,650,650,2372,0
355053200,Flinders (S),924,343,3,25,QLD,108,3,23,863,1043,1791,0
405055688,Playford (C) - West Central,805,73,1,6,SA ,5,1,5,714,942,13000,0
405150070,Adelaide (C),1083,1176,9,85,SA ,114,10,93,976,1180,16660,4
705051094,Parap,1043,1015,8,73,NT ,70,8,77,975,1113,1804,0
355055300,Mount Isa (C),976,716,6,52,QLD,204,5,43,758,1133,19663,1
355056300,Richmond (S),947,534,4,39,QLD,164,4,35,920,1003,901,0
805207749,Stirling,1089,1197,9,86,ACT,47,5,46,1077,1106,2042,0
805207839,Stromlo,1065,1106,8,80,ACT,24,3,24,1065,1065,65,0
415058834,Yorke Peninsula (DC) - South,893,144,2,11,SA ,19,2,16,836,953,3858,0
405052030,Gawler (T),943,498,4,36,SA ,66,6,54,768,1072,18913,0
805050189,Ainslie,1089,1199,9,86,ACT,49,5,48,1014,1143,4814,0
405055681,Playford (C) - East Central,955,582,5,42,SA ,78,7,64,785,1018,20133,0
805050639,Braddon,1059,1076,8,78,ACT,20,2,20,801,1171,3575,0
415101140,Clare and Gilbert Valleys (DC),946,522,4,38,SA ,70,6,57,852,1074,8144,0
415102110,Goyder (DC),905,212,2,16,SA ,31,3,26,737,988,4184,0
415108130,Wakefield (DC),906,222,2,16,SA ,33,3,27,821,992,6371,0
805102139,Dunlop,1090,1201,9,87,ACT,50,5,49,1055,1122,5849,0
535033500,Geraldton (C),922,315,3,23,WA ,30,2,20,791,1050,18915,0
535033851,Greenough (S) - Pt A,1015,886,7,64,WA ,124,8,80,810,1102,12637,0
535051540,Carnarvon (S),925,350,3,26,WA ,32,3,21,640,1012,5682,0
405055683,Playford (C) - Elizabeth,797,68,1,5,SA ,4,1,4,653,908,24495,1
405055684,Playford (C) - Hills,1047,1026,8,74,SA ,109,9,89,1000,1080,3365,0
405055686,Playford (C) - West,922,319,3,23,SA ,43,4,35,754,1007,9017,0
405055891,Port Adel. Enfield (C) - East,957,603,5,44,SA ,79,7,65,799,1105,31064,2
805051989,Downer,1068,1122,9,81,ACT,27,3,26,1048,1097,3370,0
405055894,Port Adel. Enfield (C) - Inner,891,140,2,11,SA ,17,2,14,718,1027,19319,0
405057141,Salisbury (C) - Central,889,135,1,10,SA ,16,2,14,810,997,26857,3
405057143,Salisbury (C) - Inner North,888,130,1,10,SA ,14,2,12,704,954,24121,0
405156510,Prospect (C),1041,1004,8,72,SA ,108,9,88,818,1150,19294,0
405057144,Salisbury (C) - North-East,938,457,4,33,SA ,60,5,49,780,1067,21962,0
405057146,Salisbury (C) - South-East,939,462,4,34,SA ,61,5,50,792,1098,34861,0
405057148,Salisbury (C) Bal,998,829,6,60,SA ,94,8,77,814,1113,10620,1
405057701,Tea Tree Gully (C) - Central,995,819,6,59,SA ,92,8,75,886,1057,25184,0
405057704,Tea Tree Gully (C) - Hills,1027,953,7,69,SA ,104,9,85,986,1080,11828,0
405157981,Unley (C) - East,1085,1184,9,85,SA ,115,10,94,920,1142,19234,0
405057705,Tea Tree Gully (C) - North,1024,931,7,67,SA ,102,9,83,954,1129,26999,0
405057708,Tea Tree Gully (C) - South,991,802,6,58,SA ,91,8,74,848,1134,31961,0
805056389,O'Connor,1116,1281,10,92,ACT,70,7,68,1050,1169,4911,0
405101061,Charles Sturt (C) - Coastal,1018,897,7,65,SA ,99,9,81,729,1131,29956,0
805057209,Reid,1069,1123,9,81,ACT,28,3,27,903,1207,1605,0
405101064,Charles Sturt (C) - Inner East,945,513,4,37,SA ,69,6,57,725,1054,21324,0
405101065,Charles Sturt (C) - Inner West,936,436,4,32,SA ,59,5,48,724,1085,23630,0
405101068,Charles Sturt (C) - North-East,930,382,3,28,SA ,54,5,44,708,1025,25621,0
405105895,Port Adel. Enfield (C) - Coast,951,562,5,41,SA ,75,7,61,731,1075,27504,0
405157984,Unley (C) - West,1076,1157,9,83,SA ,113,10,92,967,1177,16765,0
405105896,Port Adel. Enfield (C) - Park,847,83,1,6,SA ,7,1,6,716,933,14687,2
405105897,Port Adel. Enfield (C) - Port,888,131,1,10,SA ,15,2,13,809,1104,10355,0
805105679,Macquarie,1068,1120,9,81,ACT,26,3,26,1009,1122,2385,0
405108411,West Torrens (C) - East,974,700,6,51,SA ,85,7,70,849,1043,23989,1
405108414,West Torrens (C) - West,982,753,6,54,SA ,87,8,71,843,1082,28168,0
530014281,Kalgoorlie/Boulder (C) - Pt A,1001,838,7,61,WA ,119,8,77,849,1126,28244,1
405150121,Adelaide Hills (DC) - Central,1105,1259,10,91,SA ,121,10,99,1015,1166,12483,0
405150124,Adelaide Hills (DC) - Ranges,1089,1200,9,86,SA ,118,10,96,1019,1149,10066,0
405150701,Burnside (C) - North-East,1103,1252,9,90,SA ,120,10,98,1017,1194,21070,0
530051960,Coolgardie (S),946,519,4,38,WA ,60,4,39,772,1006,3800,4
530054284,Kalgoorlie/Boulder (C) - Pt B,789,66,1,5,WA ,3,1,2,656,989,179,27
405150704,Burnside (C) - South-West,1113,1274,10,92,SA ,122,10,100,909,1180,20886,0
535053360,Exmouth (S),982,748,6,54,WA ,107,7,69,821,993,2063,1
535057770,Shark Bay (S),935,427,4,31,WA ,47,4,31,879,995,858,7
405150911,Campbelltown (C) - East,1012,882,7,64,SA ,98,8,80,901,1123,26963,0
405150914,Campbelltown (C) - West,973,694,5,50,SA ,84,7,69,841,1078,19197,0
405204064,Marion (C) - North,951,564,5,41,SA ,76,7,62,800,1052,24943,0
405155291,Norw. P'ham St Ptrs (C) - East,1007,862,7,62,SA ,97,8,79,903,1136,15993,0
410150125,Adelaide Hills (DC) - North,1026,947,7,68,SA ,103,9,84,964,1084,6645,0
410150128,Adelaide Hills (DC) Bal,1003,848,7,61,SA ,95,8,78,921,1096,8664,0
805104149,Holt,1029,959,7,69,ACT,8,1,8,970,1082,4697,0
805101629,Cook,1118,1289,10,93,ACT,74,8,72,1062,1169,2817,0
405155294,Norw. P'ham St Ptrs (C) - West,1072,1137,9,82,SA ,111,10,91,877,1161,17739,0
405158260,Walkerville (M),1089,1196,9,86,SA ,117,10,96,1024,1215,6964,0
420059039,Unincorp. Riverland,763,56,1,5,SA ,2,1,2,642,1004,131,0
420103080,Karoonda East Murray (DC),924,341,3,25,SA ,48,4,40,877,961,1164,0
420105040,Murray Bridge (RC),878,114,1,9,SA ,9,1,8,723,989,17679,4
420107290,Southern Mallee (DC),933,408,3,30,SA ,57,5,47,881,1074,2135,0
420107800,The Coorong (DC),900,179,2,13,SA ,29,3,24,751,1003,5668,0
425053360,Kingston (DC),921,311,3,23,SA ,42,4,35,840,986,2325,0
425055090,Naracoorte and Lucindale (DC),950,551,4,40,SA ,73,6,60,852,1030,8079,0
425056860,Robe (DC),950,552,4,40,SA ,74,7,61,922,987,1701,42
425057630,Tatiara (DC),944,500,4,36,SA ,67,6,55,891,1033,6862,0
425102250,Grant (DC),960,615,5,45,SA ,81,7,66,835,1005,7868,0
805250339,Banks,1059,1080,8,78,ACT,22,3,22,1021,1147,4904,0
405202601,Holdfast Bay (C) - North,1038,994,8,72,SA ,107,9,87,820,1159,19170,0
425104620,Mount Gambier (C),914,260,2,19,SA ,36,3,30,666,1023,23493,0
405202604,Holdfast Bay (C) - South,1021,916,7,66,SA ,101,9,83,855,1125,14132,0
710400201,Alice Springs (T) - Charles,1007,864,7,62,NT ,58,7,64,646,1061,4543,6
405204065,Marion (C) - South,1034,980,8,71,SA ,106,9,87,987,1090,21231,0
405204341,Mitcham (C) - Hills,1086,1190,9,86,SA ,116,10,95,980,1157,24036,0
405204061,Marion (C) - Central,959,612,5,44,SA ,80,7,66,723,1086,32527,0
430051750,Elliston (DC),932,396,3,29,SA ,55,5,45,875,1021,1132,0
430051960,Franklin Harbour (DC),920,303,3,22,SA ,41,4,34,901,991,1276,0
705051052,Lee Point-Leanyer Swamp,889,134,1,10,NT ,36,4,40,889,889,127,0
535102380,Cue (S),859,92,1,7,WA ,9,1,6,851,900,324,0
435259589,Unincorp. Far North,939,465,4,34,SA ,62,6,51,853,1065,1568,10
705051038,Karama,957,602,5,44,NT ,46,6,51,928,1013,4777,0
405204344,Mitcham (C) - North-East,1097,1226,9,88,SA ,119,10,97,1020,1200,15381,0
410102750,Kangaroo Island (DC),939,468,4,34,SA ,63,6,52,890,1000,4260,0
705051044,Larrakeyah,1123,1298,10,93,NT ,89,10,98,1054,1200,3037,0
710302360,Mataranka (CGC),901,182,2,14,NT ,39,5,43,901,901,251,0
710302530,Nyirranggulung Mardrulk Ngadberre (CGC),686,17,1,2,NT ,9,1,10,551,774,936,10
405204345,Mitcham (C) - West,1029,963,7,69,SA ,105,9,86,880,1144,22435,0
405205341,Onkaparinga (C) - Hackham,899,173,2,13,SA ,27,3,22,685,1059,13731,0
405205342,Onkaparinga (C) - Hills,1019,904,7,65,SA ,100,9,82,950,1111,11300,0
405205343,Onkaparinga (C) - Morphett,912,250,2,18,SA ,34,3,28,806,989,23049,0
405205344,Onkaparinga (C) - North Coast,879,116,1,9,SA ,10,1,9,749,991,17215,0
405205345,Onkaparinga (C) - Reservoir,1058,1069,8,77,SA ,110,9,90,904,1161,24940,0
405205346,Onkaparinga (C) - South Coast,945,511,4,37,SA ,68,6,56,884,1038,25123,0
430053220,Kimba (DC),942,484,4,35,SA ,65,6,53,901,1007,1112,0
415050430,Barunga West (DC),896,160,2,12,SA ,23,2,19,832,998,2543,0
415051560,Copper Coast (DC),888,127,1,10,SA ,13,2,11,767,986,11445,0
415058831,Yorke Peninsula (DC) - North,898,168,2,13,SA ,26,3,22,623,995,7333,0
405205347,Onkaparinga (C) - Woodcroft,996,824,6,60,SA ,93,8,76,917,1083,34378,0
425108341,Wattle Range (DC) - East,924,328,3,24,SA ,46,4,38,804,1053,3188,0
425108344,Wattle Range (DC) - West,899,174,2,13,SA ,28,3,23,763,991,8701,0
430051190,Cleve (DC),949,541,4,39,SA ,72,6,59,875,1011,1897,0
410050311,Barossa (DC) - Angaston,952,565,5,41,SA ,77,7,63,846,1018,7879,0
410050314,Barossa (DC) - Barossa,985,770,6,56,SA ,88,8,72,904,1053,7985,0
435251330,Coober Pedy (DC),879,117,1,9,SA ,11,1,9,806,922,1913,4
435256970,Roxby Downs (M),1075,1149,9,83,SA ,112,10,92,1060,1083,4054,5
410050315,Barossa (DC) - Tanunda,989,794,6,57,SA ,89,8,73,915,1026,4684,0
410053650,Light (RegC),974,703,6,51,SA ,86,7,70,883,1065,12362,0
410053920,Mallala (DC),925,349,3,26,SA ,49,4,40,846,970,7903,0
410154551,Mount Barker (DC) - Central,990,799,6,58,SA ,90,8,74,858,1102,18157,0
410154554,Mount Barker (DC) Bal,1007,859,7,62,SA ,96,8,79,841,1085,8278,0
410200221,Alexandrina (DC) - Coastal,934,418,3,30,SA ,58,5,48,847,1023,11510,4
410200224,Alexandrina (DC) - Strathalbyn,960,616,5,45,SA ,82,7,67,859,1052,9203,0
410208050,Victor Harbor (C),941,479,4,35,SA ,64,6,53,847,1047,12015,0
410208750,Yankalilla (DC),932,399,3,29,SA ,56,5,46,854,1011,4154,0
420050521,Berri & Barmera (DC) - Barmera,894,152,2,11,SA ,21,2,18,824,952,4132,0
505051310,Cambridge (T),1158,1357,10,98,WA ,152,10,98,987,1247,23756,2
605052811,Hobart (C) - Inner,1048,1030,8,74,TAS,42,10,96,1025,1055,455,31
605052812,Hobart (C) - Remainder,1058,1067,8,77,TAS,43,10,98,895,1195,47246,0
605053611,Kingborough (M) - Pt A,1027,951,7,69,TAS,40,10,91,875,1146,28220,0
605054811,Sorell (M) - Pt A,935,424,4,31,TAS,32,8,73,832,1016,10893,0
610051010,Central Highlands (M),871,103,1,8,TAS,4,1,10,804,916,2242,3
610051512,Derwent Valley (M) - Pt B,898,170,2,13,TAS,12,3,28,814,977,2938,0
420050524,Berri & Barmera (DC) - Berri,914,256,2,19,SA ,35,3,29,806,1013,6801,0
420053791,Loxton Waikerie (DC) - East,919,297,3,22,SA ,40,4,33,805,971,7128,0
420053794,Loxton Waikerie (DC) - West,896,161,2,12,SA ,24,2,20,791,961,4477,0
420054210,Mid Murray (DC),892,143,2,11,SA ,18,2,15,800,958,8037,6
430053570,Le Hunte (DC),924,334,3,24,SA ,47,4,39,864,951,1313,0
430053710,Lower Eyre Peninsula (DC),947,531,4,39,SA ,71,6,58,906,1010,4402,0
430056300,Port Lincoln (C),925,354,3,26,SA ,50,5,41,746,1071,13602,0
430057910,Tumby Bay (DC),917,285,3,21,SA ,38,4,31,843,1025,2541,0
430101010,Ceduna (DC),903,196,2,15,SA ,30,3,25,656,1004,3572,0
430107490,Streaky Bay (DC),923,325,3,24,SA ,45,4,37,907,977,2023,0
430109249,Unincorp. West Coast,905,213,2,16,SA ,32,3,27,758,943,458,0
435058540,Whyalla (C),882,122,1,9,SA ,12,1,10,750,1053,21416,0
435059389,Unincorp. Whyalla,784,63,1,5,SA ,3,1,3,726,994,206,4
435155120,Northern Areas (DC),918,291,3,21,SA ,39,4,32,815,1008,4651,0
610054812,Sorell (M) - Pt B,922,318,3,23,TAS,24,6,55,871,954,1032,0
610055010,Southern Midlands (M),893,149,2,11,TAS,9,3,21,775,971,5670,0
610055210,Tasman (M),878,115,1,9,TAS,6,2,14,811,947,2238,0
615052211,George Town (M) - Pt A,863,95,1,7,TAS,2,1,5,734,987,5501,0
605051511,Derwent Valley (M) - Pt A,866,99,1,8,TAS,3,1,7,758,1000,6541,0
605052610,Glenorchy (C),902,186,2,14,TAS,14,4,32,742,1025,43412,0
435155400,Orroroo/Carrieton (DC),926,359,3,26,SA ,51,5,42,897,992,933,0
505203150,East Fremantle (T),1108,1264,10,91,WA ,149,10,96,1065,1166,6698,0
615102212,George Town (M) - Pt B,905,216,2,16,TAS,18,5,41,874,955,1025,0
615104013,Launceston (C) - Pt C,938,460,4,33,TAS,33,8,76,900,974,2771,0
435155540,Peterborough (DC),817,76,1,6,SA ,6,1,5,742,983,1902,0
435156451,Port Pirie C Dists (M) - City,864,97,1,7,SA ,8,1,7,756,992,13611,0
435156454,Port Pirie C Dists (M) Bal,922,320,3,23,SA ,44,4,36,850,993,3531,0
505203432,Fremantle (C) - Remainder,1028,956,7,69,WA ,130,9,84,889,1169,24008,0
505204830,Kwinana (T),937,442,4,32,WA ,51,4,33,787,1125,23195,4
505205320,Melville (C),1093,1215,9,88,WA ,144,10,93,914,1224,93001,0
505207490,Rockingham (C),994,816,6,59,WA ,118,8,76,736,1152,84309,0
505250210,Armadale (C),966,646,5,47,WA ,88,6,57,829,1128,50537,0
505250490,Belmont (C),962,626,5,45,WA ,82,6,53,875,1158,30331,0
505251330,Canning (C),1040,1000,8,72,WA ,135,9,87,683,1167,77306,0
505253780,Gosnells (C),987,783,6,57,WA ,113,8,73,844,1151,91579,1
505257700,Serpentine-Jarrahdale (S),1016,890,7,64,WA ,126,9,81,927,1076,12892,2
505257840,South Perth (C),1093,1216,9,88,WA ,145,10,93,957,1177,38360,1
505258510,Victoria Park (T),1020,915,7,66,WA ,127,9,82,741,1223,27956,4
510015110,Mandurah (C),973,693,5,50,WA ,98,7,63,769,1306,55815,1
510016230,Murray (S),955,586,5,42,WA ,73,5,47,841,1064,11970,0
435159459,Unincorp. Pirie,970,680,5,49,SA ,83,7,68,940,1008,257,0
520056440,Narrogin (T),935,423,4,31,WA ,44,3,29,788,1007,4238,0
435201830,Flinders Ranges (DC),896,162,2,12,SA ,25,3,21,855,990,1730,0
435204830,Mount Remarkable (DC),917,284,3,21,SA ,37,4,31,846,1012,2842,0
435206090,Port Augusta (C),896,159,2,12,SA ,22,2,18,749,1032,13876,7
505051750,Claremont (T),1132,1316,10,95,WA ,151,10,97,1031,1222,8939,0
520058610,Wagin (S),924,340,3,25,WA ,31,2,20,864,1016,1843,0
520058680,Wandering (S),966,652,5,47,WA ,90,6,58,950,998,355,0
520058890,West Arthur (S),971,683,5,49,WA ,96,7,62,909,1010,853,0
520059100,Wickepin (S),929,377,3,28,WA ,38,3,25,881,1064,716,0
520059170,Williams (S),960,614,5,44,WA ,79,6,51,905,1011,866,0
505052170,Cottesloe (T),1180,1379,10,99,WA ,154,10,99,1075,1231,7257,0
520104900,Lake Grace (S),984,760,6,55,WA ,109,7,70,946,1045,1456,0
525051680,Chittering (S),983,758,6,55,WA ,108,7,70,941,1038,3520,0
525052590,Dandaragan (S),957,598,5,43,WA ,78,6,51,887,1017,2884,0
525053570,Gingin (S),942,488,4,35,WA ,56,4,36,899,1020,4319,0
620050811,Central Coast (M) - Pt A,919,301,3,22,TAS,22,6,51,819,1085,17595,0
620051610,Devonport (C),903,194,2,14,TAS,15,4,35,694,1047,24014,0
620053811,Latrobe (M) - Pt A,933,406,3,30,TAS,29,7,66,810,1022,7902,0
620055411,Waratah/Wynyard (M) - Pt A,901,183,2,14,TAS,13,3,30,782,1048,10903,0
620100612,Burnie (C) - Pt B,927,362,3,26,TAS,26,6,60,854,992,2057,0
620100812,Central Coast (M) - Pt B,934,412,3,30,TAS,30,7,69,835,992,3068,0
620101210,Circular Head (M),896,163,2,12,TAS,10,3,23,789,959,7954,0
620103210,Kentish (M),898,166,2,12,TAS,11,3,26,777,987,5762,0
620103410,King Island (M),928,372,3,27,TAS,27,7,62,880,1011,1639,0
620103812,Latrobe (M) - Pt B,949,544,4,39,TAS,34,8,78,946,953,728,0
620105412,Waratah/Wynyard (M) - Pt B,923,323,3,24,TAS,25,6,57,815,978,2508,0
620155610,West Coast (M),881,119,1,9,TAS,7,2,16,823,939,5003,0
705051004,Alawa,1009,873,7,63,NT ,61,7,68,939,1062,2125,0
505055740,Mosman Park (T),1104,1257,10,91,WA ,147,10,95,928,1238,8251,0
505056580,Nedlands (C),1167,1370,10,99,WA ,153,10,99,1016,1236,20335,1
525104690,Koorda (S),918,292,3,21,WA ,28,2,18,875,1018,430,0
705051008,Anula,1022,923,7,67,NT ,64,8,71,1002,1041,2394,0
505056930,Peppermint Grove (S),1191,1387,10,100,WA ,155,10,100,1165,1224,1582,0
525106650,Northam (T),909,230,2,17,WA ,19,2,13,811,1009,6008,0
525106720,Northam (S),929,374,3,27,WA ,36,3,24,810,992,3793,0
525107350,Quairading (S),914,263,2,19,WA ,24,2,16,873,1020,1020,0
505057081,Perth (C) - Inner,1071,1132,9,82,WA ,138,9,89,1013,1191,1079,5
505057082,Perth (C) - Remainder,1108,1263,10,91,WA ,148,10,95,846,1196,10494,0
505057980,Subiaco (C),1123,1300,10,94,WA ,150,10,97,745,1224,16379,0
525109310,Wongan-Ballidu (S),971,681,5,49,WA ,94,7,61,944,1040,1387,0
525109450,Wyalkatchem (S),902,191,2,14,WA ,13,1,9,850,999,565,0
525109730,York (S),964,637,5,46,WA ,86,6,56,935,1062,3114,0
525151120,Bruce Rock (S),925,357,3,26,WA ,33,3,22,873,1002,952,0
525154410,Kellerberrin (S),889,133,1,10,WA ,10,1,7,831,1001,1181,0
525155460,Merredin (S),949,549,4,40,WA ,63,5,41,834,1029,3247,0
525155880,Mount Marshall (S),956,593,5,43,WA ,75,5,49,889,1017,615,0
705051064,Marrara,1060,1085,8,78,NT ,77,9,85,1034,1082,1399,0
505058570,Vincent (T),1079,1164,9,84,WA ,139,9,90,910,1144,26879,0
505100350,Bassendean (T),985,768,6,56,WA ,112,8,72,912,1045,13463,0
505100420,Bayswater (C),1009,871,7,63,WA ,121,8,78,807,1202,55800,0
505104200,Kalamunda (S),1032,971,7,70,WA ,132,9,85,891,1196,49536,0
505106090,Mundaring (S),1037,993,8,72,WA ,134,9,86,854,1143,35095,2
505108050,Swan (C),993,812,6,59,WA ,117,8,76,808,1163,93279,0
505154171,Joondalup (C) - North,1079,1166,9,84,WA ,140,9,90,969,1191,49675,0
505157916,Stirling (C) - South-Eastern,1094,1220,9,88,WA ,146,10,94,924,1192,15697,0
505158761,Wanneroo (C) - North-East,1033,976,7,70,WA ,133,9,86,925,1136,31803,0
505158764,Wanneroo (C) - North-West,1025,945,7,68,WA ,129,9,83,875,1201,37652,1
705051011,Bayview-Woolner,1158,1356,10,98,NT ,90,10,99,1127,1171,1759,0
505158767,Wanneroo (C) - South,979,735,6,53,WA ,105,7,68,822,1104,41486,0
505201820,Cockburn (C),1011,878,7,63,WA ,122,8,79,799,1161,74473,0
705051014,Brinkin,1103,1249,9,90,NT ,87,10,96,1032,1162,1039,0
705051018,City - Inner,1053,1049,8,76,NT ,74,9,82,974,1100,2484,1
705051068,Millner,993,813,6,59,NT ,56,7,62,958,1013,2368,0
505203431,Fremantle (C) - Inner,1068,1117,9,81,WA ,137,9,88,980,1153,826,0
510031401,Capel (S) - Pt A,1087,1193,9,86,WA ,142,10,92,1044,1177,6012,0
705051078,Nakara,1064,1105,8,80,NT ,81,9,90,1001,1111,1913,0
705051084,Narrows,920,308,3,23,NT ,44,5,49,920,920,653,0
510032661,Dardanup (S) - Pt A,988,788,6,57,WA ,114,8,74,943,1063,7719,0
510033991,Harvey (S) - Pt A,1029,964,7,70,WA ,131,9,84,971,1096,11534,0
510100630,Boddington (S),951,563,5,41,WA ,67,5,43,882,992,1377,0
510101404,Capel (S) - Pt B,977,719,6,52,WA ,101,7,65,905,1062,4194,0
510101890,Collie (S),918,289,3,21,WA ,27,2,18,816,999,8611,0
510102664,Dardanup (S) - Pt B,991,805,6,58,WA ,116,8,75,948,1031,2617,0
510102870,Donnybrook-Balingup (S),967,660,5,48,WA ,91,6,59,927,1028,4738,0
510103994,Harvey (S) - Pt B,933,403,3,29,WA ,42,3,27,787,1046,8021,0
510108820,Waroona (S),935,426,4,31,WA ,46,3,30,856,1018,3451,0
510150280,Augusta-Margaret River (S),1001,839,7,61,WA ,120,8,77,891,1081,10352,0
510151260,Busselton (S),990,798,6,58,WA ,115,8,74,848,1106,25355,0
510200770,Boyup Brook (S),947,532,4,39,WA ,61,4,40,887,997,1479,0
510200840,Bridgetown-Greenbushes (S),953,575,5,42,WA ,70,5,45,862,1013,3952,0
510205180,Manjimup (S),926,358,3,26,WA ,34,3,22,837,1053,9255,0
510206300,Nannup (S),946,515,4,37,WA ,59,4,38,900,1003,1190,0
515051050,Broomehill (S),937,447,4,33,WA ,52,4,34,866,1016,478,0
515053640,Gnowangerup (S),953,574,5,42,WA ,69,5,45,895,1048,1362,0
515054130,Jerramungup (S),975,706,6,51,WA ,100,7,65,912,1018,1128,0
515054340,Katanning (S),910,237,2,17,WA ,21,2,14,851,1030,4210,0
515054480,Kent (S),984,762,6,55,WA ,110,8,71,961,1009,575,0
515054550,Kojonup (S),953,573,5,42,WA ,68,5,44,887,1018,2150,0
515058120,Tambellup (S),928,366,3,27,WA ,35,3,23,829,1022,659,0
515059380,Woodanilling (S),971,682,5,49,WA ,95,7,61,947,1002,399,0
515100081,Albany (C) - Central,939,463,4,34,WA ,54,4,35,792,1076,15978,0
515100084,Albany (C) Bal,979,731,6,53,WA ,104,7,67,906,1041,15597,1
515102240,Cranbrook (S),939,471,4,34,WA ,55,4,36,884,986,1063,0
515102730,Denmark (S),973,696,5,50,WA ,99,7,64,904,1020,4511,0
515107210,Plantagenet (S),938,454,4,33,WA ,53,4,34,890,992,4484,0
520050910,Brookton (S),916,280,3,21,WA ,26,2,17,871,1011,980,0
520052310,Cuballing (S),950,553,4,40,WA ,64,5,42,859,1010,782,0
525055600,Moora (S),943,492,4,36,WA ,57,4,37,909,1039,2411,0
710400203,Alice Springs (T) - Heavitree,1003,845,7,61,NT ,57,7,63,965,1039,2145,17
525058540,Victoria Plains (S),961,625,5,45,WA ,81,6,52,866,989,903,0
525100560,Beverley (S),904,200,2,15,WA ,15,1,10,800,978,1562,0
525102450,Cunderdin (S),932,401,3,29,WA ,41,3,27,844,1008,1249,0
525102520,Dalwallinu (S),956,597,5,43,WA ,77,5,50,932,1022,1367,0
525102940,Dowerin (S),935,425,4,31,WA ,45,3,29,890,1017,702,0
805108649,Weetangera,1176,1377,10,99,ACT,97,10,94,1146,1193,2545,0
525103710,Goomalling (S),922,313,3,23,WA ,29,2,19,859,1012,936,0
525155950,Mukinbudin (S),956,590,5,43,WA ,74,5,48,931,982,577,0
705051118,Wagaman,983,754,6,55,NT ,54,6,60,948,1013,2036,0
525156370,Narembeen (S),937,440,4,32,WA ,50,4,33,897,1011,905,0
525156860,Nungarin (S),916,279,2,20,WA ,25,2,17,846,1012,244,0
525158400,Trayning (S),906,221,2,16,WA ,18,2,12,848,933,393,0
525159030,Westonia (S),972,687,5,50,WA ,97,7,63,972,972,213,0
525159660,Yilgarn (S),943,495,4,36,WA ,58,4,38,899,1009,1414,0
530054970,Laverton (S),854,90,1,7,WA ,8,1,6,666,917,729,43
705051124,Wanguri,1041,1003,8,72,NT ,68,8,75,1013,1069,1859,0
705051128,Winnellie,956,594,5,43,NT ,45,5,50,912,972,305,0
530055040,Leonora (S),965,644,5,47,WA ,87,6,56,908,1003,1410,0
530055390,Menzies (S),804,72,1,6,WA ,5,1,4,777,831,216,2
530056620,Ngaanyatjarraku (S),715,37,1,3,WA ,2,1,2,639,948,1334,6
530103080,Dundas (S),904,205,2,15,WA ,17,2,11,854,1010,1067,3
530103290,Esperance (S),963,633,5,46,WA ,84,6,54,824,1077,12965,0
530107420,Ravensthorpe (S),981,745,6,54,WA ,106,7,68,920,1084,1949,0
535058470,Upper Gascoyne (S),839,81,1,6,WA ,7,1,5,731,940,285,0
805058289,Turner,1124,1301,10,94,ACT,77,8,75,738,1182,3008,0
535105810,Mount Magnet (S),931,393,3,29,WA ,40,3,26,917,979,457,0
535106160,Murchison (S),903,195,2,14,WA ,14,1,9,720,1022,113,18
705051024,Coconut Grove,963,632,5,46,NT ,47,6,52,836,1014,2593,0
805058559,Watson,1094,1217,9,88,ACT,54,6,52,1039,1163,4187,0
535107630,Sandstone (S),902,185,2,14,WA ,12,1,8,902,902,120,0
535109250,Wiluna (S),797,67,1,5,WA ,4,1,3,513,934,680,56
535109590,Yalgoo (S),910,233,2,17,WA ,20,2,13,861,970,243,0
535151470,Carnamah (S),948,540,4,39,WA ,62,4,40,892,1030,747,0
535151610,Chapman Valley (S),963,634,5,46,WA ,85,6,55,930,1000,913,0
535152030,Coorow (S),955,583,5,42,WA ,71,5,46,899,1053,1200,0
535153854,Greenough (S) - Pt B,955,585,5,42,WA ,72,5,47,949,966,1399,35
535154060,Irwin (S),961,617,5,45,WA ,80,6,52,907,1010,3055,0
705102802,Bakewell,1009,870,7,63,NT ,60,7,66,989,1020,2992,0
535155530,Mingenew (S),935,431,4,31,WA ,48,4,31,872,1028,472,0
705051048,Leanyer,1061,1089,8,79,NT ,79,9,87,949,1101,4588,0
535155670,Morawa (S),934,419,4,31,WA ,43,3,28,896,1062,826,0
535156020,Mullewa (S),912,249,2,18,WA ,22,2,15,859,961,910,0
535156790,Northampton (S),930,386,3,28,WA ,39,3,26,678,1032,3206,0
535157000,Perenjori (S),936,437,4,32,WA ,49,4,32,858,999,529,0
535158260,Three Springs (S),951,555,4,40,WA ,65,5,42,917,1016,662,0
540053220,East Pilbara (S),967,664,5,48,WA ,92,6,59,583,1083,6543,17
540057280,Port Hedland (T),1016,889,7,64,WA ,125,9,81,558,1144,11957,12
540100250,Ashburton (S),1023,929,7,67,WA ,128,9,83,530,1081,6080,0
540107560,Roebourne (S),1053,1047,8,76,WA ,136,9,88,591,1131,16421,3
545053920,Halls Creek (S),712,31,1,3,WA ,1,1,1,583,993,3136,34
