sla_code_2006_,sla_name_2006_,ier_score,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_,minimum_score_for_cds_in_area_percentile_,maximum_score_for_cds_in_area_percentile_,urp,per100_urp_without_a_cd_level_score_percentile_
305304651,Underwood,1058,1138,9,82,QLD,367,8,77,917,1163,4516,0
705102818,Woodroffe,954,334,3,24,NT ,53,6,59,841,1006,3454,0
710301809,Gulf,712,61,1,5,NT ,27,3,30,531,809,638,16
305304612,Kingston,873,103,1,8,QLD,42,1,9,780,976,12834,0
305506283,Redland (S) Bal,916,157,2,12,QLD,55,2,12,867,1017,6910,0
710152000,Jabiru (T),974,505,4,37,NT ,55,7,61,868,999,1136,0
305506276,Wellington Point,1091,1270,10,91,QLD,421,9,89,986,1164,10177,0
305304615,Loganholme,1071,1207,9,87,QLD,396,9,84,973,1143,13379,0
305304631,Rochedale South,1034,1007,8,73,QLD,316,7,67,928,1096,14927,0
345057031,Magnetic Island,966,430,4,31,QLD,135,3,29,911,995,2110,0
305304618,Loganlea,937,224,2,17,QLD,72,2,16,801,1086,8335,0
710202380,Nauiyu Nambiyu (CGC),575,15,1,2,NT ,11,2,13,575,575,395,0
305304634,Shailer Park,1099,1290,10,93,QLD,427,9,90,1011,1152,11223,0
305304637,Slacks Creek,970,461,4,34,QLD,147,4,31,825,1089,11055,0
305304654,Waterford West,944,254,2,19,QLD,81,2,17,812,1057,5493,0
305304656,Woodridge,841,87,1,7,QLD,38,1,8,701,1039,18453,0
307053476,Mt Warren Park,1008,820,6,59,QLD,252,6,53,820,1081,5636,0
305304663,Logan (C) Bal,1011,841,7,61,QLD,259,6,55,891,1065,2567,0
305405951,Albany Creek,1112,1323,10,95,QLD,441,10,93,846,1210,15943,0
305405957,Bray Park,1017,894,7,65,QLD,276,6,58,947,1050,8821,0
305405958,Central Pine West,1150,1373,10,99,QLD,466,10,98,1027,1227,17800,0
710251209,East Arnhem - Bal,505,2,1,1,NT ,2,1,3,272,602,6522,20
710251609,Groote Eylandt,991,663,5,48,NT ,62,7,69,991,991,1542,38
710252340,Marngarr (CGC),603,28,1,3,NT ,18,2,20,603,603,275,17
305405961,Dakabin-Kallangur-M. Downs,1021,918,7,66,QLD,285,6,60,827,1212,24024,1
345057014,Douglas,1075,1224,9,88,QLD,401,9,85,1040,1107,5993,15
305405963,Griffin-Mango Hill,1104,1301,10,94,QLD,432,10,91,937,1165,10258,0
305405971,Hills District,1077,1231,9,89,QLD,405,9,85,942,1184,20507,0
305405974,Petrie,1041,1051,8,76,QLD,332,7,70,949,1175,8567,0
305405978,Strathpine-Brendale,981,569,5,41,QLD,172,4,37,841,1066,11268,0
305405988,Pine Rivers (S) Bal,1135,1360,10,98,QLD,461,10,97,1024,1210,18309,0
345057015,Garbutt,822,79,1,6,QLD,36,1,8,639,1000,2389,3
305456201,Clontarf,952,309,3,23,QLD,96,3,21,860,1032,7722,0
345057018,Gulliver,963,405,3,30,QLD,128,3,27,921,1015,2873,0
710252409,Nhulunbuy,1016,882,7,64,NT ,71,8,79,947,1055,4112,0
710252500,Numbulwar Numburindi (CGC),550,5,1,1,NT ,4,1,5,550,550,681,1
305456204,Margate-Woody Point,905,137,1,10,QLD,50,2,11,818,1011,10355,0
307053461,Beenleigh,920,161,2,12,QLD,56,2,12,741,1104,7816,0
305456206,Redcliffe-Scarborough,969,458,4,33,QLD,145,4,31,808,1214,18818,0
305456208,Rothwell-Kippa-Ring,979,559,5,41,QLD,171,4,36,829,1234,14281,0
307053463,Bethania-Waterford,953,328,3,24,QLD,101,3,22,923,999,5626,0
305506251,Alexandra Hills,1033,1000,8,72,QLD,315,7,67,919,1135,16987,0
305506254,Birkdale,1070,1205,9,87,QLD,395,9,83,956,1169,13995,0
710300600,Borroloola (CGC),614,32,1,3,NT ,20,3,22,614,614,774,0
305506257,Capalaba,1030,986,8,71,QLD,311,7,66,823,1215,17097,0
305506262,Cleveland,1035,1012,8,73,QLD,317,7,67,833,1226,13584,0
305506264,Ormiston,1077,1232,9,89,QLD,406,9,86,921,1185,5384,0
305506265,Redland Bay,1092,1276,10,92,QLD,423,9,89,947,1193,10886,0
710300790,Daguragu (CGC),574,14,1,2,NT ,10,2,11,490,629,543,0
710301409,Elsey,903,135,1,10,NT ,43,5,48,701,1034,777,0
305506267,Sheldon-Mt Cotton,1125,1347,10,97,QLD,453,10,95,1075,1215,4870,0
710302100,Jilkminggan (CGC),288,1,1,1,NT ,1,1,2,288,288,273,0
305506268,Thorneside,979,555,4,40,QLD,170,4,36,870,1061,3466,0
307053466,Eagleby,899,129,1,10,QLD,48,2,11,779,994,8833,0
305506271,Thornlands,1110,1318,10,95,QLD,438,10,92,984,1196,10518,0
305506273,Victoria Point,1053,1116,8,80,QLD,356,8,75,960,1150,13754,0
307053493,Wolffdene-Bahrs Scrub,1117,1335,10,96,QLD,446,10,94,1083,1174,4679,0
307103515,Broadbeach Waters,1088,1264,10,91,QLD,418,9,88,908,1166,7380,0
307103508,Biggera Waters-Labrador,927,183,2,14,QLD,60,2,13,830,1093,20780,0
307103517,Bundall,1124,1346,10,97,QLD,452,10,95,996,1179,4103,0
710353800,Tennant Creek (T),847,89,1,7,NT ,35,4,39,518,967,2921,4
307103511,Bilinga-Tugun,987,625,5,45,QLD,185,4,39,909,1075,6257,0
307103514,Broadbeach-Mermaid Beach,1003,784,6,57,QLD,238,5,50,900,1106,9541,3
345057023,Heatley,931,195,2,14,QLD,63,2,14,737,1020,4266,0
307103521,Burleigh Heads,1006,813,6,59,QLD,249,6,53,919,1075,7607,0
307103523,Burleigh Waters,1041,1050,8,76,QLD,331,7,70,935,1148,12727,0
307103527,Coolangatta,926,178,2,13,QLD,59,2,13,832,1060,4868,0
307103533,Currumbin,1021,921,7,66,QLD,287,7,61,974,1062,2646,0
307103555,Main Beach-South Stradbroke,1069,1198,9,86,QLD,391,9,82,1004,1126,3325,4
307103562,Mermaid Wtrs-Clear Is. Wtrs,1063,1165,9,84,QLD,377,8,80,870,1179,15740,0
345057026,Hermit Park,942,249,2,18,QLD,80,2,17,887,985,3444,0
307103563,Miami,988,635,5,46,QLD,188,4,40,812,1088,6168,0
345057027,Hyde Park-Mysterton,978,543,4,39,QLD,168,4,36,893,1078,2221,0
307103573,Palm Beach,982,582,5,42,QLD,175,4,37,842,1107,13493,0
307103576,Paradise Point-Runaway Bay,1064,1169,9,84,QLD,380,8,80,848,1249,16128,0
345057034,Mundingburra,981,570,5,41,QLD,173,4,37,867,1046,3726,0
307103585,Southport,947,276,2,20,QLD,85,2,18,796,1133,24096,0
307103587,Surfers Paradise,991,662,5,48,QLD,194,5,41,806,1205,18503,9
307153502,Ashmore-Benowa,1069,1197,9,86,QLD,390,9,82,869,1204,18781,0
307153592,Varsity Lakes,1005,804,6,58,QLD,244,6,52,737,1128,11796,0
307153525,Carrara-Merrimac,1028,973,7,70,QLD,305,7,64,879,1167,16377,0
345057041,North Ward-Castle Hill,1009,832,6,60,QLD,256,6,54,904,1227,5588,0
320057262,Warwick (S) - Central,941,244,2,18,QLD,78,2,17,827,1021,11217,0
307153535,Currumbin Waters,1018,895,7,65,QLD,277,6,59,847,1108,9642,0
307153531,Coombabah,965,417,3,30,QLD,132,3,28,871,1080,9305,0
307153534,Currumbin Valley-Tallebudgera,1105,1304,10,94,QLD,433,10,91,1022,1138,6386,0
320057263,Warwick (S) - East,1008,821,6,59,QLD,253,6,54,909,1086,4251,0
320057265,Warwick (S) - North,998,732,6,53,QLD,220,5,47,939,1069,2478,0
320057266,Warwick (S) - West,1010,838,7,61,QLD,258,6,55,895,1034,3590,0
325050300,Balonne (S),990,650,5,47,QLD,193,5,41,803,1120,4626,0
345057038,Murray,1118,1340,10,96,QLD,450,10,95,985,1190,10100,8
330152104,Calliope (S) - Pt B,1006,806,6,58,QLD,245,6,52,941,1086,2726,3
309054907,Maroochy (S) - Maroochydore,951,305,3,22,QLD,95,2,20,757,1101,16352,0
330152850,Duaringa (S),1038,1033,8,74,QLD,323,7,68,911,1126,6744,0
330153000,Emerald (S),1057,1132,9,82,QLD,364,8,77,856,1180,14355,0
330153154,Fitzroy (S) - Pt B,1026,955,7,69,QLD,296,7,63,916,1156,4389,0
330154100,Jericho (S),999,741,6,54,QLD,225,5,48,900,1113,920,0
330154554,Livingstone (S) - Pt B,995,704,6,51,QLD,209,5,44,809,1144,24965,0
345057078,Wulguru,979,550,4,40,QLD,169,4,36,935,1017,4917,0
307153537,Elanora,1060,1149,9,83,QLD,371,8,78,972,1145,11679,0
307153543,Helensvale,1089,1266,10,91,QLD,419,9,88,926,1240,14768,0
309055755,Noosa (S) - Sunshine-Peregian,1025,948,7,68,QLD,291,7,62,878,1140,9236,0
325056400,Roma (T),982,579,5,42,QLD,174,4,37,868,1104,6507,0
325057200,Warroo (S),1028,971,7,70,QLD,304,7,64,926,1124,1038,0
330053151,Fitzroy (S) - Pt A,996,711,6,51,QLD,211,5,45,938,1072,6182,0
330054551,Livingstone (S) - Pt A,1110,1316,10,95,QLD,436,10,92,1030,1137,3904,12
330056350,Rockhampton (C),952,312,3,23,QLD,98,3,21,759,1155,58747,0
330102101,Calliope (S) - Pt A,1054,1121,9,81,QLD,358,8,76,955,1146,13818,0
330103350,Gladstone (C),997,718,6,52,QLD,216,5,46,803,1147,29084,0
330150350,Banana (S),1019,906,7,65,QLD,282,6,60,850,1141,13358,0
330150500,Bauhinia (S),1031,991,8,71,QLD,312,7,66,963,1095,2189,0
307153547,Hope Island,1117,1336,10,96,QLD,447,10,94,1012,1231,5395,0
307153551,Kingsholme-Upper Coomera,1071,1208,9,87,QLD,397,9,84,927,1190,14736,0
307153564,Molendinar,1045,1072,8,77,QLD,341,8,72,813,1166,5605,0
307153566,Mudgeeraba-Reedy Creek,1068,1190,9,86,QLD,388,9,82,900,1208,20514,0
307153567,Nerang,1012,849,7,61,QLD,263,6,56,825,1147,23633,0
307153568,Oxenford-Maudsland,1077,1230,9,89,QLD,404,9,85,927,1185,11479,0
307153572,Pacific Pines-Gaven,1101,1297,10,93,QLD,429,9,90,916,1159,11089,0
312100800,Boonah (S),1008,824,6,60,QLD,255,6,54,871,1070,8642,0
312103250,Gatton (S),996,713,6,52,QLD,212,5,45,871,1085,15640,0
312104450,Laidley (S),987,628,5,45,QLD,186,4,39,848,1047,14480,0
330155350,Mount Morgan (S),862,94,1,7,QLD,40,1,9,822,936,2984,0
330155850,Peak Downs (S),1065,1176,9,85,QLD,384,9,81,1013,1131,3188,0
345057058,Rosslea,897,127,1,10,QLD,47,1,10,862,932,1446,0
307153578,Parkwood-Arundel,1079,1236,9,89,QLD,408,9,86,914,1199,17782,0
307153581,Pimpama-Coomera,1070,1202,9,87,QLD,393,9,83,901,1205,5479,0
320016901,Toowoomba (C) - Central,934,205,2,15,QLD,66,2,14,778,1019,13547,0
340107330,Whitsunday (S),1018,900,7,65,QLD,279,6,59,891,1155,16957,3
307153582,Robina,1083,1248,9,90,QLD,414,9,87,956,1182,19182,0
320016903,Toowoomba (C) - North-East,1012,848,7,61,QLD,262,6,55,753,1152,10161,0
307153593,Worongary-Tallai,1101,1296,10,93,QLD,428,9,90,992,1181,9322,0
307200553,Beaudesert (S) - Pt B,1038,1028,8,74,QLD,322,7,68,973,1133,10038,0
307203538,Guanaba-Springbrook,1062,1160,9,84,QLD,376,8,79,951,1139,3971,6
309052132,Caloundra (C) - Caloundra N.,1007,814,6,59,QLD,250,6,53,826,1126,21155,0
309052133,Caloundra (C) - Caloundra S.,997,717,6,52,QLD,215,5,46,785,1217,20137,0
309052135,Caloundra (C) - Kawana,1032,999,8,72,QLD,314,7,66,885,1160,20318,0
309054902,Maroochy (S) - Buderim,1066,1179,9,85,QLD,386,9,81,873,1183,39911,1
309054911,Maroochy (S) - Mooloolaba,993,679,5,49,QLD,200,5,42,825,1086,10244,0
320053600,Goondiwindi (T),966,426,4,31,QLD,134,3,29,846,1038,4713,0
320053900,Inglewood (S),966,432,4,31,QLD,137,3,29,888,1046,2534,0
320054204,Jondaryan (S) - Pt B,995,699,6,51,QLD,207,5,44,867,1090,6984,1
320055000,Millmerran (S),976,531,4,39,QLD,165,4,35,907,1080,3098,0
309054914,Maroochy (S) - Nambour,946,268,2,20,QLD,84,2,18,778,1033,13278,0
309054917,Maroochy (S) - Paynter-Petrie Creek,1027,966,7,70,QLD,301,7,64,878,1116,15203,0
309055756,Noosa (S) - Tewantin,977,533,4,39,QLD,166,4,35,860,1128,11553,0
309102136,Caloundra (C) - Hinterland,1003,783,6,57,QLD,237,5,50,910,1091,7656,0
309102138,Caloundra (C) - Rail Corridor,1029,976,7,70,QLD,307,7,65,900,1112,18330,0
315051810,Bundaberg (C),935,217,2,16,QLD,69,2,15,778,1096,45803,0
315051981,Burnett (S) - Pt A,995,702,6,51,QLD,208,5,44,891,1114,13965,0
315073751,Hervey Bay (C) - Pt A,967,438,4,32,QLD,138,3,29,789,1141,48157,0
315100700,Biggenden (S),950,297,3,22,QLD,92,2,20,865,1030,1524,0
315101984,Burnett (S) - Pt B,1002,775,6,56,QLD,236,5,50,910,1045,12330,0
320056600,Stanthorpe (S),960,377,3,28,QLD,114,3,24,816,1092,10123,0
320056700,Tara (S),953,323,3,24,QLD,100,3,21,860,1089,3675,0
320056750,Taroom (S),1014,872,7,63,QLD,272,6,58,928,1146,2388,0
320057120,Waggamba (S),1073,1215,9,88,QLD,400,9,84,893,1181,2872,0
320057150,Wambo (S),1018,897,7,65,QLD,278,6,59,880,1109,5227,0
315102330,Cherbourg (S),590,22,1,2,QLD,7,1,2,590,590,1128,0
315102532,Cooloola (S) (excl. Gympie),984,588,5,43,QLD,176,4,37,834,1052,19617,0
315102535,Cooloola (S) - Gympie only,939,234,2,17,QLD,75,2,16,834,1062,16452,0
315102950,Eidsvold (S),933,201,2,15,QLD,65,2,14,841,1050,860,0
315103300,Gayndah (S),951,298,3,22,QLD,93,2,20,899,1036,2786,0
315103754,Hervey Bay (C) - Pt B,935,213,2,16,QLD,67,2,15,881,1062,4064,0
315104000,Isis (S),967,441,4,32,QLD,140,3,30,895,1021,6297,0
315104300,Kilkivan (S),964,409,3,30,QLD,130,3,28,862,1073,3452,0
315104350,Kingaroy (S),989,642,5,46,QLD,190,4,40,829,1109,12221,0
315104400,Kolan (S),935,215,2,16,QLD,68,2,15,895,978,4563,0
315104950,Maryborough (C),931,198,2,15,QLD,64,2,14,793,1084,25703,2
315105100,Miriam Vale (S),963,404,3,29,QLD,127,3,27,868,1052,5128,1
315105150,Monto (S),974,506,4,37,QLD,157,4,33,879,1098,2434,0
315105450,Mundubbera (S),968,447,4,33,QLD,142,3,30,937,1023,2116,0
315105500,Murgon (S),961,383,3,28,QLD,117,3,25,897,1091,3456,0
315105650,Nanango (S),941,241,2,18,QLD,77,2,17,872,1031,9014,0
315105900,Perry (S),965,416,3,30,QLD,131,3,28,905,1004,428,0
315106850,Tiaro (S),947,281,3,21,QLD,88,2,19,906,1023,5324,0
315107450,Wondai (S),956,347,3,25,QLD,104,3,22,884,1072,4398,0
315107500,Woocoo (S),1026,954,7,69,QLD,295,7,62,939,1060,3440,0
320012151,Cambooya (S) - Pt A,1081,1241,9,89,QLD,411,9,87,1002,1144,3909,0
320014201,Jondaryan (S) - Pt A,1112,1322,10,95,QLD,440,10,93,998,1149,7111,6
320016451,Rosalie (S) - Pt A,1050,1103,8,80,QLD,352,8,74,1002,1099,4539,0
320016905,Toowoomba (C) - North-West,936,219,2,16,QLD,71,2,15,817,1079,18374,1
345057003,City,1039,1040,8,75,QLD,325,7,69,1009,1053,1985,0
320016906,Toowoomba (C) - South-East,1028,970,7,70,QLD,303,7,64,902,1179,26026,0
345057007,Cranbrook,996,715,6,52,QLD,213,5,45,943,1061,6276,0
320016908,Toowoomba (C) - West,942,245,2,18,QLD,79,2,17,768,1078,22092,0
320052154,Cambooya (S) - Pt B,1056,1130,9,81,QLD,362,8,76,992,1082,1909,0
320052350,Chinchilla (S),1006,811,6,59,QLD,248,6,52,844,1144,5940,1
320052400,Clifton (S),992,666,5,48,QLD,196,5,42,913,1080,2612,0
320052554,Crow's Nest (S) - Pt B,990,648,5,47,QLD,191,5,41,928,1065,3922,0
320052650,Dalby (T),973,495,4,36,QLD,154,4,33,854,1074,9779,0
325050650,Bendemere (S),997,725,6,52,QLD,219,5,46,874,1102,987,0
325050850,Booringa (S),971,476,4,35,QLD,150,4,32,893,1149,1705,0
325051750,Bulloo (S),969,454,4,33,QLD,144,4,31,930,1029,371,0
325051850,Bungil (S),1065,1177,9,85,QLD,385,9,81,929,1122,2052,0
325055600,Murweh (S),966,431,4,31,QLD,136,3,29,887,1140,4580,0
330157550,Woorabinda (S),618,34,1,3,QLD,12,1,3,618,618,851,0
335050150,Aramac (S),1006,807,6,58,QLD,246,6,52,914,1178,724,0
345057012,Currajong,959,368,3,27,QLD,110,3,24,856,996,2612,0
335050400,Barcaldine (S),960,373,3,27,QLD,112,3,24,883,1102,1617,0
335050450,Barcoo (S),975,518,4,38,QLD,161,4,34,872,1170,360,6
335050750,Blackall (S),958,358,3,26,QLD,108,3,23,884,1177,1456,0
335050900,Boulia (S),908,143,2,11,QLD,52,2,11,794,1146,420,0
335052750,Diamantina (S),891,112,1,9,QLD,43,1,10,865,1025,281,7
345057074,West End,939,235,2,17,QLD,76,2,16,850,978,3659,0
335053850,Ilfracombe (S),992,677,5,49,QLD,199,5,42,931,1119,267,0
335054050,Isisford (S),973,500,4,36,QLD,155,4,33,915,1063,264,0
335054700,Longreach (S),992,668,5,48,QLD,197,5,42,934,1163,3522,0
335056650,Tambo (S),997,723,6,52,QLD,218,5,46,935,1107,560,0
335057400,Winton (S),965,423,4,31,QLD,133,3,28,852,1181,1380,0
340054762,Mackay (C) - Pt A,1027,960,7,69,QLD,299,7,63,778,1232,72845,1
340100600,Belyando (S),1064,1170,9,84,QLD,381,8,80,950,1132,10455,0
340100950,Bowen (S),961,390,3,28,QLD,123,3,26,865,1146,12378,0
340101700,Broadsound (S),1038,1026,8,74,QLD,320,7,68,881,1121,6843,0
340104765,Mackay (C) - Pt B,1046,1078,8,78,QLD,344,8,73,938,1113,12045,1
350104970,Mer (IC),629,42,1,4,QLD,18,1,4,629,629,483,0
350105670,Napranum (S),594,23,1,2,QLD,8,1,2,594,594,840,1
345057044,Oonoonba-Idalia-Cluden,1064,1168,9,84,QLD,379,8,80,942,1169,3542,0
345057047,Pallarenda-Shelley Beach,1058,1135,9,82,QLD,366,8,77,1058,1058,1026,0
345057062,Rowes Bay-Belgian Gardens,986,611,5,44,QLD,181,4,38,896,1130,2365,0
350100770,Boigu (IC),551,6,1,1,QLD,2,1,1,551,551,284,0
350102078,Cairns (C) - Pt B,1005,796,6,58,QLD,241,6,51,894,1084,4703,0
350102200,Cardwell (S),972,485,4,35,QLD,152,4,32,871,1092,9528,2
350102500,Cook (S),922,168,2,13,QLD,57,2,12,715,1115,3466,2
350102600,Croydon (S),851,90,1,7,QLD,39,1,9,796,1014,254,0
345057065,South Townsville,936,218,2,16,QLD,70,2,15,842,1003,1913,0
345057068,Stuart-Roseneath,962,393,3,29,QLD,125,3,27,934,988,1236,48
345057071,Vincent,901,133,1,10,QLD,49,2,11,743,998,2592,0
345106801,Kelso,993,683,5,49,QLD,203,5,43,895,1100,8697,0
350102740,Dauan (IC),624,38,1,3,QLD,16,1,4,624,624,152,0
350102800,Douglas (S),986,614,5,44,QLD,184,4,39,508,1147,10191,0
345106804,Kirwan,1026,957,7,69,QLD,298,7,63,845,1121,23101,0
345106807,Thuringowa (C) - Pt A Bal,1013,857,7,62,QLD,266,6,56,781,1139,19784,0
345151900,Burdekin (S),977,535,4,39,QLD,167,4,36,875,1123,17019,0
345152300,Charters Towers (C),947,277,2,20,QLD,86,2,19,901,1033,7976,0
345155770,Palm Island (S),541,4,1,1,QLD,1,1,1,541,541,1982,0
345156831,Thuringowa (C) - Pt B,1046,1079,8,78,QLD,345,8,73,944,1126,7586,0
345157084,Townsville (C) - Pt B,1042,1053,8,76,QLD,334,8,71,919,1077,3715,0
350052062,Cairns (C) - Barron,1045,1073,8,77,QLD,342,8,72,889,1195,20051,0
350052065,Cairns (C) - Central Suburbs,871,101,1,8,QLD,41,1,9,703,1038,21369,3
350052066,Cairns (C) - City,930,193,2,14,QLD,62,2,13,764,1099,8168,0
350052068,Cairns (C) - Mt Whitfield,1045,1074,8,77,QLD,343,8,72,905,1169,11805,0
350052072,Cairns (C) - Northern Suburbs,1046,1081,8,78,QLD,347,8,73,919,1155,15207,0
350052074,Cairns (C) - Trinity,997,719,6,52,QLD,217,5,46,867,1160,33848,0
350103030,Erub (IC),647,50,1,4,QLD,25,1,6,647,647,317,0
350103100,Etheridge (S),999,743,6,54,QLD,226,5,48,949,1103,851,0
350106480,St Pauls (IC),810,76,1,6,QLD,34,1,8,810,810,240,0
350052076,Cairns (C) - Western Suburbs,1055,1128,9,81,QLD,361,8,76,888,1199,12286,0
350100200,Atherton (S),971,474,4,34,QLD,149,4,32,780,1084,10913,2
350100250,Aurukun (S),636,44,1,4,QLD,20,1,5,636,636,1045,0
350106570,Seisia (IC),701,60,1,5,QLD,31,1,7,701,701,164,0
350106950,Torres (S),812,77,1,6,QLD,35,1,8,722,887,3233,0
350107090,Ugar (IC),651,52,1,4,QLD,27,1,6,651,651,76,0
350100270,Badu (IC),645,49,1,4,QLD,24,1,6,645,645,820,0
350100330,Bamaga (IC),633,43,1,4,QLD,19,1,4,633,633,784,0
350103650,Hammond (IC),641,46,1,4,QLD,22,1,5,641,641,214,0
350103700,Herberton (S),922,170,2,13,QLD,58,2,13,870,1142,5420,0
350103830,Hope Vale (S),624,37,1,3,QLD,15,1,4,624,624,779,2
350104430,Kubin (IC),649,51,1,4,QLD,26,1,6,649,649,200,0
350104570,Lockhart River (S),645,48,1,4,QLD,23,1,5,645,645,553,1
350104740,Mabuiag (IC),689,57,1,5,QLD,29,1,7,689,689,248,0
350107170,Warraber (IC),573,12,1,1,QLD,4,1,1,573,573,246,0
805207389,Rivett,1038,1031,8,74,ACT,36,4,35,986,1117,3070,0
350104830,Mapoon (S),721,65,1,5,QLD,32,1,7,721,721,239,3
350104850,Mareeba (S),956,348,3,25,QLD,105,3,23,794,1153,18211,6
350107650,Yorke (IC),639,45,1,4,QLD,21,1,5,639,639,298,0
355051950,Burke (S),951,302,3,22,QLD,94,2,20,877,1060,497,6
355052250,Carpentaria (S),893,119,1,9,QLD,45,1,10,834,1030,1939,0
355052450,Cloncurry (S),945,262,2,19,QLD,82,2,18,523,1090,3135,0
350105730,New Mapoon (S),671,54,1,4,QLD,28,1,6,671,671,344,0
350106070,Pormpuraaw (S),695,58,1,5,QLD,30,1,7,695,695,600,0
350106100,Poruma (IC),629,41,1,3,QLD,17,1,4,629,629,167,0
350106470,Saibai (IC),602,27,1,2,QLD,10,1,3,602,602,337,0
350107300,Weipa (T),1040,1041,8,75,QLD,326,7,69,999,1054,2831,0
350107570,Wujal Wujal (S),619,35,1,3,QLD,13,1,3,619,619,325,0
350107600,Yarrabah (S),569,10,1,1,QLD,3,1,1,569,569,2372,0
355053200,Flinders (S),969,460,4,33,QLD,146,4,31,891,1129,1791,0
405055688,Playford (C) - West Central,838,85,1,7,SA ,4,1,4,699,1034,13000,0
405150070,Adelaide (C),951,304,3,22,SA ,39,4,32,742,1103,16660,4
705051094,Parap,985,604,5,44,NT ,57,7,63,884,1074,1804,0
355055300,Mount Isa (C),985,595,5,43,QLD,178,4,38,673,1155,19663,1
355056300,Richmond (S),988,633,5,46,QLD,187,4,40,953,1075,901,0
805207749,Stirling,1074,1218,9,88,ACT,63,7,61,1067,1083,2042,0
805207839,Stromlo,1059,1141,9,82,ACT,47,5,46,1059,1059,65,0
415058834,Yorke Peninsula (DC) - South,948,289,3,21,SA ,36,3,30,896,993,3858,0
405052030,Gawler (T),970,468,4,34,SA ,54,5,44,741,1116,18913,0
805050189,Ainslie,1002,774,6,56,ACT,20,2,20,892,1065,4814,0
405055681,Playford (C) - East Central,1011,843,7,61,SA ,91,8,74,808,1094,20133,0
805050639,Braddon,897,126,1,10,ACT,3,1,3,512,1050,3575,0
415101140,Clare and Gilbert Valleys (DC),994,691,5,50,SA ,74,7,61,857,1104,8144,0
415102110,Goyder (DC),967,437,4,32,SA ,50,5,41,838,1035,4184,0
415108130,Wakefield (DC),979,560,5,41,SA ,62,6,51,896,1097,6371,0
805102139,Dunlop,1105,1303,10,94,ACT,81,8,78,1041,1137,5849,0
535033500,Geraldton (C),927,181,2,13,WA ,18,2,12,784,1069,18915,0
535033851,Greenough (S) - Pt A,1063,1166,9,84,WA ,136,9,88,819,1127,12637,0
535051540,Carnarvon (S),934,207,2,15,WA ,20,2,13,549,1098,5682,0
405055683,Playford (C) - Elizabeth,808,74,1,6,SA ,3,1,3,611,956,24495,1
405055684,Playford (C) - Hills,1102,1298,10,93,SA ,122,10,100,1068,1124,3365,0
405055686,Playford (C) - West,994,694,5,50,SA ,75,7,61,727,1097,9017,0
405055891,Port Adel. Enfield (C) - East,941,243,2,18,SA ,30,3,25,728,1123,31064,2
805051989,Downer,1009,836,6,60,ACT,24,3,24,969,1048,3370,0
405055894,Port Adel. Enfield (C) - Inner,864,96,1,7,SA ,6,1,5,653,1028,19319,0
405057141,Salisbury (C) - Central,926,177,2,13,SA ,18,2,15,783,1060,26857,3
405057143,Salisbury (C) - Inner North,940,236,2,17,SA ,28,3,23,707,1041,24121,0
405156510,Prospect (C),1000,752,6,54,SA ,82,7,67,724,1127,19294,0
405057144,Salisbury (C) - North-East,973,491,4,36,SA ,58,5,48,748,1130,21962,0
405057146,Salisbury (C) - South-East,968,450,4,33,SA ,52,5,43,740,1184,34861,0
405057148,Salisbury (C) Bal,1038,1032,8,74,SA ,104,9,85,851,1115,10620,1
405057701,Tea Tree Gully (C) - Central,1013,858,7,62,SA ,93,8,76,846,1090,25184,0
405057704,Tea Tree Gully (C) - Hills,1053,1114,8,80,SA ,111,10,91,1004,1122,11828,0
405157981,Unley (C) - East,1030,981,8,71,SA ,103,9,84,753,1118,19234,0
405057705,Tea Tree Gully (C) - North,1022,929,7,67,SA ,99,9,81,907,1181,26999,0
405057708,Tea Tree Gully (C) - South,1005,795,6,57,SA ,86,7,70,845,1157,31961,0
805056389,O'Connor,1030,983,8,71,ACT,32,4,31,933,1120,4911,0
405101061,Charles Sturt (C) - Coastal,999,748,6,54,SA ,81,7,66,652,1165,29956,0
805057209,Reid,931,196,2,15,ACT,5,1,5,676,1141,1605,0
405101064,Charles Sturt (C) - Inner East,942,247,2,18,SA ,31,3,26,701,1073,21324,0
405101065,Charles Sturt (C) - Inner West,951,301,3,22,SA ,38,4,31,675,1115,23630,0
405101068,Charles Sturt (C) - North-East,909,144,2,11,SA ,15,2,13,673,1013,25621,0
405105895,Port Adel. Enfield (C) - Coast,951,300,3,22,SA ,37,4,31,675,1085,27504,0
405157984,Unley (C) - West,1021,922,7,67,SA ,96,8,79,888,1147,16765,0
405105896,Port Adel. Enfield (C) - Park,839,86,1,7,SA ,5,1,5,692,927,14687,2
405105897,Port Adel. Enfield (C) - Port,885,108,1,8,SA ,11,1,9,795,1051,10355,0
805105679,Macquarie,998,731,6,53,ACT,18,2,18,925,1071,2385,0
405108411,West Torrens (C) - East,930,192,2,14,SA ,23,2,19,799,995,23989,1
405108414,West Torrens (C) - West,967,435,4,32,SA ,49,4,40,690,1085,28168,0
530014281,Kalgoorlie/Boulder (C) - Pt A,1024,937,7,68,WA ,106,7,68,823,1183,28244,1
405150121,Adelaide Hills (DC) - Central,1090,1269,10,91,SA ,121,10,99,998,1151,12483,0
